"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespMLI","RespMF","RespGr","PrevClust","PAMCluster"
114.27,0.007,6.887,0.442,37.598,"19-10-03_YC019_probe1",69,0,0,0,0,0,"Pk",3
8.07,0.099,6.669,0.48,4.142,"19-10-03_YC019_probe1",7,0,0,0,0,0,"MLI",1
81.01,0.01,6.967,0.467,30.318,"19-10-03_YC019_probe1",71,0,0,0,0,0,"Pk",3
144.24,0.006,6.552,0.363,32.97,"19-10-03_YC019_probe1",72,0,0,0,0,0,"Pk",3
135.47,0.007,7.056,0.299,21.412,"19-10-03_YC019_probe1",73,0,0,0,0,0,"Pk",3
80.69,0.012,7.22,0.36,18.767,"19-10-03_YC019_probe1",81,0,0,0,0,0,"Pk",3
54.48,0.015,6.947,0.579,30.739,"19-10-03_YC019_probe1",86,0,0,0,0,0,"Pk",1
88.13,0.011,7.184,0.306,15.019,"19-10-03_YC019_probe1",89,0,0,0,0,0,"Pk",3
93.99,0.008,6.736,0.498,39.279,"19-10-03_YC019_probe1",97,0,0,0,0,0,"Pk",3
157.08,0.005,6.34,0.297,25.7,"19-10-03_YC020_probe1",104,0,0,0,0,0,"Pk",3
78.43,0.011,7.048,0.554,47.717,"19-10-03_YC020_probe1",11,0,0,0,0,0,"Pk",3
5.63,0.038,3.257,0.946,37.488,"19-10-03_YC020_probe1",114,0,0,0,0,0,"GoMF",5
61.04,0.014,6.937,0.573,35.232,"19-10-03_YC020_probe1",12,0,0,0,0,0,"Pk",3
101.93,0.009,6.864,0.326,18.838,"19-10-03_YC020_probe1",121,0,0,0,0,0,"Pk",3
5.87,0.009,2.274,0.879,27.103,"19-10-03_YC020_probe1",122,0,0,0,0,0,"GoMF",5
89.95,0.01,7.062,0.476,38.346,"19-10-03_YC020_probe1",13,0,0,0,0,0,"Pk",3
84.4,0.011,6.468,0.328,17.713,"19-10-03_YC020_probe1",144,0,0,0,0,0,"Pk",3
74.77,0.008,3.967,0.349,21.342,"19-10-03_YC020_probe1",145,0,0,0,0,0,"Unknown",5
27.41,0.014,3.281,0.488,17.34,"19-10-03_YC020_probe1",151,0,0,0,0,0,"Unknown",5
7.44,0.021,4.895,1.04,31.882,"19-10-03_YC020_probe1",152,0,0,0,0,0,"GoMF",5
102.17,0.008,6.191,0.35,22.367,"19-10-03_YC020_probe1",157,0,0,0,0,0,"Pk",3
67.34,0.009,5.234,0.551,36.588,"19-10-03_YC020_probe1",158,0,0,0,0,0,"Unknown",5
118.09,0.008,7.17,0.519,59.63,"19-10-03_YC020_probe1",16,0,0,0,0,0,"Pk",3
173.8,0.005,6.351,0.448,49.426,"19-10-03_YC020_probe1",169,0,0,0,0,0,"Pk",3
13.95,0.048,6.562,0.862,23.825,"19-10-03_YC020_probe1",171,0,0,0,0,0,"MLI",1
13.74,0.048,6.632,0.846,23.628,"19-10-03_YC020_probe1",172,0,0,0,0,0,"MLI",1
111.92,0.008,6.744,0.287,16.823,"19-10-03_YC020_probe1",180,0,0,0,0,0,"Pk",3
65.2,0.014,6.833,0.652,43.908,"19-10-03_YC020_probe1",19,0,0,0,0,0,"Pk",4
88.56,0.01,6.394,0.477,36.334,"19-10-03_YC020_probe1",20,0,0,0,0,0,"Pk",3
68.46,0.012,6,0.443,26.348,"19-10-03_YC020_probe1",206,0,0,0,0,0,"Pk",3
85.92,0.009,6.846,0.446,30.918,"19-10-03_YC020_probe1",278,0,0,0,0,0,"Pk",3
83.66,0.011,6.137,0.492,27.106,"19-10-03_YC020_probe1",280,0,0,0,0,0,"Pk",3
58.57,0.015,7.005,0.426,19.922,"19-10-03_YC020_probe1",3,0,0,0,0,0,"Pk",1
77.74,0.012,7.127,0.437,29.152,"19-10-03_YC020_probe1",6,0,0,0,0,0,"Pk",3
80.49,0.013,6.779,0.605,38.32,"19-10-03_YC020_probe1",65,0,0,0,0,0,"Pk",3
80.03,0.011,7.094,0.455,32.143,"19-10-03_YC020_probe1",7,0,0,0,0,0,"Pk",3
120.31,0.007,6.535,0.348,25.655,"19-10-03_YC020_probe1",71,0,0,0,0,0,"Pk",3
115.97,0.008,7.207,0.311,19.652,"19-10-03_YC020_probe1",75,0,0,0,0,0,"Pk",3
2.66,0.034,4.013,1.828,36.364,"19-10-03_YC020_probe1",78,0,0,0,0,0,"GoMF",5
119,0.008,7.081,0.237,12.458,"19-10-03_YC020_probe1",81,0,0,0,0,0,"Pk",3
53.28,0.018,6.839,0.315,12.444,"19-10-03_YC020_probe1",94,0,0,0,0,0,"Pk",1
94.67,0.01,7.034,0.248,10.988,"19-10-22_YC022_probe1",101,0,0,0,0,0,"Pk",3
2.73,0.218,6.401,0.897,6.295,"19-10-22_YC022_probe1",103,0,0,0,0,0,"Gr",5
41.69,0.019,6.819,0.764,43.086,"19-10-22_YC022_probe1",12,0,0,0,0,0,"MLI",4
142.29,0.007,6.955,0.222,12.956,"19-10-22_YC022_probe1",140,0,0,0,0,0,"Pk",3
24.83,0.024,5.377,0.871,52.589,"19-10-22_YC022_probe1",155,0,0,0,0,0,"GoMF",4
11.11,0.068,6.755,0.623,8.261,"19-10-22_YC022_probe1",162,0,0,0,0,0,"MLI",1
10.68,0.067,6.747,0.697,10.181,"19-10-22_YC022_probe1",163,0,0,0,0,0,"MLI",1
18.12,0.046,7.076,0.553,10.577,"19-10-22_YC022_probe1",166,0,0,0,0,0,"MLI",1
2.6,0.165,5.214,1.008,12.865,"19-10-22_YC022_probe1",173,0,0,0,0,0,"Gr",5
9.07,0.081,6.852,0.73,10.245,"19-10-22_YC022_probe1",175,0,0,0,0,0,"MLI",1
11.8,0.063,6.818,0.666,9.953,"19-10-22_YC022_probe1",179,0,0,0,0,0,"MLI",1
12.19,0.058,6.483,0.626,9.277,"19-10-22_YC022_probe1",182,0,0,0,0,0,"MLI",1
152.29,0.005,6.313,0.257,21.014,"19-10-22_YC022_probe1",19,0,0,0,0,0,"Pk",3
8.47,0.047,4.561,0.952,28.662,"19-10-22_YC022_probe1",193,0,0,0,0,0,"GoMF",5
90.85,0.01,7.011,0.346,19.639,"19-10-22_YC022_probe1",200,0,0,0,0,0,"Pk",3
1.02,0.799,7.03,0.843,2.414,"19-10-22_YC022_probe1",203,0,0,0,0,0,"CS",2
135.06,0.007,6.888,0.294,20.241,"19-10-22_YC022_probe1",210,0,0,0,0,0,"Pk",3
90.91,0.01,6.953,0.358,20.752,"19-10-22_YC022_probe1",219,0,0,0,0,0,"Pk",3
140.9,0.006,5.702,0.231,16.834,"19-10-22_YC022_probe1",227,0,0,0,0,0,"Pk",3
118.55,0.007,6.334,0.404,33.979,"19-10-22_YC022_probe1",25,0,0,0,0,0,"Pk",3
98.89,0.009,6.369,0.29,15.977,"19-10-22_YC022_probe1",261,0,0,0,0,0,"Pk",3
93.34,0.008,6.734,0.509,41.304,"19-10-22_YC022_probe1",270,0,0,0,0,0,"Pk",3
204.18,0.004,5.71,0.317,43.882,"19-10-22_YC022_probe1",276,0,0,0,0,0,"Pk",3
8.03,0.042,4.989,0.933,36.037,"19-10-22_YC022_probe1",284,0,0,0,0,0,"GoMF",5
130.12,0.007,6.82,0.271,18.09,"19-10-22_YC022_probe1",29,0,0,0,0,0,"Pk",3
219.56,0.004,5.201,0.162,16.005,"19-10-22_YC022_probe1",290,0,0,0,0,0,"Pk",3
3.53,0.222,6.506,0.911,7.733,"19-10-22_YC022_probe1",308,0,0,0,0,0,"Gr",5
103.48,0.01,6.981,0.288,14.847,"19-10-22_YC022_probe1",319,0,0,0,0,0,"Pk",3
163.21,0.005,6.172,0.222,16.827,"19-10-22_YC022_probe1",368,0,0,0,0,0,"Pk",3
140.46,0.007,6.82,0.259,17.483,"19-10-22_YC022_probe1",37,0,0,0,0,0,"Pk",3
187.62,0.005,6.526,0.17,11.573,"19-10-22_YC022_probe1",373,0,0,0,0,0,"Pk",3
124.1,0.007,6.731,0.299,20.271,"19-10-22_YC022_probe1",398,0,0,0,0,0,"Pk",3
131.71,0.007,6.968,0.288,20.603,"19-10-22_YC022_probe1",4,0,0,0,0,0,"Pk",3
140.09,0.006,6.547,0.249,16.985,"19-10-22_YC022_probe1",403,0,0,0,0,0,"Pk",3
28.79,0.025,6.121,0.671,28.162,"19-10-22_YC022_probe1",427,0,0,0,0,0,"MLI",1
35.9,0.016,5.781,0.741,67.962,"19-10-22_YC022_probe1",433,0,0,0,0,0,"GoMF",4
8.44,0.079,6.134,0.807,13.376,"19-10-22_YC022_probe1",434,0,0,0,0,0,"MLI",5
72.14,0.011,6.865,0.543,35.825,"19-10-22_YC022_probe1",444,0,0,0,0,0,"Pk",3
7.91,0.091,6.359,0.624,6.402,"19-10-22_YC022_probe1",449,0,0,0,0,0,"MLI",1
15.79,0.058,7.066,0.367,3.984,"19-10-22_YC022_probe1",450,0,0,0,0,0,"Pk",1
40.42,0.022,6.849,0.689,30.037,"19-10-22_YC022_probe1",451,0,0,0,0,0,"Pk",1
6.87,0.107,6.722,0.709,7.188,"19-10-22_YC022_probe1",464,0,0,0,0,0,"MLI",1
17.25,0.034,6.06,0.789,31.435,"19-10-22_YC022_probe1",466,0,0,0,0,0,"MLI",1
11.38,0.069,6.566,0.504,5.667,"19-10-22_YC022_probe1",480,0,0,0,0,0,"MLI",1
23.84,0.029,6.021,0.994,60.995,"19-10-22_YC022_probe1",481,0,0,0,0,0,"GoMF",4
52.93,0.019,6.532,0.193,8.025,"19-10-22_YC022_probe1",553,0,0,0,0,0,"Pk",1
194.82,0.005,6.602,0.17,13.548,"19-10-22_YC022_probe1",57,0,0,0,0,0,"Pk",3
21.54,0.029,5.957,0.772,32.192,"19-10-22_YC022_probe1",571,0,0,0,0,0,"MLI",1
1.14,0.055,2.665,0.951,18.525,"19-10-22_YC022_probe1",577,0,0,0,0,0,"GoMF",5
9.85,0.033,4.674,0.995,57.593,"19-10-22_YC022_probe1",602,0,0,0,0,0,"GoMF",4
140.94,0.006,6.73,0.358,31.419,"19-10-22_YC022_probe1",61,0,0,0,0,0,"Pk",3
12.7,0.053,6.384,0.757,23.337,"19-10-22_YC022_probe1",621,0,0,0,0,0,"MLI",1
2.87,0.075,2.496,0.452,4.182,"19-10-22_YC022_probe1",624,0,0,0,0,0,"Unknown",5
142.44,0.006,6.903,0.269,19.672,"19-10-22_YC022_probe1",66,0,0,0,0,0,"Pk",3
11.75,0.054,6.205,0.692,12.037,"19-10-22_YC022_probe1",687,0,0,0,0,0,"MLI",1
12.73,0.042,5.971,0.878,29.048,"19-10-22_YC022_probe1",698,0,0,0,0,0,"MLI",5
61.67,0.012,6.632,0.606,38.613,"19-10-22_YC022_probe1",718,0,0,0,0,0,"Pk",3
6.88,0.118,7.035,0.685,6.742,"19-10-22_YC022_probe1",736,0,0,0,0,0,"MLI",1
10.1,0.04,5.418,0.877,29.315,"19-10-22_YC022_probe1",740,0,0,0,0,0,"GoMF",5
5.03,0.091,4.8,0.869,12.482,"19-10-22_YC022_probe1",741,0,0,0,0,0,"GoMF",5
17.18,0.025,5.539,0.927,53.98,"19-10-22_YC022_probe1",754,0,0,0,0,0,"GoMF",4
18.38,0.026,5.542,0.997,62.783,"19-10-22_YC022_probe1",759,0,0,0,0,0,"GoMF",4
6.26,0.12,6.779,0.662,5.689,"19-10-22_YC022_probe1",79,0,0,0,0,0,"MLI",1
135.77,0.007,6.891,0.299,21.536,"19-10-22_YC022_probe1",796,0,0,0,0,0,"Pk",3
80.32,0.011,6.906,0.437,26.558,"19-10-22_YC022_probe1",802,0,0,0,0,0,"Pk",3
9.77,0.078,6.607,0.562,5.956,"19-10-22_YC022_probe1",806,0,0,0,0,0,"MLI",1
145.34,0.006,6.124,0.332,31.358,"19-10-22_YC022_probe1",819,0,0,0,0,0,"Pk",3
98.27,0.009,6.913,0.417,29.241,"19-10-22_YC022_probe1",831,0,0,0,0,0,"Pk",3
102.64,0.008,6.696,0.354,22.84,"19-10-22_YC022_probe1",833,0,0,0,0,0,"Pk",3
164.77,0.005,6.128,0.284,27.416,"19-10-22_YC022_probe1",839,0,0,0,0,0,"Pk",3
107.85,0.009,6.851,0.23,10.801,"19-10-22_YC022_probe1",84,0,0,0,0,0,"Pk",3
73.09,0.012,6.852,0.397,19.797,"19-10-22_YC022_probe1",841,0,0,0,0,0,"Pk",3
143.49,0.005,4.968,0.313,28.979,"19-10-22_YC022_probe1",842,0,0,0,0,0,"Pk",3
17.05,0.013,5.178,1.033,63.383,"19-10-22_YC022_probe1",857,0,0,0,0,0,"GoMF",4
14.78,0.025,5.579,0.836,42.677,"19-10-22_YC022_probe1",862,0,0,0,0,0,"GoMF",4
9.21,0.262,4.319,0.901,4.967,"19-10-22_YC022_probe1",874,0,0,0,0,0,"Gr",5
3.76,0.015,1.915,0.903,69.438,"19-10-22_YC022_probe1",89,0,0,0,0,0,"GoMF",5
17.88,0.051,6.98,0.508,9.304,"19-10-22_YC022_probe1",91,0,0,0,0,0,"MLI",1
4.59,0.062,5.291,0.87,14.723,"19-10-22_YC022_probe1",918,0,0,0,0,0,"GoMF",5
1.92,0.107,4.986,1.305,51.783,"19-10-22_YC022_probe1",939,0,0,0,0,0,"GoMF",4
0.46,1.474,6.308,1.121,3.55,"19-10-22_YC022_probe1",949,0,0,0,0,0,"CS",2
58.2,0.016,7.261,0.467,24.499,"19-10-22_YC022_probe1",971,0,0,0,0,0,"Pk",1
51.1,0.018,6.397,0.226,6.719,"19-10-23_YC022_probe1",140,0,0,0,0,0,"Pk",1
32.56,0.03,6.621,0.312,11.974,"19-10-23_YC022_probe1",141,0,0,0,0,0,"Pk",1
36.64,0.028,6.757,0.243,9.532,"19-10-23_YC022_probe1",142,0,0,0,0,0,"Pk",1
12.58,0.083,6.226,0.258,4.681,"19-10-23_YC022_probe1",151,0,0,0,0,0,"MLI",1
11.24,0.092,6.146,0.189,2.343,"19-10-23_YC022_probe1",160,0,0,0,0,0,"MLI",1
2.56,0.111,5.108,0.664,4.062,"19-10-23_YC022_probe1",163,0,0,0,0,0,"GoMF",5
118.62,0.007,5.017,0.316,24.32,"19-10-23_YC022_probe1",165,0,0,0,0,0,"Unknown",3
1.1,0.476,6.347,1.001,5.291,"19-10-23_YC022_probe1",200,0,0,0,0,0,"Gr",2
3.45,0.206,6.835,0.916,7.969,"19-10-23_YC022_probe1",202,0,0,0,0,0,"Gr",1
0.86,0.504,6.54,0.98,4.528,"19-10-23_YC022_probe1",208,0,0,0,0,0,"Gr",2
0.98,0.547,6.513,0.953,4.107,"19-10-23_YC022_probe1",211,0,0,0,0,0,"Gr",2
4.09,0.135,6.369,0.997,23.461,"19-10-23_YC022_probe1",240,0,0,0,0,0,"MLI",5
0.33,1.911,6.354,0.974,1.951,"19-10-23_YC022_probe1",241,0,0,0,0,0,"CS",2
48.68,0.021,6.598,0.269,16.694,"19-10-23_YC022_probe1",253,0,0,0,0,0,"Pk",1
98.88,0.008,6.73,0.469,37.159,"19-10-23_YC022_probe1",277,0,0,0,0,0,"Pk",3
116.13,0.006,5.906,0.488,48.445,"19-10-23_YC022_probe1",278,0,0,0,0,0,"Pk",3
80.69,0.01,6.812,0.538,39.774,"19-10-23_YC022_probe1",280,0,0,0,0,0,"Pk",3
101.91,0.008,6.425,0.566,51.876,"19-10-23_YC022_probe1",284,0,0,0,0,0,"Pk",3
24.32,0.017,5.437,0.931,59.217,"19-10-23_YC022_probe1",286,0,0,0,0,0,"GoMF",4
4.36,0.169,6.823,0.902,8.832,"19-10-23_YC022_probe1",287,0,0,0,0,0,"MLI",1
1.48,0.422,6.705,0.913,4.399,"19-10-23_YC022_probe1",4,0,0,0,0,0,"Gr",2
49.96,0.019,7.09,0.387,14.145,"19-10-23_YC022_probe1",48,0,0,0,0,0,"Pk",1
53.91,0.017,7.181,0.389,15.945,"19-10-23_YC022_probe1",53,0,0,0,0,0,"Pk",1
44.57,0.008,2.991,0.856,104.407,"19-10-23_YC022_probe1",55,0,0,0,0,0,"GoMF",4
76.23,0.013,7.286,0.342,17.694,"19-10-23_YC022_probe1",59,0,0,0,0,0,"Pk",1
170.92,0.005,6.566,0.27,22.582,"19-10-23_YC022_probe1",67,0,0,0,0,0,"Pk",3
145.67,0.006,6.656,0.295,22.791,"19-10-23_YC022_probe1",71,0,0,0,0,0,"Pk",3
34.92,0.021,6.62,0.77,41.735,"19-10-23_YC022_probe1",76,0,0,0,0,0,"MLI",4
14.9,0.043,4.961,0.94,28.46,"19-11-14_YC029_probe1",27,0,0,0,0,0,"GoMF",5
13.55,0.026,5.736,0.985,57.987,"19-11-14_YC030_probe1",19,0,0,0,0,0,"GoMF",4
16.83,0.021,4.956,1.045,70.631,"19-11-14_YC030_probe1",21,0,0,0,0,0,"GoMF",4
11.35,0.036,5.578,1.079,57.8,"19-11-14_YC030_probe1",22,0,0,0,0,0,"GoMF",4
0.53,0.151,5.311,1.047,17.586,"19-11-14_YC030_probe1",26,0,0,0,0,0,"Gr",5
32.97,0.028,6.658,0.439,10.306,"19-11-14_YC030_probe1",39,0,0,0,0,0,"MLI",1
14.31,0.048,6.341,0.519,7.838,"19-11-14_YC030_probe1",43,0,0,0,0,0,"MLI",1
18.87,0.034,3.739,0.489,9.068,"19-11-14_YC030_probe1",47,0,0,0,0,0,"Unknown",5
18.33,0.032,5.807,0.856,30.301,"19-10-28_YC031_probe1",7,0,0,0,0,0,"MLI",5
9.59,0.05,5.846,0.905,30.484,"19-11-08_YC038_probe2",101,0,0,0,0,0,"MLI",5
6.56,0.036,3.788,0.737,16.44,"19-11-08_YC038_probe2",103,0,0,0,0,0,"GoMF",5
3.12,0.043,3.758,1.217,57.895,"19-11-08_YC038_probe2",105,0,0,0,0,0,"GoMF",5
12.3,0.068,6.348,0.717,19.87,"19-11-08_YC038_probe2",106,0,0,0,0,0,"MLI",1
8.01,0.096,6.999,0.708,9.374,"19-11-08_YC038_probe2",108,0,0,0,0,0,"MLI",1
3.36,0.12,5.461,1.074,37.283,"19-11-08_YC038_probe2",111,0,0,0,0,0,"GoMF",4
8.53,0.092,6.887,0.637,7.013,"19-11-08_YC038_probe2",129,0,0,0,0,0,"MLI",1
8.5,0.021,4.189,1.19,94.387,"19-11-08_YC038_probe2",137,0,0,0,0,0,"GoMF",4
13.02,0.062,7.05,0.647,10.383,"19-11-08_YC038_probe2",146,0,0,0,0,0,"MLI",1
9.22,0.029,5.398,1.126,56.518,"19-11-08_YC038_probe2",147,0,0,0,0,0,"GoMF",4
93.96,0.01,6.915,0.312,16.251,"19-11-08_YC038_probe2",197,0,0,0,0,0,"Pk",3
78.53,0.012,7.045,0.233,7.915,"19-11-08_YC038_probe2",209,0,0,0,0,0,"Pk",1
6.56,0.061,4.705,0.888,18.278,"19-11-08_YC038_probe2",21,0,0,0,0,0,"GoMF",5
68,0.015,7.295,0.211,6.111,"19-11-08_YC038_probe2",217,0,0,0,0,0,"Pk",1
72.65,0.013,7.207,0.325,13.966,"19-11-08_YC038_probe2",220,0,0,0,0,0,"Pk",1
9.92,0.066,6.67,0.838,14.672,"19-11-08_YC038_probe2",257,0,0,0,0,0,"MLI",1
47.88,0.019,6.807,0.328,9.446,"19-11-08_YC038_probe2",263,0,0,0,0,0,"Pk",1
12.35,0.011,3.998,1.146,119.295,"19-11-08_YC038_probe2",309,0,0,0,0,0,"GoMF",4
7.93,0.048,5.347,0.912,33.357,"19-11-08_YC038_probe2",32,0,0,0,0,0,"GoMF",5
7.92,0.047,5.496,1.012,37.323,"19-11-08_YC038_probe2",33,0,0,0,0,0,"GoMF",5
6.42,0.028,4.992,1.228,52.911,"19-11-08_YC038_probe2",330,0,0,0,0,0,"GoMF",4
17.4,0.035,6.222,0.933,44.81,"19-11-08_YC038_probe2",372,0,0,0,0,0,"GoMF",4
11.33,0.03,4.886,0.875,42.236,"19-11-08_YC038_probe2",382,0,0,0,0,0,"GoMF",5
7.9,0.016,3.826,1.189,91.882,"19-11-08_YC038_probe2",389,0,0,0,0,0,"GoMF",4
9.56,0.016,3.595,1.042,84.379,"19-11-08_YC038_probe2",394,0,0,0,0,0,"GoMF",4
6.91,0.064,5.675,1.087,37.781,"19-11-08_YC038_probe2",406,0,0,0,0,0,"GoMF",4
7.35,0.028,4.739,1.129,61.049,"19-11-08_YC038_probe2",411,0,0,0,0,0,"GoMF",4
13.56,0.047,5.937,0.658,13.758,"19-11-08_YC038_probe2",414,0,0,0,0,0,"MLI",5
10.3,0.053,4.124,0.709,13.807,"19-11-08_YC038_probe2",415,0,0,0,0,0,"GoMF",5
13.2,0.008,3.958,1.167,112.142,"19-11-08_YC038_probe2",416,0,0,0,0,0,"GoMF",4
0.37,0.128,3.812,1.308,34.221,"19-11-08_YC038_probe2",417,0,0,0,0,0,"GoMF",5
2.17,0.154,4.483,0.919,8.589,"19-11-08_YC038_probe2",42,0,0,0,0,0,"Gr",5
8.77,0.048,5.529,0.884,25.665,"19-11-08_YC038_probe2",427,0,0,0,0,0,"GoMF",5
10.03,0.05,4.422,0.902,28.935,"19-11-08_YC038_probe2",428,0,0,0,0,0,"GoMF",5
7.19,0.025,4.967,1.194,85.013,"19-11-08_YC038_probe2",43,0,0,0,0,0,"GoMF",4
14.45,0.044,6.378,0.866,29.81,"19-11-08_YC038_probe2",432,0,0,0,0,0,"MLI",4
11.49,0.071,6.935,0.591,8.084,"19-11-08_YC038_probe2",436,0,0,0,0,0,"MLI",1
5,0.083,5.604,0.927,16.034,"19-11-08_YC038_probe2",437,0,0,0,0,0,"MLI",5
7.33,0.113,6.373,0.983,14.55,"19-11-08_YC038_probe2",439,0,0,0,0,0,"MLI",5
119.95,0.008,6.798,0.266,15.427,"19-11-08_YC038_probe2",470,0,0,0,0,0,"Pk",3
10.64,0.079,6.986,0.562,7.007,"19-11-08_YC038_probe2",473,0,0,0,0,0,"MLI",1
80.26,0.012,6.992,0.187,5.522,"19-11-08_YC038_probe2",478,0,0,0,0,0,"Pk",1
4.82,0.054,4.688,0.936,21.393,"19-11-08_YC038_probe2",48,0,0,0,0,0,"GoMF",5
10.65,0.023,4.764,0.805,30.177,"19-11-08_YC038_probe2",49,0,0,0,0,0,"GoMF",5
2.16,0.134,4.397,0.999,12.018,"19-11-08_YC038_probe2",535,0,0,0,0,0,"Gr",5
3.05,0.076,3.469,1.121,24.237,"19-11-08_YC038_probe2",541,0,0,0,0,0,"GoMF",5
2.09,0.046,3.011,1.037,40.804,"19-11-08_YC038_probe2",574,0,0,0,0,0,"GoMF",5
8.39,0.022,4.563,1.177,85.734,"19-11-08_YC038_probe2",579,0,0,0,0,0,"GoMF",4
22.55,0.034,6.668,0.789,32.849,"19-11-08_YC038_probe2",59,0,0,0,0,0,"MLI",1
20.55,0.031,6.393,0.63,35.558,"19-11-08_YC038_probe2",66,0,0,0,0,0,"MLI",1
32.23,0.022,6.683,0.875,58.621,"19-11-08_YC038_probe2",73,0,0,0,0,0,"MLI",4
12.54,0.066,6.984,0.564,7.656,"19-11-08_YC038_probe2",74,0,0,0,0,0,"MLI",1
10.8,0.066,6.448,0.567,7.381,"19-11-08_YC038_probe2",78,0,0,0,0,0,"MLI",1
9.37,0.083,6.88,0.672,8.784,"19-11-08_YC038_probe2",8,0,0,0,0,0,"MLI",1
10,0.01,4.229,1.14,98.344,"19-11-08_YC038_probe2",81,0,0,0,0,0,"GoMF",4
26.28,0.027,6.581,0.763,31.326,"19-11-05_YC037_probe1",10,0,0,0,0,0,"MLI",1
8.99,0.016,4.447,0.79,46.087,"19-11-05_YC037_probe1",102,0,0,0,0,0,"GoMF",5
21.19,0.02,5.887,0.943,56.702,"19-11-05_YC037_probe1",108,0,0,0,0,0,"GoMF",4
14.15,0.016,3.55,0.96,73.499,"19-11-05_YC037_probe1",115,0,0,0,0,0,"GoMF",4
4.6,0.073,6.666,0.936,22.046,"19-11-05_YC037_probe1",119,0,0,0,0,0,"MLI",1
46.17,0.018,6.427,0.637,32.529,"19-11-05_YC037_probe1",121,0,0,0,0,0,"Pk",1
7.01,0.059,5.447,1.06,42.812,"19-11-05_YC037_probe1",129,0,0,0,0,0,"GoMF",4
21.29,0.039,6.579,0.529,11.597,"19-11-05_YC037_probe1",142,0,0,0,0,0,"MLI",1
24.74,0.023,5.469,0.736,38.066,"19-11-05_YC037_probe1",148,0,0,0,0,0,"MLI",5
41.55,0.021,6.986,0.564,23.447,"19-11-05_YC037_probe1",15,0,0,0,0,0,"Pk",1
1.38,0.189,6.352,0.922,8.89,"19-11-05_YC037_probe1",17,0,0,0,0,0,"Gr",5
160.31,0.006,6.017,0.324,26.647,"19-11-05_YC037_probe1",175,0,0,0,0,0,"Pk",3
39.08,0.021,6.691,0.56,23.803,"19-11-05_YC037_probe1",18,0,0,0,0,0,"Pk",1
3.31,0.198,5.189,1.012,11.12,"19-11-05_YC037_probe1",184,0,0,0,0,0,"Gr",5
6.99,0.114,6.892,0.712,7.369,"19-11-05_YC037_probe1",185,0,0,0,0,0,"MLI",1
71.2,0.012,7.001,0.512,36.499,"19-11-05_YC037_probe1",19,0,0,0,0,0,"Pk",3
97.6,0.01,7.174,0.367,24.646,"19-11-05_YC037_probe1",191,0,0,0,0,0,"Pk",3
77.24,0.012,7.066,0.42,25.166,"19-11-05_YC037_probe1",20,0,0,0,0,0,"Pk",3
6.24,0.07,5.518,0.722,9.414,"19-11-05_YC037_probe1",205,0,0,0,0,0,"MLI",5
102.86,0.009,7.16,0.406,30.928,"19-11-05_YC037_probe1",21,0,0,0,0,0,"Pk",3
86.38,0.011,6.702,0.512,30.619,"19-11-05_YC037_probe1",218,0,0,0,0,0,"Pk",3
12.64,0.072,6.597,0.816,16.519,"19-11-05_YC037_probe1",219,0,0,0,0,0,"MLI",1
66.16,0.014,7.165,0.374,17.362,"19-11-05_YC037_probe1",23,0,0,0,0,0,"Pk",1
2.04,0.364,5.846,1.554,17.124,"19-11-05_YC037_probe1",233,0,0,0,0,0,"Gr",5
37.94,0.019,5.407,0.587,23.409,"19-11-05_YC037_probe1",241,0,0,0,0,0,"MLI",5
2.05,0.159,4.839,0.82,13.037,"19-11-05_YC037_probe1",249,0,0,0,0,0,"Gr",5
2.57,0.278,6.684,0.939,6.942,"19-11-05_YC037_probe1",25,0,0,0,0,0,"Gr",2
13.55,0.063,7.069,0.564,8.211,"19-11-05_YC037_probe1",267,0,0,0,0,0,"MLI",1
13.95,0.017,5.294,1.125,56.97,"19-11-05_YC037_probe1",273,0,0,0,0,0,"GoMF",4
9.97,0.052,5.675,0.954,34.579,"19-11-05_YC037_probe1",276,0,0,0,0,0,"GoMF",5
1.14,0.17,4.914,1.152,14.631,"19-11-05_YC037_probe1",279,0,0,0,0,0,"Gr",5
44.85,0.019,7.011,0.527,22.304,"19-11-05_YC037_probe1",28,0,0,0,0,0,"Pk",1
20.45,0.013,4.962,1.154,94.137,"19-11-05_YC037_probe1",294,0,0,0,0,0,"GoMF",4
9.93,0.056,5.633,1.09,33.335,"19-11-05_YC037_probe1",295,0,0,0,0,0,"GoMF",5
0.54,1.055,6.233,0.996,2.871,"19-11-05_YC037_probe1",30,0,0,0,0,0,"CS",2
57.26,0.016,6.672,0.423,16.449,"19-11-05_YC037_probe1",31,0,0,0,0,0,"Pk",1
10.25,0.081,6.898,0.474,4.424,"19-11-05_YC037_probe1",314,0,0,0,0,0,"Pk",1
0.65,0.475,4.952,1.123,8.398,"19-11-05_YC037_probe1",315,0,0,0,0,0,"Gr",5
28.74,0.022,5.95,0.736,34.555,"19-11-05_YC037_probe1",317,0,0,0,0,0,"MLI",4
10.13,0.047,5.719,1.07,43.047,"19-11-05_YC037_probe1",326,0,0,0,0,0,"GoMF",4
19.08,0.019,5.679,1.114,90.155,"19-11-05_YC037_probe1",342,0,0,0,0,0,"GoMF",4
