Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,0,"(0, 60)",418,2,1.0,1,1.0,1,0,0,7.96,13.69,96,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,1,"(60, 120)",422,2,0.99,1,1.0,1,0,0,8.12,13.76,75,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,2,"(120, 180)",392,2,1.0,1,1.0,1,0,0,7.5,13.8,48,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,3,"(180, 240)",251,2,0.99,1,1.0,1,0,0,4.69,13.5,58,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,4,"(240, 300)",280,2,1.0,1,1.0,1,0,0,5.33,13.67,46,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,5,"(300, 360)",274,2,1.0,1,1.0,1,0,0,5.09,13.6,56,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,6,"(360, 420)",296,2,1.0,1,1.0,1,0,0,5.63,13.49,93,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,7,"(420, 480)",244,2,0.99,1,1.0,1,0,0,4.84,13.46,87,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,8,"(480, 540)",263,2,0.99,1,1.0,1,0,0,5.27,13.81,48,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,9,"(540, 600)",219,2,0.99,1,1.0,1,0,0,4.11,13.45,86,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,10,"(600, 660)",276,2,0.99,1,1.0,1,0,0,5.38,13.6,51,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,11,"(660, 720)",261,2,0.99,1,1.0,1,0,0,4.92,13.59,61,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,12,"(720, 780)",217,2,0.99,1,1.0,1,0,0,4.01,13.78,85,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,13,"(780, 840)",207,2,0.99,1,1.0,1,0,0,3.86,13.7,51,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,14,"(840, 900)",233,2,0.99,1,1.0,1,0,0,4.57,13.43,58,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,15,"(900, 960)",226,2,0.99,1,1.0,1,0,0,4.23,13.38,83,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,16,"(960, 1020)",303,2,0.99,1,1.0,1,0,0,5.8,13.55,52,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,17,"(1020, 1080)",258,2,1.0,1,1.0,1,0,0,4.95,13.45,100,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,18,"(1080, 1140)",271,2,1.0,1,1.0,1,0,0,5.09,13.5,88,0
19-01-16_YC011,18,61,5550,2,1.0,1,0,0,5.32,13.76,12.147635250091554,88,0,19,"(1140, 1200)",239,2,1.0,1,1.0,1,0,0,4.51,13.47,94,0
