Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Spikes_dummy,Unit_Wvf_Peaks,Unit_Wvf_Peaks_dummy,Unit_Biggest_Peak,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_Fp_dummy,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Wvf_Peaks,Chunk_Wvf_Peaks_dummy,Chunk_Biggest_Peak,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,0,"(0, 60)",611,3,1,1,0.98,1,1.0,1,0,0,11.52,13.78,13,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,1,"(60, 120)",536,3,1,1,0.98,1,1.0,1,0,0,11.86,13.59,22,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,2,"(120, 180)",371,3,1,1,0.98,1,1.0,1,0,0,9.2,13.04,46,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,3,"(180, 240)",512,3,1,1,0.98,1,1.0,1,0,0,9.37,12.92,53,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,4,"(240, 300)",403,3,1,1,0.98,1,1.0,1,0,0,8.4,13.02,84,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,5,"(300, 360)",519,3,1,1,0.97,1,1.0,1,0,0,9.66,13.04,29,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,6,"(360, 420)",366,3,1,1,0.97,1,1.0,1,0,0,7.44,12.92,64,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,7,"(420, 480)",318,3,1,1,0.98,1,1.0,1,0,0,5.95,12.91,68,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,8,"(480, 540)",259,3,1,1,0.97,1,1.0,1,0,0,5.21,12.93,49,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,9,"(540, 600)",322,3,1,1,0.98,1,1.0,1,0,0,6.1,12.92,100,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,10,"(600, 660)",325,3,1,1,0.98,1,1.0,1,0,0,6.35,12.79,44,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,11,"(660, 720)",331,3,1,1,0.98,1,1.0,1,0,0,6.53,12.91,37,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,12,"(720, 780)",254,3,1,1,0.98,1,1.0,1,0,0,4.94,12.83,39,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,13,"(780, 840)",222,3,1,1,0.98,1,1.0,1,0,0,4.24,12.86,100,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,14,"(840, 900)",180,3,1,1,0.98,1,1.0,1,0,0,3.43,12.77,56,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,15,"(900, 960)",186,3,1,1,0.97,1,0.99,1,0,0,3.32,12.74,100,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,16,"(960, 1020)",106,3,1,1,0.98,1,0.99,1,0,0,2.46,12.65,61,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,17,"(1020, 1080)",175,3,1,1,0.98,1,1.0,1,0,0,3.29,12.66,61,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,18,"(1080, 1140)",134,3,1,1,0.96,1,0.99,1,0,0,2.64,12.73,51,0
19-01-16_YC011,49,131,6277,1,3,1,1,0.98,1,0,0,1,6.54,13.11,12.058410758972167,56,0,19,"(1140, 1200)",147,3,1,1,0.98,1,0.99,1,0,0,2.93,12.89,60,0
