Sample,Unit,PeakChUnit,SpikesUnit,GoodChunks,GoodChunksList,WvfChunks,WvfChunksList,SpikesBlock,PercMissingSpikesBlock,MFRBlockHz,MeanAmpBlock,RPVBlock,FpBlockFancy,FpBlockSimple,ACGViolationRatio,WvfPeaksBlock,PeaksBlock_x,PeaksBlock_y,BigPkNegBlock,tf_MIFRBlockHz,tf_MedIsi,tf_ModeIsi,tf_Perc5Isi,tf_Entropy,tf_CV2Mean,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_LvR,tf_LcV,tf_Si,tf_skw,wf_MaxAmpNorm,wf_MaxAmp,wf_MaxAmpTime,wf_MinAmpNorm,wf_MinAmp,wf_MinAmpTime,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_OnsetTime,wf_End,wf_EndTime,wf_Crossing,wf_CrossingTime,wf_Pk10,wf_Pk10Time,wf_Pk90,wf_Pk90Time,wf_Pk50,wf_Pk50Time1,wf_Pk50Time2,wf_Tr10,wf_Tr10Time,wf_Tr90,wf_Tr90Time,wf_Tr50,wf_Tr50Time1,wf_Tr50Time2,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_EndSlopeTau,key,ResponsiveUnit
18-12-17_YC009,39,143,31193,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 19, 18]",31193,2,28.91,17.65,12,0.01,0.0,0.01,2,"[46, 40]","[20.375, -234.03125]",1,79.093,0.021,0,0.004,6.502000000000002,0.853,0.833,1.044,1.037,0.7440000000000001,51.67,-0.267,0.078,1.791,0.10028896,23.26,2.17,-1.0,-231.95,1.97,0.2,0.36795367128187983,0.09999999999999988,-0.0285153,1.83,0.040679418,2.63,-0.01493711361281904,2.1087979795718788,0.010028895735740662,2.1119974763689173,0.09026006162166596,2.1355858563908656,0.05014447867870332,2.13,2.4979536712818797,-0.1,2.0917140735766515,-0.9,1.9889789801385245,-0.5,1.93,2.03,0.1,-7.649249122638648,7.0059484011063,-0.15943656142561816,0.023588380021948296,0.0580025236310826,0.10273509343812792,0.12171407357665155,0.4033657870784964,18-12-17_YC009-39,-1
18-12-17_YC009,420,140,229272,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[16, 17, 18]",229272,0,214.71,18.79,266,0.0,0.0,0.0,2,"[50, 40]","[139.46875, -361.41992]",1,234.17,0.004,0,0.003,6.275,0.213,0.12,0.363,0.22,0.075,20.72,-0.054000000000000006,0.006,2.275,0.41053104,145.93,2.3,-1.0,-355.48,1.97,0.33,0.3820902580224641,0.19999999999999973,-0.060123004,1.57,0.10529098,2.77,0.007482555664260205,2.1510902238290437,0.04105310440063477,2.159985902293764,0.3694779396057129,2.2322555060700147,0.20526552200317386,2.2,2.5820902580224643,-0.1,2.1291383234458907,-0.9,2.0138027980173563,-0.5,1.87,2.07,0.411,-5.0883188843727165,5.327088800121898,-0.8100387837850688,0.07226960377625069,0.14001409770623585,0.11533552542853442,0.15913832344589074,0.3044276354366099,18-12-17_YC009-420,-1
18-12-17_YC009,437,232,110258,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[8, 9, 10]",110258,0,137.16,22.92,0,0.0,0.0,0.0,2,"[50, 40]","[404.90234, -915.2578]",1,174.976,0.006,0,0.004,5.9929999999999986,0.371,0.236,0.6579999999999999,0.394,0.192,34.151,-0.097,0.016,2.575,0.46931168,414.92,2.3,-1.0,-884.1,1.97,0.33,0.42275004752293066,0.2699999999999998,-0.04809929,1.47,0.14995025,2.77,0.022664298375772208,2.1429957991462705,0.046931168437004095,2.1526171102296683,0.4223805159330368,2.2392336841925857,0.23465584218502045,2.2,2.6227500475229317,-0.1,2.120450890690107,-0.9,2.008515196484518,-0.5,1.8,2.07,0.469,-3.30946661275009,5.396013290012784,-0.8126202309544468,0.08661657396291744,0.14738288977033154,0.11193569420558892,0.15045089069010698,0.3710862466676024,18-12-17_YC009-437,-1
18-12-17_YC009,439,252,90421,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[2, 3, 4]",90421,5,113.17,15.15,1,0.0,0.0,0.0,2,"[51, 40]","[113.98242, -324.4961]",1,145.963,0.006999999999999999,0,0.004,5.841,0.405,0.282,0.6990000000000001,0.435,0.223,32.429,-0.102,0.019,2.835,0.38316405,121.21,2.3,-1.0,-316.34,1.97,0.33,0.4603874977976692,0.250820161461637,-0.12393443,1.53,0.021383299,3.43,0.004996948726166614,2.149179838538363,0.03831640481948853,2.1583433223375192,0.34484764337539675,2.2416435963347694,0.19158202409744265,2.2,2.6603874977976694,-0.1,2.125526887078867,-0.9,2.00403064881674,-0.5,1.8191798385383628,2.07,0.383,-3.223484427961588,5.807291462526216,-0.6425037012471779,0.08330027399725015,0.14165667766248058,0.1214962382621274,0.15552688707886708,0.42555359754144906,18-12-17_YC009-439,-1
18-12-17_YC009,44,146,1723,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[11, 12, 13]",1723,1,1.48,29.75,0,0.0,0.0,0.0,2,"[66, 40]","[54.331043, -187.53789]",1,2.42,0.588,2,0.138,6.8870000000000005,0.7959999999999999,0.818,0.639,0.919,0.634,2.362,-1.211,0.06,0.818,0.31391612,57.93,2.77,-1.0,-184.53,1.97,0.8,0.5038757297290917,0.4000000000000001,-0.022187378,1.6,0.025401803,3.23,0.004213735582368906,2.4391633051882784,0.03139161169528961,2.4600443996374066,0.2825245052576065,2.698664902932107,0.15695805847644806,2.57,3.0738757297290915,-0.1,2.3836891084159006,-0.9,2.035373936569377,-0.5,1.8,2.2,0.314,-2.8278974109682564,1.820027696966133,-0.37374742563046537,0.2386205032946997,0.3099556003625929,0.3483151718465236,0.4136891084159011,0.24747922567258585,18-12-17_YC009-44,-1
18-12-17_YC009,441,142,99789,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 18, 19]",99789,0,86.12,18.43,156,0.01,0.0,0.01,2,"[47, 40]","[191.9082, -714.1328]",1,97.619,0.011,0,0.006,7.047999999999999,0.359,0.304,0.368,0.373,0.152,20.437,-0.078,0.012,1.037,0.288134,202.99,2.2,-1.0,-704.49,1.97,0.23,0.37375992285284587,0.1299999999999999,-0.0064164190000000005,1.8,0.0965438,2.67,-0.0016887848564831956,2.1014905052198696,0.028813400864601137,2.1074987049142377,0.25932060778141025,2.147370899240161,0.14406700432300568,2.13,2.5037599228528458,-0.1,2.090380744376968,-0.9,2.0005638311858265,-0.5,1.9,2.03,0.28800000000000003,-7.435267164917862,7.092725478812692,-0.5551273688609465,0.03987219432592326,0.09250129508576244,0.08981691319114128,0.12038074437696775,0.3809865888120763,18-12-17_YC009-441,-1
18-12-17_YC009,45,142,1400,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[15, 16, 17]",1400,1,1.2,21.89,0,0.0,0.0,0.0,2,"[36, 63]","[-181.21028, 48.82852]",1,2.177,0.753,3,0.139,7.182,0.772,0.726,0.639,0.913,0.636,2.1590000000000003,-1.778,0.064,0.746,0.3423256,59.22,2.67,-1.0,-173.0,1.83,0.84,0.921175697443851,0.16999999999999993,-0.013067693,1.6,0.040291473,3.07,0.0828801968077396,1.9796859747624047,0.03423255980014801,1.9919905884025049,0.3080930382013321,2.1060873795043267,0.17116279900074005,2.0,2.9211756974438514,-0.1,1.9435203013095803,-0.9,1.8470017668354801,-0.5,1.73,1.9,0.342,-6.483291559023392,7.796891319469139,-0.5097546645984934,0.11409679110182158,0.6780094115974948,0.09651853447409996,0.11352030130957955,-0.33775431705024883,18-12-17_YC009-45,-1
18-12-17_YC009,453,259,117202,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 19, 18]",117202,1,105.15,19.72,2,0.0,0.0,0.0,2,"[53, 42]","[210.74414, -486.57617]",1,121.124,0.008,0,0.005,6.575,0.307,0.217,0.453,0.319,0.128,17.852,-0.079,0.01,1.904,0.4933036,229.43,2.4,-1.0,-465.09,2.03,0.37,0.4377382048548739,0.27,-0.08497110000000001,1.53,0.15851685,2.87,0.0347667262999594,2.2320674643331126,0.04933035969734192,2.24170191013693,0.4439732372760773,2.324171173978648,0.2466517984867096,2.27,2.707738204854874,-0.1,2.2114347111399244,-0.9,2.0920029379679304,-0.5,1.9,2.17,0.493,-3.1054695119787947,5.13604548880709,-0.8699062614987939,0.08246926384171792,0.1582980898630697,0.11943177317199405,0.1814347111399246,0.3682221673986141,18-12-17_YC009-453,-1
18-12-17_YC009,455,257,66067,19,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 19, 18]",66053,0,110.58,21.63,0,0.0,0.0,0.0,2,"[49, 40]","[361.73438, -843.67773]",1,133.784,0.006999999999999999,0,0.005,5.598,0.328,0.2,0.602,0.345,0.156,22.435,-0.09,0.013,3.123,0.4596933,379.49,2.27,-1.0,-825.53,1.97,0.3,0.33762336391107484,0.19999999999999973,-0.02212613,1.5,0.08829865,2.73,0.021950050187006083,2.12249341059219,0.04596933126449585,2.1313273046685386,0.4137239813804627,2.205344106488845,0.22984665632247925,2.17,2.5076233639110748,-0.1,2.10565728310064,-0.9,2.002117113975741,-0.5,1.87,2.07,0.46,-5.444024708764311,6.0795347716101045,-1.025616696041036,0.07401680182030645,0.13867269533146145,0.10354016912489784,0.1356572831006393,0.2760505659271535,18-12-17_YC009-455,-1
18-12-17_YC009,473,240,114778,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 19, 18]",114778,0,112.7,26.56,3,0.0,0.0,0.0,2,"[49, 40]","[493.00586, -1045.6504]",1,135.912,0.006999999999999999,0,0.005,6.385,0.317,0.236,0.54,0.33,0.133,19.898,-0.08900000000000001,0.011,2.175,0.5131725,520.51,2.27,-1.0,-1014.3,1.97,0.3,0.3910301897156892,0.22999999999999976,-0.07346608,1.63,0.15323912,2.73,0.021692570154572318,2.112645471122904,0.05131725072860718,2.121773492239256,0.4618552565574646,2.200957445891254,0.2565862536430359,2.17,2.5610301897156886,-0.1,2.0967578693336817,-0.9,2.0004706515217157,-0.5,1.8,2.03,0.513,-2.9541517126149173,6.284407710810315,-1.0076952029821222,0.0791839536519987,0.14822650776074475,0.09628721781196604,0.12675786933368172,0.3734593730313092,18-12-17_YC009-473,-1
18-12-17_YC009,48,150,1452,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[16, 17, 18]",1452,0,1.26,27.36,0,0.0,0.0,0.0,2,"[64, 41]","[73.22248, -157.35329]",1,2.365,0.655,1,0.126,7.009,0.81,0.777,0.698,0.975,0.69,2.346,-1.578,0.071,1.013,0.46153525,72.81,2.77,-1.0,-157.76,2.0,0.77,0.3476389247859202,0.44,-0.022512745,1.53,-0.015888784,3.17,-0.015529462752004385,2.4740681796945965,0.046153524518013,2.4946550355283503,0.4153817206621169,2.7114395846414783,0.230767622590065,2.6,2.9476389247859203,-0.1,2.425315560895699,-0.9,2.085058914231534,-0.5,1.83,2.27,0.462,-3.0268918354432666,2.125407229705337,-1.2502903242416894,0.21678454911312794,0.2753449644716501,0.3402566466641649,0.4253155608956991,0.16357248116810827,18-12-17_YC009-48,-1
18-12-17_YC009,487,261,74651,19,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,"[4, 5]",73334,4,82.87,15.87,4,0.0,0.0,0.0,2,"[50, 40]","[117.43945, -377.2588]",1,121.173,0.008,0,0.005,5.9570000000000025,0.557,0.491,0.8240000000000001,0.614,0.363,43.213,-0.133,0.032,2.513,0.33952343,126.94,2.3,-1.0,-373.86,1.97,0.33,0.41638458592899497,0.2399999999999997,-0.07644241,1.47,0.116927624,2.77,-0.019249928716482703,2.1659198644914963,0.03395234346389772,2.1737785397014924,0.30557109117507936,2.243539435876419,0.16976171731948853,2.2,2.616384585928995,-0.1,2.1482304629890168,-0.9,2.01219583207228,-0.5,1.83,2.07,0.34,-3.6048693389728186,4.974956706532233,-0.5766197281095373,0.06976089617492676,0.12622146029850745,0.13603463091673704,0.1782304629890168,0.355222873966704,18-12-17_YC009-487,-1
18-12-17_YC009,49,150,1250,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[15, 16, 17]",1250,1,1.07,36.66,0,0.0,0.0,0.0,2,"[65, 40]","[100.772026, -184.16783]",1,1.717,0.8590000000000001,4,0.204,7.266,0.73,0.695,0.5770000000000001,0.845,0.568,1.694,-2.589,0.055,0.604,0.5792168000000001,91.98,2.8,-1.0,-158.81,1.93,0.87,0.4214668234403791,0.5,-0.025320087,1.47,-0.015089552,3.2,0.001213261894826647,2.444270706749188,0.057921677827835076,2.4675431040928646,0.5212951004505157,2.713269304207776,0.2896083891391754,2.57,2.991466823440379,-0.1,2.3976947198326912,-0.9,2.0866218615251144,-0.5,1.73,2.23,0.579,-1.6787423537327717,2.1690704477007707,-1.4184967070430905,0.24572620011491164,0.3324568959071357,0.3110728583075768,0.4676947198326913,0.18194022093281967,18-12-17_YC009-49,-1
18-12-17_YC009,501,251,50709,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[12, 13, 14]",50710,0,87.92,22.08,3,0.0,0.0,0.0,2,"[50, 40]","[121.416016, -305.61523]",1,124.497,0.008,0,0.005,4.499,0.456,0.34700000000000003,1.1,0.502,0.274,31.333,-0.12,0.025,5.751,0.4501404000000001,133.67,2.3,-1.0,-296.95,1.97,0.33,0.4394250811020126,0.19999999999999973,-0.13031606,1.47,0.15776977,2.77,0.002692373034428875,2.1515708215070917,0.04501403868198395,2.160434887409548,0.4051263481378555,2.237027281097256,0.22507019340991974,2.2,2.639425081102013,-0.1,2.1313911180905736,-0.9,2.0131264047361035,-0.5,1.87,2.07,0.45,-4.47565085929016,5.437349956313518,-0.7635725734682828,0.07659239368770754,0.1395651125904518,0.11826471335447007,0.1613911180905736,0.3806773049933033,18-12-17_YC009-501,-1
18-12-17_YC009,519,308,83332,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[14, 15, 16]",83332,0,73.16,24.7,99,0.01,0.0,0.0,2,"[53, 43]","[112.78125, -320.81445]",1,95.654,0.012,0,0.005,6.96,0.445,0.383,0.5579999999999999,0.47,0.227,26.50800000000001,-0.118,0.018000000000000002,1.31,0.39779952,124.35,2.4,-1.0,-312.61,2.07,0.33,0.36624646027420216,0.24,-0.045215942,1.63,0.086731695,2.87,0.03740678023106441,2.2318730252596404,0.03977995216846466,2.2407459150312405,0.358019569516182,2.3256303972567025,0.1988997608423233,2.27,2.6362464602742017,-0.1,2.2088452310053825,-0.9,2.094205448620532,-0.5,1.93,2.17,0.398,-3.7350364800157263,5.024898334251144,-0.9449259124018928,0.08488448222546198,0.15925408496875934,0.11463978238485062,0.1388452310053827,0.2895638316612615,18-12-17_YC009-519,-1
18-12-17_YC009,524,229,69913,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[16, 17, 18]",69913,1,62.72,22.94,5,0.0,0.0,0.0,2,"[48, 40]","[143.30273, -480.39062]",1,77.755,0.014,0,0.006999999999999999,6.772,0.487,0.4270000000000001,0.525,0.519,0.267,25.707,-0.109,0.022,1.6,0.32059488,151.7,2.23,-1.0,-473.18,1.97,0.26,0.3820276870735859,0.1299999999999999,-0.043280408,1.7,0.096053265,2.7,0.005086895921695131,2.110793969436778,0.032059487700462345,2.1180833287110503,0.28853538930416106,2.167768900240566,0.1602974385023117,2.13,2.512027687073586,-0.1,2.096566268111937,-0.9,2.000796951015525,-0.5,1.9,2.03,0.321,-7.01984707266093,6.325985134707981,-0.6487316906471742,0.04968557152951592,0.11191667128895012,0.095769317096412,0.12656626811193727,0.3616031550587755,18-12-17_YC009-524,-1
18-12-17_YC009,53,153,1302,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 19, 18]",1302,1,1.12,34.01,0,0.0,0.0,0.0,2,"[41, 32]","[-118.887886, 36.32136]",1,1.969,0.8059999999999999,3,0.156,7.202000000000001,0.78,0.7340000000000001,0.623,0.923,0.643,2.053,-2.177,0.064,0.725,0.28790617,34.76,1.7,-1.0,-120.75,2.0,0.3,0.30000000000000004,0.3999999999999999,0.044565324,1.43,-0.08517878,3.3,0.006733529698822641,1.8057960904414159,0.028790616989135744,1.3973645415133236,0.2591155529022217,1.6583134410634337,0.1439530849456787,1.47,1.77,-0.1,1.8205732849622995,-0.9,1.9454740327112008,-0.5,1.87,2.27,0.28800000000000003,-5.2530985384531,2.1514056435911164,-0.7063791619208579,0.2609488995501101,0.3026354584866764,0.12490074774890148,0.1794267150377007,0.23466543823847602,18-12-17_YC009-53,-1
18-12-17_YC009,564,234,78638,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[5, 6, 7]",78638,0,78.13,18.53,4,0.0,0.0,0.0,2,"[53, 40]","[138.1836, -403.4707]",1,113.571,0.009000000000000001,0,0.004,6.4060000000000015,0.478,0.378,0.753,0.518,0.285,31.54300000000001,-0.134,0.025,2.091,0.3801799000000001,149.17,2.4,-1.0,-392.36,1.97,0.43,0.4018312587440125,0.2599999999999998,-0.11592139,1.73,0.12735005,2.87,0.0018908287918821926,2.2366924351239863,0.038017991185188296,2.2455643496545985,0.34216192066669465,2.3423110902404267,0.19008995592594147,2.3,2.7018312587440123,-0.1,2.214525724292489,-0.9,2.0286414660382297,-0.5,1.87,2.13,0.38,-5.770644378559347,3.8891245453165486,-0.7208289183450466,0.09674674058582866,0.1544356503454014,0.18588425825425947,0.2445257242924892,0.3950354502671131,18-12-17_YC009-564,-1
18-12-17_YC009,566,310,36433,11,"[0, 1, 2, 3, 4, 9, 13, 14, 15, 17, 18]",2,"[13, 14]",22647,15,42.13,14.56,7,0.0,0.0,0.0,2,"[52, 40]","[60.958008, -224.33203]",1,56.389,0.018000000000000002,0,0.009000000000000001,6.301,0.51,0.441,0.6779999999999999,0.551,0.298,19.223,-0.138,0.025,2.264,0.30508855,66.91,2.37,-1.0,-219.31,1.97,0.4,0.3806158744037371,0.16999999999999993,-0.07075262,1.47,0.014363336,3.2,0.0041779396066289436,2.186795007182104,0.030508854985237126,2.198431384037005,0.2745796948671341,2.3412017789486383,0.1525442749261856,2.27,2.6506158744037367,-0.1,2.1352206874384265,-0.9,2.0044903555931373,-0.5,1.9,2.07,0.305,-7.627402477340616,5.383870741722215,-0.5901971729014823,0.1427703949116328,0.171568615962995,0.13073033184528926,0.16522068743842655,0.3165011668562671,18-12-17_YC009-566,-1
18-12-17_YC009,569,307,119009,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[6, 7, 8]",119009,2,103.5,31.72,3,0.0,0.0,0.0,2,"[50, 40]","[273.73047, -726.2246]",1,118.224,0.009000000000000001,0,0.005,6.98,0.354,0.295,0.404,0.366,0.147,22.538,-0.078,0.012,1.294,0.40192714,285.58,2.3,-1.0,-710.51,1.97,0.33,0.395787509944729,0.19999999999999973,-0.039216053,1.57,0.116108075,2.77,0.025759735737854655,2.1435695809813926,0.04019271433353425,2.152640439384895,0.3617344290018082,2.2277182254100176,0.2009635716676712,2.2,2.5957875099447287,-0.1,2.1204139142281444,-0.9,2.0075250400490776,-0.5,1.87,2.07,0.402,-5.147062010806189,5.228890862082372,-0.7535388040078151,0.0750777860251226,0.1473595606151048,0.1128888741790668,0.15041391422814446,0.3465740279457975,18-12-17_YC009-569,-1
18-12-17_YC009,570,334,28438,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[11, 12, 13]",28438,1,35.5,19.27,113,0.09,0.0,0.03,2,"[51, 42]","[31.294922, -109.484375]",1,69.757,0.016,0,0.006999999999999999,5.375,0.633,0.537,1.266,0.73,0.469,26.939,-0.205,0.046,3.4330000000000003,0.31918198,33.86,2.37,-1.0,-106.08,2.03,0.34,0.3582586988716629,0.2,-0.056065958,1.53,0.050976418,2.83,0.024656855354927808,2.198121864400384,0.03191819787025452,2.207848374794286,0.28726378083229065,2.2810701907708304,0.15959098935127258,2.23,2.5882586988716643,-0.1,2.1753210730301555,-0.9,2.0626619125769228,-0.5,1.93,2.13,0.319,-4.839226357884463,4.7479059041433205,-0.7289587113851013,0.07322181597654387,0.16215162520571402,0.11265916045323275,0.14532107303015573,0.2445054683499332,18-12-17_YC009-570,-1
18-12-17_YC009,590,326,36154,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[12, 13, 14]",36155,3,59.06,36.4,423,0.26,0.01,0.0,2,"[47, 40]","[107.94022, -332.351]",1,108.62,0.01,0,0.005,4.975,0.324,0.183,1.272,0.35700000000000004,0.17800000000000002,15.429,-0.172,0.017,4.216,0.3432121,112.76,2.2,-1.0,-328.55,1.97,0.23,0.3302280769171846,0.1299999999999999,-0.01909014,1.47,0.07668055,2.67,0.005054288951273189,2.0941576784947906,0.03432120978832245,2.101412787007698,0.3088908880949021,2.151048848849243,0.17160604894161224,2.13,2.4602280769171845,-0.1,2.08205421334082,-0.9,1.9944483742339183,-0.5,1.9,2.03,0.343,-6.575304552398888,7.202418385175017,-0.7396667937695721,0.04963606184154523,0.09858721299230222,0.08760583910690145,0.11205421334082,0.2926003554013574,18-12-17_YC009-590,-1
18-12-17_YC009,594,237,27922,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[15, 16, 17]",27922,0,25.51,26.91,0,0.0,0.0,0.0,2,"[46, 40]","[65.884766, -554.3789]",1,64.266,0.025,0,0.005,6.617000000000001,0.826,0.79,0.98,0.994,0.705,41.146,-0.268,0.073,1.7,0.13356434,73.18,2.13,-1.0,-547.92,1.97,0.16,0.2516233275635238,0.09999999999999988,-0.018145848,1.83,0.041803777,2.6,-0.02457587573905365,2.08527818581429,0.01335643380880356,2.088426011006259,0.12020790427923204,2.1180823904638695,0.06678216904401779,2.1,2.351623327563524,-0.1,2.0722704513629013,-0.9,1.9829676825940905,-0.5,1.93,2.03,0.134,-7.620470940360231,8.394751873126609,-0.2926459112322286,0.02965637945761035,0.04157398899374076,0.08930276876881083,0.10227045136290136,0.4083157719667591,18-12-17_YC009-594,-1
18-12-17_YC009,61,156,1684,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[6, 7, 8]",1684,0,1.44,23.54,0,0.0,0.0,0.0,2,"[40, 30]","[-68.08309, 21.596312]",1,2.51,0.599,1,0.134,7.229,0.778,0.742,0.644,0.914,0.633,2.353,-1.232,0.062,0.753,0.33681017,22.59,1.63,-1.0,-67.08,1.97,0.34,0.23,0.3700000000000001,0.018168261,1.4,-0.20434597,3.3,0.04129134774157564,1.7601779923752214,0.03368101716041565,1.7601779923752214,0.30312915444374083,1.5901779923752215,0.16840508580207825,1.5,1.73,-0.1,1.776706562335175,-0.9,1.9073550919156823,-0.5,1.83,2.2,0.337,-4.927383903766273,2.3090923853612217,-0.9403073674638612,0.16999999999999993,0.13017799237522154,0.13064852958050732,0.19329343766482496,0.2105275066383109,18-12-17_YC009-61,-1
18-12-17_YC009,611,168,31195,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 18, 19]",31195,0,28.23,19.32,0,0.0,0.0,0.0,3,"[37, 45, 40]","[33.51758, 57.21289, -183.60352]",1,59.285,0.026,0,0.005,6.756,0.687,0.63,0.8490000000000001,0.784,0.508,30.531,-0.237,0.048,1.6230000000000002,0.31639355,57.57,2.13,-1.0,-181.96,1.97,0.16,0.11573711455030412,0.11999999999999987,-0.0023503955,1.47,-0.0056789345,3.13,-0.019170469053064014,2.066467174731538,0.03163935542106629,2.0700557404976814,0.28475419878959657,2.106032093509059,0.15819677710533142,2.1,2.215737114550304,-0.1,2.058177054181653,-0.9,1.983111024048681,-0.5,1.93,2.05,0.316,-12.956094333570318,10.421180228392307,-0.952549065513066,0.035976353011377686,0.05994425950231853,0.0750660301329722,0.08817705418165311,0.10977088667491186,18-12-17_YC009-611,-1
18-12-17_YC009,617,334,29059,18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19]",2,"[15, 16]",28752,1,41.27,19.54,10,0.01,0.0,0.0,2,"[52, 39]","[51.72896, -163.78285]",1,69.258,0.015,0,0.006999999999999999,5.356,0.581,0.496,1.095,0.649,0.393,25.756,-0.177,0.036000000000000004,3.499,0.352405,56.12,2.37,-1.0,-159.26,1.93,0.44,0.4582442462155396,0.2399999999999997,-0.06927692,1.43,0.10132324,2.83,0.009361166590724992,2.173884415633999,0.035240501165390015,2.1875279343471594,0.3171645104885101,2.3066282379163705,0.17620250582695007,2.23,2.68824424621554,-0.1,2.1393571169407104,-0.9,1.9866765690332389,-0.5,1.83,2.07,0.35200000000000004,-4.980274696489837,3.6698770408405466,-0.5595787044114511,0.11910030356921153,0.1824720656528412,0.15268054790747132,0.20935711694071046,0.35698563318916765,18-12-17_YC009-617,-1
18-12-17_YC009,619,310,43462,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,"[3, 4, 5]",41637,4,48.08,15.08,13,0.0,0.0,0.01,2,"[52, 40]","[57.791016, -166.9668]",1,69.008,0.016,0,0.006999999999999999,6.471,0.585,0.527,0.715,0.642,0.377,29.108,-0.149,0.033,1.952,0.39500272,63.82,2.37,-1.0,-161.57,1.97,0.4,0.383888407185466,0.23,-0.07363237,1.47,0.11098285,2.83,-0.00790021135195925,2.204313482544394,0.03950027227401734,2.213512114731316,0.35550245046615603,2.316135577516935,0.19750136137008667,2.27,2.6538884071854656,-0.1,2.1824092529256487,-0.9,2.010434002646289,-0.5,1.87,2.1,0.395,-5.616379105325406,4.143665911056309,-0.7508869556052569,0.10262346278561907,0.15648788526868396,0.17197525027935967,0.21240925292564872,0.3194351657623064,18-12-17_YC009-619,-1
