Sample,Unit,PeakChUnit,SpikesUnit,GoodChunks,GoodChunksList,WvfChunks,WvfChunksList,SpikesBlock,PercMissingSpikesBlock,MFRBlockHz,MeanAmpBlock,RPVBlock,FpBlockFancy,FpBlockSimple,ACGViolationRatio,WvfPeaksBlock,PeaksBlock_x,PeaksBlock_y,BigPkNegBlock,tf_MIFRBlockHz,tf_MedIsi,tf_ModeIsi,tf_Perc5Isi,tf_Entropy,tf_CV2Mean,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_LvR,tf_LcV,tf_Si,tf_skw,wf_MaxAmpNorm,wf_MaxAmp,wf_MaxAmpTime,wf_MinAmpNorm,wf_MinAmp,wf_MinAmpTime,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_OnsetTime,wf_End,wf_EndTime,wf_Crossing,wf_CrossingTime,wf_Pk10,wf_Pk10Time,wf_Pk90,wf_Pk90Time,wf_Pk50,wf_Pk50Time1,wf_Pk50Time2,wf_Tr10,wf_Tr10Time,wf_Tr90,wf_Tr90Time,wf_Tr50,wf_Tr50Time1,wf_Tr50Time2,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_EndSlopeTau,key,ResponsiveUnit
19-09-30_YC018,183,128,2387,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[14, 15, 16]",2387,2,2.22,51.63,0,0.0,0.0,0.0,2,"[53, 42]","[15.334308, -29.83663]",1,3.2880000000000003,0.343,2,0.15,6.313,0.428,0.337,0.768,0.458,0.228,0.989,-0.622,0.019,2.167,0.5980779,16.92,2.4,-1.0,-28.29,2.03,0.37,0.3060223524643604,0.15999999999999992,-0.027029488,1.67,0.032400742,2.83,-0.0008262712697696267,2.2153883179838023,0.05980778932571412,2.226142725612525,0.538270103931427,2.337432193133397,0.29903894662857056,2.27,2.5760223524643604,-0.1,2.198691249219244,-0.9,2.058587485106439,-0.5,1.97,2.13,0.598,-7.4571041178790685,5.077384439502635,-1.4768543294368883,0.111289467520872,0.17385727438747445,0.1401037641128049,0.16869124921924428,0.1816839806952548,19-09-30_YC018-183,-1
19-09-30_YC018,20,17,1816,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[16, 17, 18]",1816,1,1.56,22.21,0,0.0,0.0,0.0,2,"[40, 74]","[-86.12844, 24.201197]",1,2.587,0.565,4,0.129,7.233,0.78,0.7659999999999999,0.621,0.904,0.621,2.436,-1.074,0.06,0.7070000000000001,0.21910515,15.91,3.3,-1.0,-72.63,2.0,1.3,0.6266262509808551,0.46,-0.011751439,1.57,0.012728284,2.53,0.03196802023875954,2.556871725160246,0.021910515427589417,2.5832819005307557,0.1971946388483048,3.229885133299192,0.10955257713794707,2.87,3.496626250980855,-0.1,2.441438838495269,-0.9,2.061934328662676,-0.5,1.77,2.23,0.219,-2.362045462611422,1.9115274812686995,-0.4596830002995799,0.6466032327684359,0.7167180994692441,0.3795045098325933,0.441438838495269,0.2273815666690568,19-09-30_YC018-20,-1
19-09-30_YC018,22,18,1616,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[15, 16, 17]",1616,1,1.39,26.81,0,0.0,0.0,0.0,2,"[32, 42]","[41.959824, -91.62606]",1,2.3040000000000003,0.635,2,0.14,7.045,0.7979999999999999,0.752,0.659,0.933,0.647,2.245,-1.36,0.063,0.914,0.45615536,40.06,1.7,-1.0,-87.82,2.03,0.33,0.16999999999999993,0.4299999999999997,0.01363522,1.43,-0.08443391,3.5,-0.0063017911275188715,1.8089458918656631,0.04561553597450257,1.8089458918656631,0.4105398237705231,1.643945891865663,0.2280776798725128,1.6,1.77,-0.1,1.822452176133998,-0.9,1.9427048863013736,-0.5,1.87,2.3,0.456,-5.529494144151479,2.1145905574345365,-1.3148405607196791,0.16500000000000006,0.10894589186566317,0.1202527101673756,0.2075478238660018,0.20453021105353605,19-09-30_YC018-22,-1
19-09-30_YC018,226,166,69958,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[16, 17, 18]",69958,0,60.09,15.12,156,0.02,0.0,0.03,2,"[50, 42]","[17.614258, -90.36426]",1,65.888,0.015,0,0.01,6.82,0.304,0.243,0.343,0.313,0.114,10.061,-0.073,0.009000000000000001,1.628,0.21342443,19.05,2.3,-1.0,-89.24,2.03,0.27,0.43014134701995177,0.15999999999999992,-0.023529777,1.9,0.08583251,2.77,-0.006677061519788086,2.1847423621970767,0.02134244292974472,2.1920421240664645,0.1920819863677025,2.2253526484197814,0.1067122146487236,2.2,2.6301413470199515,-0.1,2.169946133486335,-0.9,2.0739252941678075,-0.5,1.97,2.13,0.213,-8.053959309440724,5.876629296611627,-0.415811190196188,0.03331052435331738,0.10795787593353534,0.09602083931852734,0.139946133486335,0.387395757771194,19-09-30_YC018-226,-1
19-09-30_YC018,232,170,66749,14,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",3,"[5, 6, 7]",53370,15,67.19,9.7,320,0.05,0.01,0.03,2,"[40, 49]","[-101.759766, 14.09375]",1,77.426,0.013,0,0.006999999999999999,6.5429999999999975,0.456,0.366,0.621,0.488,0.252,21.742,-0.121,0.021,1.97,0.21873894,23.2,2.3,-1.0,-106.06,1.97,0.33,0.6875815996286683,0.19999999999999973,-0.17056084,1.77,0.005554814,3.33,-0.0022447717253785827,2.1541205039466766,0.02187389433383942,2.1618375508383405,0.1968650490045548,2.2276354076874907,0.10936947166919707,2.2,2.8875815996286684,-0.1,2.1247832076485014,-0.9,1.9961401184966048,-0.5,1.87,2.07,0.219,-2.9914723860250905,5.199710036068549,-0.1860975928894886,0.06579785684915017,0.13816244916165932,0.12864308915189593,0.1547832076485014,0.4646151857837095,19-09-30_YC018-232,-1
19-09-30_YC018,241,178,86069,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[15, 16, 17]",86069,0,74.18,22.97,60,0.0,0.0,0.0,2,"[40, 50]","[-165.09961, 28.625977]",1,83.55799999999998,0.012,0,0.006999999999999999,7.024,0.287,0.23,0.3670000000000001,0.295,0.102,11.470999999999998,-0.079,0.008,1.141,0.20602109,31.12,2.3,-1.0,-151.06,1.97,0.33,0.5998309267618827,0.19999999999999973,-0.14180565,1.77,0.1114199,2.77,-0.0027184943667207108,2.158742104856369,0.020602108538150792,2.1670424288429717,0.1854189768433571,2.223243637696432,0.10301054269075394,2.2,2.799830926761884,-0.1,2.1291753868166707,-0.9,2.0042777961674805,-0.5,1.87,2.07,0.206,-5.4200802897584905,4.43975176572956,-0.2466200008278802,0.05620120885346047,0.1329575711570281,0.1248975906491907,0.1591753868166712,0.4903007653352893,19-09-30_YC018-241,-1
19-09-30_YC018,242,178,98825,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[0, 1, 2]",98825,0,84.39,14.8,323,0.02,0.0,0.03,2,"[40, 72]","[-74.12207, 9.125977]",1,94.5,0.011,0,0.006,7.134,0.26,0.209,0.345,0.266,0.084,11.057,-0.075,0.006,0.883,0.16429219,11.0,2.3,-1.0,-66.98,1.93,0.37,0.7638705300749788,0.2655768559641345,-0.3143306,1.73,0.008415814,3.3,-0.0238517398606205,2.174423144035865,0.016429218649864196,2.182079197741204,0.14786296784877778,2.232621320524289,0.08214609324932097,2.2,2.9638705300749786,-0.1,2.1497340536625726,-0.9,1.9932694187179685,-0.5,1.804423144035865,2.07,0.16399999999999998,-2.9721736907959064,4.40485358650913,-0.1406952037246197,0.05054212278308512,0.11792080225879607,0.15646463494460414,0.2197340536625727,0.4764029969212557,19-09-30_YC018-242,-1
19-09-30_YC018,249,180,102915,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[16, 17, 18]",102915,6,89.49,10.84,19,0.0,0.0,0.0,2,"[41, 53]","[-101.68164, 19.46582]",1,102.698,0.01,0,0.006,6.83,0.333,0.255,0.424,0.345,0.14,17.901,-0.081,0.011,1.577,0.2200431,21.67,2.4,-1.0,-98.49,2.0,0.4,0.4851973578697253,0.23,-0.19204013,1.83,0.09258884,2.87,-0.016046340401890083,2.269412243416372,0.022004309296607967,2.2758466469182816,0.19803878366947167,2.3533856846055428,0.11002154648303986,2.3,2.785197357869725,-0.1,2.2423082021752254,-0.9,2.0379487780492487,-0.5,1.9,2.13,0.22,-6.050325924660263,3.555300499812029,-0.3860673863134343,0.07753903768726111,0.12415335308171828,0.20435942412597674,0.24230820217522545,0.3732312921057464,19-09-30_YC018-249,-1
19-09-30_YC018,251,182,87103,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[15, 16, 17]",87103,0,74.6,16.89,83,0.01,0.0,0.0,2,"[40, 49]","[-111.39551, 21.65918]",1,83.53,0.012,0,0.006999999999999999,7.015,0.321,0.267,0.359,0.331,0.124,14.143,-0.077,0.01,1.168,0.22704487,24.2,2.27,-1.0,-106.57,1.97,0.3,0.6351226517809119,0.19999999999999973,-0.15339589,1.77,0.012391683999999998,3.43,-0.015350941254790682,2.152541446073925,0.0227044865489006,2.1610779059006058,0.20434037894010545,2.215406249650254,0.11352243274450302,2.2,2.8351226517809125,-0.1,2.129373979718917,-0.9,2.0070102587973606,-0.5,1.87,2.07,0.227,-4.845466968175523,5.70884644985199,-0.3258155468725401,0.05432834374964779,0.1089220940993938,0.12236372092155624,0.15937397971891687,0.5275338081970116,19-09-30_YC018-251,-1
19-09-30_YC018,252,184,137544,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[13, 14, 15]",137544,2,116.54,18.96,17,0.0,0.0,0.0,2,"[49, 40]","[13.301758, -72.3916]",1,121.6,0.008,0,0.006,6.982,0.207,0.16399999999999998,0.217,0.21,0.054000000000000006,9.426,-0.043,0.004,1.034,0.25390574,15.14,2.27,-1.0,-59.63,1.97,0.3,0.26845419181561603,0.19999999999999973,-0.24010164,1.77,0.037727937,2.7,-0.01495746439761381,2.153271284057276,0.025390574336051942,2.1611529211908893,0.2285151690244675,2.2110294475336247,0.1269528716802597,2.2,2.468454191815616,-0.1,2.132862497552655,-0.9,2.0132852766574927,-0.5,1.87,2.07,0.254,-4.741282452797073,5.359141556517608,-0.7099916163484323,0.04987652634273587,0.10884707880911117,0.1195772208951622,0.16286249755265492,-0.37836187815645134,19-09-30_YC018-252,-1
