Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,0,"(0, 60)",1815,4,0.6,1,0.93,1,181,4,34.93,20.81,7,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,1,"(60, 120)",1837,3,0.67,1,0.95,1,216,4,37.1,20.95,5,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,2,"(120, 180)",1989,3,0.8,1,1.0,1,222,4,40.61,21.38,6,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,3,"(180, 240)",1681,3,0.78,1,1.0,1,128,3,31.75,22.5,5,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,4,"(240, 300)",1931,3,0.76,1,1.0,1,154,3,36.94,21.62,5,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,5,"(300, 360)",1838,3,0.77,1,1.0,1,188,4,34.66,21.5,5,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,6,"(360, 420)",2342,3,0.76,1,1.0,1,345,6,47.07,21.15,4,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,7,"(420, 480)",2084,3,0.74,1,1.0,1,262,5,39.9,21.31,4,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,8,"(480, 540)",2067,3,0.76,1,1.0,1,242,4,39.85,20.85,4,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,9,"(540, 600)",1899,3,0.74,1,0.99,1,178,3,36.18,21.36,4,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,10,"(600, 660)",1901,3,0.75,1,1.0,1,200,4,36.36,20.79,4,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,11,"(660, 720)",2118,3,0.78,1,1.0,1,247,4,40.47,20.77,3,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,12,"(720, 780)",2006,3,0.78,1,1.0,1,240,5,38.27,20.86,6,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,13,"(780, 840)",1874,3,0.77,1,1.0,1,201,4,37.01,20.95,6,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,14,"(840, 900)",2093,3,0.78,1,1.0,1,269,5,40.97,20.77,5,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,15,"(900, 960)",2105,3,0.8,1,0.99,1,328,6,44.33,20.39,4,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,16,"(960, 1020)",2213,3,0.82,1,0.99,1,255,4,43.68,19.84,6,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,17,"(1020, 1080)",1718,3,0.81,1,1.0,1,190,4,32.41,20.05,5,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,18,"(1080, 1140)",2297,3,0.8,1,1.0,1,287,5,43.38,19.63,5,1
19-01-16_YC011,154,259,39565,3,0.77,1,4393,4,38.35,20.82,16.134639892578125,1,1,19,"(1140, 1200)",1757,3,0.84,1,0.99,1,179,4,34.01,19.1,5,1
