Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Spikes_dummy,Unit_Wvf_Peaks,Unit_Wvf_Peaks_dummy,Unit_Biggest_Peak,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_Fp_dummy,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Wvf_Peaks,Chunk_Wvf_Peaks_dummy,Chunk_Biggest_Peak,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,0,"(0, 60)",241,3,1,1,0.91,1,0.99,1,0,0,4.6,13.39,74,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,1,"(60, 120)",245,4,0,1,0.91,1,0.99,1,0,0,4.78,13.35,56,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,2,"(120, 180)",238,3,1,1,0.91,1,0.99,1,0,0,4.66,13.49,81,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,3,"(180, 240)",219,3,1,1,0.93,1,0.99,1,0,0,4.06,13.19,61,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,4,"(240, 300)",250,3,1,1,0.91,1,1.0,1,0,0,4.66,13.27,50,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,5,"(300, 360)",251,3,1,1,0.92,1,1.0,1,0,0,4.55,13.31,51,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,6,"(360, 420)",252,3,1,1,0.92,1,0.99,1,0,0,4.76,13.18,35,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,7,"(420, 480)",258,3,1,1,0.93,1,0.99,1,0,0,4.64,13.25,58,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,8,"(480, 540)",233,3,1,1,0.92,1,1.0,1,0,0,4.26,13.35,88,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,9,"(540, 600)",247,3,1,1,0.93,1,0.99,1,0,0,4.46,13.2,45,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,10,"(600, 660)",245,3,1,1,0.93,1,0.99,1,0,0,4.52,13.36,53,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,11,"(660, 720)",292,3,1,1,0.92,1,0.99,1,0,0,5.45,13.26,41,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,12,"(720, 780)",255,2,1,1,0.92,1,1.0,1,0,0,4.59,13.16,53,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,13,"(780, 840)",242,3,1,1,0.93,1,0.99,1,0,0,4.32,13.18,67,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,14,"(840, 900)",257,3,1,1,0.94,1,1.0,1,0,0,4.68,13.2,47,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,15,"(900, 960)",258,3,1,1,0.93,1,0.99,1,0,0,4.68,13.15,52,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,16,"(960, 1020)",259,3,1,1,0.91,1,0.99,1,0,0,4.92,13.3,63,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,17,"(1020, 1080)",255,3,1,1,0.92,1,1.0,1,0,0,4.68,13.16,88,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,18,"(1080, 1140)",269,3,1,1,0.93,1,0.99,1,0,0,4.86,13.28,39,0
19-01-16_YC011,67,155,5044,1,3,1,1,0.93,1,0,0,1,4.66,13.39,12.094881744384764,56,0,19,"(1140, 1200)",278,3,1,1,0.91,1,1.0,1,0,0,5.16,13.23,61,0
