Sample,Unit,PeakChUnit,SpikesUnit,GoodChunks,GoodChunksList,WvfChunks,WvfChunksList,SpikesBlock,PercMissingSpikesBlock,MFRBlockHz,MeanAmpBlock,RPVBlock,FpBlockFancy,FpBlockSimple,ACGViolationRatio,WvfPeaksBlock,PeaksBlock_x,PeaksBlock_y,BigPkNegBlock,tf_MIFRBlockHz,tf_MedIsi,tf_ModeIsi,tf_Perc5Isi,tf_Entropy,tf_CV2Mean,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_LvR,tf_LcV,tf_Si,tf_skw,wf_MaxAmpNorm,wf_MaxAmp,wf_MaxAmpTime,wf_MinAmpNorm,wf_MinAmp,wf_MinAmpTime,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_OnsetTime,wf_End,wf_EndTime,wf_Crossing,wf_CrossingTime,wf_Pk10,wf_Pk10Time,wf_Pk90,wf_Pk90Time,wf_Pk50,wf_Pk50Time1,wf_Pk50Time2,wf_Tr10,wf_Tr10Time,wf_Tr90,wf_Tr90Time,wf_Tr50,wf_Tr50Time1,wf_Tr50Time2,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_EndSlopeTau
19-10-02_YC019,32,72,71296,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[8, 9, 10]",71296,0,60.56,16.25,31,0.0,0.0,0.0,2,"[47, 41]","[41.85742, -70.84277]",1,69.663,0.015,0,0.008,7.245,0.384,0.337,0.372,0.399,0.166,16.981,-0.09,0.013,0.729,0.6276332,42.46,2.2,-1.0,-67.65,1.97,0.23,0.2691906705197904,0.16999999999999993,-0.043030173,1.57,0.065580815,2.67,-0.0068687698070015735,2.0923166932461084,0.06276332139968872,2.0990848075350494,0.5648698925971986,2.152179462876752,0.3138166069984436,2.13,2.3991906705197903,-0.1,2.0854976592452936,-0.9,2.010641122139235,-0.5,1.9,2.07,0.628,-6.294211526883067,9.049696997083236,-1.589848489794896,0.053094655341702435,0.10091519246495073,0.07485653710605877,0.11549765924529365,0.2103822526426508
