Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,0,"(0, 60)",1086,1,0.96,1,1.0,1,0,0,23.17,14.07,54,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,1,"(60, 120)",1099,1,0.95,1,1.0,1,0,0,22.5,14.11,59,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,2,"(120, 180)",1278,1,0.94,1,0.99,1,0,0,27.36,14.22,64,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,3,"(180, 240)",831,1,0.96,1,1.0,1,0,0,15.93,13.83,43,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,4,"(240, 300)",944,1,0.96,1,1.0,1,0,0,18.34,13.93,45,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,5,"(300, 360)",711,1,0.96,1,1.0,1,0,0,13.75,13.85,40,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,6,"(360, 420)",951,1,0.96,1,1.0,1,0,0,18.73,14.01,53,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,7,"(420, 480)",814,1,0.96,1,1.0,1,0,0,15.88,13.93,45,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,8,"(480, 540)",946,1,0.95,1,1.0,1,0,0,19.0,13.88,54,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,9,"(540, 600)",854,1,0.96,1,1.0,1,0,0,16.24,13.88,40,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,10,"(600, 660)",962,1,0.96,1,1.0,1,0,0,18.85,13.95,50,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,11,"(660, 720)",966,1,0.96,1,1.0,1,0,0,18.88,13.8,43,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,12,"(720, 780)",887,1,0.96,1,1.0,1,0,0,16.82,13.8,67,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,13,"(780, 840)",920,1,0.95,1,0.99,1,0,0,18.23,13.77,43,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,14,"(840, 900)",906,1,0.96,1,1.0,1,0,0,17.57,13.72,43,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,15,"(900, 960)",799,1,0.95,1,1.0,1,0,0,15.0,13.71,54,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,16,"(960, 1020)",992,3,0.94,1,0.99,1,0,0,20.19,13.93,48,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,17,"(1020, 1080)",706,1,0.96,1,1.0,1,0,0,13.54,13.75,49,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,18,"(1080, 1140)",889,1,0.96,1,1.0,1,0,0,17.1,13.79,51,0
19-01-16_YC011,68,158,18395,1,0.96,1,0,0,18.05,14.03,12.177012767791748,42,0,19,"(1140, 1200)",854,1,0.95,1,1.0,1,0,0,15.9,13.75,51,0
