Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,0,"(0, 60)",525,2,0.97,1,1.0,1,0,0,9.99,13.6,99,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,1,"(60, 120)",602,2,0.98,1,1.0,1,0,0,11.36,13.63,83,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,2,"(120, 180)",598,2,0.98,1,1.0,1,0,0,11.21,13.64,53,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,3,"(180, 240)",544,2,0.97,1,1.0,1,0,0,10.12,13.55,74,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,4,"(240, 300)",532,2,0.98,1,1.0,1,0,0,9.91,13.69,60,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,5,"(300, 360)",600,2,0.97,1,1.0,1,0,0,11.31,13.53,72,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,6,"(360, 420)",533,2,0.97,1,1.0,1,0,0,10.23,13.61,97,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,7,"(420, 480)",530,2,0.97,1,1.0,1,0,0,10.21,13.6,53,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,8,"(480, 540)",556,2,0.97,1,1.0,1,0,0,10.33,13.62,54,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,9,"(540, 600)",515,2,0.97,1,1.0,1,0,0,9.88,13.65,98,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,10,"(600, 660)",483,2,0.97,1,1.0,1,0,0,9.0,13.64,97,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,11,"(660, 720)",544,2,0.97,1,1.0,1,0,0,10.6,13.67,50,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,12,"(720, 780)",523,2,0.97,1,1.0,1,0,0,9.97,13.62,98,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,13,"(780, 840)",524,2,0.97,1,1.0,1,0,0,9.71,13.57,48,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,14,"(840, 900)",511,2,0.97,1,1.0,1,0,0,9.7,13.6,100,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,15,"(900, 960)",478,2,0.97,1,1.0,1,0,0,9.07,13.56,46,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,16,"(960, 1020)",508,2,0.97,1,1.0,1,0,0,9.83,13.68,100,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,17,"(1020, 1080)",522,2,0.97,1,1.0,1,0,0,9.89,13.6,48,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,18,"(1080, 1140)",516,2,0.97,1,1.0,1,0,0,9.95,13.72,92,0
19-01-16_YC011,28,86,10621,2,0.97,1,0,0,10.06,13.78,12.14105396270752,100,0,19,"(1140, 1200)",477,2,0.97,1,1.0,1,0,0,9.32,13.67,100,0
