Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,0,"(0, 60)",222,3,0.91,1,0.99,1,0,0,4.39,13.24,100,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,1,"(60, 120)",307,3,0.91,1,0.99,1,0,0,6.27,13.25,49,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,2,"(120, 180)",528,2,0.95,1,1.0,1,0,0,11.17,13.38,87,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,3,"(180, 240)",547,3,0.94,1,1.0,1,0,0,10.43,13.24,48,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,4,"(240, 300)",480,3,0.95,1,1.0,1,0,0,9.72,13.29,100,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,5,"(300, 360)",507,3,0.94,1,1.0,1,0,0,10.26,13.27,84,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,6,"(360, 420)",505,3,0.93,1,1.0,1,0,0,10.05,13.25,96,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,7,"(420, 480)",521,3,0.94,1,1.0,1,0,0,9.96,13.28,56,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,8,"(480, 540)",533,3,0.93,1,1.0,1,0,0,10.43,13.33,65,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,9,"(540, 600)",437,2,0.94,1,1.0,1,0,0,8.86,13.37,51,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,10,"(600, 660)",563,3,0.93,1,1.0,1,0,0,11.16,13.24,83,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,11,"(660, 720)",502,3,0.94,1,1.0,1,0,0,10.24,13.27,100,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,12,"(720, 780)",530,3,0.94,1,1.0,1,0,0,10.89,13.27,100,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,13,"(780, 840)",395,3,0.93,1,1.0,1,0,0,8.11,13.39,87,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,14,"(840, 900)",378,2,0.94,1,1.0,1,0,0,7.93,13.23,49,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,15,"(900, 960)",483,3,0.94,1,1.0,1,0,0,9.71,13.33,57,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,16,"(960, 1020)",426,3,0.92,1,0.99,1,0,0,9.01,13.31,93,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,17,"(1020, 1080)",512,3,0.94,1,1.0,1,0,0,10.13,13.22,47,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,18,"(1080, 1140)",434,3,0.94,1,1.0,1,0,0,9.2,13.25,85,0
19-01-16_YC011,37,120,9355,3,0.94,1,0,0,9.56,13.42,12.101523818969728,96,0,19,"(1140, 1200)",545,3,0.93,1,1.0,1,0,0,10.84,13.28,100,0
