Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Spikes_dummy,Unit_Wvf_Peaks,Unit_Wvf_Peaks_dummy,Unit_Biggest_Peak,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_Fp_dummy,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Wvf_Peaks,Chunk_Wvf_Peaks_dummy,Chunk_Biggest_Peak,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,0,"(0, 60)",1196,2,1,1,1.0,1,1.0,1,0,0,23.71,20.13,3,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,1,"(60, 120)",1674,2,1,1,1.0,1,1.0,1,0,0,31.69,19.79,2,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,2,"(120, 180)",1521,2,1,1,1.0,1,1.0,1,0,0,36.57,19.2,2,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,3,"(180, 240)",946,2,1,1,1.0,1,1.0,1,0,0,16.87,21.25,4,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,4,"(240, 300)",948,2,1,1,1.0,1,1.0,1,0,0,18.35,21.36,3,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,5,"(300, 360)",1086,2,1,1,1.0,1,1.0,1,0,0,21.16,21.99,4,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,6,"(360, 420)",1304,2,1,1,1.0,1,1.0,1,0,0,24.29,20.69,4,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,7,"(420, 480)",883,2,1,1,1.0,1,1.0,1,0,0,16.64,21.1,6,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,8,"(480, 540)",1398,2,1,1,1.0,1,1.0,1,0,0,26.88,20.48,3,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,9,"(540, 600)",1112,2,1,1,1.0,1,1.0,1,0,0,20.66,21.08,3,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,10,"(600, 660)",1075,2,1,1,1.0,1,1.0,1,0,0,21.42,20.92,4,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,11,"(660, 720)",1350,2,1,1,1.0,1,1.0,1,0,0,26.33,20.87,1,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,12,"(720, 780)",1245,2,1,1,1.0,1,1.0,1,0,0,23.12,20.93,2,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,13,"(780, 840)",1249,2,1,1,1.0,1,1.0,1,0,0,23.24,20.63,5,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,14,"(840, 900)",1142,2,1,1,1.0,1,1.0,1,0,0,21.84,20.69,4,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,15,"(900, 960)",892,2,1,1,1.0,1,1.0,1,0,0,16.5,21.05,5,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,16,"(960, 1020)",1185,2,1,1,1.0,1,1.0,1,0,0,26.6,20.08,3,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,17,"(1020, 1080)",1108,2,1,1,1.0,1,1.0,1,0,0,19.89,21.23,6,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,18,"(1080, 1140)",973,2,1,1,1.0,1,1.0,1,0,0,19.69,20.9,4,1
19-01-16_YC011,53,139,23005,1,2,1,1,1.0,1,0,0,1,22.46,20.66,15.593551025390624,0,1,19,"(1140, 1200)",718,2,1,1,1.0,1,1.0,1,0,0,13.92,20.61,3,1
