Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,0,"(0, 60)",96,1,0.91,1,0.97,1,0,0,1.83,17.09,25,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,1,"(60, 120)",102,1,0.97,1,1.0,1,0,0,1.84,17.22,55,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,2,"(120, 180)",107,2,0.96,1,0.99,1,0,0,1.89,18.47,32,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,3,"(180, 240)",97,1,0.96,1,1.0,1,0,0,1.76,18.69,6,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,4,"(240, 300)",89,3,0.96,1,1.0,1,0,0,1.55,18.21,11,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,5,"(300, 360)",88,1,0.98,1,0.99,1,0,0,1.58,17.74,16,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,6,"(360, 420)",88,1,0.95,1,1.0,1,0,0,1.67,19.04,2,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,7,"(420, 480)",84,1,0.98,1,0.99,1,0,0,1.47,19.23,4,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,8,"(480, 540)",94,3,0.95,1,0.99,1,0,0,1.65,18.86,9,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,9,"(540, 600)",88,1,0.97,1,1.0,1,0,0,1.64,18.7,4,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,10,"(600, 660)",91,3,0.97,1,1.0,1,0,0,1.68,18.98,16,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,11,"(660, 720)",88,3,0.98,1,0.99,1,0,0,1.57,18.88,7,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,12,"(720, 780)",100,1,0.98,1,1.0,1,0,0,1.82,17.96,7,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,13,"(780, 840)",99,1,0.98,1,1.0,1,0,0,1.82,18.33,7,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,14,"(840, 900)",96,1,0.97,1,0.99,1,0,0,1.74,18.4,8,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,15,"(900, 960)",87,1,0.98,1,0.99,1,0,0,1.55,18.43,2,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,16,"(960, 1020)",101,1,0.98,1,1.0,1,0,0,1.77,18.5,18,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,17,"(1020, 1080)",95,2,0.96,1,0.99,1,0,0,1.65,18.37,9,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,18,"(1080, 1140)",85,1,0.96,1,0.99,1,0,0,1.56,18.71,7,1
19-01-16_YC011,110,210,1857,1,0.97,1,0,0,1.66,18.49,13.206367721557616,8,1,19,"(1140, 1200)",82,2,0.95,1,0.99,1,0,0,1.44,18.32,3,1
