Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Peaks_Wvf,Unit_vs_Temp_CS,Unit_vs_Temp_CS_t,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MA,Unit_Peak_Detection_t,Unit_Drift_TR,Unit_Drif_TR_t,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_t,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_t,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Drift_TR,Chunk_Drift_TR_t
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,0,"(0, 60)",1472,3,0.97,1,1.0,1,0,0,27.95,12.69,85,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,1,"(60, 120)",2641,3,0.98,1,1.0,1,0,0,49.5,12.94,50,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,2,"(120, 180)",3788,2,0.98,1,1.0,1,0,0,69.65,13.54,16,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,3,"(180, 240)",3890,2,0.98,1,1.0,1,0,0,69.84,13.94,9,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,4,"(240, 300)",3955,2,0.98,1,1.0,1,0,0,70.52,13.98,9,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,5,"(300, 360)",3958,2,0.98,1,1.0,1,0,0,70.29,14.15,8,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,6,"(360, 420)",3900,2,0.99,1,1.0,1,0,0,69.81,14.74,6,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,7,"(420, 480)",4086,2,0.98,1,1.0,1,0,0,72.17,14.71,5,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,8,"(480, 540)",4083,2,0.99,1,1.0,1,0,0,73.22,14.75,7,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,9,"(540, 600)",4138,2,0.99,1,1.0,1,0,0,72.95,14.98,5,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,10,"(600, 660)",4143,2,0.99,1,1.0,1,0,0,73.53,15.13,6,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,11,"(660, 720)",4005,2,0.99,1,1.0,1,0,0,71.11,15.25,4,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,12,"(720, 780)",3980,2,0.99,1,1.0,1,0,0,70.05,15.55,5,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,13,"(780, 840)",3943,2,0.99,1,1.0,1,0,0,69.34,15.64,6,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,14,"(840, 900)",4157,2,0.99,1,1.0,1,0,0,72.7,15.46,6,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,15,"(900, 960)",4225,2,0.99,1,1.0,1,0,0,74.01,15.28,5,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,16,"(960, 1020)",4194,2,0.99,1,1.0,1,0,0,75.51,15.65,6,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,17,"(1020, 1080)",4237,2,0.99,1,1.0,1,0,0,74.32,15.54,6,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,18,"(1080, 1140)",4124,2,1.0,1,1.0,1,0,0,72.89,15.57,5,1
19-01-16_YC011,33,108,77057,2,0.99,1,0,0,70.37,14.91,12.229241218566894,1,1,19,"(1140, 1200)",4138,2,1.0,1,1.0,1,0,0,73.07,15.88,5,1
