"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Cluster","Sample","Unit","Sample.1","Unit.1","RespPk","RespGo","RespGr","RespMF"
6.53,0.053,5.172,1.047,40.48,2,"19-08-14_YC015",864,"19-08-14_YC015",864,0,0,0,0
10.27,0.061,6.329,0.814,24.084,3,"19-08-14_YC015",867,"19-08-14_YC015",867,0,0,0,0
5.73,0.113,6.314,1.183,35.504,3,"19-08-14_YC015",882,"19-08-14_YC015",882,0,0,0,0
12.65,0.052,6.513,0.683,13.154,3,"19-08-14_YC015",921,"19-08-14_YC015",921,0,0,0,0
25.14,0.023,6.524,0.825,44.871,2,"19-08-14_YC015",934,"19-08-14_YC015",934,0,0,0,0
8.2,0.05,5.59,0.844,17.995,3,"19-08-14_YC015",975,"19-08-14_YC015",975,0,0,0,0
43.39,0.014,6.346,0.746,56.09,2,"19-08-14_YC015",98,"19-08-14_YC015",98,0,0,0,0
88.36,0.011,5.203,0.471,27.614,1,"19-08-14_YC015",142,"19-08-14_YC015",142,0,0,0,0
17.04,0.037,6.252,0.867,34.759,3,"19-08-14_YC015",281,"19-08-14_YC015",281,0,0,0,0
11.48,0.065,6.494,0.681,13.242,3,"19-08-14_YC015",283,"19-08-14_YC015",283,0,0,0,0
24.62,0.025,5.368,0.642,25.421,3,"19-08-14_YC015",439,"19-08-14_YC015",439,0,0,0,0
16.47,0.036,6.112,0.99,65.465,2,"19-08-14_YC015",452,"19-08-14_YC015",452,0,0,0,0
7.3,0.107,6.729,0.622,6.254,3,"19-08-14_YC015",56,"19-08-14_YC015",56,0,0,0,0
25.71,0.024,6.078,0.738,36.503,2,"19-08-14_YC015",641,"19-08-14_YC015",641,0,0,0,0
31.88,0.014,5.789,0.972,97.85,2,"19-08-14_YC015",642,"19-08-14_YC015",642,0,0,0,0
23.87,0.019,5.071,1.566,117.505,2,"19-08-14_YC015",643,"19-08-14_YC015",643,0,0,0,0
7.3,0.066,5.803,0.855,13.752,3,"19-08-14_YC015",652,"19-08-14_YC015",652,0,0,0,0
13.42,0.054,6.555,0.799,25.021,3,"19-08-14_YC015",658,"19-08-14_YC015",658,0,0,0,0
20.1,0.032,5.804,0.71,23.758,3,"19-08-14_YC015",663,"19-08-14_YC015",663,0,0,0,0
7.96,0.066,5.961,0.835,12.7,3,"19-08-14_YC015",68,"19-08-14_YC015",68,0,0,0,0
16.09,0.036,5.394,0.655,14.376,3,"19-08-14_YC015",72,"19-08-14_YC015",72,0,0,0,0
12.01,0.055,5.926,0.63,9.17,3,"19-08-14_YC015",741,"19-08-14_YC015",741,0,0,0,0
3.25,0.21,5.545,0.797,4.373,3,"19-08-14_YC015",874,"19-08-14_YC015",874,0,0,0,0
16.64,0.04,6.396,0.797,24.796,3,"19-08-14_YC015",931,"19-08-14_YC015",931,0,0,0,0
60.78,0.01,6.239,0.7,62.456,2,"19-08-14_YC016",100,"19-08-14_YC016",100,0,0,0,0
7.81,0.013,4.254,0.622,25.208,2,"19-08-14_YC016",1020,"19-08-14_YC016",1020,0,0,0,0
14.78,0.034,5.168,0.818,36.149,2,"19-08-14_YC016",1058,"19-08-14_YC016",1058,0,0,0,0
26.14,0.018,5.698,0.735,37.707,2,"19-08-14_YC016",134,"19-08-14_YC016",134,0,0,0,0
7.24,0.102,6.882,0.897,14.375,3,"19-08-14_YC016",136,"19-08-14_YC016",136,0,0,0,0
12.33,0.003,2.891,0.905,43.125,2,"19-08-14_YC016",162,"19-08-14_YC016",162,0,0,0,0
25.57,0.018,5.651,0.797,46.974,2,"19-08-14_YC016",19,"19-08-14_YC016",19,0,0,0,0
4.2,0.19,6.4,0.713,4.578,3,"19-08-14_YC016",210,"19-08-14_YC016",210,0,0,0,0
11.26,0.058,6.427,0.625,8.738,3,"19-08-14_YC016",214,"19-08-14_YC016",214,0,0,0,0
11.51,0.019,4.88,0.96,45.187,2,"19-08-14_YC016",276,"19-08-14_YC016",276,0,0,0,0
16.09,0.026,5.465,0.639,19.055,3,"19-08-14_YC016",292,"19-08-14_YC016",292,0,0,0,0
7.33,0.063,6.134,0.963,21.726,3,"19-08-14_YC016",296,"19-08-14_YC016",296,0,0,0,0
6.02,0.057,5.443,1.079,28.344,2,"19-08-14_YC016",299,"19-08-14_YC016",299,0,0,0,0
19.69,0.034,6.353,0.828,35.377,3,"19-08-14_YC016",470,"19-08-14_YC016",470,0,0,0,0
15.68,0.04,6.463,0.688,17.62,3,"19-08-14_YC016",49,"19-08-14_YC016",49,0,0,0,0
34.93,0.017,5.731,0.668,33.971,2,"19-08-14_YC016",490,"19-08-14_YC016",490,0,0,0,0
13.2,0.039,6.011,0.871,37.372,2,"19-08-14_YC016",497,"19-08-14_YC016",497,0,0,0,0
38.76,0.015,5.9,0.705,53.375,2,"19-08-14_YC016",511,"19-08-14_YC016",511,0,0,0,0
12.2,0.058,6.521,0.728,15.19,3,"19-08-14_YC016",526,"19-08-14_YC016",526,0,0,0,0
12.72,0.039,5.735,0.905,45.401,2,"19-08-14_YC016",529,"19-08-14_YC016",529,0,0,0,0
18.93,0.036,6.501,0.692,22.578,3,"19-08-14_YC016",540,"19-08-14_YC016",540,0,0,0,0
12.18,0.044,6.315,0.939,29.08,3,"19-08-14_YC016",772,"19-08-14_YC016",772,0,0,0,0
4.95,0.094,5.845,0.806,8.946,3,"19-08-14_YC016",871,"19-08-14_YC016",871,0,0,0,0
14.93,0.035,6.059,0.872,36.974,2,"19-08-14_YC016",904,"19-08-14_YC016",904,0,0,0,0
18.2,0.033,6.277,0.891,41.79,2,"19-08-14_YC016",906,"19-08-14_YC016",906,0,0,0,0
20.63,0.035,6.639,0.795,26.167,3,"19-08-14_YC016",927,"19-08-14_YC016",927,0,0,0,0
6.65,0.051,5.292,0.887,26.565,3,"19-08-14_YC016",944,"19-08-14_YC016",944,0,0,0,0
7.01,0.102,6.613,0.939,15.849,3,"19-08-14_YC016",95,"19-08-14_YC016",95,0,0,0,0
55.79,0.009,5.437,0.775,66.005,2,"19-08-14_YC016",972,"19-08-14_YC016",972,0,0,0,0
15.06,0.017,4.573,0.817,45.315,2,"19-08-14_YC016",99,"19-08-14_YC016",99,0,0,0,0
26.3,0.027,6.19,0.602,17.667,3,"19-08-14_YC016",0,"19-08-14_YC016",0,0,0,0,0
23.68,0.032,6.158,0.6,17.183,3,"19-08-14_YC016",135,"19-08-14_YC016",135,0,0,0,0
7.77,0.092,5.762,0.566,5.783,3,"19-08-14_YC016",136,"19-08-14_YC016",136,0,0,0,0
18.53,0.042,6.469,0.631,17.111,3,"19-08-14_YC016",166,"19-08-14_YC016",166,0,0,0,0
28.23,0.024,6.107,0.925,63.762,2,"19-08-14_YC016",167,"19-08-14_YC016",167,0,0,0,0
5.45,0.123,6.651,0.795,9.823,3,"19-08-14_YC016",171,"19-08-14_YC016",171,0,0,0,0
21.69,0.036,6.379,0.672,21.344,3,"19-08-14_YC016",173,"19-08-14_YC016",173,0,0,0,0
11.89,0.049,5.982,0.742,17.299,3,"19-08-14_YC016",178,"19-08-14_YC016",178,0,0,0,0
8.28,0.092,5.893,1.1,47.471,2,"19-08-14_YC016",210,"19-08-14_YC016",210,0,0,0,0
42.02,0.011,5.474,0.826,84.766,2,"19-08-14_YC016",211,"19-08-14_YC016",211,0,0,0,0
25.42,0.011,4.378,0.962,92.073,2,"19-08-14_YC016",216,"19-08-14_YC016",216,0,0,0,0
39.77,0.016,5.2,0.53,23.345,1,"19-08-14_YC016",26,"19-08-14_YC016",26,0,0,0,0
10.75,0.071,6.911,0.658,10.587,3,"19-08-14_YC016",334,"19-08-14_YC016",334,0,0,0,0
35.39,0.021,6.787,0.688,36.019,3,"19-08-14_YC016",404,"19-08-14_YC016",404,0,0,0,0
7.93,0.078,6.543,0.7,10.489,3,"19-08-14_YC016",427,"19-08-14_YC016",427,0,0,0,0
38.2,0.017,6.576,0.903,88.198,2,"19-08-14_YC016",429,"19-08-14_YC016",429,0,0,0,0
60.16,0.011,5.472,0.447,21.903,1,"19-08-14_YC016",442,"19-08-14_YC016",442,0,0,0,0
8.33,0.044,5.514,0.769,19.15,3,"19-08-14_YC016",511,"19-08-14_YC016",511,0,0,0,0
31.98,0.02,6.052,0.796,55.631,2,"19-08-14_YC016",553,"19-08-14_YC016",553,0,0,0,0
5.03,0.143,6.867,0.93,11.231,3,"19-08-14_YC016",586,"19-08-14_YC016",586,0,0,0,0
62.1,0.013,4.605,0.351,14.251,1,"19-08-14_YC016",599,"19-08-14_YC016",599,0,0,0,0
48.49,0.014,5.278,0.562,25.853,1,"19-08-14_YC016",69,"19-08-14_YC016",69,0,0,0,0
55.76,0.013,6.566,0.692,47.692,2,"19-08-14_YC016",815,"19-08-14_YC016",815,0,0,0,0
63.06,0.007,5.29,1.161,220.284,2,"19-08-14_YC016",825,"19-08-14_YC016",825,0,0,0,0
17.06,0.038,6.596,1.05,57.224,2,"19-08-14_YC016",834,"19-08-14_YC016",834,0,0,0,0
8.92,0.075,6.462,0.754,15.704,3,"19-08-14_YC016",846,"19-08-14_YC016",846,0,0,0,0
14.46,0.033,5.933,0.918,42.469,2,"19-08-14_YC016",849,"19-08-14_YC016",849,0,0,0,0
39.14,0.01,4.304,0.738,90.19,2,"19-08-14_YC016",876,"19-08-14_YC016",876,0,0,0,0
6.94,0.092,6.586,0.831,11.616,3,"19-08-14_YC016",881,"19-08-14_YC016",881,0,0,0,0
19.27,0.042,6.35,0.623,30.168,3,"19-08-14_YC016",884,"19-08-14_YC016",884,0,0,0,0
11.15,0.028,5.34,1.025,61.532,2,"19-08-15_YC016",374,"19-08-15_YC016",374,0,0,0,0
26.45,0.017,5.556,0.912,60.951,2,"19-08-15_YC016",41,"19-08-15_YC016",41,0,0,0,0
19.16,0.024,6.069,1.026,71.803,2,"19-08-15_YC016",485,"19-08-15_YC016",485,0,0,0,0
22.67,0.035,6.547,0.631,19.843,3,"19-08-15_YC016",72,"19-08-15_YC016",72,0,0,0,0
44.16,0.01,5.341,0.908,103.063,2,"19-08-15_YC016",80,"19-08-15_YC016",80,0,0,0,0
55.2,0.014,6.736,0.733,61.122,2,"19-08-15_YC016",85,"19-08-15_YC016",85,0,0,0,0
7.45,0.022,4.446,0.989,42.276,2,"19-08-15_YC016",86,"19-08-15_YC016",86,0,0,0,0
23.74,0.022,5.495,0.811,42.774,2,"19-08-15_YC016",90,"19-08-15_YC016",90,0,0,0,0
10.68,0.033,4.879,0.799,28.1,2,"19-08-15_YC016",95,"19-08-15_YC016",95,0,0,0,0
12.62,0.057,6.618,0.679,13.296,3,"19-08-16_YC014",104,"19-08-16_YC014",104,0,0,0,0
79.85,0.011,5.467,0.533,29.974,1,"19-08-16_YC014",205,"19-08-16_YC014",205,0,0,0,0
11.75,0.073,5.937,0.691,13.261,3,"19-08-16_YC014",221,"19-08-16_YC014",221,0,0,0,0
19.25,0.041,6.839,0.674,18.599,3,"19-08-16_YC014",267,"19-08-16_YC014",267,0,0,0,0
33,0.023,6.282,0.615,23.542,3,"19-08-16_YC014",281,"19-08-16_YC014",281,0,0,0,0
17.44,0.04,6.325,0.67,20.198,3,"19-08-16_YC014",283,"19-08-16_YC014",283,0,0,0,0
14.7,0.041,5.901,0.75,19.369,3,"19-08-16_YC014",285,"19-08-16_YC014",285,0,0,0,0
25.07,0.029,6.358,0.685,26.914,3,"19-08-16_YC014",286,"19-08-16_YC014",286,0,0,0,0
41.2,0.018,6.49,0.694,46.015,2,"19-08-16_YC014",325,"19-08-16_YC014",325,0,0,0,0
23.79,0.02,6.111,1.043,88.22,2,"19-08-16_YC014",329,"19-08-16_YC014",329,0,0,0,0
14.85,0.055,6.986,0.737,19.608,3,"19-08-16_YC014",389,"19-08-16_YC014",389,0,0,0,0
14.94,0.024,5.675,1.012,71.669,2,"19-08-16_YC014",396,"19-08-16_YC014",396,0,0,0,0
12.43,0.048,5.873,0.714,13.037,3,"19-08-16_YC014",40,"19-08-16_YC014",40,0,0,0,0
20.88,0.028,5.85,0.687,22.715,3,"19-08-16_YC014",41,"19-08-16_YC014",41,0,0,0,0
6.95,0.046,4.898,0.897,16.712,3,"19-08-16_YC014",43,"19-08-16_YC014",43,0,0,0,0
8.72,0.071,6.358,0.841,13.524,3,"19-08-16_YC014",75,"19-08-16_YC014",75,0,0,0,0
14.88,0.044,5.436,0.962,33.735,2,"19-08-16_YC014",79,"19-08-16_YC014",79,0,0,0,0
10.86,0.065,6.711,0.76,14.512,3,"19-08-16_YC014",87,"19-08-16_YC014",87,0,0,0,0
6.83,0.082,5.857,0.707,9.191,3,"19-08-16_YC014",98,"19-08-16_YC014",98,0,0,0,0
17.3,0.033,6.209,0.779,23.745,3,"19-08-16_YC015",2,"19-08-16_YC015",2,0,0,0,0
1.54,0.024,3.733,1.391,79.828,2,"19-08-16_YC015",27,"19-08-16_YC015",27,0,0,0,0
7.59,0.042,4.107,0.961,32.887,2,"19-09-30_YC017",104,"19-09-30_YC017",104,0,0,0,0
35.14,0.011,4.843,0.331,18.096,1,"19-09-30_YC017",119,"19-09-30_YC017",119,0,0,0,0
33.04,0.022,6.794,0.747,40.546,3,"19-09-30_YC017",147,"19-09-30_YC017",147,0,0,0,0
34.85,0.017,6.51,0.78,53.267,2,"19-09-30_YC017",211,"19-09-30_YC017",211,0,0,0,0
6.37,0.026,4.507,1.001,22.726,2,"19-09-30_YC017",322,"19-09-30_YC017",322,0,0,0,0
2.86,0.256,6.123,1.307,20.781,3,"19-09-30_YC017",328,"19-09-30_YC017",328,0,0,0,0
60,0.022,6.485,0.802,40.995,2,"19-09-30_YC017",376,"19-09-30_YC017",376,0,0,0,0
41.48,0.02,6.998,0.678,48.862,2,"19-09-30_YC017",381,"19-09-30_YC017",381,0,0,0,0
9.25,0.053,6.254,0.728,16.046,3,"19-09-30_YC017",391,"19-09-30_YC017",391,0,0,0,0
12.47,0.047,6.514,0.654,14.914,3,"19-09-30_YC017",418,"19-09-30_YC017",418,0,0,0,0
13.71,0.052,6.798,0.717,16.912,3,"19-09-30_YC017",441,"19-09-30_YC017",441,0,0,0,0
26.29,0.023,6.336,0.878,56.178,2,"19-09-30_YC017",481,"19-09-30_YC017",481,0,0,0,0
13.02,0.036,5.526,0.872,34.403,2,"19-09-30_YC017",532,"19-09-30_YC017",532,0,0,0,0
76.08,0.011,5.661,0.457,26.515,1,"19-09-30_YC017",654,"19-09-30_YC017",654,0,0,0,0
11.13,0.061,6.688,0.969,27.505,3,"19-09-30_YC017",842,"19-09-30_YC017",842,0,0,0,0
10.35,0.009,2.419,0.767,30.742,2,"19-09-30_YC017",867,"19-09-30_YC017",867,0,0,0,0
19.2,0.03,6.169,0.844,42.658,2,"19-09-30_YC017",923,"19-09-30_YC017",923,0,0,0,0
31.3,0.02,6.068,0.783,51.683,2,"19-09-30_YC018",103,"19-09-30_YC018",103,0,0,0,0
67.84,0.015,5.319,0.574,22.642,1,"19-09-30_YC018",104,"19-09-30_YC018",104,0,0,0,0
27.15,0.016,5.708,0.962,75.669,2,"19-09-30_YC018",136,"19-09-30_YC018",136,0,0,0,0
10.21,0.026,5.144,0.969,51.156,2,"19-09-30_YC018",146,"19-09-30_YC018",146,0,0,0,0
6.42,0.106,6.101,0.634,5.01,3,"19-09-30_YC018",153,"19-09-30_YC018",153,0,0,0,0
14.42,0.043,6.482,0.726,19.707,3,"19-09-30_YC018",156,"19-09-30_YC018",156,0,0,0,0
3.58,0.208,6.342,0.672,3.682,3,"19-09-30_YC018",171,"19-09-30_YC018",171,0,0,0,0
48.15,0.02,6.547,0.72,34.254,3,"19-09-30_YC018",270,"19-09-30_YC018",270,0,0,0,0
30.33,0.027,6.794,0.671,28.215,3,"19-09-30_YC018",275,"19-09-30_YC018",275,0,0,0,0
2.55,0.25,5.811,0.844,5.983,3,"19-09-30_YC018",421,"19-09-30_YC018",421,0,0,0,0
20.61,0.019,5.627,0.985,76.989,2,"19-09-30_YC018",451,"19-09-30_YC018",451,0,0,0,0
38.61,0.01,5.977,0.624,45.199,2,"19-09-30_YC018",481,"19-09-30_YC018",481,0,0,0,0
8.88,0.048,4.135,0.673,15.276,3,"19-09-30_YC018",486,"19-09-30_YC018",486,0,0,0,0
5.85,0.035,5.31,0.895,26.53,2,"19-09-30_YC018",5,"19-09-30_YC018",5,0,0,0,0
14.07,0.028,4.928,0.699,19.866,3,"19-09-30_YC018",513,"19-09-30_YC018",513,0,0,0,0
5.37,0.024,4.581,1.046,24.877,2,"19-09-30_YC018",598,"19-09-30_YC018",598,0,0,0,0
6.38,0.077,6.386,0.708,10.908,3,"19-09-30_YC018",602,"19-09-30_YC018",602,0,0,0,0
13.77,0.042,5.423,0.579,16.699,3,"19-09-30_YC018",692,"19-09-30_YC018",692,0,0,0,0
46.21,0.015,4.749,0.357,13.396,1,"19-09-30_YC018",732,"19-09-30_YC018",732,0,0,0,0
82.19,0.005,4.49,0.352,18.364,1,"19-09-30_YC018",91,"19-09-30_YC018",91,0,0,0,0
44.15,0.017,6.918,0.728,42.948,2,"19-10-01_YC017",138,"19-10-01_YC017",138,0,0,0,0
6.24,0.109,6.269,0.652,6.279,3,"19-10-01_YC017",145,"19-10-01_YC017",145,0,0,0,0
10.27,0.061,5.083,0.517,13.831,3,"19-10-01_YC017",206,"19-10-01_YC017",206,0,0,0,0
6.45,0.121,6.943,0.681,7.115,3,"19-10-01_YC017",213,"19-10-01_YC017",213,0,0,0,0
7.56,0.094,6.774,0.713,9.378,3,"19-10-01_YC017",220,"19-10-01_YC017",220,0,0,0,0
11.28,0.07,6.799,0.603,8.48,3,"19-10-01_YC017",222,"19-10-01_YC017",222,0,0,0,0
8.21,0.026,4.435,0.861,47.557,2,"19-10-01_YC017",233,"19-10-01_YC017",233,0,0,0,0
34.51,0.019,5.423,0.501,20.918,1,"19-10-01_YC017",241,"19-10-01_YC017",241,0,0,0,0
7.96,0.016,2.839,0.849,67.854,2,"19-10-01_YC017",242,"19-10-01_YC017",242,0,0,0,0
13.21,0.054,6.191,0.742,15.046,3,"19-10-01_YC017",243,"19-10-01_YC017",243,0,0,0,0
8.02,0.096,6.936,0.68,8.192,3,"19-10-01_YC017",245,"19-10-01_YC017",245,0,0,0,0
22.97,0.029,5.405,0.924,49.438,2,"19-10-01_YC017",249,"19-10-01_YC017",249,0,0,0,0
13.24,0.051,6.583,0.9,30.818,3,"19-10-01_YC017",279,"19-10-01_YC017",279,0,0,0,0
33.62,0.015,6.033,0.896,93.053,2,"19-10-01_YC017",296,"19-10-01_YC017",296,0,0,0,0
5.5,0.093,5.604,0.924,16.094,3,"19-10-01_YC017",343,"19-10-01_YC017",343,0,0,0,0
8.52,0.094,7.008,0.686,9.045,3,"19-10-01_YC017",438,"19-10-01_YC017",438,0,0,0,0
23.76,0.031,6.484,0.822,44.04,2,"19-10-01_YC017",446,"19-10-01_YC017",446,0,0,0,0
15.22,0.038,4.556,0.861,35.62,2,"19-10-01_YC017",448,"19-10-01_YC017",448,0,0,0,0
12.46,0.049,5.582,0.759,20.34,3,"19-10-01_YC017",454,"19-10-01_YC017",454,0,0,0,0
22.2,0.031,6.141,0.727,28.96,3,"19-10-01_YC017",456,"19-10-01_YC017",456,0,0,0,0
26.96,0.025,6.095,0.635,22.63,3,"19-10-01_YC017",458,"19-10-01_YC017",458,0,0,0,0
17.37,0.03,4.303,0.722,22.766,2,"19-10-01_YC017",459,"19-10-01_YC017",459,0,0,0,0
8.01,0.097,6.98,0.717,9.926,3,"19-10-01_YC017",462,"19-10-01_YC017",462,0,0,0,0
12.47,0.015,3.972,0.8,67.679,2,"19-10-01_YC017",464,"19-10-01_YC017",464,0,0,0,0
28.63,0.023,5.084,0.755,36.494,2,"19-10-01_YC017",492,"19-10-01_YC017",492,0,0,0,0
44.08,0.02,6.133,0.709,42.029,2,"19-10-01_YC017",493,"19-10-01_YC017",493,0,0,0,0
13.85,0.046,5.728,0.558,8.735,3,"19-10-01_YC017",69,"19-10-01_YC017",69,0,0,0,0
28.22,0.028,6.496,0.671,26.552,3,"19-10-01_YC017",91,"19-10-01_YC017",91,0,0,0,0
11.77,0.069,6.816,0.708,11.889,3,"19-10-02_YC019",22,"19-10-02_YC019",22,0,0,0,0
53.01,0.016,6.908,0.671,49.186,2,"19-10-02_YC019",28,"19-10-02_YC019",28,0,0,0,0
29.71,0.022,5.909,0.664,29.3,3,"19-10-02_YC020",16,"19-10-02_YC020",16,0,0,0,0
16.97,0.043,6.555,0.893,32.148,3,"19-10-03_YC019",122,"19-10-03_YC019",122,0,0,0,0
144.22,0.005,4.333,0.33,29.976,1,"19-10-03_YC019",129,"19-10-03_YC019",129,0,0,0,0
33.44,0.018,6.087,0.767,43.383,2,"19-10-03_YC019",132,"19-10-03_YC019",132,0,0,0,0
10.52,0.071,6.025,0.581,6.77,3,"19-10-03_YC019",190,"19-10-03_YC019",190,0,0,0,0
21.3,0.022,5.752,0.541,31.638,3,"19-10-03_YC019",194,"19-10-03_YC019",194,0,0,0,0
10.43,0.068,6.614,0.661,11.817,3,"19-10-03_YC019",201,"19-10-03_YC019",201,0,0,0,0
10.08,0.074,6.648,0.668,8.722,3,"19-10-03_YC019",208,"19-10-03_YC019",208,0,0,0,0
5.63,0.038,3.257,0.946,37.488,2,"19-10-03_YC020",114,"19-10-03_YC020",114,0,0,0,0
5.87,0.009,2.274,0.879,27.103,2,"19-10-03_YC020",122,"19-10-03_YC020",122,0,0,0,0
74.77,0.008,3.967,0.349,21.342,1,"19-10-03_YC020",145,"19-10-03_YC020",145,0,0,0,0
27.41,0.014,3.281,0.488,17.34,1,"19-10-03_YC020",151,"19-10-03_YC020",151,0,0,0,0
7.44,0.021,4.895,1.04,31.882,2,"19-10-03_YC020",152,"19-10-03_YC020",152,0,0,0,0
67.34,0.009,5.234,0.551,36.588,1,"19-10-03_YC020",158,"19-10-03_YC020",158,0,0,0,0
13.95,0.048,6.562,0.862,23.825,3,"19-10-03_YC020",171,"19-10-03_YC020",171,0,0,0,0
13.74,0.048,6.632,0.846,23.628,3,"19-10-03_YC020",172,"19-10-03_YC020",172,0,0,0,0
2.66,0.034,4.013,1.828,36.364,2,"19-10-03_YC020",78,"19-10-03_YC020",78,0,0,0,0
2.73,0.218,6.401,0.897,6.295,3,"19-10-22_YC022",103,"19-10-22_YC022",103,0,0,0,0
41.69,0.019,6.819,0.764,43.086,2,"19-10-22_YC022",12,"19-10-22_YC022",12,0,0,0,0
24.83,0.024,5.377,0.871,52.589,2,"19-10-22_YC022",155,"19-10-22_YC022",155,0,0,0,0
11.11,0.068,6.755,0.623,8.261,3,"19-10-22_YC022",162,"19-10-22_YC022",162,0,0,0,0
10.68,0.067,6.747,0.697,10.181,3,"19-10-22_YC022",163,"19-10-22_YC022",163,0,0,0,0
2.6,0.165,5.214,1.008,12.865,3,"19-10-22_YC022",173,"19-10-22_YC022",173,0,0,0,0
9.07,0.081,6.852,0.73,10.245,3,"19-10-22_YC022",175,"19-10-22_YC022",175,0,0,0,0
11.8,0.063,6.818,0.666,9.953,3,"19-10-22_YC022",179,"19-10-22_YC022",179,0,0,0,0
12.19,0.058,6.483,0.626,9.277,3,"19-10-22_YC022",182,"19-10-22_YC022",182,0,0,0,0
8.47,0.047,4.561,0.952,28.662,2,"19-10-22_YC022",193,"19-10-22_YC022",193,0,0,0,0
8.03,0.042,4.989,0.933,36.037,2,"19-10-22_YC022",284,"19-10-22_YC022",284,0,0,0,0
3.53,0.222,6.506,0.911,7.733,3,"19-10-22_YC022",308,"19-10-22_YC022",308,0,0,0,0
28.79,0.025,6.121,0.671,28.162,3,"19-10-22_YC022",427,"19-10-22_YC022",427,0,0,0,0
35.9,0.016,5.781,0.741,67.962,2,"19-10-22_YC022",433,"19-10-22_YC022",433,0,0,0,0
8.44,0.079,6.134,0.807,13.376,3,"19-10-22_YC022",434,"19-10-22_YC022",434,0,0,0,0
7.91,0.091,6.359,0.624,6.402,3,"19-10-22_YC022",449,"19-10-22_YC022",449,0,0,0,0
40.42,0.022,6.849,0.689,30.037,3,"19-10-22_YC022",451,"19-10-22_YC022",451,0,0,0,0
6.87,0.107,6.722,0.709,7.188,3,"19-10-22_YC022",464,"19-10-22_YC022",464,0,0,0,0
17.25,0.034,6.06,0.789,31.435,3,"19-10-22_YC022",466,"19-10-22_YC022",466,0,0,0,0
23.84,0.029,6.021,0.994,60.995,2,"19-10-22_YC022",481,"19-10-22_YC022",481,0,0,0,0
21.54,0.029,5.957,0.772,32.192,3,"19-10-22_YC022",571,"19-10-22_YC022",571,0,0,0,0
1.14,0.055,2.665,0.951,18.525,2,"19-10-22_YC022",577,"19-10-22_YC022",577,0,0,0,0
9.85,0.033,4.674,0.995,57.593,2,"19-10-22_YC022",602,"19-10-22_YC022",602,0,0,0,0
12.7,0.053,6.384,0.757,23.337,3,"19-10-22_YC022",621,"19-10-22_YC022",621,0,0,0,0
2.87,0.075,2.496,0.452,4.182,1,"19-10-22_YC022",624,"19-10-22_YC022",624,0,0,0,0
11.75,0.054,6.205,0.692,12.037,3,"19-10-22_YC022",687,"19-10-22_YC022",687,0,0,0,0
12.73,0.042,5.971,0.878,29.048,3,"19-10-22_YC022",698,"19-10-22_YC022",698,0,0,0,0
6.88,0.118,7.035,0.685,6.742,3,"19-10-22_YC022",736,"19-10-22_YC022",736,0,0,0,0
10.1,0.04,5.418,0.877,29.315,2,"19-10-22_YC022",740,"19-10-22_YC022",740,0,0,0,0
5.03,0.091,4.8,0.869,12.482,3,"19-10-22_YC022",741,"19-10-22_YC022",741,0,0,0,0
17.18,0.025,5.539,0.927,53.98,2,"19-10-22_YC022",754,"19-10-22_YC022",754,0,0,0,0
18.38,0.026,5.542,0.997,62.783,2,"19-10-22_YC022",759,"19-10-22_YC022",759,0,0,0,0
6.26,0.12,6.779,0.662,5.689,3,"19-10-22_YC022",79,"19-10-22_YC022",79,0,0,0,0
17.05,0.013,5.178,1.033,63.383,2,"19-10-22_YC022",857,"19-10-22_YC022",857,0,0,0,0
14.78,0.025,5.579,0.836,42.677,2,"19-10-22_YC022",862,"19-10-22_YC022",862,0,0,0,0
3.76,0.015,1.915,0.903,69.438,2,"19-10-22_YC022",89,"19-10-22_YC022",89,0,0,0,0
4.59,0.062,5.291,0.87,14.723,3,"19-10-22_YC022",918,"19-10-22_YC022",918,0,0,0,0
1.92,0.107,4.986,1.305,51.783,2,"19-10-22_YC022",939,"19-10-22_YC022",939,0,0,0,0
2.56,0.111,5.108,0.664,4.062,3,"19-10-23_YC022",163,"19-10-23_YC022",163,0,0,0,0
3.45,0.206,6.835,0.916,7.969,3,"19-10-23_YC022",202,"19-10-23_YC022",202,0,0,0,0
4.09,0.135,6.369,0.997,23.461,3,"19-10-23_YC022",240,"19-10-23_YC022",240,0,0,0,0
24.32,0.017,5.437,0.931,59.217,2,"19-10-23_YC022",286,"19-10-23_YC022",286,0,0,0,0
4.36,0.169,6.823,0.902,8.832,3,"19-10-23_YC022",287,"19-10-23_YC022",287,0,0,0,0
44.57,0.008,2.991,0.856,104.407,2,"19-10-23_YC022",55,"19-10-23_YC022",55,0,0,0,0
34.92,0.021,6.62,0.77,41.735,2,"19-10-23_YC022",76,"19-10-23_YC022",76,0,0,0,0
14.9,0.043,4.961,0.94,28.46,2,"19-11-14_YC029",27,"19-11-14_YC029",27,0,0,0,0
13.55,0.026,5.736,0.985,57.987,2,"19-11-14_YC030",19,"19-11-14_YC030",19,0,0,0,0
16.83,0.021,4.956,1.045,70.631,2,"19-11-14_YC030",21,"19-11-14_YC030",21,0,0,0,0
11.35,0.036,5.578,1.079,57.8,2,"19-11-14_YC030",22,"19-11-14_YC030",22,0,0,0,0
0.53,0.151,5.311,1.047,17.586,3,"19-11-14_YC030",26,"19-11-14_YC030",26,0,0,0,0
