"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Cluster","Sample","Unit","Sample.1","Unit.1","RespPk","RespGo","RespGr","RespMF"
18.87,0.034,3.739,0.489,9.068,1,"19-11-14_YC030",47,"19-11-14_YC030",47,0,0,0,0
18.33,0.032,5.807,0.856,30.301,2,"19-10-28_YC031",7,"19-10-28_YC031",7,0,0,0,0
9.59,0.05,5.846,0.905,30.484,3,"19-11-08_YC038",101,"19-11-08_YC038",101,0,0,0,0
6.56,0.036,3.788,0.737,16.44,2,"19-11-08_YC038",103,"19-11-08_YC038",103,0,0,0,0
3.12,0.043,3.758,1.217,57.895,2,"19-11-08_YC038",105,"19-11-08_YC038",105,0,0,0,0
12.3,0.068,6.348,0.717,19.87,3,"19-11-08_YC038",106,"19-11-08_YC038",106,0,0,0,0
8.01,0.096,6.999,0.708,9.374,3,"19-11-08_YC038",108,"19-11-08_YC038",108,0,0,0,0
3.36,0.12,5.461,1.074,37.283,3,"19-11-08_YC038",111,"19-11-08_YC038",111,0,0,0,0
8.5,0.021,4.189,1.19,94.387,2,"19-11-08_YC038",137,"19-11-08_YC038",137,0,0,0,0
9.22,0.029,5.398,1.126,56.518,2,"19-11-08_YC038",147,"19-11-08_YC038",147,0,0,0,0
6.56,0.061,4.705,0.888,18.278,3,"19-11-08_YC038",21,"19-11-08_YC038",21,0,0,0,0
9.92,0.066,6.67,0.838,14.672,3,"19-11-08_YC038",257,"19-11-08_YC038",257,0,0,0,0
12.35,0.011,3.998,1.146,119.295,2,"19-11-08_YC038",309,"19-11-08_YC038",309,0,0,0,0
7.93,0.048,5.347,0.912,33.357,2,"19-11-08_YC038",32,"19-11-08_YC038",32,0,0,0,0
7.92,0.047,5.496,1.012,37.323,2,"19-11-08_YC038",33,"19-11-08_YC038",33,0,0,0,0
6.42,0.028,4.992,1.228,52.911,2,"19-11-08_YC038",330,"19-11-08_YC038",330,0,0,0,0
17.4,0.035,6.222,0.933,44.81,2,"19-11-08_YC038",372,"19-11-08_YC038",372,0,0,0,0
11.33,0.03,4.886,0.875,42.236,2,"19-11-08_YC038",382,"19-11-08_YC038",382,0,0,0,0
7.9,0.016,3.826,1.189,91.882,2,"19-11-08_YC038",389,"19-11-08_YC038",389,0,0,0,0
18,0.041,6.892,0.816,24.485,3,"19-11-08_YC038",39,"19-11-08_YC038",39,0,0,0,0
9.56,0.016,3.595,1.042,84.379,2,"19-11-08_YC038",394,"19-11-08_YC038",394,0,0,0,0
6.91,0.064,5.675,1.087,37.781,2,"19-11-08_YC038",406,"19-11-08_YC038",406,0,0,0,0
7.35,0.028,4.739,1.129,61.049,2,"19-11-08_YC038",411,"19-11-08_YC038",411,0,0,0,0
13.56,0.047,5.937,0.658,13.758,3,"19-11-08_YC038",414,"19-11-08_YC038",414,0,0,0,0
10.3,0.053,4.124,0.709,13.807,3,"19-11-08_YC038",415,"19-11-08_YC038",415,0,0,0,0
13.2,0.008,3.958,1.167,112.142,2,"19-11-08_YC038",416,"19-11-08_YC038",416,0,0,0,0
0.37,0.128,3.812,1.308,34.221,2,"19-11-08_YC038",417,"19-11-08_YC038",417,0,0,0,0
2.17,0.154,4.483,0.919,8.589,3,"19-11-08_YC038",42,"19-11-08_YC038",42,0,0,0,0
8.77,0.048,5.529,0.884,25.665,3,"19-11-08_YC038",427,"19-11-08_YC038",427,0,0,0,0
10.03,0.05,4.422,0.902,28.935,2,"19-11-08_YC038",428,"19-11-08_YC038",428,0,0,0,0
7.19,0.025,4.967,1.194,85.013,2,"19-11-08_YC038",43,"19-11-08_YC038",43,0,0,0,0
14.45,0.044,6.378,0.866,29.81,3,"19-11-08_YC038",432,"19-11-08_YC038",432,0,0,0,0
5,0.083,5.604,0.927,16.034,3,"19-11-08_YC038",437,"19-11-08_YC038",437,0,0,0,0
7.33,0.113,6.373,0.983,14.55,3,"19-11-08_YC038",439,"19-11-08_YC038",439,0,0,0,0
4.82,0.054,4.688,0.936,21.393,2,"19-11-08_YC038",48,"19-11-08_YC038",48,0,0,0,0
10.65,0.023,4.764,0.805,30.177,2,"19-11-08_YC038",49,"19-11-08_YC038",49,0,0,0,0
2.16,0.134,4.397,0.999,12.018,3,"19-11-08_YC038",535,"19-11-08_YC038",535,0,0,0,0
3.05,0.076,3.469,1.121,24.237,2,"19-11-08_YC038",541,"19-11-08_YC038",541,0,0,0,0
2.09,0.046,3.011,1.037,40.804,2,"19-11-08_YC038",574,"19-11-08_YC038",574,0,0,0,0
8.39,0.022,4.563,1.177,85.734,2,"19-11-08_YC038",579,"19-11-08_YC038",579,0,0,0,0
22.55,0.034,6.668,0.789,32.849,3,"19-11-08_YC038",59,"19-11-08_YC038",59,0,0,0,0
20.55,0.031,6.393,0.63,35.558,3,"19-11-08_YC038",66,"19-11-08_YC038",66,0,0,0,0
32.23,0.022,6.683,0.875,58.621,2,"19-11-08_YC038",73,"19-11-08_YC038",73,0,0,0,0
9.37,0.083,6.88,0.672,8.784,3,"19-11-08_YC038",8,"19-11-08_YC038",8,0,0,0,0
10,0.01,4.229,1.14,98.344,2,"19-11-08_YC038",81,"19-11-08_YC038",81,0,0,0,0
26.28,0.027,6.581,0.763,31.326,3,"19-11-05_YC037",10,"19-11-05_YC037",10,0,0,0,0
8.99,0.016,4.447,0.79,46.087,2,"19-11-05_YC037",102,"19-11-05_YC037",102,0,0,0,0
21.19,0.02,5.887,0.943,56.702,2,"19-11-05_YC037",108,"19-11-05_YC037",108,0,0,0,0
14.15,0.016,3.55,0.96,73.499,2,"19-11-05_YC037",115,"19-11-05_YC037",115,0,0,0,0
4.6,0.073,6.666,0.936,22.046,3,"19-11-05_YC037",119,"19-11-05_YC037",119,0,0,0,0
7.01,0.059,5.447,1.06,42.812,2,"19-11-05_YC037",129,"19-11-05_YC037",129,0,0,0,0
24.74,0.023,5.469,0.736,38.066,2,"19-11-05_YC037",148,"19-11-05_YC037",148,0,0,0,0
1.38,0.189,6.352,0.922,8.89,3,"19-11-05_YC037",17,"19-11-05_YC037",17,0,0,0,0
3.31,0.198,5.189,1.012,11.12,3,"19-11-05_YC037",184,"19-11-05_YC037",184,0,0,0,0
6.99,0.114,6.892,0.712,7.369,3,"19-11-05_YC037",185,"19-11-05_YC037",185,0,0,0,0
6.24,0.07,5.518,0.722,9.414,3,"19-11-05_YC037",205,"19-11-05_YC037",205,0,0,0,0
12.64,0.072,6.597,0.816,16.519,3,"19-11-05_YC037",219,"19-11-05_YC037",219,0,0,0,0
2.04,0.364,5.846,1.554,17.124,3,"19-11-05_YC037",233,"19-11-05_YC037",233,0,0,0,0
37.94,0.019,5.407,0.587,23.409,1,"19-11-05_YC037",241,"19-11-05_YC037",241,0,0,0,0
2.05,0.159,4.839,0.82,13.037,3,"19-11-05_YC037",249,"19-11-05_YC037",249,0,0,0,0
13.95,0.017,5.294,1.125,56.97,2,"19-11-05_YC037",273,"19-11-05_YC037",273,0,0,0,0
9.97,0.052,5.675,0.954,34.579,2,"19-11-05_YC037",276,"19-11-05_YC037",276,0,0,0,0
1.14,0.17,4.914,1.152,14.631,3,"19-11-05_YC037",279,"19-11-05_YC037",279,0,0,0,0
20.45,0.013,4.962,1.154,94.137,2,"19-11-05_YC037",294,"19-11-05_YC037",294,0,0,0,0
9.93,0.056,5.633,1.09,33.335,2,"19-11-05_YC037",295,"19-11-05_YC037",295,0,0,0,0
28.74,0.022,5.95,0.736,34.555,2,"19-11-05_YC037",317,"19-11-05_YC037",317,0,0,0,0
10.13,0.047,5.719,1.07,43.047,2,"19-11-05_YC037",326,"19-11-05_YC037",326,0,0,0,0
19.08,0.019,5.679,1.114,90.155,2,"19-11-05_YC037",342,"19-11-05_YC037",342,0,0,0,0
11.14,0.057,6.282,0.974,39.743,2,"19-11-05_YC037",343,"19-11-05_YC037",343,0,0,0,0
4.65,0.161,6.335,0.565,3.935,3,"19-11-05_YC037",352,"19-11-05_YC037",352,0,0,0,0
3.24,0.179,6.151,1.209,26.835,3,"19-11-05_YC037",358,"19-11-05_YC037",358,0,0,0,0
8.74,0.076,5.953,0.608,6.884,3,"19-11-05_YC037",370,"19-11-05_YC037",370,0,0,0,0
22.89,0.017,5.696,1.149,115.36,2,"19-11-05_YC037",382,"19-11-05_YC037",382,0,0,0,0
13.48,0.02,4.715,1.584,97.408,2,"19-11-05_YC037",390,"19-11-05_YC037",390,0,0,0,0
36.86,0.016,4.169,0.399,12.906,1,"19-11-05_YC037",41,"19-11-05_YC037",41,0,0,0,0
26.94,0.022,6.739,0.926,45.717,2,"19-11-05_YC037",411,"19-11-05_YC037",411,0,0,0,0
9.68,0.047,6.082,1.086,49.334,2,"19-11-05_YC037",417,"19-11-05_YC037",417,0,0,0,0
14.58,0.049,6.369,0.743,18.525,3,"19-11-05_YC037",424,"19-11-05_YC037",424,0,0,0,0
9,0.116,6.659,0.786,9.659,3,"19-11-05_YC037",434,"19-11-05_YC037",434,0,0,0,0
8.32,0.065,5.912,1.006,36.865,2,"19-11-05_YC037",439,"19-11-05_YC037",439,0,0,0,0
14.47,0.034,5.977,1.11,63.327,2,"19-11-05_YC037",440,"19-11-05_YC037",440,0,0,0,0
3.31,0.118,4.945,0.809,8.571,3,"19-11-05_YC037",441,"19-11-05_YC037",441,0,0,0,0
14.72,0.016,5.068,1.127,99.907,2,"19-11-05_YC037",442,"19-11-05_YC037",442,0,0,0,0
29.14,0.017,3.79,0.429,12.292,1,"19-11-05_YC037",546,"19-11-05_YC037",546,0,0,0,0
10.26,0.075,6.879,0.632,8.913,3,"19-11-05_YC037",568,"19-11-05_YC037",568,0,0,0,0
8.49,0.067,6.359,1.017,29.117,3,"19-11-05_YC037",635,"19-11-05_YC037",635,0,0,0,0
31.46,0.029,5.542,0.723,26.118,3,"19-11-05_YC037",66,"19-11-05_YC037",66,0,0,0,0
6.93,0.079,1.812,0.917,15.662,2,"19-11-05_YC037",68,"19-11-05_YC037",68,0,0,0,0
11.27,0.064,5.909,0.695,9.657,3,"19-11-05_YC037",94,"19-11-05_YC037",94,0,0,0,0
4.88,0.184,6.046,1.019,24.473,3,"19-11-05_YC036",102,"19-11-05_YC036",102,0,0,0,0
10.12,0.033,5.445,0.957,43.566,2,"19-11-05_YC036",103,"19-11-05_YC036",103,0,0,0,0
6.64,0.135,6.732,0.78,7.207,3,"19-11-05_YC036",210,"19-11-05_YC036",210,0,0,0,0
33.18,0.02,6.181,0.765,34.413,2,"19-11-05_YC036",218,"19-11-05_YC036",218,0,0,0,0
11.97,0.054,6.089,0.86,20.078,3,"19-11-05_YC036",233,"19-11-05_YC036",233,0,0,0,0
12.74,0.039,4.743,0.822,23.656,2,"19-11-05_YC036",237,"19-11-05_YC036",237,0,0,0,0
9.31,0.077,6.733,0.687,9.29,3,"19-11-05_YC036",24,"19-11-05_YC036",24,0,0,0,0
7.15,0.065,4.101,0.988,30.114,2,"19-11-05_YC036",28,"19-11-05_YC036",28,0,0,0,0
107.71,0.007,4.505,0.318,20.91,1,"19-11-05_YC036",306,"19-11-05_YC036",306,0,0,0,0
17.89,0.038,5.921,0.651,17.38,3,"19-11-05_YC036",31,"19-11-05_YC036",31,0,0,0,0
58.34,0.014,4.401,0.446,20.218,1,"19-11-05_YC036",324,"19-11-05_YC036",324,0,0,0,0
55.07,0.015,4.694,0.454,19.638,1,"19-11-05_YC036",329,"19-11-05_YC036",329,0,0,0,0
26.76,0.026,6.366,0.674,25.603,3,"19-11-05_YC036",33,"19-11-05_YC036",33,0,0,0,0
36.02,0.015,3.804,0.525,21.307,1,"19-11-05_YC036",330,"19-11-05_YC036",330,0,0,0,0
36.67,0.013,3.026,0.408,16.071,1,"19-11-05_YC036",353,"19-11-05_YC036",353,0,0,0,0
63.96,0.013,4.495,0.311,14.219,1,"19-11-05_YC036",354,"19-11-05_YC036",354,0,0,0,0
61.05,0.008,3.931,0.356,16.572,1,"19-11-05_YC036",356,"19-11-05_YC036",356,0,0,0,0
5.13,0.106,6.384,0.825,9.582,3,"19-11-05_YC036",37,"19-11-05_YC036",37,0,0,0,0
8.03,0.061,4.812,0.978,29.819,2,"19-11-05_YC036",389,"19-11-05_YC036",389,0,0,0,0
10.13,0.047,5.797,0.806,21.994,3,"19-11-05_YC036",402,"19-11-05_YC036",402,0,0,0,0
10.75,0.048,4.378,0.801,18.332,2,"19-11-05_YC036",429,"19-11-05_YC036",429,0,0,0,0
1.39,0.224,5.235,0.949,8.762,3,"19-11-04_YC037",13,"19-11-04_YC037",13,0,0,0,0
1.82,0.416,6.032,0.781,2.656,3,"19-11-04_YC037",165,"19-11-04_YC037",165,0,0,0,0
12.88,0.056,6.686,0.85,19.815,3,"19-11-04_YC037",175,"19-11-04_YC037",175,0,0,0,0
17.13,0.043,6.491,0.791,25.496,3,"19-11-04_YC037",176,"19-11-04_YC037",176,0,0,0,0
5.36,0.122,6.363,0.788,7.902,3,"19-11-04_YC037",184,"19-11-04_YC037",184,0,0,0,0
11.26,0.004,2.746,0.89,125.343,2,"19-11-04_YC037",186,"19-11-04_YC037",186,0,0,0,0
8.6,0.05,5.661,1.064,41.464,2,"19-11-04_YC037",190,"19-11-04_YC037",190,0,0,0,0
7.28,0.108,6.418,0.572,14.612,3,"19-11-04_YC037",199,"19-11-04_YC037",199,0,0,0,0
10.97,0.067,6.458,0.593,9.552,3,"19-11-04_YC037",200,"19-11-04_YC037",200,0,0,0,0
22.82,0.039,6.887,0.695,22.963,3,"19-11-04_YC037",202,"19-11-04_YC037",202,0,0,0,0
9.93,0.038,5.454,1.033,40.816,2,"19-11-04_YC037",228,"19-11-04_YC037",228,0,0,0,0
15.72,0.013,3.657,0.894,73.773,2,"19-11-04_YC037",232,"19-11-04_YC037",232,0,0,0,0
5.74,0.042,4.507,1.108,42.925,2,"19-11-04_YC037",29,"19-11-04_YC037",29,0,0,0,0
35.16,0.011,5.185,1.053,136.901,2,"19-11-04_YC037",30,"19-11-04_YC037",30,0,0,0,0
29.02,0.018,5.976,0.811,41.13,2,"19-11-04_YC037",31,"19-11-04_YC037",31,0,0,0,0
17.94,0.041,6.726,0.875,32.082,3,"19-11-04_YC037",34,"19-11-04_YC037",34,0,0,0,0
7.21,0.114,6.816,0.858,14.935,3,"19-11-04_YC037",35,"19-11-04_YC037",35,0,0,0,0
21.67,0.026,5.745,0.935,65.452,2,"19-11-04_YC037",36,"19-11-04_YC037",36,0,0,0,0
9.61,0.047,4.197,0.899,27.847,2,"19-11-04_YC037",41,"19-11-04_YC037",41,0,0,0,0
11.05,0.053,6.324,0.799,21.309,3,"19-11-04_YC037",42,"19-11-04_YC037",42,0,0,0,0
1.5,0.144,5.705,1.092,16.083,3,"19-11-04_YC037",52,"19-11-04_YC037",52,0,0,0,0
43.66,0.017,6.433,0.744,54.669,2,"19-11-04_YC037",56,"19-11-04_YC037",56,0,0,0,0
2.32,0.198,5.404,0.731,3.155,3,"19-11-04_YC037",61,"19-11-04_YC037",61,0,0,0,0
12.57,0.067,6.514,0.819,14.95,3,"19-11-04_YC037",75,"19-11-04_YC037",75,0,0,0,0
6.24,0.09,5.927,1.012,24.803,3,"19-11-04_YC036",104,"19-11-04_YC036",104,0,0,0,0
10.21,0.058,5.562,0.771,15.74,3,"19-11-04_YC036",106,"19-11-04_YC036",106,0,0,0,0
6.62,0.098,6.314,0.723,7.965,3,"19-11-04_YC036",109,"19-11-04_YC036",109,0,0,0,0
19.11,0.035,6.176,0.932,44.218,2,"19-11-04_YC036",115,"19-11-04_YC036",115,0,0,0,0
6.53,0.097,6.102,0.71,7.762,3,"19-11-04_YC036",123,"19-11-04_YC036",123,0,0,0,0
1.39,0.042,4.044,1.244,24.443,2,"19-11-04_YC036",13,"19-11-04_YC036",13,0,0,0,0
30.21,0.041,6.656,0.788,22.698,3,"19-11-04_YC036",145,"19-11-04_YC036",145,0,0,0,0
10.05,0.046,5.342,0.666,19.704,3,"19-11-04_YC036",185,"19-11-04_YC036",185,0,0,0,0
40.94,0.018,6.66,0.931,83.578,2,"19-11-04_YC036",197,"19-11-04_YC036",197,0,0,0,0
23.07,0.031,4.879,0.904,43.835,2,"19-11-04_YC036",202,"19-11-04_YC036",202,0,0,0,0
10.49,0.073,6.933,0.685,10.63,3,"19-11-04_YC036",203,"19-11-04_YC036",203,0,0,0,0
31.25,0.032,5.875,0.828,37.533,2,"19-11-04_YC036",209,"19-11-04_YC036",209,0,0,0,0
37.8,0.018,6.173,0.827,61.488,2,"19-11-04_YC036",212,"19-11-04_YC036",212,0,0,0,0
11.19,0.065,5.794,0.734,14.637,3,"19-11-04_YC036",213,"19-11-04_YC036",213,0,0,0,0
25.92,0.061,6.249,0.92,25.68,3,"19-11-04_YC036",215,"19-11-04_YC036",215,0,0,0,0
3.77,0.047,4.504,0.833,32.444,2,"19-11-04_YC036",226,"19-11-04_YC036",226,0,0,0,0
0.57,0.085,5.271,0.887,14.632,3,"19-11-04_YC036",227,"19-11-04_YC036",227,0,0,0,0
53.7,0.017,5.361,0.593,28.489,1,"19-11-04_YC036",228,"19-11-04_YC036",228,0,0,0,0
5.67,0.09,6.223,0.981,26.304,3,"19-11-04_YC036",237,"19-11-04_YC036",237,0,0,0,0
17.83,0.042,6.809,0.749,20.906,3,"19-11-04_YC036",250,"19-11-04_YC036",250,0,0,0,0
16.15,0.05,6.018,0.781,20.852,3,"19-11-04_YC036",255,"19-11-04_YC036",255,0,0,0,0
15.94,0.033,5.719,1.11,59.223,2,"19-11-04_YC036",257,"19-11-04_YC036",257,0,0,0,0
14.42,0.057,6.05,0.837,18.914,3,"19-11-04_YC036",258,"19-11-04_YC036",258,0,0,0,0
18.92,0.023,5.824,1.05,75.535,2,"19-11-04_YC036",273,"19-11-04_YC036",273,0,0,0,0
8.93,0.065,5.486,0.619,8.632,3,"19-11-04_YC036",287,"19-11-04_YC036",287,0,0,0,0
7.14,0.104,6.303,0.672,5.96,3,"19-11-04_YC036",289,"19-11-04_YC036",289,0,0,0,0
4.15,0.034,3.879,1.156,53.116,2,"19-11-04_YC036",295,"19-11-04_YC036",295,0,0,0,0
36.75,0.028,4.946,0.692,19.852,1,"19-11-04_YC036",301,"19-11-04_YC036",301,0,0,0,0
38.71,0.027,5.22,0.606,16.395,1,"19-11-04_YC036",305,"19-11-04_YC036",305,0,0,0,0
23.34,0.031,5.516,0.67,22.432,3,"19-11-04_YC036",32,"19-11-04_YC036",32,0,0,0,0
0.36,0.145,4.684,1.026,17.138,3,"19-11-04_YC036",327,"19-11-04_YC036",327,0,0,0,0
14.53,0.037,5.17,0.891,38.205,2,"19-11-04_YC036",339,"19-11-04_YC036",339,0,0,0,0
6.59,0.058,4.97,0.969,24.94,2,"19-11-04_YC036",345,"19-11-04_YC036",345,0,0,0,0
24.53,0.018,5.552,1.074,83.978,2,"19-11-04_YC036",348,"19-11-04_YC036",348,0,0,0,0
13.02,0.04,4.496,0.886,32.953,2,"19-11-04_YC036",349,"19-11-04_YC036",349,0,0,0,0
12.29,0.041,5.515,0.957,34.333,2,"19-11-04_YC036",351,"19-11-04_YC036",351,0,0,0,0
21.64,0.033,6.534,0.942,49.345,2,"19-11-04_YC036",352,"19-11-04_YC036",352,0,0,0,0
16.09,0.035,5.906,0.97,46.895,2,"19-11-04_YC036",355,"19-11-04_YC036",355,0,0,0,0
36.89,0.021,6.477,0.683,38.181,3,"19-11-04_YC036",358,"19-11-04_YC036",358,0,0,0,0
22.62,0.032,6.517,0.835,49.762,2,"19-11-04_YC036",371,"19-11-04_YC036",371,0,0,0,0
16.17,0.074,5.852,0.997,28.062,3,"19-11-04_YC036",377,"19-11-04_YC036",377,0,0,0,0
9.18,0.067,5.739,0.791,13.483,3,"19-11-04_YC036",38,"19-11-04_YC036",38,0,0,0,0
1.27,0.197,5.239,1.188,16.199,3,"19-11-04_YC036",417,"19-11-04_YC036",417,0,0,0,0
4.25,0.07,4.204,0.826,16.477,3,"19-11-04_YC036",433,"19-11-04_YC036",433,0,0,0,0
19.91,0.035,6.209,0.835,38.235,2,"19-11-04_YC036",434,"19-11-04_YC036",434,0,0,0,0
14.5,0.04,4.604,0.879,34.866,2,"19-11-04_YC036",435,"19-11-04_YC036",435,0,0,0,0
11.93,0.063,5.202,0.612,9.109,3,"19-11-04_YC036",447,"19-11-04_YC036",447,0,0,0,0
2.28,0.154,4.846,1.464,17.362,2,"19-11-04_YC036",45,"19-11-04_YC036",45,0,0,0,0
4.44,0.071,4.21,0.981,20.423,2,"19-11-04_YC036",452,"19-11-04_YC036",452,0,0,0,0
11.96,0.041,5.44,0.892,33.34,2,"19-11-04_YC036",454,"19-11-04_YC036",454,0,0,0,0
9.34,0.04,4.148,0.902,34.43,2,"19-11-04_YC036",471,"19-11-04_YC036",471,0,0,0,0
1.79,0.322,6.283,1.025,8.884,3,"19-11-04_YC036",65,"19-11-04_YC036",65,0,0,0,0
69.86,0.014,5.687,0.479,21.44,1,"19-11-04_YC036",68,"19-11-04_YC036",68,0,0,0,0
29.53,0.013,4.972,0.948,84.864,2,"19-11-04_YC036",70,"19-11-04_YC036",70,0,0,0,0
7,0.066,4.691,0.588,6.326,3,"19-11-04_YC036",74,"19-11-04_YC036",74,0,0,0,0
12.42,0.054,6.055,0.695,14.564,3,"19-11-04_YC036",78,"19-11-04_YC036",78,0,0,0,0
5.42,0.078,5.92,1.25,55.605,2,"19-11-04_YC036",81,"19-11-04_YC036",81,0,0,0,0
14.73,0.045,5.776,1.017,50.099,2,"19-11-04_YC036",83,"19-11-04_YC036",83,0,0,0,0
9.58,0.044,5.938,0.666,11.242,3,"19-11-04_YC036",9,"19-11-04_YC036",9,0,0,0,0
3.36,0.134,5.526,0.743,5.162,3,"19-11-04_YC036",96,"19-11-04_YC036",96,0,0,0,0
3.36,0.134,5.526,0.743,5.162,3,"19-11-04_YC036",97,"19-11-04_YC036",97,0,0,0,0
3.77,0.151,6.177,1.063,16.975,3,"19-11-11_YC040",107,"19-11-11_YC040",107,0,0,0,0
99.55,0.005,1.987,0.348,27.357,1,"19-11-11_YC040",130,"19-11-11_YC040",130,0,0,0,0
124.16,0.005,4.24,0.335,28.946,1,"19-11-11_YC040",133,"19-11-11_YC040",133,0,0,0,0
101.83,0.005,3.191,0.326,26.355,1,"19-11-11_YC040",150,"19-11-11_YC040",150,0,0,0,0
34.85,0.006,2.674,0.433,23.714,1,"19-11-11_YC040",151,"19-11-11_YC040",151,0,0,0,0
25.1,0.025,6.005,0.807,42.241,2,"19-11-11_YC040",155,"19-11-11_YC040",155,0,0,0,0
21.8,0.027,5.879,0.808,38.089,2,"19-11-11_YC040",157,"19-11-11_YC040",157,0,0,0,0
80.42,0.006,2.886,0.371,22.752,1,"19-11-11_YC040",169,"19-11-11_YC040",169,0,0,0,0
28.81,0.025,6.508,0.71,33.979,3,"19-11-11_YC040",17,"19-11-11_YC040",17,0,0,0,0
32.01,0.009,3.022,0.577,27.368,1,"19-11-11_YC040",182,"19-11-11_YC040",182,0,0,0,0
105.28,0.005,3.034,0.278,17.843,1,"19-11-11_YC040",183,"19-11-11_YC040",183,0,0,0,0
54.13,0.009,3.441,0.506,26.811,1,"19-11-11_YC040",188,"19-11-11_YC040",188,0,0,0,0
68.32,0.01,6.118,0.668,55.091,1,"19-11-11_YC040",192,"19-11-11_YC040",192,0,0,0,0
90.06,0.007,3.522,0.35,20.815,1,"19-11-11_YC040",194,"19-11-11_YC040",194,0,0,0,0
15,0.017,4.244,0.852,49.356,2,"19-11-11_YC040",196,"19-11-11_YC040",196,0,0,0,0
93.44,0.006,4.03,0.382,27.514,1,"19-11-11_YC040",203,"19-11-11_YC040",203,0,0,0,0
105.39,0.006,4.784,0.484,47.197,1,"19-11-11_YC040",205,"19-11-11_YC040",205,0,0,0,0
63.14,0.008,4.006,0.639,56.563,1,"19-11-11_YC040",208,"19-11-11_YC040",208,0,0,0,0
56.22,0.005,3.035,0.457,31.389,1,"19-11-11_YC040",212,"19-11-11_YC040",212,0,0,0,0
77.76,0.007,4.764,0.572,47.589,1,"19-11-11_YC040",218,"19-11-11_YC040",218,0,0,0,0
74.9,0.006,4.353,0.521,40.073,1,"19-11-11_YC040",219,"19-11-11_YC040",219,0,0,0,0
26.6,0.016,5.189,0.745,39.253,2,"19-11-11_YC040",220,"19-11-11_YC040",220,0,0,0,0
7.31,0.087,4.27,0.51,4.244,3,"19-11-11_YC040",23,"19-11-11_YC040",23,0,0,0,0
66.7,0.01,5.714,0.63,46.524,1,"19-11-11_YC040",230,"19-11-11_YC040",230,0,0,0,0
31.67,0.011,4.776,0.728,45.437,2,"19-11-11_YC040",231,"19-11-11_YC040",231,0,0,0,0
81.86,0.008,5.441,0.578,50.89,1,"19-11-11_YC040",232,"19-11-11_YC040",232,0,0,0,0
1.33,0.125,2.573,0.973,9.351,2,"19-11-11_YC040",234,"19-11-11_YC040",234,0,0,0,0
55.29,0.007,4.312,0.579,42.804,1,"19-11-11_YC040",239,"19-11-11_YC040",239,0,0,0,0
45.54,0.012,4.394,0.522,24.017,1,"19-11-11_YC040",242,"19-11-11_YC040",242,0,0,0,0
56.1,0.01,4.774,0.468,23.097,1,"19-11-11_YC040",246,"19-11-11_YC040",246,0,0,0,0
53.51,0.01,5.178,0.641,45.924,1,"19-11-11_YC040",248,"19-11-11_YC040",248,0,0,0,0
22.07,0.016,5.149,0.711,30.561,2,"19-11-11_YC040",249,"19-11-11_YC040",249,0,0,0,0
19.05,0.017,4.906,0.734,30.652,2,"19-11-11_YC040",250,"19-11-11_YC040",250,0,0,0,0
38.32,0.01,3.952,0.645,43.339,1,"19-11-11_YC040",251,"19-11-11_YC040",251,0,0,0,0
18.29,0.018,5.06,0.733,25.859,2,"19-11-11_YC040",253,"19-11-11_YC040",253,0,0,0,0
13.24,0.057,6.891,0.643,10.662,3,"19-11-11_YC040",27,"19-11-11_YC040",27,0,0,0,0
104.2,0.005,4.774,0.395,32.161,1,"19-11-11_YC040",272,"19-11-11_YC040",272,0,0,0,0
81.39,0.005,4.974,0.484,40.277,1,"19-11-11_YC040",273,"19-11-11_YC040",273,0,0,0,0
26.82,0.014,5.168,0.571,25.987,1,"19-11-11_YC040",30,"19-11-11_YC040",30,0,0,0,0
14.09,0.056,6.941,0.649,11.866,3,"19-11-11_YC040",36,"19-11-11_YC040",36,0,0,0,0
28.87,0.024,6.677,0.852,46.116,2,"19-11-11_YC040",46,"19-11-11_YC040",46,0,0,0,0
7.35,0.028,4.441,0.988,43.801,2,"19-11-11_YC040",6,"19-11-11_YC040",6,0,0,0,0
0.77,0.13,3.08,1.562,25.305,2,"19-11-11_YC040",62,"19-11-11_YC040",62,0,0,0,0
17.29,0.004,1.8,0.432,28.257,1,"19-11-11_YC040",69,"19-11-11_YC040",69,0,0,0,0
19,0.015,5.271,1.235,87.586,2,"19-11-11_YC040",7,"19-11-11_YC040",7,0,0,0,0
13.99,0.025,4.751,0.957,57.814,2,"19-11-11_YC040",228,"19-11-11_YC040",228,0,1,0,0
64.8,0.006,5.051,0.506,39.725,1,"19-11-11_YC040",275,"19-11-11_YC040",275,0,1,0,0
10.31,0.062,6.486,0.66,9.7,3,"19-01-23_YC012",371,"19-01-23_YC012",371,0,0,0,1
