"ACG_0","ACG_1","ACG_2","ACG_3","ACG_4","ACG_5","ACG_6","ACG_7","ACG_8","ACG_9","ACG_10","ACG_11","ACG_12","ACG_13","ACG_14","ACG_15","ACG_16","ACG_17","ACG_18","ACG_19","ACG_20","ACG_21","ACG_22","ACG_23","ACG_24","ACG_25","ACG_26","ACG_27","ACG_28","ACG_29","ACG_30","ACG_31","ACG_32","ACG_33","ACG_34","ACG_35","ACG_36","ACG_37","ACG_38","ACG_39","ACG_40","ACG_41","ACG_42","ACG_43","ACG_44","ACG_45","ACG_46","ACG_47","ACG_48","ACG_49","ACG_50","ACG_51","ACG_52","ACG_53","ACG_54","ACG_55","ACG_56","ACG_57","ACG_58","ACG_59","ACG_60","ACG_61","ACG_62","ACG_63","ACG_64","ACG_65","ACG_66","ACG_67","ACG_68","ACG_69","ACG_70","ACG_71","ACG_72","ACG_73","ACG_74","ACG_75","ACG_76","ACG_77","ACG_78","ACG_79","ACG_81","ACG_82","ACG_83","ACG_84","ACG_85","ACG_86","ACG_87","ACG_88","ACG_89","ACG_90","ACG_91","ACG_92","ACG_93","ACG_94","ACG_95","ACG_96","ACG_97","ACG_98","ACG_99","ACG_100","ACG_101","ACG_102","ACG_103","ACG_104","ACG_105","ACG_106","ACG_107","ACG_108","ACG_109","ACG_110","ACG_111","ACG_112","ACG_113","ACG_114","ACG_115","ACG_116","ACG_117","ACG_118","ACG_119","ACG_120","ACG_121","ACG_122","ACG_123","ACG_124","ACG_125","ACG_126","ACG_127","ACG_128","ACG_129","ACG_130","ACG_131","ACG_132","ACG_133","ACG_134","ACG_135","ACG_136","ACG_137","ACG_138","ACG_139","ACG_140","ACG_141","ACG_142","ACG_143","ACG_144","ACG_145","ACG_146","ACG_147","ACG_148","ACG_149","ACG_150","ACG_151","ACG_152","ACG_153","ACG_154","ACG_155","ACG_156","ACG_157","ACG_158","ACG_159","ACG_160","RefPeriod","Sample","Unit","ClusterACG"
0.707818930041152,0.740740740740741,0.650205761316872,0.683127572016461,0.769547325102881,0.773662551440329,0.716049382716049,0.650205761316872,0.757201646090535,0.736625514403292,0.683127572016461,0.699588477366255,0.695473251028807,0.818930041152263,0.744855967078189,0.670781893004115,0.683127572016461,0.720164609053498,0.748971193415638,0.674897119341564,0.724279835390947,0.728395061728395,0.818930041152263,0.662551440329218,0.753086419753087,0.814814814814815,0.641975308641975,0.748971193415638,0.786008230452675,0.736625514403292,0.802469135802469,0.728395061728395,0.736625514403292,0.728395061728395,0.744855967078189,0.802469135802469,0.609053497942387,0.818930041152263,0.716049382716049,0.711934156378601,0.794238683127572,0.662551440329218,0.744855967078189,0.761316872427984,0.740740740740741,0.868312757201646,0.703703703703704,0.679012345679012,0.716049382716049,0.847736625514403,0.814814814814815,0.864197530864198,0.847736625514403,0.860082304526749,0.823045267489712,0.736625514403292,0.880658436213992,0.94238683127572,0.958847736625514,0.921810699588477,0.909465020576132,0.847736625514403,0.917695473251029,1,0.958847736625514,0.864197530864198,0.831275720164609,0.880658436213992,0.847736625514403,0.802469135802469,0.740740740740741,0.753086419753087,0.609053497942387,0.440329218106996,0.251028806584362,0.0864197530864198,0.0205761316872428,0.0246913580246914,0.00823045267489712,0,0,0.00823045267489712,0.0246913580246914,0.0205761316872428,0.0864197530864198,0.251028806584362,0.440329218106996,0.609053497942387,0.753086419753087,0.740740740740741,0.802469135802469,0.847736625514403,0.880658436213992,0.831275720164609,0.864197530864198,0.958847736625514,1,0.917695473251029,0.847736625514403,0.909465020576132,0.921810699588477,0.958847736625514,0.94238683127572,0.880658436213992,0.736625514403292,0.823045267489712,0.860082304526749,0.847736625514403,0.864197530864198,0.814814814814815,0.847736625514403,0.716049382716049,0.679012345679012,0.703703703703704,0.868312757201646,0.740740740740741,0.761316872427984,0.744855967078189,0.662551440329218,0.794238683127572,0.711934156378601,0.716049382716049,0.818930041152263,0.609053497942387,0.802469135802469,0.744855967078189,0.728395061728395,0.736625514403292,0.728395061728395,0.802469135802469,0.736625514403292,0.786008230452675,0.748971193415638,0.641975308641975,0.814814814814815,0.753086419753087,0.662551440329218,0.818930041152263,0.728395061728395,0.724279835390947,0.674897119341564,0.748971193415638,0.720164609053498,0.683127572016461,0.670781893004115,0.744855967078189,0.818930041152263,0.695473251028807,0.699588477366255,0.683127572016461,0.736625514403292,0.757201646090535,0.650205761316872,0.716049382716049,0.773662551440329,0.769547325102881,0.683127572016461,0.650205761316872,0.740740740740741,0.707818930041152,0,"18-12-13_YC008_probe1","247",5
0.753164556962025,0.80379746835443,0.816455696202532,0.841772151898734,0.79746835443038,0.848101265822785,0.816455696202532,0.924050632911392,0.835443037974684,0.816455696202532,0.816455696202532,0.841772151898734,0.949367088607595,0.974683544303797,0.930379746835443,0.80379746835443,0.886075949367089,0.759493670886076,0.80379746835443,0.835443037974684,1,0.854430379746835,0.955696202531646,0.80379746835443,0.772151898734177,0.835443037974684,0.689873417721519,0.879746835443038,0.835443037974684,0.835443037974684,0.917721518987342,0.848101265822785,0.746835443037975,0.727848101265823,0.677215189873418,0.778481012658228,0.778481012658228,0.848101265822785,0.708860759493671,0.987341772151899,0.689873417721519,0.765822784810127,0.677215189873418,0.626582278481013,0.69620253164557,0.689873417721519,0.59493670886076,0.575949367088608,0.658227848101266,0.525316455696202,0.525316455696202,0.620253164556962,0.525316455696202,0.537974683544304,0.430379746835443,0.518987341772152,0.487341772151899,0.354430379746835,0.316455696202532,0.246835443037975,0.316455696202532,0.29746835443038,0.19620253164557,0.145569620253165,0.151898734177215,0.145569620253165,0.10126582278481,0.0886075949367089,0.10126582278481,0.0759493670886076,0.0443037974683544,0.0379746835443038,0.0189873417721519,0.0316455696202532,0.00632911392405063,0,0,0,0,0,0,0,0,0,0,0.00632911392405063,0.0316455696202532,0.0189873417721519,0.0379746835443038,0.0443037974683544,0.0759493670886076,0.10126582278481,0.0886075949367089,0.10126582278481,0.145569620253165,0.151898734177215,0.145569620253165,0.19620253164557,0.29746835443038,0.316455696202532,0.246835443037975,0.316455696202532,0.354430379746835,0.487341772151899,0.518987341772152,0.430379746835443,0.537974683544304,0.525316455696202,0.620253164556962,0.525316455696202,0.525316455696202,0.658227848101266,0.575949367088608,0.59493670886076,0.689873417721519,0.69620253164557,0.626582278481013,0.677215189873418,0.765822784810127,0.689873417721519,0.987341772151899,0.708860759493671,0.848101265822785,0.778481012658228,0.778481012658228,0.677215189873418,0.727848101265823,0.746835443037975,0.848101265822785,0.917721518987342,0.835443037974684,0.835443037974684,0.879746835443038,0.689873417721519,0.835443037974684,0.772151898734177,0.80379746835443,0.955696202531646,0.854430379746835,1,0.835443037974684,0.80379746835443,0.759493670886076,0.886075949367089,0.80379746835443,0.930379746835443,0.974683544303797,0.949367088607595,0.841772151898734,0.816455696202532,0.816455696202532,0.835443037974684,0.924050632911392,0.816455696202532,0.848101265822785,0.79746835443038,0.841772151898734,0.816455696202532,0.80379746835443,0.753164556962025,0,"18-12-13_YC008_probe1","248",3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0,0,0,0,1,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18-12-13_YC008_probe1","25",2
0.634429400386847,0.629916183107672,0.611863313990974,0.623468729851709,0.611218568665377,0.662798194713088,0.622179239200516,0.597034171502257,0.638297872340425,0.595744680851064,0.600257898130239,0.620889748549323,0.597678916827853,0.610573823339781,0.647969052224371,0.625402965828498,0.613797549967763,0.632495164410058,0.62669245647969,0.62862669245648,0.610573823339781,0.621534493874919,0.624113475177305,0.627981947130883,0.602192134107028,0.609929078014184,0.613152804642166,0.597034171502257,0.598323662153449,0.602192134107028,0.634429400386847,0.630560928433269,0.646034816247582,0.653127014829142,0.641521598968407,0.660219213410703,0.608639587362992,0.610573823339781,0.608639587362992,0.608639587362992,0.65183752417795,0.606705351386202,0.644745325596389,0.648613797549968,0.676337846550612,0.642166344294004,0.641521598968407,0.631850419084462,0.604771115409413,0.611218568665377,0.569310122501612,0.55705996131528,0.527401676337847,0.531270148291425,0.564152159896841,0.591876208897485,0.6428110896196,0.650548033526757,0.716956802063185,0.779497098646035,0.889103803997421,0.933591231463572,0.985170857511283,0.980012894906512,1,0.842037395228884,0.704706640876854,0.561573178594455,0.351386202450032,0.170212765957447,0.084461637653127,0.0412637008381689,0.0180528691166989,0.0186976144422953,0.0141843971631206,0.00902643455834945,0.00773694390715667,0.00644745325596389,0.00773694390715667,0.00322372662798195,0.00322372662798195,0.00773694390715667,0.00644745325596389,0.00773694390715667,0.00902643455834945,0.0141843971631206,0.0186976144422953,0.0180528691166989,0.0412637008381689,0.084461637653127,0.170212765957447,0.351386202450032,0.561573178594455,0.704706640876854,0.842037395228884,1,0.980012894906512,0.985170857511283,0.933591231463572,0.889103803997421,0.779497098646035,0.716956802063185,0.650548033526757,0.6428110896196,0.591876208897485,0.564152159896841,0.531270148291425,0.527401676337847,0.55705996131528,0.569310122501612,0.611218568665377,0.604771115409413,0.631850419084462,0.641521598968407,0.642166344294004,0.676337846550612,0.648613797549968,0.644745325596389,0.606705351386202,0.65183752417795,0.608639587362992,0.608639587362992,0.610573823339781,0.608639587362992,0.660219213410703,0.641521598968407,0.653127014829142,0.646034816247582,0.630560928433269,0.634429400386847,0.602192134107028,0.598323662153449,0.597034171502257,0.613152804642166,0.609929078014184,0.602192134107028,0.627981947130883,0.624113475177305,0.621534493874919,0.610573823339781,0.62862669245648,0.62669245647969,0.632495164410058,0.613797549967763,0.625402965828498,0.647969052224371,0.610573823339781,0.597678916827853,0.620889748549323,0.600257898130239,0.595744680851064,0.638297872340425,0.597034171502257,0.622179239200516,0.662798194713088,0.611218568665377,0.623468729851709,0.611863313990974,0.629916183107672,0.634429400386847,0,"18-12-13_YC008_probe1","268",4
0.754838709677419,0.864516129032258,0.874193548387097,0.835483870967742,0.893548387096774,0.864516129032258,0.874193548387097,0.909677419354839,0.809677419354839,1,0.925806451612903,0.858064516129032,0.9,0.851612903225806,0.964516129032258,0.851612903225806,0.912903225806451,0.919354838709677,0.874193548387097,0.867741935483871,0.938709677419355,0.967741935483871,0.938709677419355,0.925806451612903,0.809677419354839,0.887096774193548,0.887096774193548,0.932258064516129,0.896774193548387,0.916129032258064,0.883870967741935,0.887096774193548,0.870967741935484,0.880645161290323,0.832258064516129,0.803225806451613,0.858064516129032,0.854838709677419,0.909677419354839,0.841935483870968,0.787096774193548,0.816129032258064,0.845161290322581,0.841935483870968,0.780645161290323,0.729032258064516,0.858064516129032,0.816129032258064,0.816129032258064,0.764516129032258,0.758064516129032,0.62258064516129,0.7,0.570967741935484,0.596774193548387,0.551612903225806,0.512903225806452,0.535483870967742,0.503225806451613,0.474193548387097,0.47741935483871,0.396774193548387,0.403225806451613,0.345161290322581,0.319354838709677,0.280645161290323,0.267741935483871,0.219354838709677,0.2,0.183870967741935,0.164516129032258,0.141935483870968,0.135483870967742,0.0774193548387097,0.0838709677419355,0.0774193548387097,0.0645161290322581,0.0225806451612903,0.0032258064516129,0.0258064516129032,0.0258064516129032,0.0032258064516129,0.0225806451612903,0.0645161290322581,0.0774193548387097,0.0838709677419355,0.0774193548387097,0.135483870967742,0.141935483870968,0.164516129032258,0.183870967741935,0.2,0.219354838709677,0.267741935483871,0.280645161290323,0.319354838709677,0.345161290322581,0.403225806451613,0.396774193548387,0.47741935483871,0.474193548387097,0.503225806451613,0.535483870967742,0.512903225806452,0.551612903225806,0.596774193548387,0.570967741935484,0.7,0.62258064516129,0.758064516129032,0.764516129032258,0.816129032258064,0.816129032258064,0.858064516129032,0.729032258064516,0.780645161290323,0.841935483870968,0.845161290322581,0.816129032258064,0.787096774193548,0.841935483870968,0.909677419354839,0.854838709677419,0.858064516129032,0.803225806451613,0.832258064516129,0.880645161290323,0.870967741935484,0.887096774193548,0.883870967741935,0.916129032258064,0.896774193548387,0.932258064516129,0.887096774193548,0.887096774193548,0.809677419354839,0.925806451612903,0.938709677419355,0.967741935483871,0.938709677419355,0.867741935483871,0.874193548387097,0.919354838709677,0.912903225806451,0.851612903225806,0.964516129032258,0.851612903225806,0.9,0.858064516129032,0.925806451612903,1,0.809677419354839,0.909677419354839,0.874193548387097,0.864516129032258,0.893548387096774,0.835483870967742,0.874193548387097,0.864516129032258,0.754838709677419,0,"18-12-13_YC008_probe1","272",3
0.39010989010989,0.423076923076923,0.430141287284145,0.386970172684458,0.403453689167975,0.401883830455259,0.411302982731554,0.400313971742543,0.410518053375196,0.389324960753532,0.405808477237049,0.420722135007849,0.410518053375196,0.430141287284145,0.411302982731554,0.441130298273155,0.414442700156986,0.417582417582418,0.395604395604396,0.403453689167975,0.366562009419152,0.398744113029827,0.390894819466248,0.392464678178964,0.403453689167975,0.433281004709576,0.430926216640502,0.464678178963893,0.424646781789639,0.434850863422292,0.437205651491366,0.397174254317111,0.402668759811617,0.354003139717425,0.384615384615385,0.361067503924647,0.386185243328101,0.361852433281005,0.416012558869702,0.425431711145997,0.45839874411303,0.49607535321821,0.483516483516484,0.496860282574568,0.409733124018838,0.415227629513344,0.351648351648352,0.340659340659341,0.281789638932496,0.264521193092622,0.297488226059655,0.35243328100471,0.437205651491366,0.532182103610675,0.617739403453689,0.636577708006279,0.595761381475667,0.500784929356358,0.434850863422292,0.291993720565149,0.194662480376766,0.134222919937206,0.104395604395604,0.133437990580848,0.223704866562009,0.389324960753532,0.630298273155416,0.89403453689168,1,0.835949764521193,0.567503924646782,0.256671899529042,0.0792778649921507,0.0306122448979592,0.0416012558869702,0.0282574568288854,0.0274725274725275,0.0211930926216641,0.0266875981161695,0.0180533751962323,0.0180533751962323,0.0266875981161695,0.0211930926216641,0.0274725274725275,0.0282574568288854,0.0416012558869702,0.0306122448979592,0.0792778649921507,0.256671899529042,0.567503924646782,0.835949764521193,1,0.89403453689168,0.630298273155416,0.389324960753532,0.223704866562009,0.133437990580848,0.104395604395604,0.134222919937206,0.194662480376766,0.291993720565149,0.434850863422292,0.500784929356358,0.595761381475667,0.636577708006279,0.617739403453689,0.532182103610675,0.437205651491366,0.35243328100471,0.297488226059655,0.264521193092622,0.281789638932496,0.340659340659341,0.351648351648352,0.415227629513344,0.409733124018838,0.496860282574568,0.483516483516484,0.49607535321821,0.45839874411303,0.425431711145997,0.416012558869702,0.361852433281005,0.386185243328101,0.361067503924647,0.384615384615385,0.354003139717425,0.402668759811617,0.397174254317111,0.437205651491366,0.434850863422292,0.424646781789639,0.464678178963893,0.430926216640502,0.433281004709576,0.403453689167975,0.392464678178964,0.390894819466248,0.398744113029827,0.366562009419152,0.403453689167975,0.395604395604396,0.417582417582418,0.414442700156986,0.441130298273155,0.411302982731554,0.430141287284145,0.410518053375196,0.420722135007849,0.405808477237049,0.389324960753532,0.410518053375196,0.400313971742543,0.411302982731554,0.401883830455259,0.403453689167975,0.386970172684458,0.430141287284145,0.423076923076923,0.39010989010989,0,"18-12-13_YC008_probe1","278",4
0.767676767676768,0.888888888888889,1,0.94949494949495,0.707070707070707,0.696969696969697,0.767676767676768,0.808080808080808,0.838383838383838,0.686868686868687,0.646464646464647,0.525252525252525,0.535353535353535,0.636363636363636,0.555555555555556,0.676767676767677,0.646464646464647,0.494949494949495,0.505050505050505,0.616161616161616,0.505050505050505,0.575757575757576,0.494949494949495,0.464646464646465,0.454545454545454,0.505050505050505,0.373737373737374,0.393939393939394,0.333333333333333,0.373737373737374,0.313131313131313,0.353535353535354,0.373737373737374,0.444444444444444,0.292929292929293,0.232323232323232,0.232323232323232,0.272727272727273,0.191919191919192,0.141414141414141,0.121212121212121,0.181818181818182,0.161616161616162,0.0707070707070707,0.0707070707070707,0.121212121212121,0.0505050505050505,0.0606060606060606,0.0505050505050505,0.0909090909090909,0.0606060606060606,0.0404040404040404,0.0404040404040404,0.0101010101010101,0.0101010101010101,0.0303030303030303,0.0303030303030303,0.0101010101010101,0.0202020202020202,0.0101010101010101,0,0.0101010101010101,0.0101010101010101,0,0.0101010101010101,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101010101010101,0,0,0.0101010101010101,0,0.0101010101010101,0.0101010101010101,0,0.0101010101010101,0.0202020202020202,0.0101010101010101,0.0303030303030303,0.0303030303030303,0.0101010101010101,0.0101010101010101,0.0404040404040404,0.0404040404040404,0.0606060606060606,0.0909090909090909,0.0505050505050505,0.0606060606060606,0.0505050505050505,0.121212121212121,0.0707070707070707,0.0707070707070707,0.161616161616162,0.181818181818182,0.121212121212121,0.141414141414141,0.191919191919192,0.272727272727273,0.232323232323232,0.232323232323232,0.292929292929293,0.444444444444444,0.373737373737374,0.353535353535354,0.313131313131313,0.373737373737374,0.333333333333333,0.393939393939394,0.373737373737374,0.505050505050505,0.454545454545454,0.464646464646465,0.494949494949495,0.575757575757576,0.505050505050505,0.616161616161616,0.505050505050505,0.494949494949495,0.646464646464647,0.676767676767677,0.555555555555556,0.636363636363636,0.535353535353535,0.525252525252525,0.646464646464647,0.686868686868687,0.838383838383838,0.808080808080808,0.767676767676768,0.696969696969697,0.707070707070707,0.94949494949495,1,0.888888888888889,0.767676767676768,0,"18-12-13_YC008_probe1","28",1
0.791666666666667,0.916666666666667,0.666666666666667,0.833333333333333,0.583333333333333,0.958333333333333,0.916666666666667,0.625,0.958333333333333,0.833333333333333,0.75,0.666666666666667,0.916666666666667,0.75,1,0.833333333333333,0.875,0.791666666666667,0.75,0.625,0.833333333333333,0.875,0.625,0.708333333333333,0.666666666666667,0.916666666666667,0.541666666666667,0.875,0.666666666666667,0.666666666666667,0.75,0.875,0.916666666666667,0.708333333333333,0.833333333333333,0.583333333333333,0.625,0.541666666666667,0.625,0.583333333333333,0.583333333333333,0.833333333333333,0.958333333333333,0.791666666666667,0.958333333333333,0.833333333333333,0.833333333333333,0.5,0.583333333333333,0.833333333333333,0.708333333333333,0.75,0.791666666666667,0.166666666666667,0.625,0.583333333333333,0.75,0.541666666666667,0.458333333333333,0.5,0.375,0.625,0.208333333333333,0.291666666666667,0.208333333333333,0.458333333333333,0.25,0.25,0.25,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0.25,0.25,0.25,0.458333333333333,0.208333333333333,0.291666666666667,0.208333333333333,0.625,0.375,0.5,0.458333333333333,0.541666666666667,0.75,0.583333333333333,0.625,0.166666666666667,0.791666666666667,0.75,0.708333333333333,0.833333333333333,0.583333333333333,0.5,0.833333333333333,0.833333333333333,0.958333333333333,0.791666666666667,0.958333333333333,0.833333333333333,0.583333333333333,0.583333333333333,0.625,0.541666666666667,0.625,0.583333333333333,0.833333333333333,0.708333333333333,0.916666666666667,0.875,0.75,0.666666666666667,0.666666666666667,0.875,0.541666666666667,0.916666666666667,0.666666666666667,0.708333333333333,0.625,0.875,0.833333333333333,0.625,0.75,0.791666666666667,0.875,0.833333333333333,1,0.75,0.916666666666667,0.666666666666667,0.75,0.833333333333333,0.958333333333333,0.625,0.916666666666667,0.958333333333333,0.583333333333333,0.833333333333333,0.666666666666667,0.916666666666667,0.791666666666667,0,"18-12-13_YC008_probe1","30",3
0.597790697674419,0.613953488372093,0.632209302325581,0.617674418604651,0.626976744186047,0.623953488372093,0.627674418604651,0.599069767441861,0.607093023255814,0.611744186046512,0.589302325581395,0.61546511627907,0.608720930232558,0.609418604651163,0.616395348837209,0.601046511627907,0.619651162790698,0.628604651162791,0.624651162790698,0.623720930232558,0.638488372093023,0.631860465116279,0.623837209302326,0.629302325581395,0.613139534883721,0.613139534883721,0.615697674418605,0.611627906976744,0.608488372093023,0.607558139534884,0.592906976744186,0.598488372093023,0.599767441860465,0.619883720930233,0.622906976744186,0.596860465116279,0.59593023255814,0.632790697674419,0.617906976744186,0.636511627906977,0.641744186046512,0.647558139534884,0.641395348837209,0.646627906976744,0.651046511627907,0.639302325581395,0.653139534883721,0.62406976744186,0.625697674418605,0.618023255813954,0.574651162790698,0.577790697674419,0.540813953488372,0.529767441860465,0.516279069767442,0.497209302325581,0.506511627906977,0.50593023255814,0.547441860465116,0.578488372093023,0.625232558139535,0.709302325581395,0.784883720930233,0.877093023255814,0.952674418604651,1,0.987209302325582,0.843023255813954,0.620116279069768,0.321976744186046,0.117558139534884,0.0361627906976744,0.00534883720930233,0.0013953488372093,0,0,0,0,0,0,0,0,0,0,0,0,0.0013953488372093,0.00534883720930233,0.0361627906976744,0.117558139534884,0.321976744186046,0.620116279069768,0.843023255813954,0.987209302325582,1,0.952674418604651,0.877093023255814,0.784883720930233,0.709302325581395,0.625232558139535,0.578488372093023,0.547441860465116,0.50593023255814,0.506511627906977,0.497209302325581,0.516279069767442,0.529767441860465,0.540813953488372,0.577790697674419,0.574651162790698,0.618023255813954,0.625697674418605,0.62406976744186,0.653139534883721,0.639302325581395,0.651046511627907,0.646627906976744,0.641395348837209,0.647558139534884,0.641744186046512,0.636511627906977,0.617906976744186,0.632790697674419,0.59593023255814,0.596860465116279,0.622906976744186,0.619883720930233,0.599767441860465,0.598488372093023,0.592906976744186,0.607558139534884,0.608488372093023,0.611627906976744,0.615697674418605,0.613139534883721,0.613139534883721,0.629302325581395,0.623837209302326,0.631860465116279,0.638488372093023,0.623720930232558,0.624651162790698,0.628604651162791,0.619651162790698,0.601046511627907,0.616395348837209,0.609418604651163,0.608720930232558,0.61546511627907,0.589302325581395,0.611744186046512,0.607093023255814,0.599069767441861,0.627674418604651,0.623953488372093,0.626976744186047,0.617674418604651,0.632209302325581,0.613953488372093,0.597790697674419,0,"18-12-13_YC008_probe1","303",4
0.936246418338109,0.944126074498567,0.876074498567335,0.858882521489971,0.908309455587393,0.886819484240688,0.882521489971347,0.878939828080229,0.846704871060172,0.920487106017192,0.887535816618911,0.899713467048711,0.923352435530086,0.877507163323782,0.934813753581662,0.885386819484241,0.860315186246418,0.887535816618911,0.843123209169054,0.887535816618911,0.878223495702006,0.861031518624642,0.884670487106017,0.86676217765043,0.856017191977077,0.843839541547278,0.85458452722063,0.848853868194842,0.866045845272206,0.831661891117479,0.823065902578797,0.846704871060172,0.828080229226361,0.871776504297994,0.856733524355301,0.830229226361032,0.840974212034384,0.872492836676218,0.857449856733524,0.861031518624642,0.853151862464183,0.919770773638968,0.919054441260745,0.928366762177651,0.982808022922636,0.859598853868195,0.926934097421204,0.905444126074498,0.946275071633238,0.98567335243553,0.954154727793696,1,0.937679083094556,0.99785100286533,0.924785100286533,0.939828080229226,0.903295128939828,0.896131805157593,0.862464183381089,0.823065902578797,0.762893982808023,0.703438395415473,0.667621776504298,0.589541547277937,0.465616045845272,0.330945558739255,0.281518624641834,0.224212034383954,0.0859598853868195,0.0265042979942693,0.0128939828080229,0.0214899713467049,0.0236389684813754,0.0265042979942693,0.0265042979942693,0.0802292263610315,0.0300859598853868,0.00716332378223496,0.00143266475644699,0,0,0.00143266475644699,0.00716332378223496,0.0300859598853868,0.0802292263610315,0.0265042979942693,0.0265042979942693,0.0236389684813754,0.0214899713467049,0.0128939828080229,0.0265042979942693,0.0859598853868195,0.224212034383954,0.281518624641834,0.330945558739255,0.465616045845272,0.589541547277937,0.667621776504298,0.703438395415473,0.762893982808023,0.823065902578797,0.862464183381089,0.896131805157593,0.903295128939828,0.939828080229226,0.924785100286533,0.99785100286533,0.937679083094556,1,0.954154727793696,0.98567335243553,0.946275071633238,0.905444126074498,0.926934097421204,0.859598853868195,0.982808022922636,0.928366762177651,0.919054441260745,0.919770773638968,0.853151862464183,0.861031518624642,0.857449856733524,0.872492836676218,0.840974212034384,0.830229226361032,0.856733524355301,0.871776504297994,0.828080229226361,0.846704871060172,0.823065902578797,0.831661891117479,0.866045845272206,0.848853868194842,0.85458452722063,0.843839541547278,0.856017191977077,0.86676217765043,0.884670487106017,0.861031518624642,0.878223495702006,0.887535816618911,0.843123209169054,0.887535816618911,0.860315186246418,0.885386819484241,0.934813753581662,0.877507163323782,0.923352435530086,0.899713467048711,0.887535816618911,0.920487106017192,0.846704871060172,0.878939828080229,0.882521489971347,0.886819484240688,0.908309455587393,0.858882521489971,0.876074498567335,0.944126074498567,0.936246418338109,0,"18-12-13_YC008_probe1","313",3
0.507762557077626,0.527853881278539,0.531811263318113,0.528462709284627,0.517351598173516,0.535159817351598,0.528462709284627,0.531506849315069,0.531050228310502,0.533942161339422,0.532876712328767,0.529375951293759,0.535616438356164,0.531963470319635,0.514611872146119,0.518112633181126,0.530593607305936,0.531050228310502,0.530441400304414,0.528006088280061,0.53455098934551,0.53820395738204,0.524048706240487,0.53896499238965,0.540639269406393,0.538660578386606,0.518112633181126,0.538660578386606,0.529528158295282,0.517808219178082,0.517960426179604,0.532876712328767,0.544748858447489,0.524657534246575,0.524048706240487,0.531050228310502,0.530289193302892,0.538508371385084,0.538812785388128,0.526940639269406,0.529223744292238,0.535007610350076,0.516590563165906,0.50958904109589,0.52054794520548,0.525570776255708,0.510958904109589,0.553120243531202,0.553881278538813,0.55296803652968,0.562100456621005,0.586453576864536,0.58234398782344,0.55144596651446,0.545814307458143,0.495281582952816,0.45144596651446,0.403957382039574,0.383561643835616,0.387671232876712,0.398934550989346,0.457534246575342,0.551750380517504,0.656773211567732,0.750684931506849,0.94337899543379,1,0.993759512937595,0.841095890410959,0.546727549467276,0.262252663622527,0.084779299847793,0.0242009132420091,0.0179604261796043,0.00867579908675799,0.0120243531202435,0.00898021308980213,0.00624048706240487,0.0060882800608828,0.00045662100456621,0.00045662100456621,0.0060882800608828,0.00624048706240487,0.00898021308980213,0.0120243531202435,0.00867579908675799,0.0179604261796043,0.0242009132420091,0.084779299847793,0.262252663622527,0.546727549467276,0.841095890410959,0.993759512937595,1,0.94337899543379,0.750684931506849,0.656773211567732,0.551750380517504,0.457534246575342,0.398934550989346,0.387671232876712,0.383561643835616,0.403957382039574,0.45144596651446,0.495281582952816,0.545814307458143,0.55144596651446,0.58234398782344,0.586453576864536,0.562100456621005,0.55296803652968,0.553881278538813,0.553120243531202,0.510958904109589,0.525570776255708,0.52054794520548,0.50958904109589,0.516590563165906,0.535007610350076,0.529223744292238,0.526940639269406,0.538812785388128,0.538508371385084,0.530289193302892,0.531050228310502,0.524048706240487,0.524657534246575,0.544748858447489,0.532876712328767,0.517960426179604,0.517808219178082,0.529528158295282,0.538660578386606,0.518112633181126,0.538660578386606,0.540639269406393,0.53896499238965,0.524048706240487,0.53820395738204,0.53455098934551,0.528006088280061,0.530441400304414,0.531050228310502,0.530593607305936,0.518112633181126,0.514611872146119,0.531963470319635,0.535616438356164,0.529375951293759,0.532876712328767,0.533942161339422,0.531050228310502,0.531506849315069,0.528462709284627,0.535159817351598,0.517351598173516,0.528462709284627,0.531811263318113,0.527853881278539,0.507762557077626,0,"18-12-13_YC008_probe1","317",4
