"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","Cluster"
6.42,0.106,6.101,0.634,5.01,"19-09-30_YC018",153,0,0,0,0,0,0.074417687,0.136342617,0.101424816,0.141622188,0.4962253,0.3,0.364396742,0.2,-0.024900153,0.05721284,0.002386263,0.04962253,0.446602768,0.248112649,0.496,-5.409784932,6.106956245,-0.871742786,1
14.42,0.043,6.482,0.726,19.707,"19-09-30_YC018",156,0,0,0,0,0,0.034381525,0.058860953,0.054452552,0.08985652,0.4296833,0.16,0.15777259,0.1,-0.023754714,-0.033920042,-0.039120699,0.04296833,0.386714968,0.214841649,0.43,-7.884710738,11.12060227,-1.787752026,1
1.1,0.401,5.028,0.828,2.749,"19-09-30_YC018",160,0,0,0,0,0,0.054815529,0.129219153,0.083376438,0.117333701,0.44988832,0.27,0.27930544,0.14,-0.017898493,-0.00698169,0.047838369,0.044988832,0.404899487,0.224944159,0.45,-9.023481409,7.092698481,-1.338792608,1
3.58,0.208,6.342,0.672,3.682,"19-09-30_YC018",171,0,0,0,0,0,0.088762254,0.197712957,0.124690535,0.170731111,0.4648666,0.4,0.36080947,0.17,-0.0351463,0.016266009,0.033695022,0.046486661,0.418379948,0.232433304,0.465,-8.120509294,4.567464845,-1.251503221,1
48.15,0.02,6.547,0.72,34.254,"19-09-30_YC018",270,0,0,0,0,0,0.04321068,0.12018494,0.112792449,0.150789159,0.22985785,0.3,0.467684853,0.2,-0.15153773,0.10624866,0.008085957,0.022985785,0.206872062,0.114928924,0.23,-4.32416622,5.355370962,-0.445279201,1
30.33,0.027,6.794,0.671,28.215,"19-09-30_YC018",275,0,0,0,0,0,0.065,0.063091265,0.065,0.065,0.6516065,0.13,0.1,0.1,0.037250347,-0.1040899,0.00879779,0.06516065,0.58644585,0.32580325,0.652,-14.36073089,7.567173808,-0.376056943,1
2.55,0.25,5.811,0.844,5.983,"19-09-30_YC018",421,0,0,0,0,0,0.14190304,0.205614448,0.12703907,0.168314545,0.2658677,0.44,0.212016194,0.16,-0.018813604,0.009841993,-0.035645307,0.026586771,0.239280939,0.132933855,0.266,-11.68652922,3.665390186,-0.606351103,1
1.15,0.273,5.442,1.182,8.324,"19-09-30_YC018",430,0,0,0,0,0,0.041077524,0.080017848,0.067482149,0.078442654,0.49758577,0.17,0.168941277,0.10540723,-0.015433992,0.02365975,-0.010444154,0.049758577,0.447827196,0.248792887,0.498,-18.75137546,11.34906798,-1.943976573,1
20.61,0.019,5.627,0.985,76.989,"19-09-30_YC018",451,0,0,0,0,0,0.1,0.085469986,0.061096416,0.105891845,0.6172791,0.2,0.16,0.13,0.016117295,-0.16367286,0.014169404,0.061727911,0.555551201,0.308639556,0.617,-10.04616053,7.29062686,-0.541826347,2
38.61,0.01,5.977,0.624,45.199,"19-09-30_YC018",481,0,0,0,0,0,0.188343839,0.257203295,0.187114505,0.226103593,0.16305022,0.57,0.393643909,0.23,-0.10290727,0.005675688,0.002658369,0.016305022,0.146745197,0.08152511,0.163,-4.37649134,3.110875948,-0.337895229,1
8.88,0.048,4.135,0.673,15.276,"19-09-30_YC018",486,0,0,0,0,0,0.046295542,0.066365042,0.075228416,0.121623646,0.5198584,0.2,0.148461591,0.13,0.003573611,-0.14117362,-0.003788559,0.051985842,0.467872578,0.25992921,0.52,-9.666049224,9.001554175,-2.392087324,2
5.85,0.035,5.31,0.895,26.53,"19-09-30_YC018",5,0,0,0,0,0,0.115104711,0.170647435,0.162834746,0.235762816,0.74607897,0.43,0.330436285,0.23,-0.060412962,0.031547632,0.003540279,0.074607897,0.671471071,0.373039484,0.746,-5.920554274,4.928805365,-1.948936259,2
37.47,0.02,6.166,0.509,17.831,"19-09-30_YC018",504,0,0,0,0,0,0.038958846,0.104476278,0.117569578,0.167790179,0.17492184,0.3,0.418768362,0.16,-0.10349021,0.052713666,-0.008956279,0.017492184,0.157429656,0.08746092,0.175,-6.308765109,4.942639083,-0.206293473,1
14.07,0.028,4.928,0.699,19.866,"19-09-30_YC018",513,0,0,0,0,0,0.053943581,0.109012749,0.112248464,0.137880947,0.27720538,0.27,0.399987904,0.17,-0.06165763,0.0839399,-0.011577173,0.027720538,0.24948484,0.138602689,0.277,-5.202404723,5.731953311,-0.58345057,2
5.37,0.024,4.581,1.046,24.877,"19-09-30_YC018",598,0,0,0,0,0,0.07101379,0.154804018,0.089461284,0.120659432,0.59767103,0.3,0.488289811,0.17,-0.14803971,0.22698021,0.048804818,0.059767103,0.537903929,0.298835516,0.598,-5.000427649,6.756971207,-0.992432653,2
6.38,0.077,6.386,0.708,10.908,"19-09-30_YC018",602,0,0,0,0,0,0.100850316,0.167812769,0.141121081,0.182061939,0.7244757,0.37,0.33577334,0.26,-0.06598275,0.02302501,-0.013033607,0.072447568,0.652028114,0.362237841,0.724,-4.470641349,5.78844332,-1.926364038,1
13.77,0.042,5.423,0.579,16.699,"19-09-30_YC018",692,0,0,0,0,0,0.046087499,0.069710569,0.083573517,0.116595753,0.49621356,0.2,0.124884102,0.13,-0.016379109,-0.15535083,0.034588899,0.049621356,0.4465922,0.248106778,0.496,-10.43975051,8.765661844,-2.241800179,1
32.13,0.023,5.33,0.409,10.395,"19-09-30_YC018",702,0,0,0,0,0,0.049248737,0.118257157,0.109928634,0.155779225,0.24366064,0.3,0.549669103,0.16,-0.016294628,0.08531089,-0.004018419,0.024366064,0.219294579,0.121830322,0.244,-8.759648833,5.143994653,-0.336785412,2
46.21,0.015,4.749,0.357,13.396,"19-09-30_YC018",732,0,0,0,0,0,0.1,0.075887785,0.056940434,0.118419563,0.9379468,0.2,0.1,0.24,0.03720953,-0.07171777,-0.044429893,0.09379468,0.844152117,0.468973398,0.938,-12.35939567,2.932071643,0,2
82.19,0.005,4.49,0.352,18.364,"19-09-30_YC018",91,0,0,0,0,0,0.059202034,0.176168939,0.175195671,0.281798552,0.20617804,0.5,0.495445489,0.3,-0.029229991,0.08198063,0.014740071,0.020617804,0.185560235,0.10308902,0.206,-6.113122256,3.163614315,-0.241379862,2
44.15,0.017,6.918,0.728,42.948,"19-10-01_YC017",138,0,0,0,0,0,0.12,0.088489346,0.087678063,0.139206945,0.2610464,0.24,0.13,0.2,-0.004337451,-0.012182321,-0.001113646,0.026104641,0.234941769,0.130523205,0.261,-6.78124939,4.805522786,-0.141829644,1
6.24,0.109,6.269,0.652,6.279,"19-10-01_YC017",145,0,0,0,0,0,0.05,0.022775466,0.05,0.05,0.33652508,0.1,0.03,0.06,-0.033005692,-0.213852,0,0.033652508,0.302872574,0.168262541,0.337,-15.25142245,8.864783123,-0.638510121,1
10.27,0.061,5.083,0.517,13.831,"19-10-01_YC017",206,0,0,0,0,0,0.031686298,0.086122939,0.070015219,0.098064886,0.340989,0.2,0.090203324,0.1,-0.017591598,-0.025882088,-6.4e-05,0.034098899,0.306890094,0.170494497,0.341,-9.540096782,8.803453503,-1.269590114,1
6.45,0.121,6.943,0.681,7.115,"19-10-01_YC017",213,0,0,0,0,0,0.093077471,0.145914103,0.111052799,0.161937377,0.8547762,0.33,0.313305503,0.3,-0.052202,0.016970068,0.003525596,0.08547762,0.769298583,0.427388102,0.855,-1.464173866,6.897991467,-2.126116806,1
7.56,0.094,6.774,0.713,9.378,"19-10-01_YC017",220,0,0,0,0,0,0.105463534,0.14909711,0.146867977,0.199801122,0.78526694,0.37,0.305572885,0.26,-0.060106285,0.008489664,0.006937959,0.078526694,0.706740242,0.392633468,0.785,-4.821328027,5.746578417,-2.026424474,1
11.28,0.07,6.799,0.603,8.48,"19-10-01_YC017",222,0,0,0,0,0,0.111627034,0.150072319,0.151526613,0.191650847,0.7494171,0.36,0.291909268,0.23,-0.047983035,-0.041652314,-0.05001584,0.074941713,0.674475414,0.374708563,0.749,-4.524501208,5.594158898,-2.120625922,1
9.46,0.101,6.945,0.614,6.351,"19-10-01_YC017",224,0,0,0,0,0,0.160583422,0.211141191,0.172328915,0.212943226,0.7411791,0.47,0.331565279,0.26,-0.059175976,-0.055810343,0.021622672,0.074117911,0.667061198,0.370589554,0.741,-4.119155248,4.233282357,-1.731220829,1
8.21,0.026,4.435,0.861,47.557,"19-10-01_YC017",233,0,0,0,0,0,0.038702639,0.058933298,0.05442197,0.062749456,0.66742015,0.13,0.07207094,0.095,-0.020260237,-0.12739983,0.00105028,0.066742015,0.600678134,0.333710074,0.667,-9.70727845,15.43611391,-2.727046648,2
34.51,0.019,5.423,0.501,20.918,"19-10-01_YC017",241,0,0,0,0,0,0.072725707,0.117127626,0.081482893,0.093799764,0.5730821,0.23,0.322725633,0.14,-0.027684804,0.07720733,0.018357967,0.057308209,0.51577388,0.286541045,0.573,-8.038572601,8.026467957,-1.431742572,2
7.96,0.016,2.839,0.849,67.854,"19-10-01_YC017",242,0,0,0,0,0,0.033903446,0.04241343,0.094054388,0.144010541,0.42700812,0.2,0.098863995,0.13,0.001836003,-0.10800255,0.023962774,0.042700812,0.38430731,0.213504061,0.427,-8.614401804,7.378103178,-1.747823799,2
13.21,0.054,6.191,0.742,15.046,"19-10-01_YC017",243,0,0,0,0,0,0.065,0.048508042,0.065,0.065,0.49453783,0.13,0.1,0.13,0.023207108,-0.030452255,-0.027973599,0.049453783,0.445084047,0.247268915,0.495,-14.12813242,9.666082988,-1.63884612,1
8.02,0.096,6.936,0.68,8.192,"19-10-01_YC017",245,0,0,0,0,0,0.090193215,0.136301906,0.101690856,0.144059549,0.89776015,0.3,0.299626016,0.27,-0.082397476,-0.005115887,-0.015549737,0.089776015,0.807984138,0.448880076,0.898,-2.411797435,7.654403597,-2.55372482,1
22.97,0.029,5.405,0.924,49.438,"19-10-01_YC017",249,0,0,0,0,0,0.065,0.046356922,0.046102359,0.079211685,1.0555948,0.13,0.13,0.13,0.063827865,-0.05634374,0.02103222,0.10555948,0.950035322,0.527797401,1.056,-20.15002216,8.742274267,-0.618391215,2
13.19,0.061,7.018,0.625,10.208,"19-10-01_YC017",261,0,0,0,0,0,0.108750021,0.158454097,0.129486857,0.185558886,0.8019896,0.37,0.33,0.27,-0.07943906,-0.0530593,0.04100136,0.080198961,0.721790653,0.400994807,0.802,-3.494833044,5.891816246,-1.887059396,1
13.24,0.051,6.583,0.9,30.818,"19-10-01_YC017",279,0,0,0,0,0,0.04538105,0.064672389,0.094450484,0.115936603,0.2540251,0.2,0.114984248,0.13,-0.014268061,-0.08958476,-0.03397013,0.02540251,0.228622591,0.127012551,0.254,-10.36936177,7.360525843,-1.579557261,2
13.41,0.06,7.025,0.606,9.49,"19-10-01_YC017",280,0,0,0,0,0,0.102427907,0.198210617,0.138438996,0.177810232,0.70668286,0.4,0.371913659,0.27,-0.09482775,0.02976808,-0.01887321,0.070668286,0.636014575,0.35334143,0.707,-3.496891003,5.414884875,-1.734136574,1
33.62,0.015,6.033,0.896,93.053,"19-10-01_YC017",296,0,0,0,0,0,0.05,0.025258677,0.15,0.15,0.2762674,0.1,0.05,0.13,0.014188082,0.013679534,0,0.027626741,0.248640668,0.138133705,0.276,-13.76690412,6.264570617,-0.914025909,2
5.5,0.093,5.604,0.924,16.094,"19-10-01_YC017",343,0,0,0,0,0,0.033988555,0.070653073,0.062463915,0.075331227,0.35001567,0.16,0.125032094,0.12,-0.013672586,-0.10207593,-0.025925351,0.035001567,0.315014103,0.175007835,0.35,-9.064472653,10.68473284,-1.370039356,2
8.52,0.094,7.008,0.686,9.045,"19-10-01_YC017",438,0,0,0,0,0,0.1,0.077676123,0.057615998,0.116304273,0.7687156,0.2,0.17,0.23,0.04235369,-0.302022,0.029734374,0.076871562,0.691844058,0.38435781,0.769,-11.43783195,2.498037652,-0.453135247,1
23.76,0.031,6.484,0.822,44.04,"19-10-01_YC017",446,0,0,0,0,0,0.035,0.031723188,0.035,0.035,0.77035844,0.07,0.06,0.1,0.036621623,-0.13458125,0,0.077035844,0.693322599,0.385179222,0.77,-24.28376488,11.38118511,-2.608630113,1
15.22,0.038,4.556,0.861,35.62,"19-10-01_YC017",448,0,0,0,0,0,0.03,0.02147122,0.03,0.03,0.68725765,0.06,0.07,0.1,0.033226896,-0.1585279,0,0.068725765,0.618531883,0.343628824,0.687,-32.0083191,10.00973641,-1.851183852,2
12.46,0.049,5.582,0.759,20.34,"19-10-01_YC017",454,0,0,0,0,0,0.05,0.041871947,0.083333333,0.083333333,0.6224627,0.1,0.07,0.07,0.036336113,-0.049562037,0,0.062246269,0.560216421,0.311231345,0.622,-18.56830289,10.84284464,-1.377728582,1
22.2,0.031,6.141,0.727,28.96,"19-10-01_YC017",456,0,0,0,0,0,0.030997362,0.048298195,0.074047663,0.101094136,0.27663556,0.16,0.115673883,0.1,-0.015666459,-0.08889149,-0.0235769,0.027663556,0.248972002,0.138317779,0.277,-8.048680682,9.577428258,-1.215640781,1
26.96,0.025,6.095,0.635,22.63,"19-10-01_YC017",458,0,0,0,0,0,0.05,0.02026863,0.083333333,0.083333333,0.2521219,0.1,0.03,0.1,-0.000814184,-0.023206623,0,0.02521219,0.226909706,0.126060948,0.252,-17.12241892,7.89353219,-0.910239393,1
17.37,0.03,4.303,0.722,22.766,"19-10-01_YC017",459,0,0,0,0,0,0.03,0.016504791,0.09,0.09,0.19761436,0.06,0.04,0.1,-0.004878432,-0.041953266,0,0.019761436,0.177852921,0.098807178,0.198,-11.97315107,7.549630057,-0.707587428,2
8.01,0.097,6.98,0.717,9.926,"19-10-01_YC017",462,0,0,0,0,0,0.106544496,0.179041149,0.170426689,0.197710686,0.6628253,0.4,0.33556012,0.24,-0.047863103,-0.005998658,-0.011717092,0.066282529,0.596542758,0.331412643,0.663,-5.838973438,4.997338522,-1.729828364,1
12.47,0.015,3.972,0.8,67.679,"19-10-01_YC017",464,0,0,0,0,0,0.03538819,0.050576194,0.05866612,0.107555475,0.40149665,0.17,0.064547737,0.13,-0.018449252,-0.04758007,-0.036368832,0.040149665,0.361346984,0.200748324,0.401,-9.89776981,9.479120348,-1.579163901,2
28.63,0.023,5.084,0.755,36.494,"19-10-01_YC017",492,0,0,0,0,0,0.08,0.078696355,0.043577575,0.074901001,0.7820101,0.16,0.13,0.13,0.050821662,-0.112413555,-0.022517315,0.078201008,0.703809071,0.391005039,0.782,-13.266939,8.162368497,-2.036475354,2
44.08,0.02,6.133,0.709,42.029,"19-10-01_YC017",493,0,0,0,0,0,0.1,0.057200696,0.072410465,0.134750957,0.4963276,0.2,0.13,0.17,0.01085307,-0.030593097,0.00723288,0.049632761,0.446694848,0.248163804,0.496,-9.468432339,9.226941866,-2.006812657,1
13.85,0.046,5.728,0.558,8.735,"19-10-01_YC017",69,0,0,0,0,0,0.048726278,0.086977121,0.080727171,0.096675247,0.4469691,0.2,0.229311433,0.14,-0.013502013,0.005757062,0.000626924,0.044696909,0.402272183,0.223484546,0.447,-10.31816534,8.788701146,-1.417572613,1
28.22,0.028,6.496,0.671,26.552,"19-10-01_YC017",91,0,0,0,0,0,0.050636245,0.088794587,0.08285411,0.090599184,0.19837745,0.2,0.260575331,0.1,-0.012329677,0.046825,0.001544579,0.019837745,0.178539701,0.099188723,0.198,-9.567056119,6.990488606,-0.501759511,1
11.77,0.069,6.816,0.708,11.889,"19-10-02_YC019",22,0,0,0,0,0,0.050554416,0.107315097,0.069179616,0.106199293,0.625938,0.23,0.279742344,0.14,-0.029607946,0.045291476,0.022799123,0.0625938,0.563344198,0.312968999,0.626,-6.627879949,9.179999222,-1.691130669,1
27.93,0.028,6.927,0.65,21.61,"19-10-02_YC019",7,0,0,0,0,0,0.038574713,0.056489995,0.063413523,0.092732206,0.4286779,0.16,0.220706412,0.13,-0.032771863,0.050717663,-0.02588258,0.042867789,0.385810098,0.214338943,0.429,-6.561940215,10.62769137,-1.089438584,1
29.71,0.022,5.909,0.664,29.3,"19-10-02_YC020",16,0,0,0,0,0,0.063992546,0.160575834,0.092715779,0.114786068,0.35282364,0.3,0.380905293,0.13,-0.001351636,0.06653136,0.04050267,0.035282364,0.31754128,0.176411822,0.353,-8.623623122,5.63134117,-0.687817889,1
16.97,0.043,6.555,0.893,32.148,"19-10-03_YC019",122,0,0,0,0,0,0.135,0.07654459,0.115828644,0.177366365,0.20371895,0.27,0.14,0.27,-0.003035966,-0.02365853,0.004116327,0.020371895,0.183347051,0.101859473,0.204,-5.666302734,2.654282789,-0.213794197,2
144.22,0.005,4.333,0.33,29.976,"19-10-03_YC019",129,0,0,0,0,0,0.045840734,0.115291521,0.118907462,0.152177831,0.20023507,0.3,0.394583961,0.2,-0.009386626,0.05596885,-0.000879188,0.020023507,0.180211562,0.100117534,0.2,-6.473578924,5.064403638,-0.383808159,2
33.44,0.018,6.087,0.767,43.383,"19-10-03_YC019",132,0,0,0,0,0,0.035300322,0.096197012,0.111375324,0.151924538,0.1857854,0.27,0.35915351,0.2,-0.005450204,0.051081453,-0.003597521,0.01857854,0.167206858,0.092892699,0.186,-6.102479787,5.564750882,-0.357851188,1
10.52,0.071,6.025,0.581,6.77,"19-10-03_YC019",190,0,0,0,0,0,0.117770603,0.168000666,0.146055115,0.171038225,0.5473141,0.37,0.337593412,0.23,-0.05318321,0.06503785,-0.00657208,0.054731411,0.492582697,0.273657054,0.547,-4.03128286,4.837106501,-1.20035244,1
21.3,0.022,5.752,0.541,31.638,"19-10-03_YC019",194,0,0,0,0,0,0.043413078,0.082826148,0.049811502,0.063424246,0.7437062,0.16,0.157779866,0.16,-0.008524491,-0.18904312,0.016505975,0.074370623,0.669335604,0.371853113,0.744,-11.88715118,14.04330288,-2.88445388,1
10.43,0.068,6.614,0.661,11.817,"19-10-03_YC019",201,0,0,0,0,0,0.096981951,0.150143588,0.116887964,0.150117325,0.57799226,0.33,0.2841231,0.17,-0.028012423,-0.033583436,0.023966044,0.057799226,0.520193034,0.28899613,0.578,-7.558047569,5.682529242,-1.683940971,1
10.08,0.074,6.648,0.668,8.722,"19-10-03_YC019",208,0,0,0,0,0,0.107282861,0.141170778,0.211453178,0.272532643,0.6126044,0.44,0.354129348,0.3,-0.081109084,0.103978224,0.030492326,0.061260438,0.551343942,0.30630219,0.613,-6.073475353,4.149458353,-1.324127886,1
5.63,0.038,3.257,0.946,37.488,"19-10-03_YC020",114,0,0,0,0,0,0.05471102,0.110109971,0.131069623,0.168117921,0.27745628,0.3,0.777287729,0.21668251,-0.11738572,0.005842632,-0.016259335,0.027745628,0.249710655,0.138728142,0.277,-2.797417947,5.701991623,-0.071576389,2
5.87,0.009,2.274,0.879,27.103,"19-10-03_YC020",122,0,0,0,0,0,0.060427655,0.133852191,0.140688263,0.201016777,0.24589977,0.37,0.513467431,0.274390286,-0.019005405,0.009066756,0.011554363,0.024589977,0.22130979,0.122949883,0.246,-2.873201306,4.698407491,-0.311998816,2
74.77,0.008,3.967,0.349,21.342,"19-10-03_YC020",145,0,0,0,0,0,0.047776607,0.142107012,0.128488571,0.191200849,0.21202564,0.37,0.528992007,0.27,-0.14641622,0.08488308,0.00565688,0.021202564,0.190823078,0.106012821,0.212,-4.270722196,4.251481845,-0.285939935,2
27.41,0.014,3.281,0.488,17.34,"19-10-03_YC020",151,0,0,0,0,0,0.041065166,0.156726404,0.116142969,0.174823896,0.18284225,0.37,0.601209142,0.17,-0.14363196,0.07362779,0.027850628,0.018284225,0.164558029,0.091421127,0.183,-5.287218301,4.237258621,-0.204825585,2
7.44,0.021,4.895,1.04,31.882,"19-10-03_YC020",152,0,0,0,0,0,0.078084475,0.124498497,0.12177667,0.149078593,0.34559506,0.3,0.544171494,0.23,-0.1859007,0.013072873,-0.000364055,0.034559506,0.311035556,0.172797531,0.346,-2.775093913,6.140414532,-0.43228931,2
67.34,0.009,5.234,0.551,36.588,"19-10-03_YC020",158,0,0,0,0,0,0.0287911,0.085240788,0.105319608,0.122378738,0.13712393,0.23,0.338995217,0.16,-0.035055786,0.037115104,-0.005254174,0.013712393,0.123411535,0.068561964,0.137,-6.285476428,6.122293291,-0.269665552,2
13.95,0.048,6.562,0.862,23.825,"19-10-03_YC020",171,0,0,0,0,0,0.143734704,0.260252439,0.223791682,0.310832487,0.63512975,0.6,0.71939104,0.564885939,-0.36008888,0.02084107,-0.009962208,0.063512975,0.571616775,0.317564875,0.635,-0.511332702,3.605793325,-0.774480541,1
13.74,0.048,6.632,0.846,23.628,"19-10-03_YC020",172,0,0,0,0,0,0.097209059,0.237334757,0.175913455,0.225909251,0.41822508,0.5,0.66568881,0.510177757,-0.40263137,0.028982133,0.037023178,0.041822508,0.376402572,0.20911254,0.418,-1.420978928,4.037568634,-0.478272705,1
2.66,0.034,4.013,1.828,36.364,"19-10-03_YC020",78,0,0,0,0,0,0.610588259,0.663143361,0.171827782,0.210530956,0.4733095,0.94,0.90612168,0.36,-0.13415898,0.007865669,0.03907767,0.047330949,0.425978538,0.236654744,0.473,-2.073168727,4.27505299,-0.307702792,2
2.73,0.218,6.401,0.897,6.295,"19-10-22_YC022",103,0,0,0,0,0,0.098753578,0.130599863,0.132614413,0.17436531,0.5916605,0.33,0.361861916,0.2,-0.040109474,0.09523408,-0.000750748,0.05916605,0.53249445,0.29583025,0.592,-5.856279095,5.575418064,-1.243844927,1
41.69,0.019,6.819,0.764,43.086,"19-10-22_YC022",12,0,0,0,0,0,0.056867729,0.115397842,0.118257566,0.159600782,0.2760366,0.3,0.351331448,0.223238319,-0.1061834,0.01540839,-0.00110739,0.027603659,0.248432931,0.138018295,0.276,-2.785483588,5.447932234,-0.646924255,1
24.83,0.024,5.377,0.871,52.589,"19-10-22_YC022",155,0,0,0,0,0,0.068742963,0.108756067,0.069047726,0.075349951,0.30907607,0.2,0.194445671,0.1,0.009237212,0.03384062,-0.018600541,0.030907607,0.278168464,0.154538035,0.309,-10.692118,7.51438107,-0.992066921,2
11.11,0.068,6.755,0.623,8.261,"19-10-22_YC022",162,0,0,0,0,0,0.068500324,0.14050118,0.090777484,0.12948764,0.5018376,0.3,0.296008104,0.17,-0.025842786,0.037126258,0.030856106,0.050183761,0.45165385,0.250918806,0.502,-5.895416952,6.308771466,-1.258698344,1
10.68,0.067,6.747,0.697,10.181,"19-10-22_YC022",163,0,0,0,0,0,0.06676237,0.103551612,0.087430188,0.108914136,0.6747044,0.23,0.263960459,0.17,-0.00346352,0.054890826,0.02038939,0.067470437,0.607233936,0.337352186,0.675,-6.625896196,8.693225889,-1.704250659,1
2.6,0.165,5.214,1.008,12.865,"19-10-22_YC022",173,0,0,0,0,0,0.038195836,0.06978309,0.07591168,0.087738481,0.37685385,0.17,0.085516936,0.14,-0.019461697,-0.017475812,0.008813141,0.037685385,0.339168468,0.188426927,0.377,-10.06098223,10.22434024,-1.54391525,1
9.07,0.081,6.852,0.73,10.245,"19-10-22_YC022",175,0,0,0,0,0,0.085652344,0.132888281,0.121886737,0.147986434,0.68536156,0.3,0.28409857,0.2,-0.04885583,0.004237324,-0.022040678,0.068536156,0.616825408,0.342680782,0.685,-6.312444904,6.713906721,-1.981643397,1
11.8,0.063,6.818,0.666,9.953,"19-10-22_YC022",179,0,0,0,0,0,0.068908401,0.146165526,0.102848675,0.123771089,0.3891158,0.3,0.317882744,0.14,-0.026619062,-0.010233515,0.031504772,0.038911581,0.350204229,0.194557905,0.389,-9.016333321,5.603342477,-1.070814476,1
12.19,0.058,6.483,0.626,9.277,"19-10-22_YC022",182,0,0,0,0,0,0.110706852,0.138599382,0.20267214,0.225389119,0.40918443,0.4,0.355770297,0.2,-0.090151206,0.07944468,-0.011693467,0.040918443,0.368265983,0.204592213,0.409,-6.83465719,3.706400221,-0.782987814,1
8.47,0.047,4.561,0.952,28.662,"19-10-22_YC022",193,0,0,0,0,0,0.05,0.032077249,0.05,0.05,0.56413764,0.1,0.05,0.1,0.018328648,-0.11214906,0,0.056413764,0.507723874,0.282068819,0.564,-20.34898839,9.581533832,-1.347160193,2
8.03,0.042,4.989,0.933,36.037,"19-10-22_YC022",284,0,0,0,0,0,0.032757729,0.08015041,0.108497179,0.126012667,0.16999902,0.23,0.65133622,0.109593411,-0.06016873,0.011973311,-0.008612891,0.016999902,0.152999116,0.084999509,0.17,-3.970698408,7.212506939,-0.144223147,2
3.53,0.222,6.506,0.911,7.733,"19-10-22_YC022",308,0,0,0,0,0,0.11931089,0.237760378,0.166427274,0.21651013,0.42632973,0.5,0.657440043,0.26,-0.20338115,0.21309248,0.025327626,0.042632973,0.383696759,0.213164866,0.426,-3.82702546,3.431978973,-0.548106545,1
28.79,0.025,6.121,0.671,28.162,"19-10-22_YC022",427,0,0,0,0,0,0.039004259,0.065130579,0.050480877,0.056100924,0.44714478,0.13,0.131610603,0.1,-0.028592644,-0.030542942,-0.01439749,0.044714478,0.402430299,0.223572388,0.447,-9.66101103,13.92601926,-1.590343768,1
35.9,0.016,5.781,0.741,67.962,"19-10-22_YC022",433,0,0,0,0,0,0.030010303,0.044087169,0.066232521,0.077138129,0.3469676,0.13,0.144806523,0.095,-0.003095862,-0.007890396,-0.006605234,0.034696761,0.312270847,0.173483804,0.347,-10.83133649,12.21358149,-1.146298003,2
8.44,0.079,6.134,0.807,13.376,"19-10-22_YC022",434,0,0,0,0,0,0.035595321,0.058659485,0.055518075,0.061807127,0.36938664,0.13,0.125503404,0.1,-0.019058978,-0.00721985,-0.00138581,0.036938664,0.332447979,0.184693322,0.369,-10.52768491,13.08183861,-1.254518344,1
7.91,0.091,6.359,0.624,6.402,"19-10-22_YC022",449,0,0,0,0,0,0.036572193,0.060981096,0.053639247,0.060510046,0.5252217,0.13,0.088982772,0.1,-0.01720564,-0.013152158,-0.001493952,0.052522171,0.472699535,0.262610853,0.525,-10.30332547,14.57980955,-1.633150767,1
6.87,0.107,6.722,0.709,7.188,"19-10-22_YC022",464,0,0,0,0,0,0.065,0.030878022,0.057183944,0.093121975,0.29477763,0.13,0.13,0.17,0.029791214,0.025002483,-0.001536964,0.029477763,0.265299869,0.147388816,0.295,-12.42863938,4.495222135,-0.518632528,1
17.25,0.034,6.06,0.789,31.435,"19-10-22_YC022",466,0,0,0,0,0,0.035724375,0.062994779,0.057534915,0.086577185,0.47241172,0.16,0.167230428,0.1,0.019470574,0.03434325,-0.018698416,0.047241172,0.42517055,0.236205861,0.472,-9.611384506,11.49004212,-1.385759926,1
23.84,0.029,6.021,0.994,60.995,"19-10-22_YC022",481,0,0,0,0,0,0.1,0.09142929,0.1,0.1,0.8880344,0.2,0.13,0.17,0.04324656,-0.1486421,-0.01183632,0.08880344,0.799230963,0.444017202,0.888,-10.7259693,3.975180656,-0.937082629,2
21.54,0.029,5.957,0.772,32.192,"19-10-22_YC022",571,0,0,0,0,0,0.07,0.061879309,0.07,0.07,0.7825016,0.14,0.14,0.14,0.015403573,-0.027726432,-0.010844954,0.078250158,0.70425142,0.391250789,0.783,-15.60996785,6.83600443,-0.403453605,1
1.14,0.055,2.665,0.951,18.525,"19-10-22_YC022",577,0,0,0,0,0,0.1,0.084323578,0.1,0.1,0.5048077,0.2,1.37,0.13,0.028846154,0.024038462,-0.010775491,0.050480771,0.45432694,0.252403855,0.505,-7.84264854,4.690879183,-1.028658841,2
9.85,0.033,4.674,0.995,57.593,"19-10-22_YC022",602,0,0,0,0,0,0.043205173,0.080648654,0.068436257,0.078646341,0.5340388,0.17,0.172247717,0.17,-0.04126984,0.026102293,-0.011257755,0.053403878,0.480634904,0.267019391,0.534,-11.03132617,11.59001488,-1.592105735,2
