"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","Cluster"
87.92,0.008,4.499,0.456,31.333,"18-12-17_YC009",501,0,0,0,0,0,0.076592394,0.139565113,0.118264713,0.161391118,0.4501404,0.33,0.439425081,0.2,-0.13031606,0.15776977,0.002692373,0.045014039,0.405126348,0.225070193,0.45,-4.475650859,5.437349956,-0.763572573,2
42.13,0.018,6.301,0.51,19.223,"18-12-17_YC009",566,0,0,0,0,0,0.142770395,0.171568616,0.130730332,0.165220687,0.30508855,0.4,0.380615874,0.17,-0.07075262,0.014363336,0.00417794,0.030508855,0.274579695,0.152544275,0.305,-7.627402477,5.383870742,-0.590197173,1
35.5,0.016,5.375,0.633,26.939,"18-12-17_YC009",570,0,0,0,0,0,0.073221816,0.162151625,0.11265916,0.145321073,0.31918198,0.34,0.358258699,0.2,-0.056065958,0.050976418,0.024656855,0.031918198,0.287263781,0.159590989,0.319,-4.839226358,4.747905904,-0.728958711,2
59.06,0.01,4.975,0.324,15.429,"18-12-17_YC009",590,0,0,0,0,0,0.049636062,0.098587213,0.087605839,0.112054213,0.3432121,0.23,0.330228077,0.13,-0.01909014,0.07668055,0.005054289,0.03432121,0.308890888,0.171606049,0.343,-6.575304552,7.202418385,-0.739666794,2
25.51,0.025,6.617,0.826,41.146,"18-12-17_YC009",594,0,0,0,0,0,0.029656379,0.041573989,0.089302769,0.102270451,0.13356434,0.16,0.251623328,0.1,-0.018145848,0.041803777,-0.024575876,0.013356434,0.120207904,0.066782169,0.134,-7.62047094,8.394751873,-0.292645911,1
28.23,0.026,6.756,0.687,30.531,"18-12-17_YC009",611,0,0,0,0,0,0.035976353,0.05994426,0.07506603,0.088177054,0.31639355,0.16,0.115737115,0.12,-0.002350396,-0.005678935,-0.019170469,0.031639355,0.284754199,0.158196777,0.316,-12.95609433,10.42118023,-0.952549066,1
41.27,0.015,5.356,0.581,25.756,"18-12-17_YC009",617,0,0,0,0,0,0.119100304,0.182472066,0.152680548,0.209357117,0.352405,0.44,0.458244246,0.24,-0.06927692,0.10132324,0.009361167,0.035240501,0.31716451,0.176202506,0.352,-4.980274696,3.669877041,-0.559578704,2
26.08,0.022,4.767,0.502,14.035,"18-12-17_YC009",627,0,0,0,0,0,0.052373392,0.102761848,0.088042738,0.109696291,0.400457,0.23,0.307011207,0.13,-0.019675272,0.080931105,0.000717484,0.040045699,0.360411295,0.200228497,0.4,-7.352372551,7.513826611,-0.901331204,2
7.01,0.108,6.815,0.86,18.11,"18-12-17_YC009",65,0,0,0,0,0,0.05,0.03722415,0.05,0.05,0.8326352,0.1,0.1,0.1,0.029717185,-0.028540235,0,0.083263522,0.749371701,0.416317612,0.833,-24.7603337,7.912123224,-0.890544604,1
8.24,0.08,6.561,0.914,16.875,"18-12-17_YC009",75,0,0,0,0,0,0.129035989,0.16670827,0.190241979,0.230566207,0.56926674,0.43,0.316536329,0.2,-0.04201221,0.055703625,0.004203028,0.056926674,0.512340063,0.284633368,0.569,-6.815934901,4.101051412,-1.377198581,1
22.75,0.031,6.741,0.749,29.231,"18-12-17_YC009",88,0,0,0,0,0,0.071049759,0.115612119,0.101639404,0.123845647,0.45421922,0.26,0.307944521,0.13,-0.016334698,0.025038041,0.003085413,0.045421922,0.4087973,0.227109611,0.454,-7.355213461,6.632106397,-1.212798249,1
19.66,0.596,5.525,0.957,4.849,"18-12-17_YC009",94,0,0,0,0,0,0.03871765,0.081237905,0.066908825,0.10460433,0.43362275,0.2,0.190949855,0.14,-0.005866607,-0.01941721,-0.020637889,0.043362275,0.390260473,0.216811374,0.434,-8.13254469,9.500045121,-1.357175142,1
21.32,0.025,5.618,0.975,64.521,"18-12-17_YC009",95,0,0,0,0,0,0.033588166,0.056334918,0.050854593,0.059276339,0.38658684,0.13,0.113035289,0.105,-0.03234215,-0.027483113,-0.040737763,0.038658684,0.34792816,0.193293422,0.387,-7.784457049,13.11044587,-1.455300178,2
25.7,0.024,6,0.819,40.302,"18-12-17_YC010",113,0,0,0,0,0,0.08,0.066450299,0.08,0.08,0.37370223,0.16,0.1,0.13,0.002243802,0.045309715,-0.009231179,0.037370223,0.336332005,0.186851114,0.374,-9.581005674,8.3055544,-0.775491692,1
36.53,0.019,6.308,0.774,50.463,"18-12-17_YC010",193,0,0,0,0,0,0.085,0.085439898,0.085,0.085,0.6587211,0.17,0.14,0.1,-0.008909253,-0.38535246,-0.012244127,0.065872109,0.59284898,0.329360545,0.659,-10.79775245,9.302440297,-2.197491772,1
43.72,0.017,6.647,0.807,66.127,"18-12-17_YC010",272,0,0,0,0,0,0.05,0.030428965,0.12,0.12,0.47602376,0.1,0.13,0.13,0.023113064,-0.022466963,0,0.047602376,0.428421387,0.238011882,0.476,-16.11153617,6.635347216,-0.86045589,2
6.03,0.121,6.602,0.664,5.747,"18-12-17_YC010",297,0,0,0,0,0,0.11897631,0.17704819,0.131621708,0.193304366,0.6579229,0.4,0.333795041,0.23,-0.070665166,-0.099635534,0.029301969,0.065792292,0.592130631,0.328961462,0.658,-6.318110561,4.987732151,-1.825200668,1
28.08,0.019,6.285,0.961,64.123,"18-12-17_YC010",314,1,0,0,0,0,0.065,0.064962621,0.195,0.195,0.8878981,0.13,0.13,0.13,0.048694003,-0.06911061,-0.011169211,0.088789809,0.799108279,0.443949044,0.888,-15.97243136,4.560234783,-0.477919822,2
30.8,0.022,6.021,0.661,25.599,"18-12-17_YC010",402,0,0,0,0,0,0.063591868,0.117353543,0.072364477,0.102021751,0.7107857,0.24,0.301445627,0.17,-0.05843336,0.09851038,0.017600974,0.071078569,0.639707118,0.355392843,0.711,-5.08048821,9.2077453,-1.795135594,1
14.19,0.071,5.947,0.633,7.571,"18-12-17_YC010",86,0,0,0,0,0,0.085,0.080534778,0.049590977,0.083061569,0.5482589,0.17,0.13,0.1,0.049613256,-0.03367378,0.006666283,0.05482589,0.493433011,0.27412945,0.548,-11.09540504,9.431918304,-1.279272181,1
2.68,0.035,3.373,0.799,10.109,"18-12-17_YC010",99,0,0,0,0,0,0.056664965,0.115918028,0.106838747,0.156384229,0.3405562,0.3,0.318161558,0.17,-0.0197633,0.03272158,-0.005284125,0.03405562,0.306500584,0.170278102,0.341,-8.403302769,5.77134535,-0.819804357,2
8.08,0.054,5.074,0.822,12.783,"18-12-18_YC010",0,0,0,0,0,0,0.056122056,0.077854517,0.055336312,0.06746708,0.8101758,0.16,0.230459617,0.13,-0.04130447,0.009579046,0.006831891,0.081017578,0.729158199,0.405087888,0.81,-4.58358814,13.29341919,-2.45342385,2
2.34,0.181,5.436,0.9,6.68,"18-12-18_YC010",1,0,0,0,0,0,0.041391915,0.061814914,0.044968325,0.055643096,0.762556,0.13,0.166329371,0.13,-0.03324128,-0.030838398,4.17e-05,0.076255602,0.686300415,0.381278008,0.763,-7.110941686,16.14436095,-2.538734526,1
5.77,0.139,6.788,0.711,5.869,"18-12-18_YC010",163,0,0,0,0,0,0.096919891,0.159928528,0.090729965,0.119434859,0.9112455,0.3,0.303487239,0.26,-0.047685254,0.10883399,0.016349022,0.091124552,0.820120972,0.455622762,0.911,-1.038151979,7.891508272,-2.414478531,1
3.63,0.024,4.019,1.174,57.447,"18-12-18_YC010",2,0,0,0,0,0,0.096636613,0.252821477,0.217002325,0.265553212,0.35937855,0.56,0.490452147,0.27,-0.037675206,0.014236281,0.014086878,0.035937855,0.323440692,0.179689273,0.359,-5.559488889,3.674875313,-0.799351662,2
1.4,0.218,4.769,0.958,7.233,"18-12-18_YC010",22,0,0,0,0,0,0.060249093,0.096926497,0.107935694,0.148152233,0.47133258,0.26,0.256760043,0.14,-0.054688238,0.07595813,-0.016787077,0.047133258,0.424199322,0.23566629,0.471,-7.081237859,6.919656851,-1.155799866,1
83.53,0.009,5.266,0.344,17.8,"18-12-18_YC010",310,0,0,0,0,0,0.071770343,0.135590227,0.110214643,0.137387289,0.3836677,0.3,0.346293944,0.2,-0.041355614,0.08895961,0.019345902,0.038366771,0.345300937,0.191833854,0.384,-5.253737137,5.68551326,-0.864829451,2
43.84,0.015,6.742,0.879,69.975,"18-12-18_YC010",34,0,0,0,0,0,0.045142715,0.089471971,0.062865207,0.071171287,0.63301957,0.17,0.211510492,0.1,-0.03201372,0.015717844,-0.025630879,0.063301957,0.56971761,0.316509783,0.633,-7.419619767,12.64582281,-1.840553625,2
6.22,0.083,5.617,0.586,5.309,"18-12-18_YC010",76,0,0,0,0,0,0.066823251,0.101709003,0.07614872,0.084614798,0.59746385,0.2,0.268583649,0.1,-0.03901756,0.04407622,-0.017935902,0.059746385,0.537717462,0.298731923,0.597,-7.11504912,9.320777753,-1.62829613,1
27.72,0.026,6.103,0.511,11.484,"18-12-18_YC010",77,0,0,0,0,0,0.054919262,0.13250194,0.114171171,0.139696468,0.2799039,0.3,0.321490079,0.17,-0.014100496,0.0334175,0.029086889,0.027990389,0.2519135,0.139951944,0.28,-8.746349516,5.372722489,-0.611687488,1
36.18,0.021,6.548,0.977,120.929,"19-01-16_YC011",154,0,0,0,0,0,0.05,0.020967043,0.05,0.05,0.3998735,0.1,0.07,0.13,0.030167269,-0.04548991,0,0.03998735,0.359886146,0.199936748,0.4,-23.02633524,8.263338354,-1.528285228,2
4.49,0.139,6.69,0.883,10.333,"19-01-16_YC011",39,0,0,0,0,0,0.110046566,0.138422206,0.166944557,0.182903616,0.26274595,0.36,0.300023258,0.1,-0.013789029,0.024545712,-0.01626963,0.026274595,0.236471352,0.131372973,0.263,-9.710070272,3.679881572,-0.786809453,1
8.31,0.105,6.066,0.57,3.878,"19-01-16_YC011",49,0,0,0,0,0,0.05,0.031064896,0.05,0.05,0.25401354,0.1,0.1,0.07,0.014778552,0.008634329,0,0.025401354,0.228612185,0.127006769,0.254,-10.34264962,8.156995498,-0.706197391,1
21.11,0.037,6.783,0.672,24.936,"19-01-16_YC011",53,0,0,0,0,0,0.041157848,0.106301467,0.105720266,0.12691843,0.21185951,0.26,0.336662028,0.17,-0.012739358,0.011183341,0.012754958,0.021185951,0.190673558,0.105929755,0.212,-15.96545742,7.092670259,-0.517318176,1
9.64,0.063,6.139,0.805,17.848,"19-01-16_YC011",55,0,0,0,0,0,0.05,0.056898595,0.05,0.05,0.71586365,0.1,0.07,0.1,0.03827653,-0.007015333,0,0.071586365,0.644277281,0.357931823,0.716,-14.96930197,9.52524672,-1.111732297,1
4.48,0.176,7.011,0.8,6.654,"19-01-16_YC011",67,0,0,0,0,0,0.065,0.045663697,0.035358887,0.080796581,0.69757146,0.13,0.07,0.14,0.030745171,0.047889825,-0.014978622,0.069757146,0.627814311,0.348785728,0.698,-17.18666051,8.30624612,-0.338124327,1
17.7,0.048,6.7,0.786,19.22,"19-01-16_YC011",78,0,0,0,0,0,0.074348245,0.14758247,0.116747514,0.147585109,0.30512965,0.33,0.447120782,0.17,-0.06625164,0.08799477,0.021879697,0.030512965,0.274616683,0.152564824,0.305,-6.111124646,4.71614838,-0.514202057,1
19.31,0.032,6.578,0.785,28.247,"19-01-16_YC011",85,0,0,0,0,0,0.082687304,0.153427015,0.134685459,0.174747493,0.38207716,0.36,0.406170816,0.2,-0.06816026,0.08721472,0.000185102,0.038207716,0.343869442,0.191038579,0.382,-5.682459987,4.642901061,-0.751513418,1
20.88,0.032,6.677,0.72,21.982,"19-01-16_YC011",87,0,0,0,0,0,0.091606552,0.171977861,0.100974203,0.131057897,0.58253783,0.33,0.351057868,0.27,-0.03153075,0.08079971,0.03365317,0.058253783,0.524284047,0.291268915,0.583,-1.456122974,5.822588578,-1.376026121,1
41.79,0.017,6.361,0.934,85.548,"19-01-23_YC012",246,0,0,0,0,0,0.05,0.025873692,0.05,0.05,0.5430907,0.1,0.05,0.1,0.026071563,0.023792962,0,0.05430907,0.488781631,0.271545351,0.543,-23.17773302,9.063050559,-1.151576921,2
33.53,0.012,5.798,0.852,76.639,"19-01-23_YC012",824,0,0,0,0,0,0.05,0.055807153,0.05,0.05,0.87198406,0.1,0.07,0.1,0.03692861,-0.06138168,0,0.087198406,0.784785658,0.435992032,0.872,-17.76245043,6.89458048,0,2
5.32,0.048,4.841,1.142,44.337,"19-01-23_YC012",928,0,0,0,1,0,0.022859248,0.038231989,0.07021447,0.081493101,0.16469446,0.13,0.094828799,0.1,-0.010590141,-0.02041982,-0.084321318,0.016469446,0.148225012,0.082347229,0.165,-9.048590835,10.87135004,-0.730964909,2
5.66,0.112,6.303,0.675,5.812,"19-01-23_YC013",336,0,0,0,0,0,0.065541333,0.092353738,0.131203323,0.186523351,0.29162857,0.3,0.406171419,0.2,-0.111365825,0.12211079,-0.014962563,0.029162857,0.262465712,0.145814285,0.292,-5.800985362,5.161087151,-0.367467349,1
9.82,0.056,5.79,0.752,13.077,"19-01-23_YC013",44,0,0,0,0,0,0.1,0.084345211,0.067834617,0.108571115,0.8913896,0.2,0.14,0.2,0.022376873,-0.07671819,-0.007845374,0.089138961,0.802250648,0.445694804,0.891,-11.54444938,3.105611683,0,1
10.54,0.028,4.307,1.085,66.162,"19-01-24_YC012",168,0,0,0,0,0,0.041991643,0.086209068,0.069841572,0.096449277,0.46081164,0.2,0.097468371,0.1,-0.061332203,-0.037385702,0.008102739,0.046081164,0.41473048,0.230405822,0.461,-10.62556048,9.620243423,-2.292831578,2
4.42,0.095,5.123,0.868,15.957,"19-01-24_YC012",304,0,0,0,0,0,0.028702713,0.045098656,0.065340524,0.074214507,0.26728848,0.13,0.1371767,0.095,-0.011110275,-0.012194138,-0.016084554,0.026728848,0.240559629,0.133644238,0.267,-9.083352258,11.81189734,-0.935816532,2
47.84,0.008,5.303,0.806,100.634,"19-01-24_YC012",547,0,0,0,0,0,0.07,0.054963854,0.039081838,0.080914418,0.6117199,0.14,0.1,0.13,0.02926599,-0.19914667,-0.013829291,0.061171991,0.550547916,0.305859953,0.612,-15.7828491,7.841522464,-1.285873781,2
18.6,0.043,6.669,0.722,25.903,"19-01-24_YC012",554,0,0,0,0,0,0.046686419,0.081956119,0.119652497,0.140455996,0.21452884,0.24,0.118080659,0.1,-0.013791821,0.002814369,-0.02036443,0.021452884,0.193075959,0.107264422,0.215,-7.94056277,6.694556837,-0.957252851,1
18.99,0.014,4.66,0.82,65.956,"19-01-24_YC012",558,0,0,0,0,0,0.042885429,0.057033619,0.078245767,0.090803504,0.388539,0.16,0.100309303,0.13,-0.010143808,-0.10128369,-0.014092691,0.038853899,0.349685088,0.194269493,0.389,-10.07006429,10.00066586,-1.708476307,2
13.02,0.046,6.218,0.862,35.802,"19-01-24_YC012",563,0,0,0,0,0,0.085,0.073390108,0.085,0.085,0.6140635,0.17,0.1,0.185,-0.08839704,-0.16708063,-0.014983731,0.06140635,0.552657151,0.307031751,0.614,-11.11148722,7.064816492,-0.640012647,2
8.59,0.029,4.378,0.895,39.041,"19-01-24_YC012",898,0,0,0,0,0,0.03,0.02418872,0.03,0.03,0.8411637,0.06,0.04,0.1,0.040705036,-0.04865929,0,0.084116369,0.757047325,0.420581847,0.841,-34.77503955,11.49748294,-4.04824113,2
2.13,0.213,5.862,0.902,4.817,"19-01-24_YC013",30,0,0,0,0,0,0.074869645,0.179042095,0.133027615,0.163241395,0.331694,0.37,0.348678781,0.17,-0.06707025,0.030244805,-0.010358554,0.033169401,0.298524606,0.165847003,0.332,-6.560198843,4.412722282,-0.756275712,1
8.4,0.084,6.745,0.635,7.007,"19-01-24_YC013",38,0,0,0,0,0,0.098291224,0.134152776,0.139504408,0.160374949,0.34363148,0.33,0.380065246,0.17,-0.034900907,0.054390777,-0.013993967,0.034363148,0.309268329,0.171815738,0.344,-6.680162996,4.56046361,-0.59718956,1
3.36,0.174,6.183,0.826,4.895,"19-01-24_YC013",46,0,0,0,0,0,0.090306753,0.127828647,0.159038786,0.17753272,0.35564196,0.33,0.446411839,0.2,-0.06150417,0.12853724,-0.016028505,0.035564196,0.320077765,0.177820981,0.356,-6.635448249,4.60714992,-0.582812986,1
14.01,0.078,6.931,0.723,10.998,"19-01-24_YC013",51,0,0,0,0,0,0.106837241,0.1541657,0.115451416,0.164748304,0.89471453,0.34,0.277723309,0.36,-0.07926948,-0.026652357,-0.003476592,0.089471453,0.805243081,0.447357267,0.895,-3.226362655,6.76661097,-2.729321273,1
43.12,0.021,5.691,0.462,12.083,"19-01-24_YC013",59,0,0,0,0,0,0.1,0.096325125,0.062582083,0.097963806,0.9146537,0.2,0.13,0.2,0.069917224,0.015568275,-0.048568296,0.091465372,0.823188347,0.457326859,0.915,-12.06404645,3.704875938,-0.056630277,2
4.29,0.162,4.708,1.696,28.328,"19-01-24_YC013",651,0,0,0,0,0,0.086839166,0.172209189,0.115940818,0.136535121,0.31724057,0.34,0.384559854,0.13,-0.020566205,0.08928916,0.003454883,0.031724057,0.285516509,0.158620283,0.317,-7.510221425,4.516368623,-0.582633091,2
9.25,0.043,5.67,0.741,15.374,"19-08-14_YC015",133,0,0,0,0,0,0.108314169,0.162500202,0.08518849,0.109878077,0.8499569,0.3,0.428739555,0.2,-0.045105275,0.24124198,0.013796644,0.084995693,0.764961237,0.424978465,0.85,-4.824437381,7.194369728,-1.852846522,1
3.62,0.163,6.008,0.71,5.908,"19-08-14_YC015",1799,0,0,0,0,0,0.037798393,0.066344388,0.050011212,0.05528721,0.3894785,0.13,0.138465479,0.1,-0.007945789,-0.0536903,-0.018747832,0.03894785,0.350530654,0.194739252,0.389,-9.1622745,13.50566927,-1.340779009,1
11.38,0.072,6.748,0.698,12.233,"19-08-14_YC015",31,0,0,0,0,0,0.05,0.042115409,0.15,0.15,0.8148197,0.1,0.16,0.13,0.049900807,-0.064534344,0,0.081481969,0.733337724,0.407409847,0.815,-19.76984719,6.783910243,0,1
24.33,0.024,6.022,1.09,127.191,"19-08-14_YC015",351,0,0,0,0,0,0.035705846,0.092549718,0.080987729,0.116730848,0.23764122,0.23,0.237811548,0.155,-0.01266416,0.02066118,-0.000534618,0.023764122,0.213877094,0.118820608,0.238,-8.317604815,6.916095313,-0.704481845,2
20.63,0.039,6.66,0.56,18.195,"19-08-14_YC015",363,0,0,0,0,0,0.05,0.035158003,0.05,0.05,0.743647,0.1,0.05,0.07,0.020380868,-0.021185512,0,0.074364698,0.669282281,0.37182349,0.744,-23.02569107,10.30963543,-2.013370326,1
8.24,0.078,6.601,0.745,11.322,"19-08-14_YC015",381,0,0,0,0,0,0.08,0.057173643,0.058405248,0.095857817,0.40299466,0.16,0.1,0.13,0.004831128,-0.025823148,-0.021829903,0.040299466,0.362695196,0.201497331,0.403,-11.24582627,7.122430963,-0.745599951,1
12.4,0.042,6.013,0.7,16.717,"19-08-14_YC015",53,0,0,0,0,0,0.082679715,0.164523731,0.096252858,0.137359799,0.5891633,0.33,0.310714247,0.17,-0.04403113,-0.01082377,0.065418533,0.05891633,0.530246973,0.294581652,0.589,-7.337956542,6.068529954,-1.773276164,1
17.96,0.044,5.887,0.574,11.741,"19-08-14_YC015",60,0,0,0,0,0,0.034615707,0.04292999,0.047927296,0.078092558,0.56476736,0.13,0.118890614,0.105,-0.018095788,-0.023540312,-0.067926416,0.056476736,0.508290625,0.28238368,0.565,-8.570411968,12.9471827,-1.923117833,1
30.78,0.028,6.905,0.802,44.41,"19-08-14_YC015",846,0,0,0,0,0,0.05,0.028498407,0.05,0.05,0.42591262,0.1,0.05,0.06,0.007175931,-0.035388976,0,0.042591262,0.383321357,0.212956309,0.426,-18.10477505,8.295773974,-0.81291212,1
23.89,0.017,5.398,0.975,87.359,"19-08-14_YC015",847,0,0,0,0,0,0.032537227,0.068879899,0.070831019,0.086305561,0.32516512,0.17,0.139258139,0.115,-0.010428088,-0.06991431,-0.017154894,0.032516512,0.29264861,0.162582561,0.325,-10.01305365,9.686531958,-1.399262233,2
23.09,0.03,5.65,0.563,16.834,"19-08-14_YC015",848,0,0,0,0,0,0.032744491,0.062004289,0.057472179,0.087727654,0.41831702,0.16,0.133780126,0.12,-0.009415239,-0.008764477,-0.022345605,0.041831702,0.376485318,0.20915851,0.418,-8.542251805,11.2251086,-1.370978285,1
16.23,0.028,6.013,0.986,67.666,"19-08-14_YC015",850,0,0,0,0,0,0.036003006,0.057800117,0.055874257,0.063267319,0.48632282,0.13,0.137385483,0.06,-0.015991427,-0.020248838,-7.1e-07,0.048632282,0.437690538,0.24316141,0.486,-9.559520959,14.03100974,-1.808839167,2
23.68,0.012,5.077,0.942,90.098,"19-08-14_YC015",851,0,0,0,0,0,0.055812494,0.081444221,0.084744623,0.102994812,0.3487747,0.2,0.134231496,0.1,-0.016510677,-0.017757406,-0.027099797,0.03487747,0.313897231,0.174387351,0.349,-9.683667689,8.234993368,-1.316456637,2
6.53,0.053,5.172,1.047,40.48,"19-08-14_YC015",864,0,0,0,0,0,0.045307102,0.075599908,0.073797256,0.081707612,0.3527859,0.17,0.1817515,0.1,-0.018393394,0.00128404,0.000590647,0.035278589,0.317507297,0.176392943,0.353,-10.78099839,9.949942756,-1.136661425,2
10.27,0.061,6.329,0.814,24.084,"19-08-14_YC015",867,0,0,0,0,0,0.042097928,0.077159158,0.068445405,0.085131985,0.768792,0.17,0.10784366,0.115,0.004981115,0.005833367,0.018749928,0.076879197,0.691912776,0.384395987,0.769,-12.19709016,13.21762579,-2.891170531,1
5.73,0.113,6.314,1.183,35.504,"19-08-14_YC015",882,0,0,0,0,0,0.0247179,0.044325533,0.065,0.076263326,0.3774054,0.13,0.116271945,0.105,-0.015177325,-0.000340324,-0.124432648,0.037740541,0.339664865,0.188702703,0.377,-6.462038385,12.8306429,-1.233463657,2
1.78,0.457,7.118,0.94,5.164,"19-08-14_YC015",912,0,0,0,0,0,0.349998168,0.421781417,0.544704328,0.571194557,0.3792363,1.1,0.57214989,0.53,-0.04293626,0.028958524,-0.007415942,0.037923631,0.34131268,0.189618155,0.379,-0.651677775,1.217503074,-0.716024952,1
12.65,0.052,6.513,0.683,13.154,"19-08-14_YC015",921,0,0,0,0,0,0.1,0.129632329,0.1,0.1,0.7702678,0.2,0.2,0.1,0.04195822,0.07554398,-0.033099023,0.077026778,0.693241006,0.385133892,0.77,-9.116577155,7.742000518,-0.929176758,1
25.14,0.023,6.524,0.825,44.871,"19-08-14_YC015",934,0,0,0,0,0,0.05,0.036401741,0.25,0.25,0.598757,0.1,0.1,0.2,0.06894524,0.004486172,0,0.059875703,0.538881326,0.299378514,0.599,-17.45616715,3.053792754,-0.081661624,1
8.2,0.05,5.59,0.844,17.995,"19-08-14_YC015",975,0,0,0,0,0,0.102920699,0.136655459,0.192806895,0.242129999,0.6816102,0.4,0.310030334,0.23,-0.0715363,0.057886694,0.01440491,0.068161023,0.613449204,0.340805113,0.682,-6.763834082,4.731247196,-1.620177768,1
43.39,0.014,6.346,0.746,56.09,"19-08-14_YC015",98,0,0,0,0,0,0.113980594,0.163842424,0.211689982,0.228829837,0.22867832,0.43,0.436448696,0.2,-0.09089672,0.054474976,0.012356093,0.022867832,0.205810484,0.114339158,0.229,-5.974967521,3.000435648,-0.355271361,1
30.13,0.029,6.827,0.642,23.327,"19-08-14_YC015",129,0,0,0,0,0,0.05,0.029907077,0.05,0.05,0.4335113,0.1,0.05,0.06,0.08351346,-0.21383372,0,0.043351129,0.390160158,0.216755643,0.434,-17.23854894,8.572505553,-1.564100577,1
88.36,0.011,5.203,0.471,27.614,"19-08-14_YC015",142,0,0,0,0,0,0.056265535,0.102468678,0.07364692,0.081994083,0.39011973,0.2,0.153923579,0.1,-0.02270942,-0.01270215,-0.001169143,0.039011973,0.351107758,0.195059866,0.39,-12.32931601,8.286847756,-1.573686688,2
17.04,0.037,6.252,0.867,34.759,"19-08-14_YC015",281,0,0,0,0,0,0.065,0.059800472,0.035270967,0.066198112,0.9059401,0.13,0.13,0.06,0.06891756,-0.13543977,-0.000582221,0.090594012,0.815346104,0.452970058,0.906,-18.7476767,8.472630294,-1.008187916,2
11.48,0.065,6.494,0.681,13.242,"19-08-14_YC015",283,0,0,0,0,0,0.035,0.041088448,0.105,0.105,0.9913399,0.07,0.07,0.1,0.03959448,-0.09338351,0,0.099133992,0.89220593,0.495669961,0.991,-24.12697407,6.434117127,-0.351245962,1
24.62,0.025,5.368,0.642,25.421,"19-08-14_YC015",439,0,0,0,0,0,0.085423994,0.125775465,0.147512914,0.178665426,0.33545244,0.33,0.392621378,0.2,-0.11929067,0.10948426,-0.014765337,0.033545244,0.301907194,0.167726219,0.335,-4.857312945,4.673010918,-0.681828681,1
32.93,0.024,6.018,0.53,17.586,"19-08-14_YC015",440,0,0,0,0,0,0.088629115,0.13746575,0.129790446,0.160006218,0.35686824,0.33,0.358442903,0.2,-0.0881636,0.08466095,-0.010702821,0.035686824,0.321181414,0.178434119,0.357,-5.477986459,4.792808367,-0.739979231,1
16.47,0.036,6.112,0.99,65.465,"19-08-14_YC015",452,0,0,0,0,0,0.025538302,0.068306698,0.072001148,0.090725092,0.313979,0.17,0.155374531,0.1,-0.022442734,-0.024055073,0.017468482,0.0313979,0.2825811,0.1569895,0.314,-9.982101376,10.47959119,-1.081755345,2
7.3,0.107,6.729,0.622,6.254,"19-08-14_YC015",56,0,0,0,0,0,0.147048954,0.292911181,0.11895686,0.18247285,0.39796618,0.53,0.517164447,0.23,-0.057541132,0.018007312,0.078645828,0.039796618,0.358169559,0.198983088,0.398,-6.135020528,4.50208855,-0.945381471,1
25.71,0.024,6.078,0.738,36.503,"19-08-14_YC015",641,0,0,0,0,0,0.05,0.03288367,0.13,0.13,0.4464768,0.1,0.05,0.1,0.011010251,-0.1357783,0,0.044647679,0.401829109,0.223238394,0.446,-16.13310333,7.269973863,-1.064436311,1
31.88,0.014,5.789,0.972,97.85,"19-08-14_YC015",642,0,0,0,0,0,0.027959931,0.062159689,0.065656505,0.087104354,0.3252579,0.16,0.249083497,0.13,-0.014414111,0.08274947,-0.021218599,0.03252579,0.292732108,0.162628949,0.325,-9.578155887,10.70527964,-0.459589874,2
23.87,0.019,5.071,1.566,117.505,"19-08-14_YC015",643,0,0,0,0,0,0.12,0.115597229,0.12,0.12,0.2743973,0.24,0.13,0.14,0.0324133,-0.09499366,-0.044840958,0.027439731,0.246957582,0.137198657,0.274,-4.252308967,7.071119891,-0.116517756,2
7.3,0.066,5.803,0.855,13.752,"19-08-14_YC015",652,0,0,0,0,0,0.040190795,0.087320029,0.09395307,0.127259034,0.31025207,0.23,0.214958563,0.2,-0.066628,-0.07246136,-0.009074768,0.031025207,0.279226863,0.155126035,0.31,-4.953385016,7.230163042,-1.079713655,1
13.42,0.054,6.555,0.799,25.021,"19-08-14_YC015",658,0,0,0,0,0,0.05,0.019147971,0.1,0.1,0.2248413,0.1,0.03,0.06,0.016273135,0.028007766,0,0.02248413,0.202357167,0.112420648,0.225,-15.15406062,8.209770045,-0.390055288,1
20.1,0.032,5.804,0.71,23.758,"19-08-14_YC015",663,0,0,0,0,0,0.05614405,0.105947936,0.065095786,0.074940551,0.38469625,0.2,0.174160801,0.15,-0.019141914,0.018017357,-0.002057201,0.038469625,0.346226621,0.192348123,0.385,-16.96785906,11.20531539,-1.427285106,1
7.96,0.066,5.961,0.835,12.7,"19-08-14_YC015",68,0,0,0,0,0,0.04101175,0.103926055,0.06701668,0.117427779,0.44792336,0.24,0.284752048,0.18,-0.025013015,0.037664052,-0.001620621,0.044792336,0.403131026,0.223961681,0.448,-6.279779272,8.387877595,-1.265018597,1
