MFRBlockHz,tf_MedIsi,tf_Entropy,tf_CV2Mean,tf_LvR,Sample,Unit,Cluster
8.28,0.092,5.893,1.1,47.471,19-08-14_YC016_probe2,210,GoMF
42.02,0.011,5.474,0.826,84.766,19-08-14_YC016_probe2,211,GoMF
25.42,0.011,4.378,0.962,92.073,19-08-14_YC016_probe2,216,GoMF
10.75,0.071,6.911,0.658,10.587,19-08-14_YC016_probe2,334,MLI
35.39,0.021,6.787,0.688,36.019,19-08-14_YC016_probe2,404,MLI
20.57,0.04,6.833,0.527,13.015,19-08-14_YC016_probe2,417,MLI
7.93,0.078,6.543,0.7,10.489,19-08-14_YC016_probe2,427,MLI
38.2,0.017,6.576,0.903,88.198,19-08-14_YC016_probe2,429,GoMF
60.16,0.011,5.472,0.447,21.903,19-08-14_YC016_probe2,442,Unknown
8.33,0.044,5.514,0.769,19.15,19-08-14_YC016_probe2,511,MLI
31.98,0.02,6.052,0.796,55.631,19-08-14_YC016_probe2,553,MLI
5.03,0.143,6.867,0.93,11.231,19-08-14_YC016_probe2,586,MLI
48.66,0.014,5.934,0.481,20.179,19-08-14_YC016_probe2,598,Unknown
62.1,0.013,4.605,0.351,14.251,19-08-14_YC016_probe2,599,Unknown
63.06,0.007,5.29,1.161,220.284,19-08-14_YC016_probe2,825,GoMF
17.06,0.038,6.596,1.05,57.224,19-08-14_YC016_probe2,834,GoMF
8.92,0.075,6.462,0.754,15.704,19-08-14_YC016_probe2,846,MLI
14.46,0.033,5.933,0.918,42.469,19-08-14_YC016_probe2,849,GoMF
39.14,0.01,4.304,0.738,90.19,19-08-14_YC016_probe2,876,GoMF
6.94,0.092,6.586,0.831,11.616,19-08-14_YC016_probe2,881,MLI
19.27,0.042,6.35,0.623,30.168,19-08-14_YC016_probe2,884,MLI
11.15,0.028,5.34,1.025,61.532,19-08-15_YC016_probe1,374,GoMF
26.45,0.017,5.556,0.912,60.951,19-08-15_YC016_probe1,41,GoMF
19.16,0.024,6.069,1.026,71.803,19-08-15_YC016_probe1,485,GoMF
91.43,0.008,5.896,0.499,41.973,19-08-15_YC016_probe1,527,Unknown
21.7,0.039,6.887,0.48,9.708,19-08-15_YC016_probe1,530,MLI
22.67,0.035,6.547,0.631,19.843,19-08-15_YC016_probe1,72,MLI
44.16,0.01,5.341,0.908,103.063,19-08-15_YC016_probe1,80,GoMF
7.45,0.022,4.446,0.989,42.276,19-08-15_YC016_probe1,86,GoMF
23.74,0.022,5.495,0.811,42.774,19-08-15_YC016_probe1,90,MLI
10.68,0.033,4.879,0.799,28.1,19-08-15_YC016_probe1,95,GoMF
12.62,0.057,6.618,0.679,13.296,19-08-16_YC014_probe1,104,MLI
14.86,0.064,5.898,0.411,4.489,19-08-16_YC014_probe1,184,MLI
79.85,0.011,5.467,0.533,29.974,19-08-16_YC014_probe1,205,Unknown
11.75,0.073,5.937,0.691,13.261,19-08-16_YC014_probe1,221,MLI
25.01,0.034,7.08,0.541,15.129,19-08-16_YC014_probe1,253,MLI
15.24,0.046,6.747,0.582,11.107,19-08-16_YC014_probe1,258,MLI
19.25,0.041,6.839,0.674,18.599,19-08-16_YC014_probe1,267,MLI
32.62,0.022,6.272,0.505,19.664,19-08-16_YC014_probe1,273,MLI
33,0.023,6.282,0.615,23.542,19-08-16_YC014_probe1,281,MLI
17.44,0.04,6.325,0.67,20.198,19-08-16_YC014_probe1,283,MLI
14.7,0.041,5.901,0.75,19.369,19-08-16_YC014_probe1,285,MLI
25.07,0.029,6.358,0.685,26.914,19-08-16_YC014_probe1,286,MLI
29.14,0.029,6.784,0.452,12.808,19-08-16_YC014_probe1,323,MLI
23.79,0.02,6.111,1.043,88.22,19-08-16_YC014_probe1,329,GoMF
14.85,0.055,6.986,0.737,19.608,19-08-16_YC014_probe1,389,MLI
14.94,0.024,5.675,1.012,71.669,19-08-16_YC014_probe1,396,GoMF
12.43,0.048,5.873,0.714,13.037,19-08-16_YC014_probe1,40,MLI
20.88,0.028,5.85,0.687,22.715,19-08-16_YC014_probe1,41,MLI
6.95,0.046,4.898,0.897,16.712,19-08-16_YC014_probe1,43,GoMF
8.72,0.071,6.358,0.841,13.524,19-08-16_YC014_probe1,75,MLI
14.88,0.044,5.436,0.962,33.735,19-08-16_YC014_probe1,79,GoMF
10.86,0.065,6.711,0.76,14.512,19-08-16_YC014_probe1,87,MLI
6.83,0.082,5.857,0.707,9.191,19-08-16_YC014_probe1,98,MLI
17.3,0.033,6.209,0.779,23.745,19-08-16_YC015_probe1,2,MLI
1.54,0.024,3.733,1.391,79.828,19-08-16_YC015_probe1,27,GoMF
7.59,0.042,4.107,0.961,32.887,19-09-30_YC017_probe1,104,GoMF
35.14,0.011,4.843,0.331,18.096,19-09-30_YC017_probe1,119,Unknown
33.04,0.022,6.794,0.747,40.546,19-09-30_YC017_probe1,147,MLI
34.85,0.017,6.51,0.78,53.267,19-09-30_YC017_probe1,211,MLI
6.37,0.026,4.507,1.001,22.726,19-09-30_YC017_probe1,322,GoMF
2.86,0.256,6.123,1.307,20.781,19-09-30_YC017_probe1,328,Gr
11.18,0.084,6.4,0.248,1.32,19-09-30_YC017_probe1,370,MLI
60,0.022,6.485,0.802,40.995,19-09-30_YC017_probe1,376,MLI
9.25,0.053,6.254,0.728,16.046,19-09-30_YC017_probe1,391,MLI
29.61,0.021,5.904,0.493,16.332,19-09-30_YC017_probe1,409,MLI
6.63,0.127,7.065,0.608,5.772,19-09-30_YC017_probe1,417,MLI
12.47,0.047,6.514,0.654,14.914,19-09-30_YC017_probe1,418,MLI
13.71,0.052,6.798,0.717,16.912,19-09-30_YC017_probe1,441,MLI
26.29,0.023,6.336,0.878,56.178,19-09-30_YC017_probe1,481,MLI
13.02,0.036,5.526,0.872,34.403,19-09-30_YC017_probe1,532,GoMF
76.08,0.011,5.661,0.457,26.515,19-09-30_YC017_probe1,654,Unknown
11.13,0.061,6.688,0.969,27.505,19-09-30_YC017_probe1,842,MLI
10.35,0.009,2.419,0.767,30.742,19-09-30_YC017_probe1,867,GoMF
19.2,0.03,6.169,0.844,42.658,19-09-30_YC017_probe1,923,MLI
31.3,0.02,6.068,0.783,51.683,19-09-30_YC018_probe1,103,MLI
67.84,0.015,5.319,0.574,22.642,19-09-30_YC018_probe1,104,Unknown
27.15,0.016,5.708,0.962,75.669,19-09-30_YC018_probe1,136,GoMF
10.21,0.026,5.144,0.969,51.156,19-09-30_YC018_probe1,146,GoMF
6.42,0.106,6.101,0.634,5.01,19-09-30_YC018_probe1,153,MLI
14.42,0.043,6.482,0.726,19.707,19-09-30_YC018_probe1,156,MLI
1.1,0.401,5.028,0.828,2.749,19-09-30_YC018_probe1,160,Gr
3.58,0.208,6.342,0.672,3.682,19-09-30_YC018_probe1,171,MLI
48.15,0.02,6.547,0.72,34.254,19-09-30_YC018_probe1,270,MLI
30.33,0.027,6.794,0.671,28.215,19-09-30_YC018_probe1,275,MLI
2.55,0.25,5.811,0.844,5.983,19-09-30_YC018_probe1,421,Gr
1.15,0.273,5.442,1.182,8.324,19-09-30_YC018_probe1,430,Gr
20.61,0.019,5.627,0.985,76.989,19-09-30_YC018_probe1,451,GoMF
38.61,0.01,5.977,0.624,45.199,19-09-30_YC018_probe1,481,MLI
8.88,0.048,4.135,0.673,15.276,19-09-30_YC018_probe1,486,GoMF
5.85,0.035,5.31,0.895,26.53,19-09-30_YC018_probe1,5,GoMF
37.47,0.02,6.166,0.509,17.831,19-09-30_YC018_probe1,504,MLI
14.07,0.028,4.928,0.699,19.866,19-09-30_YC018_probe1,513,GoMF
24.42,0.035,7.069,0.505,13.329,19-09-30_YC018_probe1,515,MLI
5.37,0.024,4.581,1.046,24.877,19-09-30_YC018_probe1,598,GoMF
6.38,0.077,6.386,0.708,10.908,19-09-30_YC018_probe1,602,MLI
13.77,0.042,5.423,0.579,16.699,19-09-30_YC018_probe1,692,MLI
32.13,0.023,5.33,0.409,10.395,19-09-30_YC018_probe1,702,Unknown
46.21,0.015,4.749,0.357,13.396,19-09-30_YC018_probe1,732,Unknown
82.19,0.005,4.49,0.352,18.364,19-09-30_YC018_probe1,91,Unknown
44.15,0.017,6.918,0.728,42.948,19-10-01_YC017_probe1,138,MLI
6.24,0.109,6.269,0.652,6.279,19-10-01_YC017_probe1,145,MLI
10.27,0.061,5.083,0.517,13.831,19-10-01_YC017_probe1,206,MLI
6.45,0.121,6.943,0.681,7.115,19-10-01_YC017_probe1,213,MLI
7.56,0.094,6.774,0.713,9.378,19-10-01_YC017_probe1,220,MLI
11.28,0.07,6.799,0.603,8.48,19-10-01_YC017_probe1,222,MLI
9.46,0.101,6.945,0.614,6.351,19-10-01_YC017_probe1,224,MLI
8.21,0.026,4.435,0.861,47.557,19-10-01_YC017_probe1,233,GoMF
34.51,0.019,5.423,0.501,20.918,19-10-01_YC017_probe1,241,MLI
7.96,0.016,2.839,0.849,67.854,19-10-01_YC017_probe1,242,GoMF
13.21,0.054,6.191,0.742,15.046,19-10-01_YC017_probe1,243,MLI
8.02,0.096,6.936,0.68,8.192,19-10-01_YC017_probe1,245,MLI
22.97,0.029,5.405,0.924,49.438,19-10-01_YC017_probe1,249,GoMF
13.19,0.061,7.018,0.625,10.208,19-10-01_YC017_probe1,261,MLI
22.08,0.041,6.378,0.491,11.516,19-10-01_YC017_probe1,267,MLI
13.24,0.051,6.583,0.9,30.818,19-10-01_YC017_probe1,279,MLI
13.41,0.06,7.025,0.606,9.49,19-10-01_YC017_probe1,280,MLI
33.62,0.015,6.033,0.896,93.053,19-10-01_YC017_probe1,296,GoMF
5.5,0.093,5.604,0.924,16.094,19-10-01_YC017_probe1,343,MLI
8.52,0.094,7.008,0.686,9.045,19-10-01_YC017_probe1,438,MLI
23.76,0.031,6.484,0.822,44.04,19-10-01_YC017_probe1,446,MLI
15.22,0.038,4.556,0.861,35.62,19-10-01_YC017_probe1,448,GoMF
12.46,0.049,5.582,0.759,20.34,19-10-01_YC017_probe1,454,MLI
22.2,0.031,6.141,0.727,28.96,19-10-01_YC017_probe1,456,MLI
26.96,0.025,6.095,0.635,22.63,19-10-01_YC017_probe1,458,MLI
17.37,0.03,4.303,0.722,22.766,19-10-01_YC017_probe1,459,GoMF
8.01,0.097,6.98,0.717,9.926,19-10-01_YC017_probe1,462,MLI
12.47,0.015,3.972,0.8,67.679,19-10-01_YC017_probe1,464,GoMF
28.63,0.023,5.084,0.755,36.494,19-10-01_YC017_probe1,492,GoMF
44.08,0.02,6.133,0.709,42.029,19-10-01_YC017_probe1,493,MLI
13.85,0.046,5.728,0.558,8.735,19-10-01_YC017_probe1,69,MLI
28.22,0.028,6.496,0.671,26.552,19-10-01_YC017_probe1,91,MLI
11.77,0.069,6.816,0.708,11.889,19-10-02_YC019_probe1,22,MLI
27.93,0.028,6.927,0.65,21.61,19-10-02_YC019_probe1,7,MLI
29.71,0.022,5.909,0.664,29.3,19-10-02_YC020_probe1,16,MLI
9.98,0.09,6.719,0.27,1.401,19-10-03_YC019_probe1,1,MLI
16.97,0.043,6.555,0.893,32.148,19-10-03_YC019_probe1,122,MLI
144.22,0.005,4.333,0.33,29.976,19-10-03_YC019_probe1,129,Unknown
33.44,0.018,6.087,0.767,43.383,19-10-03_YC019_probe1,132,MLI
10.52,0.071,6.025,0.581,6.77,19-10-03_YC019_probe1,190,MLI
21.3,0.022,5.752,0.541,31.638,19-10-03_YC019_probe1,194,MLI
10.43,0.068,6.614,0.661,11.817,19-10-03_YC019_probe1,201,MLI
10.08,0.074,6.648,0.668,8.722,19-10-03_YC019_probe1,208,MLI
22.34,0.039,7.071,0.512,12.447,19-10-03_YC019_probe1,54,MLI
5.67,0.157,6.672,0.314,1.118,19-10-03_YC019_probe1,6,MLI
8.07,0.099,6.669,0.48,4.142,19-10-03_YC019_probe1,7,MLI
5.63,0.038,3.257,0.946,37.488,19-10-03_YC020_probe1,114,GoMF
5.87,0.009,2.274,0.879,27.103,19-10-03_YC020_probe1,122,GoMF
74.77,0.008,3.967,0.349,21.342,19-10-03_YC020_probe1,145,Unknown
27.41,0.014,3.281,0.488,17.34,19-10-03_YC020_probe1,151,Unknown
7.44,0.021,4.895,1.04,31.882,19-10-03_YC020_probe1,152,GoMF
67.34,0.009,5.234,0.551,36.588,19-10-03_YC020_probe1,158,Unknown
13.95,0.048,6.562,0.862,23.825,19-10-03_YC020_probe1,171,MLI
13.74,0.048,6.632,0.846,23.628,19-10-03_YC020_probe1,172,MLI
2.66,0.034,4.013,1.828,36.364,19-10-03_YC020_probe1,78,GoMF
2.73,0.218,6.401,0.897,6.295,19-10-22_YC022_probe1,103,Gr
41.69,0.019,6.819,0.764,43.086,19-10-22_YC022_probe1,12,MLI
24.83,0.024,5.377,0.871,52.589,19-10-22_YC022_probe1,155,GoMF
11.11,0.068,6.755,0.623,8.261,19-10-22_YC022_probe1,162,MLI
10.68,0.067,6.747,0.697,10.181,19-10-22_YC022_probe1,163,MLI
18.12,0.046,7.076,0.553,10.577,19-10-22_YC022_probe1,166,MLI
2.6,0.165,5.214,1.008,12.865,19-10-22_YC022_probe1,173,Gr
9.07,0.081,6.852,0.73,10.245,19-10-22_YC022_probe1,175,MLI
11.8,0.063,6.818,0.666,9.953,19-10-22_YC022_probe1,179,MLI
12.19,0.058,6.483,0.626,9.277,19-10-22_YC022_probe1,182,MLI
8.47,0.047,4.561,0.952,28.662,19-10-22_YC022_probe1,193,GoMF
8.03,0.042,4.989,0.933,36.037,19-10-22_YC022_probe1,284,GoMF
3.53,0.222,6.506,0.911,7.733,19-10-22_YC022_probe1,308,Gr
28.79,0.025,6.121,0.671,28.162,19-10-22_YC022_probe1,427,MLI
35.9,0.016,5.781,0.741,67.962,19-10-22_YC022_probe1,433,GoMF
8.44,0.079,6.134,0.807,13.376,19-10-22_YC022_probe1,434,MLI
7.91,0.091,6.359,0.624,6.402,19-10-22_YC022_probe1,449,MLI
6.87,0.107,6.722,0.709,7.188,19-10-22_YC022_probe1,464,MLI
17.25,0.034,6.06,0.789,31.435,19-10-22_YC022_probe1,466,MLI
11.38,0.069,6.566,0.504,5.667,19-10-22_YC022_probe1,480,MLI
23.84,0.029,6.021,0.994,60.995,19-10-22_YC022_probe1,481,GoMF
21.54,0.029,5.957,0.772,32.192,19-10-22_YC022_probe1,571,MLI
1.14,0.055,2.665,0.951,18.525,19-10-22_YC022_probe1,577,GoMF
9.85,0.033,4.674,0.995,57.593,19-10-22_YC022_probe1,602,GoMF
12.7,0.053,6.384,0.757,23.337,19-10-22_YC022_probe1,621,MLI
2.87,0.075,2.496,0.452,4.182,19-10-22_YC022_probe1,624,Unknown
11.75,0.054,6.205,0.692,12.037,19-10-22_YC022_probe1,687,MLI
12.73,0.042,5.971,0.878,29.048,19-10-22_YC022_probe1,698,MLI
6.88,0.118,7.035,0.685,6.742,19-10-22_YC022_probe1,736,MLI
10.1,0.04,5.418,0.877,29.315,19-10-22_YC022_probe1,740,GoMF
5.03,0.091,4.8,0.869,12.482,19-10-22_YC022_probe1,741,GoMF
17.18,0.025,5.539,0.927,53.98,19-10-22_YC022_probe1,754,GoMF
18.38,0.026,5.542,0.997,62.783,19-10-22_YC022_probe1,759,GoMF
6.26,0.12,6.779,0.662,5.689,19-10-22_YC022_probe1,79,MLI
9.77,0.078,6.607,0.562,5.956,19-10-22_YC022_probe1,806,MLI
17.05,0.013,5.178,1.033,63.383,19-10-22_YC022_probe1,857,GoMF
14.78,0.025,5.579,0.836,42.677,19-10-22_YC022_probe1,862,GoMF
9.21,0.262,4.319,0.901,4.967,19-10-22_YC022_probe1,874,Gr
3.76,0.015,1.915,0.903,69.438,19-10-22_YC022_probe1,89,GoMF
17.88,0.051,6.98,0.508,9.304,19-10-22_YC022_probe1,91,MLI
4.59,0.062,5.291,0.87,14.723,19-10-22_YC022_probe1,918,GoMF
1.92,0.107,4.986,1.305,51.783,19-10-22_YC022_probe1,939,GoMF
12.58,0.083,6.226,0.258,4.681,19-10-23_YC022_probe1,151,MLI
11.24,0.092,6.146,0.189,2.343,19-10-23_YC022_probe1,160,MLI
2.56,0.111,5.108,0.664,4.062,19-10-23_YC022_probe1,163,GoMF
118.62,0.007,5.017,0.316,24.32,19-10-23_YC022_probe1,165,Unknown
1.1,0.476,6.347,1.001,5.291,19-10-23_YC022_probe1,200,Gr
3.45,0.206,6.835,0.916,7.969,19-10-23_YC022_probe1,202,Gr
0.86,0.504,6.54,0.98,4.528,19-10-23_YC022_probe1,208,Gr
0.98,0.547,6.513,0.953,4.107,19-10-23_YC022_probe1,211,Gr
4.09,0.135,6.369,0.997,23.461,19-10-23_YC022_probe1,240,MLI
24.32,0.017,5.437,0.931,59.217,19-10-23_YC022_probe1,286,GoMF
4.36,0.169,6.823,0.902,8.832,19-10-23_YC022_probe1,287,MLI
1.48,0.422,6.705,0.913,4.399,19-10-23_YC022_probe1,4,Gr
44.57,0.008,2.991,0.856,104.407,19-10-23_YC022_probe1,55,GoMF
34.92,0.021,6.62,0.77,41.735,19-10-23_YC022_probe1,76,MLI
14.9,0.043,4.961,0.94,28.46,19-11-14_YC029_probe1,27,GoMF
13.55,0.026,5.736,0.985,57.987,19-11-14_YC030_probe1,19,GoMF
16.83,0.021,4.956,1.045,70.631,19-11-14_YC030_probe1,21,GoMF
11.35,0.036,5.578,1.079,57.8,19-11-14_YC030_probe1,22,GoMF
0.53,0.151,5.311,1.047,17.586,19-11-14_YC030_probe1,26,Gr
32.97,0.028,6.658,0.439,10.306,19-11-14_YC030_probe1,39,MLI
14.31,0.048,6.341,0.519,7.838,19-11-14_YC030_probe1,43,MLI
18.87,0.034,3.739,0.489,9.068,19-11-14_YC030_probe1,47,Unknown
18.33,0.032,5.807,0.856,30.301,19-10-28_YC031_probe1,7,MLI
9.59,0.05,5.846,0.905,30.484,19-11-08_YC038_probe2,101,MLI
6.56,0.036,3.788,0.737,16.44,19-11-08_YC038_probe2,103,GoMF
3.12,0.043,3.758,1.217,57.895,19-11-08_YC038_probe2,105,GoMF
12.3,0.068,6.348,0.717,19.87,19-11-08_YC038_probe2,106,MLI
8.01,0.096,6.999,0.708,9.374,19-11-08_YC038_probe2,108,MLI
3.36,0.12,5.461,1.074,37.283,19-11-08_YC038_probe2,111,GoMF
8.53,0.092,6.887,0.637,7.013,19-11-08_YC038_probe2,129,MLI
8.5,0.021,4.189,1.19,94.387,19-11-08_YC038_probe2,137,GoMF
13.02,0.062,7.05,0.647,10.383,19-11-08_YC038_probe2,146,MLI
9.22,0.029,5.398,1.126,56.518,19-11-08_YC038_probe2,147,GoMF
6.56,0.061,4.705,0.888,18.278,19-11-08_YC038_probe2,21,GoMF
9.92,0.066,6.67,0.838,14.672,19-11-08_YC038_probe2,257,MLI
12.35,0.011,3.998,1.146,119.295,19-11-08_YC038_probe2,309,GoMF
7.93,0.048,5.347,0.912,33.357,19-11-08_YC038_probe2,32,GoMF
7.92,0.047,5.496,1.012,37.323,19-11-08_YC038_probe2,33,GoMF
6.42,0.028,4.992,1.228,52.911,19-11-08_YC038_probe2,330,GoMF
17.4,0.035,6.222,0.933,44.81,19-11-08_YC038_probe2,372,GoMF
11.33,0.03,4.886,0.875,42.236,19-11-08_YC038_probe2,382,GoMF
7.9,0.016,3.826,1.189,91.882,19-11-08_YC038_probe2,389,GoMF
9.56,0.016,3.595,1.042,84.379,19-11-08_YC038_probe2,394,GoMF
6.91,0.064,5.675,1.087,37.781,19-11-08_YC038_probe2,406,GoMF
7.35,0.028,4.739,1.129,61.049,19-11-08_YC038_probe2,411,GoMF
13.56,0.047,5.937,0.658,13.758,19-11-08_YC038_probe2,414,MLI
10.3,0.053,4.124,0.709,13.807,19-11-08_YC038_probe2,415,GoMF
13.2,0.008,3.958,1.167,112.142,19-11-08_YC038_probe2,416,GoMF
0.37,0.128,3.812,1.308,34.221,19-11-08_YC038_probe2,417,GoMF
2.17,0.154,4.483,0.919,8.589,19-11-08_YC038_probe2,42,Gr
8.77,0.048,5.529,0.884,25.665,19-11-08_YC038_probe2,427,GoMF
10.03,0.05,4.422,0.902,28.935,19-11-08_YC038_probe2,428,GoMF
7.19,0.025,4.967,1.194,85.013,19-11-08_YC038_probe2,43,GoMF
14.45,0.044,6.378,0.866,29.81,19-11-08_YC038_probe2,432,MLI
11.49,0.071,6.935,0.591,8.084,19-11-08_YC038_probe2,436,MLI
5,0.083,5.604,0.927,16.034,19-11-08_YC038_probe2,437,MLI
7.33,0.113,6.373,0.983,14.55,19-11-08_YC038_probe2,439,MLI
10.64,0.079,6.986,0.562,7.007,19-11-08_YC038_probe2,473,MLI
4.82,0.054,4.688,0.936,21.393,19-11-08_YC038_probe2,48,GoMF
10.65,0.023,4.764,0.805,30.177,19-11-08_YC038_probe2,49,GoMF
2.16,0.134,4.397,0.999,12.018,19-11-08_YC038_probe2,535,Gr
3.05,0.076,3.469,1.121,24.237,19-11-08_YC038_probe2,541,GoMF
2.09,0.046,3.011,1.037,40.804,19-11-08_YC038_probe2,574,GoMF
8.39,0.022,4.563,1.177,85.734,19-11-08_YC038_probe2,579,GoMF
22.55,0.034,6.668,0.789,32.849,19-11-08_YC038_probe2,59,MLI
20.55,0.031,6.393,0.63,35.558,19-11-08_YC038_probe2,66,MLI
32.23,0.022,6.683,0.875,58.621,19-11-08_YC038_probe2,73,MLI
12.54,0.066,6.984,0.564,7.656,19-11-08_YC038_probe2,74,MLI
10.8,0.066,6.448,0.567,7.381,19-11-08_YC038_probe2,78,MLI
9.37,0.083,6.88,0.672,8.784,19-11-08_YC038_probe2,8,MLI
10,0.01,4.229,1.14,98.344,19-11-08_YC038_probe2,81,GoMF
26.28,0.027,6.581,0.763,31.326,19-11-05_YC037_probe1,10,MLI
8.99,0.016,4.447,0.79,46.087,19-11-05_YC037_probe1,102,GoMF
21.19,0.02,5.887,0.943,56.702,19-11-05_YC037_probe1,108,GoMF
14.15,0.016,3.55,0.96,73.499,19-11-05_YC037_probe1,115,GoMF
4.6,0.073,6.666,0.936,22.046,19-11-05_YC037_probe1,119,MLI
7.01,0.059,5.447,1.06,42.812,19-11-05_YC037_probe1,129,GoMF
21.29,0.039,6.579,0.529,11.597,19-11-05_YC037_probe1,142,MLI
24.74,0.023,5.469,0.736,38.066,19-11-05_YC037_probe1,148,MLI
1.38,0.189,6.352,0.922,8.89,19-11-05_YC037_probe1,17,Gr
3.31,0.198,5.189,1.012,11.12,19-11-05_YC037_probe1,184,Gr
6.99,0.114,6.892,0.712,7.369,19-11-05_YC037_probe1,185,MLI
6.24,0.07,5.518,0.722,9.414,19-11-05_YC037_probe1,205,MLI
12.64,0.072,6.597,0.816,16.519,19-11-05_YC037_probe1,219,MLI
2.04,0.364,5.846,1.554,17.124,19-11-05_YC037_probe1,233,Gr
37.94,0.019,5.407,0.587,23.409,19-11-05_YC037_probe1,241,MLI
2.05,0.159,4.839,0.82,13.037,19-11-05_YC037_probe1,249,Gr
2.57,0.278,6.684,0.939,6.942,19-11-05_YC037_probe1,25,Gr
13.55,0.063,7.069,0.564,8.211,19-11-05_YC037_probe1,267,MLI
13.95,0.017,5.294,1.125,56.97,19-11-05_YC037_probe1,273,GoMF
9.97,0.052,5.675,0.954,34.579,19-11-05_YC037_probe1,276,GoMF
1.14,0.17,4.914,1.152,14.631,19-11-05_YC037_probe1,279,Gr
20.45,0.013,4.962,1.154,94.137,19-11-05_YC037_probe1,294,GoMF
9.93,0.056,5.633,1.09,33.335,19-11-05_YC037_probe1,295,GoMF
0.65,0.475,4.952,1.123,8.398,19-11-05_YC037_probe1,315,Gr
28.74,0.022,5.95,0.736,34.555,19-11-05_YC037_probe1,317,MLI
10.13,0.047,5.719,1.07,43.047,19-11-05_YC037_probe1,326,GoMF
19.08,0.019,5.679,1.114,90.155,19-11-05_YC037_probe1,342,GoMF
11.14,0.057,6.282,0.974,39.743,19-11-05_YC037_probe1,343,MLI
4.65,0.161,6.335,0.565,3.935,19-11-05_YC037_probe1,352,MLI
3.24,0.179,6.151,1.209,26.835,19-11-05_YC037_probe1,358,Gr
8.74,0.076,5.953,0.608,6.884,19-11-05_YC037_probe1,370,MLI
22.89,0.017,5.696,1.149,115.36,19-11-05_YC037_probe1,382,GoMF
13.48,0.02,4.715,1.584,97.408,19-11-05_YC037_probe1,390,GoMF
36.86,0.016,4.169,0.399,12.906,19-11-05_YC037_probe1,41,Unknown
26.94,0.022,6.739,0.926,45.717,19-11-05_YC037_probe1,411,MLI
9.68,0.047,6.082,1.086,49.334,19-11-05_YC037_probe1,417,GoMF
14.58,0.049,6.369,0.743,18.525,19-11-05_YC037_probe1,424,MLI
9,0.116,6.659,0.786,9.659,19-11-05_YC037_probe1,434,MLI
8.32,0.065,5.912,1.006,36.865,19-11-05_YC037_probe1,439,MLI
14.47,0.034,5.977,1.11,63.327,19-11-05_YC037_probe1,440,GoMF
3.31,0.118,4.945,0.809,8.571,19-11-05_YC037_probe1,441,GoMF
14.72,0.016,5.068,1.127,99.907,19-11-05_YC037_probe1,442,GoMF
8.05,0.103,6.659,0.546,5.488,19-11-05_YC037_probe1,456,MLI
29.14,0.017,3.79,0.429,12.292,19-11-05_YC037_probe1,546,Unknown
28.16,0.036,5.841,0.344,4.761,19-11-05_YC037_probe1,554,MLI
2.03,0.422,6.93,1.026,8.991,19-11-05_YC037_probe1,564,Gr
10.26,0.075,6.879,0.632,8.913,19-11-05_YC037_probe1,568,MLI
11.85,0.073,7.106,0.584,7.541,19-11-05_YC037_probe1,577,MLI
8.49,0.067,6.359,1.017,29.117,19-11-05_YC037_probe1,635,MLI
31.46,0.029,5.542,0.723,26.118,19-11-05_YC037_probe1,66,MLI
6.93,0.079,1.812,0.917,15.662,19-11-05_YC037_probe1,68,GoMF
9.03,0.088,6.765,0.55,6.205,19-11-05_YC037_probe1,87,MLI
11.27,0.064,5.909,0.695,9.657,19-11-05_YC037_probe1,94,MLI
4.88,0.184,6.046,1.019,24.473,19-11-05_YC036_probe1,102,Gr
10.12,0.033,5.445,0.957,43.566,19-11-05_YC036_probe1,103,GoMF
15.12,0.057,6.384,0.559,8.842,19-11-05_YC036_probe1,150,MLI
23.62,0.59,4.282,0.906,7.026,19-11-05_YC036_probe1,165,Gr
0.55,0.713,5.4,1.271,13.365,19-11-05_YC036_probe1,17,Gr
6.64,0.135,6.732,0.78,7.207,19-11-05_YC036_probe1,210,MLI
33.18,0.02,6.181,0.765,34.413,19-11-05_YC036_probe1,218,MLI
11.97,0.054,6.089,0.86,20.078,19-11-05_YC036_probe1,233,MLI
12.74,0.039,4.743,0.822,23.656,19-11-05_YC036_probe1,237,GoMF
9.31,0.077,6.733,0.687,9.29,19-11-05_YC036_probe1,24,MLI
7.15,0.065,4.101,0.988,30.114,19-11-05_YC036_probe1,28,GoMF
107.71,0.007,4.505,0.318,20.91,19-11-05_YC036_probe1,306,Unknown
17.89,0.038,5.921,0.651,17.38,19-11-05_YC036_probe1,31,MLI
57.11,0.015,6.129,0.413,17.615,19-11-05_YC036_probe1,323,Unknown
58.34,0.014,4.401,0.446,20.218,19-11-05_YC036_probe1,324,Unknown
55.07,0.015,4.694,0.454,19.638,19-11-05_YC036_probe1,329,Unknown
26.76,0.026,6.366,0.674,25.603,19-11-05_YC036_probe1,33,MLI
36.02,0.015,3.804,0.525,21.307,19-11-05_YC036_probe1,330,Unknown
36.67,0.013,3.026,0.408,16.071,19-11-05_YC036_probe1,353,Unknown
63.96,0.013,4.495,0.311,14.219,19-11-05_YC036_probe1,354,Unknown
61.05,0.008,3.931,0.356,16.572,19-11-05_YC036_probe1,356,Unknown
5.13,0.106,6.384,0.825,9.582,19-11-05_YC036_probe1,37,MLI
8.03,0.061,4.812,0.978,29.819,19-11-05_YC036_probe1,389,GoMF
10.13,0.047,5.797,0.806,21.994,19-11-05_YC036_probe1,402,MLI
