"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","Cluster"
24.42,0.035,7.069,0.505,13.329,"19-09-30_YC018",515,0,0,0,0,0,1
8.55,0.104,7.268,0.395,3.573,"19-09-30_YC018",53,0,0,0,0,0,1
5.37,0.024,4.581,1.046,24.877,"19-09-30_YC018",598,0,0,0,0,0,2
1.23,0.709,7.176,0.779,2.099,"19-09-30_YC018",6,0,0,0,0,0,3
6.38,0.077,6.386,0.708,10.908,"19-09-30_YC018",602,0,0,0,0,0,2
13.77,0.042,5.423,0.579,16.699,"19-09-30_YC018",692,0,0,0,0,0,2
32.13,0.023,5.33,0.409,10.395,"19-09-30_YC018",702,0,0,0,0,0,2
126.24,0.007,6.714,0.242,13.831,"19-09-30_YC018",725,0,0,0,0,0,1
111.68,0.008,6.873,0.238,12.542,"19-09-30_YC018",728,0,0,0,0,0,1
166.01,0.005,6.711,0.207,13.401,"19-09-30_YC018",729,0,0,0,0,0,1
138.52,0.007,6.855,0.199,11.16,"19-09-30_YC018",730,0,0,0,0,0,1
46.21,0.015,4.749,0.357,13.396,"19-09-30_YC018",732,0,0,0,0,0,2
24,0.04,6.632,0.193,1.823,"19-09-30_YC018",735,0,0,0,0,0,1
232.05,0.004,6.043,0.065,2.251,"19-09-30_YC018",85,0,0,0,0,0,1
82.19,0.005,4.49,0.352,18.364,"19-09-30_YC018",91,0,0,0,0,0,2
159.56,0.006,6.59,0.139,5.879,"19-09-30_YC018",94,0,0,0,0,0,1
44.15,0.017,6.918,0.728,42.948,"19-10-01_YC017",138,0,0,0,0,0,2
6.24,0.109,6.269,0.652,6.279,"19-10-01_YC017",145,0,0,0,0,0,2
86.06,0.013,6.492,0.711,49.972,"19-10-01_YC017",151,0,0,0,0,0,1
156.75,0.005,6.418,0.294,26.313,"19-10-01_YC017",156,0,0,0,0,0,1
127.27,0.007,7.008,0.329,24.633,"19-10-01_YC017",161,0,0,0,0,0,1
23.67,0.038,6.997,0.313,5.206,"19-10-01_YC017",175,0,0,0,0,0,1
34.14,0.025,6.791,0.37,11.495,"19-10-01_YC017",186,0,0,0,0,0,1
52.66,0.016,6.623,0.482,22.279,"19-10-01_YC017",192,0,0,0,0,0,1
18.8,0.043,6.391,0.375,6.802,"19-10-01_YC017",204,0,0,0,0,0,1
10.27,0.061,5.083,0.517,13.831,"19-10-01_YC017",206,0,0,0,0,0,2
6.45,0.121,6.943,0.681,7.115,"19-10-01_YC017",213,0,0,0,0,0,2
7.56,0.094,6.774,0.713,9.378,"19-10-01_YC017",220,0,0,0,0,0,2
11.28,0.07,6.799,0.603,8.48,"19-10-01_YC017",222,0,0,0,0,0,2
9.46,0.101,6.945,0.614,6.351,"19-10-01_YC017",224,0,0,0,0,0,2
8.21,0.026,4.435,0.861,47.557,"19-10-01_YC017",233,0,0,0,0,0,2
48.8,0.019,6.6,0.516,24.299,"19-10-01_YC017",238,0,0,0,0,0,1
34.51,0.019,5.423,0.501,20.918,"19-10-01_YC017",241,0,0,0,0,0,2
7.96,0.016,2.839,0.849,67.854,"19-10-01_YC017",242,0,0,0,0,0,2
13.21,0.054,6.191,0.742,15.046,"19-10-01_YC017",243,0,0,0,0,0,2
8.02,0.096,6.936,0.68,8.192,"19-10-01_YC017",245,0,0,0,0,0,2
22.97,0.029,5.405,0.924,49.438,"19-10-01_YC017",249,0,0,0,0,0,2
13.19,0.061,7.018,0.625,10.208,"19-10-01_YC017",261,0,0,0,0,0,2
22.08,0.041,6.378,0.491,11.516,"19-10-01_YC017",267,0,0,0,0,0,1
13.24,0.051,6.583,0.9,30.818,"19-10-01_YC017",279,0,0,0,0,0,2
13.41,0.06,7.025,0.606,9.49,"19-10-01_YC017",280,0,0,0,0,0,2
33.62,0.015,6.033,0.896,93.053,"19-10-01_YC017",296,0,0,0,0,0,2
5.5,0.093,5.604,0.924,16.094,"19-10-01_YC017",343,0,0,0,0,0,2
8.52,0.094,7.008,0.686,9.045,"19-10-01_YC017",438,0,0,0,0,0,2
23.76,0.031,6.484,0.822,44.04,"19-10-01_YC017",446,0,0,0,0,0,2
15.22,0.038,4.556,0.861,35.62,"19-10-01_YC017",448,0,0,0,0,0,2
12.46,0.049,5.582,0.759,20.34,"19-10-01_YC017",454,0,0,0,0,0,2
22.2,0.031,6.141,0.727,28.96,"19-10-01_YC017",456,0,0,0,0,0,2
26.96,0.025,6.095,0.635,22.63,"19-10-01_YC017",458,0,0,0,0,0,2
17.37,0.03,4.303,0.722,22.766,"19-10-01_YC017",459,0,0,0,0,0,2
8.01,0.097,6.98,0.717,9.926,"19-10-01_YC017",462,0,0,0,0,0,2
12.47,0.015,3.972,0.8,67.679,"19-10-01_YC017",464,0,0,0,0,0,2
29.74,0.03,7.06,0.44,10.622,"19-10-01_YC017",49,0,0,0,0,0,1
28.63,0.023,5.084,0.755,36.494,"19-10-01_YC017",492,0,0,0,0,0,2
44.08,0.02,6.133,0.709,42.029,"19-10-01_YC017",493,0,0,0,0,0,2
69.47,0.013,7.127,0.46,27.908,"19-10-01_YC017",58,0,0,0,0,0,1
59.53,0.015,7.002,0.564,30.996,"19-10-01_YC017",60,0,0,0,0,0,1
79.67,0.012,7.203,0.437,29.414,"19-10-01_YC017",62,0,0,0,0,0,1
85.89,0.009,6.847,0.652,65.735,"19-10-01_YC017",64,0,0,0,0,0,1
13.85,0.046,5.728,0.558,8.735,"19-10-01_YC017",69,0,0,0,0,0,2
25.56,0.036,6.878,0.284,3.958,"19-10-01_YC017",74,0,0,0,0,0,1
59.53,0.015,7.274,0.621,50.609,"19-10-01_YC017",83,0,0,0,0,0,1
28.22,0.028,6.496,0.671,26.552,"19-10-01_YC017",91,0,0,0,0,0,2
81.61,0.01,6.667,0.5,29.964,"19-10-02_YC019",19,0,0,0,0,0,1
11.77,0.069,6.816,0.708,11.889,"19-10-02_YC019",22,0,0,0,0,0,2
62.14,0.015,7.026,0.402,18.815,"19-10-02_YC019",23,0,0,0,0,0,1
160.31,0.005,6.853,0.439,50.857,"19-10-02_YC019",26,0,0,0,0,0,1
172.02,0.005,7.043,0.456,58.063,"19-10-02_YC019",27,0,0,0,0,0,1
53.01,0.016,6.908,0.671,49.186,"19-10-02_YC019",28,0,0,0,0,0,1
73,0.012,6.985,0.393,21.435,"19-10-02_YC019",29,0,0,0,0,0,1
102.02,0.01,7.301,0.178,6.313,"19-10-02_YC019",3,0,0,0,0,0,1
89.48,0.01,7.117,0.474,38.503,"19-10-02_YC019",30,0,0,0,0,0,1
60.56,0.015,7.245,0.384,16.981,"19-10-02_YC019",32,0,0,0,0,0,1
68.37,0.012,7.037,0.642,51.848,"19-10-02_YC019",37,0,0,0,0,0,1
43.44,0.021,7.143,0.429,17.819,"19-10-02_YC019",47,0,0,0,0,0,1
89.27,0.011,7.241,0.361,21.044,"19-10-02_YC019",6,0,0,0,0,0,1
27.93,0.028,6.927,0.65,21.61,"19-10-02_YC019",7,0,0,0,0,0,2
117.65,0.008,7.313,0.198,8.944,"19-10-02_YC019",8,0,0,0,0,0,1
141.82,0.007,7.061,0.27,18.517,"19-10-02_YC019",86,0,0,0,0,0,1
29.71,0.022,5.909,0.664,29.3,"19-10-02_YC020",16,0,0,0,0,0,2
74.86,0.013,7.203,0.357,18.197,"19-10-02_YC020",19,0,0,0,0,0,1
75.69,0.011,6.83,0.644,68.43,"19-10-02_YC020",23,0,0,0,0,0,1
41.18,0.021,6.142,0.322,7.97,"19-10-02_YC020",85,0,0,0,0,0,1
57.79,0.016,6.894,0.406,22.073,"19-10-02_YC020",88,0,0,0,0,0,1
37.08,0.024,6.986,0.392,10.146,"19-10-02_YC020",97,0,0,0,0,0,1
9.98,0.09,6.719,0.27,1.401,"19-10-03_YC019",1,0,0,0,0,0,1
215.09,0.004,6.684,0.192,15.207,"19-10-03_YC019",106,0,0,0,0,0,1
139.27,0.006,6.416,0.377,34.568,"19-10-03_YC019",121,0,0,0,0,0,1
16.97,0.043,6.555,0.893,32.148,"19-10-03_YC019",122,0,0,0,0,0,2
144.22,0.005,4.333,0.33,29.976,"19-10-03_YC019",129,0,0,0,0,0,2
138.72,0.005,6.299,0.424,42.669,"19-10-03_YC019",131,0,0,0,0,0,1
33.44,0.018,6.087,0.767,43.383,"19-10-03_YC019",132,0,0,0,0,0,2
77.1,0.012,6.89,0.349,16.844,"19-10-03_YC019",136,0,0,0,0,0,1
12.24,0.064,6.721,0.361,3.8,"19-10-03_YC019",14,0,0,0,0,0,1
182.66,0.004,6.258,0.369,45.485,"19-10-03_YC019",142,0,0,0,0,0,1
139.53,0.007,6.933,0.255,16.886,"19-10-03_YC019",148,0,0,0,0,0,1
200.59,0.004,6.279,0.218,18.988,"19-10-03_YC019",162,0,0,0,0,0,1
100.32,0.009,7.109,0.326,19.278,"19-10-03_YC019",172,0,0,0,0,0,1
93.54,0.009,6.725,0.402,26.278,"19-10-03_YC019",175,0,0,0,0,0,1
76.49,0.011,6.826,0.506,33.225,"19-10-03_YC019",176,0,0,0,0,0,1
153.97,0.005,5.653,0.333,33.295,"19-10-03_YC019",180,0,0,0,0,0,1
72.16,0.011,6.85,0.538,35.737,"19-10-03_YC019",183,0,0,0,0,0,1
10.52,0.071,6.025,0.581,6.77,"19-10-03_YC019",190,0,0,0,0,0,2
21.3,0.022,5.752,0.541,31.638,"19-10-03_YC019",194,0,0,0,0,0,2
46.97,0.021,7.192,0.286,8.259,"19-10-03_YC019",2,0,0,0,0,0,1
10.43,0.068,6.614,0.661,11.817,"19-10-03_YC019",201,0,0,0,0,0,2
10.08,0.074,6.648,0.668,8.722,"19-10-03_YC019",208,0,0,0,0,0,2
64.32,0.014,7.017,0.55,36.93,"19-10-03_YC019",28,0,0,0,0,0,1
32.24,0.031,7.334,0.177,1.987,"19-10-03_YC019",3,0,0,0,0,0,1
10.81,0.074,6.819,0.412,3.889,"19-10-03_YC019",304,0,0,0,0,0,1
164.96,0.005,6.735,0.293,25.521,"19-10-03_YC019",329,0,0,0,0,0,1
85.94,0.01,6.973,0.577,51.923,"19-10-03_YC019",33,0,0,0,0,0,1
144.39,0.005,6.382,0.534,65.026,"19-10-03_YC019",330,0,0,0,0,0,1
90.9,0.009,6.913,0.435,28.796,"19-10-03_YC019",331,0,0,0,0,0,1
119,0.008,7.216,0.528,63.152,"19-10-03_YC019",39,0,0,0,0,0,1
71.78,0.012,7.036,0.514,34.281,"19-10-03_YC019",41,0,0,0,0,0,1
22.34,0.039,7.071,0.512,12.447,"19-10-03_YC019",54,0,0,0,0,0,1
5.67,0.157,6.672,0.314,1.118,"19-10-03_YC019",6,0,0,0,0,0,1
188.04,0.005,6.344,0.233,19.065,"19-10-03_YC019",68,0,0,0,0,0,1
114.27,0.007,6.887,0.442,37.598,"19-10-03_YC019",69,0,0,0,0,0,1
8.07,0.099,6.669,0.48,4.142,"19-10-03_YC019",7,0,0,0,0,0,1
81.01,0.01,6.967,0.467,30.318,"19-10-03_YC019",71,0,0,0,0,0,1
144.24,0.006,6.552,0.363,32.97,"19-10-03_YC019",72,0,0,0,0,0,1
135.47,0.007,7.056,0.299,21.412,"19-10-03_YC019",73,0,0,0,0,0,1
80.69,0.012,7.22,0.36,18.767,"19-10-03_YC019",81,0,0,0,0,0,1
54.48,0.015,6.947,0.579,30.739,"19-10-03_YC019",86,0,0,0,0,0,1
88.13,0.011,7.184,0.306,15.019,"19-10-03_YC019",89,0,0,0,0,0,1
93.99,0.008,6.736,0.498,39.279,"19-10-03_YC019",97,0,0,0,0,0,1
157.08,0.005,6.34,0.297,25.7,"19-10-03_YC020",104,0,0,0,0,0,1
78.43,0.011,7.048,0.554,47.717,"19-10-03_YC020",11,0,0,0,0,0,1
5.63,0.038,3.257,0.946,37.488,"19-10-03_YC020",114,0,0,0,0,0,2
61.04,0.014,6.937,0.573,35.232,"19-10-03_YC020",12,0,0,0,0,0,1
101.93,0.009,6.864,0.326,18.838,"19-10-03_YC020",121,0,0,0,0,0,1
5.87,0.009,2.274,0.879,27.103,"19-10-03_YC020",122,0,0,0,0,0,2
89.95,0.01,7.062,0.476,38.346,"19-10-03_YC020",13,0,0,0,0,0,1
84.4,0.011,6.468,0.328,17.713,"19-10-03_YC020",144,0,0,0,0,0,1
74.77,0.008,3.967,0.349,21.342,"19-10-03_YC020",145,0,0,0,0,0,2
27.41,0.014,3.281,0.488,17.34,"19-10-03_YC020",151,0,0,0,0,0,2
7.44,0.021,4.895,1.04,31.882,"19-10-03_YC020",152,0,0,0,0,0,2
102.17,0.008,6.191,0.35,22.367,"19-10-03_YC020",157,0,0,0,0,0,1
67.34,0.009,5.234,0.551,36.588,"19-10-03_YC020",158,0,0,0,0,0,2
118.09,0.008,7.17,0.519,59.63,"19-10-03_YC020",16,0,0,0,0,0,1
173.8,0.005,6.351,0.448,49.426,"19-10-03_YC020",169,0,0,0,0,0,1
13.95,0.048,6.562,0.862,23.825,"19-10-03_YC020",171,0,0,0,0,0,2
13.74,0.048,6.632,0.846,23.628,"19-10-03_YC020",172,0,0,0,0,0,2
111.92,0.008,6.744,0.287,16.823,"19-10-03_YC020",180,0,0,0,0,0,1
65.2,0.014,6.833,0.652,43.908,"19-10-03_YC020",19,0,0,0,0,0,1
88.56,0.01,6.394,0.477,36.334,"19-10-03_YC020",20,0,0,0,0,0,1
68.46,0.012,6,0.443,26.348,"19-10-03_YC020",206,0,0,0,0,0,1
85.92,0.009,6.846,0.446,30.918,"19-10-03_YC020",278,0,0,0,0,0,1
83.66,0.011,6.137,0.492,27.106,"19-10-03_YC020",280,0,0,0,0,0,1
58.57,0.015,7.005,0.426,19.922,"19-10-03_YC020",3,0,0,0,0,0,1
77.74,0.012,7.127,0.437,29.152,"19-10-03_YC020",6,0,0,0,0,0,1
80.49,0.013,6.779,0.605,38.32,"19-10-03_YC020",65,0,0,0,0,0,1
80.03,0.011,7.094,0.455,32.143,"19-10-03_YC020",7,0,0,0,0,0,1
120.31,0.007,6.535,0.348,25.655,"19-10-03_YC020",71,0,0,0,0,0,1
115.97,0.008,7.207,0.311,19.652,"19-10-03_YC020",75,0,0,0,0,0,1
2.66,0.034,4.013,1.828,36.364,"19-10-03_YC020",78,0,0,0,0,0,2
119,0.008,7.081,0.237,12.458,"19-10-03_YC020",81,0,0,0,0,0,1
53.28,0.018,6.839,0.315,12.444,"19-10-03_YC020",94,0,0,0,0,0,1
94.67,0.01,7.034,0.248,10.988,"19-10-22_YC022",101,0,0,0,0,0,1
2.73,0.218,6.401,0.897,6.295,"19-10-22_YC022",103,0,0,0,0,0,2
41.69,0.019,6.819,0.764,43.086,"19-10-22_YC022",12,0,0,0,0,0,2
142.29,0.007,6.955,0.222,12.956,"19-10-22_YC022",140,0,0,0,0,0,1
24.83,0.024,5.377,0.871,52.589,"19-10-22_YC022",155,0,0,0,0,0,2
11.11,0.068,6.755,0.623,8.261,"19-10-22_YC022",162,0,0,0,0,0,2
10.68,0.067,6.747,0.697,10.181,"19-10-22_YC022",163,0,0,0,0,0,2
18.12,0.046,7.076,0.553,10.577,"19-10-22_YC022",166,0,0,0,0,0,1
2.6,0.165,5.214,1.008,12.865,"19-10-22_YC022",173,0,0,0,0,0,2
9.07,0.081,6.852,0.73,10.245,"19-10-22_YC022",175,0,0,0,0,0,2
11.8,0.063,6.818,0.666,9.953,"19-10-22_YC022",179,0,0,0,0,0,2
12.19,0.058,6.483,0.626,9.277,"19-10-22_YC022",182,0,0,0,0,0,2
152.29,0.005,6.313,0.257,21.014,"19-10-22_YC022",19,0,0,0,0,0,1
8.47,0.047,4.561,0.952,28.662,"19-10-22_YC022",193,0,0,0,0,0,2
90.85,0.01,7.011,0.346,19.639,"19-10-22_YC022",200,0,0,0,0,0,1
1.02,0.799,7.03,0.843,2.414,"19-10-22_YC022",203,0,0,0,0,0,3
135.06,0.007,6.888,0.294,20.241,"19-10-22_YC022",210,0,0,0,0,0,1
90.91,0.01,6.953,0.358,20.752,"19-10-22_YC022",219,0,0,0,0,0,1
140.9,0.006,5.702,0.231,16.834,"19-10-22_YC022",227,0,0,0,0,0,1
118.55,0.007,6.334,0.404,33.979,"19-10-22_YC022",25,0,0,0,0,0,1
98.89,0.009,6.369,0.29,15.977,"19-10-22_YC022",261,0,0,0,0,0,1
93.34,0.008,6.734,0.509,41.304,"19-10-22_YC022",270,0,0,0,0,0,1
204.18,0.004,5.71,0.317,43.882,"19-10-22_YC022",276,0,0,0,0,0,1
8.03,0.042,4.989,0.933,36.037,"19-10-22_YC022",284,0,0,0,0,0,2
130.12,0.007,6.82,0.271,18.09,"19-10-22_YC022",29,0,0,0,0,0,1
219.56,0.004,5.201,0.162,16.005,"19-10-22_YC022",290,0,0,0,0,0,1
3.53,0.222,6.506,0.911,7.733,"19-10-22_YC022",308,0,0,0,0,0,2
103.48,0.01,6.981,0.288,14.847,"19-10-22_YC022",319,0,0,0,0,0,1
163.21,0.005,6.172,0.222,16.827,"19-10-22_YC022",368,0,0,0,0,0,1
140.46,0.007,6.82,0.259,17.483,"19-10-22_YC022",37,0,0,0,0,0,1
187.62,0.005,6.526,0.17,11.573,"19-10-22_YC022",373,0,0,0,0,0,1
124.1,0.007,6.731,0.299,20.271,"19-10-22_YC022",398,0,0,0,0,0,1
131.71,0.007,6.968,0.288,20.603,"19-10-22_YC022",4,0,0,0,0,0,1
140.09,0.006,6.547,0.249,16.985,"19-10-22_YC022",403,0,0,0,0,0,1
28.79,0.025,6.121,0.671,28.162,"19-10-22_YC022",427,0,0,0,0,0,2
35.9,0.016,5.781,0.741,67.962,"19-10-22_YC022",433,0,0,0,0,0,2
8.44,0.079,6.134,0.807,13.376,"19-10-22_YC022",434,0,0,0,0,0,2
72.14,0.011,6.865,0.543,35.825,"19-10-22_YC022",444,0,0,0,0,0,1
7.91,0.091,6.359,0.624,6.402,"19-10-22_YC022",449,0,0,0,0,0,2
15.79,0.058,7.066,0.367,3.984,"19-10-22_YC022",450,0,0,0,0,0,1
40.42,0.022,6.849,0.689,30.037,"19-10-22_YC022",451,0,0,0,0,0,1
6.87,0.107,6.722,0.709,7.188,"19-10-22_YC022",464,0,0,0,0,0,2
17.25,0.034,6.06,0.789,31.435,"19-10-22_YC022",466,0,0,0,0,0,2
11.38,0.069,6.566,0.504,5.667,"19-10-22_YC022",480,0,0,0,0,0,1
23.84,0.029,6.021,0.994,60.995,"19-10-22_YC022",481,0,0,0,0,0,2
52.93,0.019,6.532,0.193,8.025,"19-10-22_YC022",553,0,0,0,0,0,1
194.82,0.005,6.602,0.17,13.548,"19-10-22_YC022",57,0,0,0,0,0,1
21.54,0.029,5.957,0.772,32.192,"19-10-22_YC022",571,0,0,0,0,0,2
1.14,0.055,2.665,0.951,18.525,"19-10-22_YC022",577,0,0,0,0,0,2
9.85,0.033,4.674,0.995,57.593,"19-10-22_YC022",602,0,0,0,0,0,2
140.94,0.006,6.73,0.358,31.419,"19-10-22_YC022",61,0,0,0,0,0,1
12.7,0.053,6.384,0.757,23.337,"19-10-22_YC022",621,0,0,0,0,0,2
2.87,0.075,2.496,0.452,4.182,"19-10-22_YC022",624,0,0,0,0,0,2
142.44,0.006,6.903,0.269,19.672,"19-10-22_YC022",66,0,0,0,0,0,1
11.75,0.054,6.205,0.692,12.037,"19-10-22_YC022",687,0,0,0,0,0,2
12.73,0.042,5.971,0.878,29.048,"19-10-22_YC022",698,0,0,0,0,0,2
61.67,0.012,6.632,0.606,38.613,"19-10-22_YC022",718,0,0,0,0,0,1
6.88,0.118,7.035,0.685,6.742,"19-10-22_YC022",736,0,0,0,0,0,2
10.1,0.04,5.418,0.877,29.315,"19-10-22_YC022",740,0,0,0,0,0,2
5.03,0.091,4.8,0.869,12.482,"19-10-22_YC022",741,0,0,0,0,0,2
17.18,0.025,5.539,0.927,53.98,"19-10-22_YC022",754,0,0,0,0,0,2
18.38,0.026,5.542,0.997,62.783,"19-10-22_YC022",759,0,0,0,0,0,2
6.26,0.12,6.779,0.662,5.689,"19-10-22_YC022",79,0,0,0,0,0,2
135.77,0.007,6.891,0.299,21.536,"19-10-22_YC022",796,0,0,0,0,0,1
80.32,0.011,6.906,0.437,26.558,"19-10-22_YC022",802,0,0,0,0,0,1
9.77,0.078,6.607,0.562,5.956,"19-10-22_YC022",806,0,0,0,0,0,1
145.34,0.006,6.124,0.332,31.358,"19-10-22_YC022",819,0,0,0,0,0,1
98.27,0.009,6.913,0.417,29.241,"19-10-22_YC022",831,0,0,0,0,0,1
102.64,0.008,6.696,0.354,22.84,"19-10-22_YC022",833,0,0,0,0,0,1
164.77,0.005,6.128,0.284,27.416,"19-10-22_YC022",839,0,0,0,0,0,1
107.85,0.009,6.851,0.23,10.801,"19-10-22_YC022",84,0,0,0,0,0,1
73.09,0.012,6.852,0.397,19.797,"19-10-22_YC022",841,0,0,0,0,0,1
143.49,0.005,4.968,0.313,28.979,"19-10-22_YC022",842,0,0,0,0,0,1
17.05,0.013,5.178,1.033,63.383,"19-10-22_YC022",857,0,0,0,0,0,2
14.78,0.025,5.579,0.836,42.677,"19-10-22_YC022",862,0,0,0,0,0,2
9.21,0.262,4.319,0.901,4.967,"19-10-22_YC022",874,0,0,0,0,0,2
3.76,0.015,1.915,0.903,69.438,"19-10-22_YC022",89,0,0,0,0,0,2
17.88,0.051,6.98,0.508,9.304,"19-10-22_YC022",91,0,0,0,0,0,1
4.59,0.062,5.291,0.87,14.723,"19-10-22_YC022",918,0,0,0,0,0,2
1.92,0.107,4.986,1.305,51.783,"19-10-22_YC022",939,0,0,0,0,0,2
0.46,1.474,6.308,1.121,3.55,"19-10-22_YC022",949,0,0,0,0,0,3
58.2,0.016,7.261,0.467,24.499,"19-10-22_YC022",971,0,0,0,0,0,1
51.1,0.018,6.397,0.226,6.719,"19-10-23_YC022",140,0,0,0,0,0,1
32.56,0.03,6.621,0.312,11.974,"19-10-23_YC022",141,0,0,0,0,0,1
36.64,0.028,6.757,0.243,9.532,"19-10-23_YC022",142,0,0,0,0,0,1
12.58,0.083,6.226,0.258,4.681,"19-10-23_YC022",151,0,0,0,0,0,1
11.24,0.092,6.146,0.189,2.343,"19-10-23_YC022",160,0,0,0,0,0,1
2.56,0.111,5.108,0.664,4.062,"19-10-23_YC022",163,0,0,0,0,0,2
118.62,0.007,5.017,0.316,24.32,"19-10-23_YC022",165,0,0,0,0,0,2
1.1,0.476,6.347,1.001,5.291,"19-10-23_YC022",200,0,0,0,0,0,2
3.45,0.206,6.835,0.916,7.969,"19-10-23_YC022",202,0,0,0,0,0,2
0.86,0.504,6.54,0.98,4.528,"19-10-23_YC022",208,0,0,0,0,0,2
0.98,0.547,6.513,0.953,4.107,"19-10-23_YC022",211,0,0,0,0,0,2
4.09,0.135,6.369,0.997,23.461,"19-10-23_YC022",240,0,0,0,0,0,2
0.33,1.911,6.354,0.974,1.951,"19-10-23_YC022",241,0,0,0,0,0,3
48.68,0.021,6.598,0.269,16.694,"19-10-23_YC022",253,0,0,0,0,0,1
98.88,0.008,6.73,0.469,37.159,"19-10-23_YC022",277,0,0,0,0,0,1
116.13,0.006,5.906,0.488,48.445,"19-10-23_YC022",278,0,0,0,0,0,1
80.69,0.01,6.812,0.538,39.774,"19-10-23_YC022",280,0,0,0,0,0,1
101.91,0.008,6.425,0.566,51.876,"19-10-23_YC022",284,0,0,0,0,0,1
24.32,0.017,5.437,0.931,59.217,"19-10-23_YC022",286,0,0,0,0,0,2
4.36,0.169,6.823,0.902,8.832,"19-10-23_YC022",287,0,0,0,0,0,2
1.48,0.422,6.705,0.913,4.399,"19-10-23_YC022",4,0,0,0,0,0,2
49.96,0.019,7.09,0.387,14.145,"19-10-23_YC022",48,0,0,0,0,0,1
53.91,0.017,7.181,0.389,15.945,"19-10-23_YC022",53,0,0,0,0,0,1
44.57,0.008,2.991,0.856,104.407,"19-10-23_YC022",55,0,0,0,0,0,2
76.23,0.013,7.286,0.342,17.694,"19-10-23_YC022",59,0,0,0,0,0,1
170.92,0.005,6.566,0.27,22.582,"19-10-23_YC022",67,0,0,0,0,0,1
145.67,0.006,6.656,0.295,22.791,"19-10-23_YC022",71,0,0,0,0,0,1
34.92,0.021,6.62,0.77,41.735,"19-10-23_YC022",76,0,0,0,0,0,2
14.9,0.043,4.961,0.94,28.46,"19-11-14_YC029",27,0,0,0,0,0,2
13.55,0.026,5.736,0.985,57.987,"19-11-14_YC030",19,0,0,0,0,0,2
16.83,0.021,4.956,1.045,70.631,"19-11-14_YC030",21,0,0,0,0,0,2
11.35,0.036,5.578,1.079,57.8,"19-11-14_YC030",22,0,0,0,0,0,2
0.53,0.151,5.311,1.047,17.586,"19-11-14_YC030",26,0,0,0,0,0,2
32.97,0.028,6.658,0.439,10.306,"19-11-14_YC030",39,0,0,0,0,0,1
14.31,0.048,6.341,0.519,7.838,"19-11-14_YC030",43,0,0,0,0,0,1
18.87,0.034,3.739,0.489,9.068,"19-11-14_YC030",47,0,0,0,0,0,2
18.33,0.032,5.807,0.856,30.301,"19-10-28_YC031",7,0,0,0,0,0,2
9.59,0.05,5.846,0.905,30.484,"19-11-08_YC038",101,0,0,0,0,0,2
6.56,0.036,3.788,0.737,16.44,"19-11-08_YC038",103,0,0,0,0,0,2
3.12,0.043,3.758,1.217,57.895,"19-11-08_YC038",105,0,0,0,0,0,2
12.3,0.068,6.348,0.717,19.87,"19-11-08_YC038",106,0,0,0,0,0,2
8.01,0.096,6.999,0.708,9.374,"19-11-08_YC038",108,0,0,0,0,0,2
3.36,0.12,5.461,1.074,37.283,"19-11-08_YC038",111,0,0,0,0,0,2
8.53,0.092,6.887,0.637,7.013,"19-11-08_YC038",129,0,0,0,0,0,2
8.5,0.021,4.189,1.19,94.387,"19-11-08_YC038",137,0,0,0,0,0,2
13.02,0.062,7.05,0.647,10.383,"19-11-08_YC038",146,0,0,0,0,0,2
9.22,0.029,5.398,1.126,56.518,"19-11-08_YC038",147,0,0,0,0,0,2
93.96,0.01,6.915,0.312,16.251,"19-11-08_YC038",197,0,0,0,0,0,1
78.53,0.012,7.045,0.233,7.915,"19-11-08_YC038",209,0,0,0,0,0,1
6.56,0.061,4.705,0.888,18.278,"19-11-08_YC038",21,0,0,0,0,0,2
68,0.015,7.295,0.211,6.111,"19-11-08_YC038",217,0,0,0,0,0,1
72.65,0.013,7.207,0.325,13.966,"19-11-08_YC038",220,0,0,0,0,0,1
9.92,0.066,6.67,0.838,14.672,"19-11-08_YC038",257,0,0,0,0,0,2
47.88,0.019,6.807,0.328,9.446,"19-11-08_YC038",263,0,0,0,0,0,1
12.35,0.011,3.998,1.146,119.295,"19-11-08_YC038",309,0,0,0,0,0,2
7.93,0.048,5.347,0.912,33.357,"19-11-08_YC038",32,0,0,0,0,0,2
7.92,0.047,5.496,1.012,37.323,"19-11-08_YC038",33,0,0,0,0,0,2
6.42,0.028,4.992,1.228,52.911,"19-11-08_YC038",330,0,0,0,0,0,2
17.4,0.035,6.222,0.933,44.81,"19-11-08_YC038",372,0,0,0,0,0,2
11.33,0.03,4.886,0.875,42.236,"19-11-08_YC038",382,0,0,0,0,0,2
7.9,0.016,3.826,1.189,91.882,"19-11-08_YC038",389,0,0,0,0,0,2
18,0.041,6.892,0.816,24.485,"19-11-08_YC038",39,0,0,0,0,0,2
9.56,0.016,3.595,1.042,84.379,"19-11-08_YC038",394,0,0,0,0,0,2
6.91,0.064,5.675,1.087,37.781,"19-11-08_YC038",406,0,0,0,0,0,2
7.35,0.028,4.739,1.129,61.049,"19-11-08_YC038",411,0,0,0,0,0,2
13.56,0.047,5.937,0.658,13.758,"19-11-08_YC038",414,0,0,0,0,0,2
10.3,0.053,4.124,0.709,13.807,"19-11-08_YC038",415,0,0,0,0,0,2
