"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","Cluster"
48.53,0.02,7.286,0.346,10.91,"18-12-13_YC008",320,0,0,0,0,0,1
24.12,0.032,6.905,0.751,27.829,"18-12-13_YC008",329,0,0,0,0,0,2
147.97,0.005,5.138,0.297,26.747,"18-12-13_YC008",338,0,0,0,0,0,1
28.5,0.025,6.709,0.714,31.33,"18-12-13_YC008",344,0,0,0,0,0,2
102.15,0.008,6.718,0.382,25.369,"18-12-13_YC008",346,0,0,0,0,0,1
0.97,0.796,5.999,0.824,2.445,"18-12-13_YC008",366,0,0,0,0,0,3
46.75,0.017,6.748,0.617,29.992,"18-12-13_YC008",371,0,0,0,0,0,1
58.08,0.015,6.72,0.392,16.238,"18-12-13_YC008",375,0,0,0,0,0,1
4.46,0.137,5.957,0.669,5.247,"18-12-13_YC008",376,0,0,0,0,0,2
31.34,0.027,6.938,0.569,18.68,"18-12-13_YC008",386,0,0,0,0,0,1
10.39,0.035,5.656,1.011,48.606,"18-12-13_YC008",42,0,0,0,0,0,2
1.06,0.837,7.261,0.686,1.394,"18-12-13_YC008",445,0,0,0,0,0,3
0.23,2.922,4.591,0.835,1.06,"18-12-13_YC008",447,0,0,0,0,0,3
17.12,0.049,6.92,0.574,11.547,"18-12-13_YC008",49,0,0,0,0,0,2
0.72,1.295,7.192,0.882,1.84,"18-12-13_YC008",5,0,0,0,0,0,3
8.38,0.082,6.741,0.726,9.917,"18-12-13_YC008",54,0,0,0,0,0,2
0.54,1.729,7.133,0.9,1.671,"18-12-13_YC008",7,0,0,0,0,0,3
21.37,0.04,6.06,0.808,25.821,"18-12-13_YC008",81,0,0,0,0,0,2
12.14,0.064,6.727,0.661,13.919,"18-12-13_YC008",95,0,0,0,0,0,2
0.25,2.635,4.364,0.936,1.775,"18-12-17_YC009",102,0,0,0,0,0,3
14.37,0.053,6.913,0.646,12.045,"18-12-17_YC009",103,0,0,0,0,0,2
6.46,0.086,5.924,0.836,13.09,"18-12-17_YC009",105,0,0,0,0,0,2
2.78,0.28,6.106,0.92,5.919,"18-12-17_YC009",110,0,0,0,0,0,2
48.56,0.009,6.439,1.028,119.646,"18-12-17_YC009",111,0,0,0,0,0,2
39.52,0.012,5.661,0.703,52.958,"18-12-17_YC009",113,0,0,0,0,0,2
13.36,0.059,5.917,0.71,12.953,"18-12-17_YC009",124,0,0,0,0,0,2
15.08,0.064,6.966,0.389,6.021,"18-12-17_YC009",125,0,0,0,0,0,1
0.25,0.265,5.668,0.94,6.258,"18-12-17_YC009",126,0,0,0,0,0,2
46.67,0.019,6.635,0.748,40.489,"18-12-17_YC009",127,0,0,0,0,0,2
4.52,0.138,6.567,0.985,13.349,"18-12-17_YC009",129,0,0,0,0,0,2
14.37,0.051,6.671,0.694,15.221,"18-12-17_YC009",13,0,0,0,0,0,2
1.35,0.62,7.163,0.809,2.563,"18-12-17_YC009",131,0,0,0,0,0,3
15.57,0.041,6.691,0.928,32.905,"18-12-17_YC009",139,0,0,0,0,0,2
7.43,0.096,5.965,0.68,8.465,"18-12-17_YC009",14,0,0,0,0,0,2
11.41,0.076,6.672,0.412,3.7,"18-12-17_YC009",15,0,0,0,0,0,1
16.8,0.038,6.603,0.694,22.265,"18-12-17_YC009",17,0,0,0,0,0,2
19.56,0.037,6.831,0.822,28.834,"18-12-17_YC009",180,0,0,0,0,0,2
0.81,1.08,7.072,0.778,1.635,"18-12-17_YC009",190,0,0,0,0,0,3
30.34,0.025,6.323,0.574,19.03,"18-12-17_YC009",215,0,0,0,0,0,2
40.1,0.012,4.654,0.592,41.023,"18-12-17_YC009",22,0,0,0,0,0,2
7.75,0.1,6.871,0.7,7.705,"18-12-17_YC009",234,0,0,0,0,0,2
14.15,0.05,6.677,0.649,14.163,"18-12-17_YC009",240,0,0,0,0,0,2
13.56,0.049,6.699,0.644,19.358,"18-12-17_YC009",25,0,0,0,0,0,2
17.78,0.02,5.487,0.953,78.803,"18-12-17_YC009",26,0,0,0,0,0,2
11.83,0.053,6.463,0.657,11.657,"18-12-17_YC009",272,0,0,0,0,0,2
17.83,0.038,6.638,0.99,51.314,"18-12-17_YC009",280,0,0,0,0,0,2
40.59,0.018,6.607,0.636,39.708,"18-12-17_YC009",281,0,0,0,0,0,2
14.25,0.057,6.972,0.571,9.423,"18-12-17_YC009",283,0,0,0,0,0,2
13.38,0.029,5.454,0.823,33.078,"18-12-17_YC009",286,0,0,0,0,0,2
2.98,0.2,6.406,0.947,9.678,"18-12-17_YC009",287,0,0,0,0,0,2
30.63,0.021,6.194,0.68,37.495,"18-12-17_YC009",288,0,0,0,0,0,2
7.09,0.079,6.485,0.751,12.44,"18-12-17_YC009",29,0,0,0,0,0,2
17.22,0.047,6.82,0.567,11.248,"18-12-17_YC009",290,0,0,0,0,0,1
79.39,0.01,6.356,0.463,29.871,"18-12-17_YC009",297,0,0,0,0,0,1
73.47,0.012,6.784,0.421,23.374,"18-12-17_YC009",298,0,0,0,0,0,1
47.97,0.018,6.862,0.464,18.087,"18-12-17_YC009",301,0,0,0,0,0,1
60.42,0.021,5.615,0.742,31.263,"18-12-17_YC009",311,0,0,0,0,0,2
43.1,0.013,5.758,0.606,32.603,"18-12-17_YC009",329,0,0,0,0,0,2
24.12,0.027,6.24,0.631,21.129,"18-12-17_YC009",336,0,0,0,0,0,2
35.54,0.014,4.657,0.608,27.235,"18-12-17_YC009",352,0,0,0,0,0,2
0.54,1.067,4.757,0.968,3.299,"18-12-17_YC009",354,0,0,0,0,0,3
1.05,0.838,7.181,0.8,2.085,"18-12-17_YC009",36,0,0,0,0,0,3
14.14,0.029,4.677,0.758,28.202,"18-12-17_YC009",364,0,0,0,0,0,2
7.12,0.07,5.287,0.725,12.603,"18-12-17_YC009",373,0,0,0,0,0,2
28.91,0.021,6.502,0.853,51.67,"18-12-17_YC009",39,0,0,0,0,0,2
214.71,0.004,6.275,0.213,20.72,"18-12-17_YC009",420,0,0,0,0,0,1
137.16,0.006,5.993,0.371,34.151,"18-12-17_YC009",437,0,0,0,0,0,1
113.17,0.007,5.841,0.405,32.429,"18-12-17_YC009",439,0,0,0,0,0,1
1.48,0.588,6.887,0.796,2.362,"18-12-17_YC009",44,0,0,0,0,0,3
86.12,0.011,7.048,0.359,20.437,"18-12-17_YC009",441,0,0,0,0,0,1
1.2,0.753,7.182,0.772,2.159,"18-12-17_YC009",45,0,0,0,0,0,3
105.15,0.008,6.575,0.307,17.852,"18-12-17_YC009",453,0,0,0,0,0,1
110.58,0.007,5.598,0.328,22.435,"18-12-17_YC009",455,0,0,0,0,0,1
112.7,0.007,6.385,0.317,19.898,"18-12-17_YC009",473,0,0,0,0,0,1
1.26,0.655,7.009,0.81,2.346,"18-12-17_YC009",48,0,0,0,0,0,3
82.87,0.008,5.957,0.557,43.213,"18-12-17_YC009",487,0,0,0,0,0,2
1.07,0.859,7.266,0.73,1.694,"18-12-17_YC009",49,0,0,0,0,0,3
87.92,0.008,4.499,0.456,31.333,"18-12-17_YC009",501,0,0,0,0,0,2
73.16,0.012,6.96,0.445,26.508,"18-12-17_YC009",519,0,0,0,0,0,1
62.72,0.014,6.772,0.487,25.707,"18-12-17_YC009",524,0,0,0,0,0,1
1.12,0.806,7.202,0.78,2.053,"18-12-17_YC009",53,0,0,0,0,0,3
78.13,0.009,6.406,0.478,31.543,"18-12-17_YC009",564,0,0,0,0,0,1
42.13,0.018,6.301,0.51,19.223,"18-12-17_YC009",566,0,0,0,0,0,2
103.5,0.009,6.98,0.354,22.538,"18-12-17_YC009",569,0,0,0,0,0,1
35.5,0.016,5.375,0.633,26.939,"18-12-17_YC009",570,0,0,0,0,0,2
59.06,0.01,4.975,0.324,15.429,"18-12-17_YC009",590,0,0,0,0,0,2
25.51,0.025,6.617,0.826,41.146,"18-12-17_YC009",594,0,0,0,0,0,2
1.44,0.599,7.229,0.778,2.353,"18-12-17_YC009",61,0,0,0,0,0,3
28.23,0.026,6.756,0.687,30.531,"18-12-17_YC009",611,0,0,0,0,0,2
41.27,0.015,5.356,0.581,25.756,"18-12-17_YC009",617,0,0,0,0,0,2
48.08,0.016,6.471,0.585,29.108,"18-12-17_YC009",619,0,0,0,0,0,1
75.38,0.011,6.766,0.416,22.811,"18-12-17_YC009",625,0,0,0,0,0,1
26.08,0.022,4.767,0.502,14.035,"18-12-17_YC009",627,0,0,0,0,0,2
154.77,0.005,5.425,0.301,26.054,"18-12-17_YC009",633,0,0,0,0,0,1
170.54,0.005,5.454,0.234,19.169,"18-12-17_YC009",635,0,0,0,0,0,1
7.01,0.108,6.815,0.86,18.11,"18-12-17_YC009",65,0,0,0,0,0,2
8.24,0.08,6.561,0.914,16.875,"18-12-17_YC009",75,0,0,0,0,0,2
1.39,0.617,7.234,0.793,2.384,"18-12-17_YC009",85,0,0,0,0,0,3
1.43,0.616,7.268,0.789,2.473,"18-12-17_YC009",86,0,0,0,0,0,3
22.75,0.031,6.741,0.749,29.231,"18-12-17_YC009",88,0,0,0,0,0,2
19.66,0.596,5.525,0.957,4.849,"18-12-17_YC009",94,0,0,0,0,0,2
21.32,0.025,5.618,0.975,64.521,"18-12-17_YC009",95,0,0,0,0,0,2
12.1,0.079,6.538,0.227,1.138,"18-12-17_YC010",102,0,0,0,0,0,1
9.34,0.096,6.99,0.429,3.297,"18-12-17_YC010",104,0,0,0,0,0,1
25.7,0.024,6,0.819,40.302,"18-12-17_YC010",113,0,0,0,0,0,2
100.62,0.008,6.75,0.512,49.37,"18-12-17_YC010",117,0,0,0,0,0,1
75.24,0.011,6.986,0.517,37.563,"18-12-17_YC010",121,0,0,0,0,0,1
107.42,0.008,6.99,0.45,39.823,"18-12-17_YC010",133,0,0,0,0,0,1
47.36,0.024,6.692,0.673,26.865,"18-12-17_YC010",140,0,0,0,0,0,1
97.28,0.009,6.961,0.497,44.589,"18-12-17_YC010",144,0,0,0,0,0,1
63.99,0.012,6.483,0.631,48.101,"18-12-17_YC010",151,0,0,0,0,0,1
51.6,0.015,6.657,0.542,25.668,"18-12-17_YC010",152,0,0,0,0,0,1
132.8,0.006,5.681,0.367,30.35,"18-12-17_YC010",153,0,0,0,0,0,1
10.25,0.085,6.675,0.521,7.921,"18-12-17_YC010",191,0,0,0,0,0,1
36.53,0.019,6.308,0.774,50.463,"18-12-17_YC010",193,0,0,0,0,0,2
150.97,0.006,6.819,0.216,13.521,"18-12-17_YC010",198,1,0,0,0,0,1
10.27,0.073,5.912,0.377,2.784,"18-12-17_YC010",2,0,0,0,0,0,1
43.72,0.017,6.647,0.807,66.127,"18-12-17_YC010",272,0,0,0,0,0,2
76.74,0.01,6.634,0.438,24.949,"18-12-17_YC010",276,1,0,0,0,0,1
50.57,0.017,7.069,0.743,57.142,"18-12-17_YC010",277,0,0,0,0,0,1
6.03,0.121,6.602,0.664,5.747,"18-12-17_YC010",297,0,0,0,0,0,2
28.08,0.019,6.285,0.961,64.123,"18-12-17_YC010",314,1,0,0,0,0,2
65.65,0.013,6.521,0.392,19.349,"18-12-17_YC010",319,1,0,0,0,0,1
100.87,0.007,6.483,0.49,40.201,"18-12-17_YC010",394,1,0,0,0,0,1
30.8,0.022,6.021,0.661,25.599,"18-12-17_YC010",402,0,0,0,0,0,2
100.49,0.009,6.815,0.269,13.255,"18-12-17_YC010",426,1,0,0,0,0,1
10.07,0.087,6.379,0.552,4.604,"18-12-17_YC010",50,0,0,0,0,0,1
14.19,0.071,5.947,0.633,7.571,"18-12-17_YC010",86,0,0,0,0,0,2
4.29,0.197,6.88,0.525,2.491,"18-12-17_YC010",97,0,0,0,0,0,1
2.68,0.035,3.373,0.799,10.109,"18-12-17_YC010",99,0,0,0,0,0,2
8.08,0.054,5.074,0.822,12.783,"18-12-18_YC010",0,0,0,0,0,0,2
2.34,0.181,5.436,0.9,6.68,"18-12-18_YC010",1,0,0,0,0,0,2
65.53,0.013,6.658,0.49,24.924,"18-12-18_YC010",102,0,0,0,0,0,1
82.74,0.011,7.037,0.475,31.893,"18-12-18_YC010",158,0,0,0,0,0,1
5.77,0.139,6.788,0.711,5.869,"18-12-18_YC010",163,0,0,0,0,0,2
6.14,0.158,7.271,0.189,0.449,"18-12-18_YC010",167,0,0,0,0,0,1
7.27,0.136,7.186,0.13,0.253,"18-12-18_YC010",168,0,0,0,0,0,1
23.57,0.038,7.115,0.39,6.172,"18-12-18_YC010",169,0,0,0,0,0,1
14.72,0.053,6.232,0.457,5.435,"18-12-18_YC010",174,0,0,0,0,0,1
3.63,0.024,4.019,1.174,57.447,"18-12-18_YC010",2,0,0,0,0,0,2
1.4,0.218,4.769,0.958,7.233,"18-12-18_YC010",22,0,0,0,0,0,2
103.4,0.009,7.214,0.325,20.044,"18-12-18_YC010",241,1,0,0,0,0,1
92.87,0.01,7.286,0.172,5.628,"18-12-18_YC010",243,0,0,0,0,0,1
70.1,0.013,7.189,0.333,15.809,"18-12-18_YC010",244,0,0,0,0,0,1
110.11,0.008,6.498,0.226,10.925,"18-12-18_YC010",245,0,0,0,0,0,1
43.33,0.021,6.915,0.322,8.478,"18-12-18_YC010",253,0,0,0,0,0,1
34.75,0.025,6.821,0.577,24.453,"18-12-18_YC010",257,0,0,0,0,0,1
83.53,0.009,5.266,0.344,17.8,"18-12-18_YC010",310,0,0,0,0,0,2
73.38,0.013,7.179,0.437,26.947,"18-12-18_YC010",330,0,0,0,0,0,1
43.84,0.015,6.742,0.879,69.975,"18-12-18_YC010",34,0,0,0,0,0,2
121,0.008,6.764,0.232,11.907,"18-12-18_YC010",356,1,0,0,0,0,1
96.66,0.009,5.978,0.311,16.733,"18-12-18_YC010",364,1,0,0,0,0,1
33.5,0.026,6.902,0.408,10.496,"18-12-18_YC010",49,0,0,0,0,0,1
83.44,0.011,7.244,0.27,11.47,"18-12-18_YC010",69,0,0,0,0,0,1
72.83,0.013,7.024,0.281,10.71,"18-12-18_YC010",74,0,0,0,0,0,1
6.22,0.083,5.617,0.586,5.309,"18-12-18_YC010",76,0,0,0,0,0,2
27.72,0.026,6.103,0.511,11.484,"18-12-18_YC010",77,0,0,0,0,0,2
13.3,0.076,6.714,0.379,3.206,"18-12-18_YC010",78,0,0,0,0,0,1
6.13,0.121,6.58,0.57,4.091,"18-12-18_YC010",79,0,0,0,0,0,1
83.83,0.011,7.18,0.329,16.195,"18-12-18_YC010",94,0,0,0,0,0,1
50.43,0.015,6.94,0.744,54.897,"19-01-16_YC011",121,0,0,0,0,0,1
36.18,0.021,6.548,0.977,120.929,"19-01-16_YC011",154,0,0,0,0,0,2
42.3,0.019,6.712,0.62,27.131,"19-01-16_YC011",160,1,0,0,0,0,1
125.77,0.007,6.403,0.332,25.007,"19-01-16_YC011",192,1,0,0,0,0,1
58.13,0.014,6.807,0.538,31.56,"19-01-16_YC011",20,0,0,0,0,0,1
160.75,0.006,6.883,0.197,12.171,"19-01-16_YC011",234,0,0,0,0,0,1
79,0.011,6.946,0.609,51.011,"19-01-16_YC011",26,0,0,0,0,0,1
116.12,0.008,7.157,0.393,33.223,"19-01-16_YC011",27,0,0,0,0,0,1
40.99,0.019,6.693,0.644,30.948,"19-01-16_YC011",31,0,0,0,0,0,1
70.21,0.013,6.993,0.413,21.192,"19-01-16_YC011",33,0,0,0,0,0,1
44.51,0.018,6.724,0.462,15.276,"19-01-16_YC011",35,0,0,0,0,0,1
8.63,0.088,6.49,0.491,3.836,"19-01-16_YC011",36,0,0,0,0,0,1
4.49,0.139,6.69,0.883,10.333,"19-01-16_YC011",39,0,0,0,0,0,2
55.78,0.015,6.899,0.544,28.385,"19-01-16_YC011",43,1,0,0,0,0,1
8.31,0.105,6.066,0.57,3.878,"19-01-16_YC011",49,0,0,0,0,0,2
21.11,0.037,6.783,0.672,24.936,"19-01-16_YC011",53,0,0,0,0,0,2
9.64,0.063,6.139,0.805,17.848,"19-01-16_YC011",55,0,0,0,0,0,2
4.48,0.176,7.011,0.8,6.654,"19-01-16_YC011",67,0,0,0,0,0,2
1.6,0.555,7.237,0.768,2.482,"19-01-16_YC011",69,0,0,0,0,0,3
38.45,0.021,6.99,0.641,30.641,"19-01-16_YC011",73,0,0,0,0,0,1
17.7,0.048,6.7,0.786,19.22,"19-01-16_YC011",78,0,0,0,0,0,2
1.5,0.582,7.242,0.769,2.413,"19-01-16_YC011",81,0,0,0,0,0,3
1.95,0.449,7.291,0.787,2.993,"19-01-16_YC011",83,0,0,0,0,0,3
19.31,0.032,6.578,0.785,28.247,"19-01-16_YC011",85,0,0,0,0,0,2
20.88,0.032,6.677,0.72,21.982,"19-01-16_YC011",87,0,0,0,0,0,2
1.23,0.697,7.205,0.764,2.158,"19-01-16_YC011",93,0,0,0,0,0,3
48.74,0.018,7.158,0.539,26.65,"19-01-16_YC011",95,0,0,0,0,0,1
41.79,0.017,6.361,0.934,85.548,"19-01-23_YC012",246,0,0,0,0,0,2
33.53,0.012,5.798,0.852,76.639,"19-01-23_YC012",824,0,0,0,0,0,2
5.32,0.048,4.841,1.142,44.337,"19-01-23_YC012",928,0,0,0,1,0,2
63.42,0.013,7.071,0.674,56.995,"19-01-23_YC013",17,0,0,0,0,0,1
19.34,0.044,7.03,0.483,8.762,"19-01-23_YC013",21,0,0,0,0,0,1
26.33,0.034,6.979,0.401,7.969,"19-01-23_YC013",214,0,0,0,0,0,1
16,0.057,7.077,0.342,3.509,"19-01-23_YC013",270,0,0,0,0,0,1
44,0.019,6.915,0.54,22.523,"19-01-23_YC013",30,0,0,0,0,0,1
5.66,0.112,6.303,0.675,5.812,"19-01-23_YC013",336,0,0,0,0,0,2
9.82,0.056,5.79,0.752,13.077,"19-01-23_YC013",44,0,0,0,0,0,2
61.62,0.014,6.975,0.469,24.2,"19-01-23_YC013",60,0,0,0,0,0,1
10.54,0.028,4.307,1.085,66.162,"19-01-24_YC012",168,0,0,0,0,0,2
4.42,0.095,5.123,0.868,15.957,"19-01-24_YC012",304,0,0,0,0,0,2
47.84,0.008,5.303,0.806,100.634,"19-01-24_YC012",547,0,0,0,0,0,2
18.6,0.043,6.669,0.722,25.903,"19-01-24_YC012",554,0,0,0,0,0,2
18.99,0.014,4.66,0.82,65.956,"19-01-24_YC012",558,0,0,0,0,0,2
13.02,0.046,6.218,0.862,35.802,"19-01-24_YC012",563,0,0,0,0,0,2
8.59,0.029,4.378,0.895,39.041,"19-01-24_YC012",898,0,0,0,0,0,2
1.6,0.572,7.265,0.707,2.36,"19-01-24_YC013",1324,0,0,0,0,0,3
1.11,0.721,6.802,0.684,1.634,"19-01-24_YC013",14,0,0,0,0,0,3
31.53,0.03,7.05,0.271,4.329,"19-01-24_YC013",17,0,0,0,0,0,1
11.96,0.068,6.762,0.539,6.632,"19-01-24_YC013",27,0,0,0,0,0,1
2.13,0.213,5.862,0.902,4.817,"19-01-24_YC013",30,0,0,0,0,0,2
22.53,0.04,6.908,0.366,5.555,"19-01-24_YC013",34,0,0,0,0,0,1
8.4,0.084,6.745,0.635,7.007,"19-01-24_YC013",38,0,0,0,0,0,2
1.55,0.595,7.264,0.62,1.496,"19-01-24_YC013",40,0,0,0,0,0,3
3.36,0.174,6.183,0.826,4.895,"19-01-24_YC013",46,0,0,0,0,0,2
14.01,0.078,6.931,0.723,10.998,"19-01-24_YC013",51,0,0,0,0,0,2
43.84,0.023,7.297,0.093,0.712,"19-01-24_YC013",57,0,0,0,0,0,1
45.25,0.021,7.264,0.514,26.924,"19-01-24_YC013",575,0,0,0,0,0,1
20.9,0.04,7.069,0.579,13.219,"19-01-24_YC013",58,0,0,0,0,0,1
43.12,0.021,5.691,0.462,12.083,"19-01-24_YC013",59,0,0,0,0,0,2
1.34,0.675,7.275,0.704,1.841,"19-01-24_YC013",6,0,0,0,0,0,3
32,0.028,7.13,0.233,3.657,"19-01-24_YC013",62,0,0,0,0,0,1
72.43,0.014,7.224,0.14,2.687,"19-01-24_YC013",64,0,0,0,0,0,1
4.29,0.162,4.708,1.696,28.328,"19-01-24_YC013",651,0,0,0,0,0,2
2.24,0.413,7.332,0.626,2.284,"19-01-24_YC013",654,0,0,0,0,0,3
1.65,0.532,7.071,0.827,4.903,"19-01-24_YC013",684,0,0,0,0,0,3
19.1,0.045,7.073,0.529,10.023,"19-01-24_YC013",7,0,0,0,0,0,1
19.05,0.046,7.05,0.512,8.651,"19-01-24_YC013",71,0,0,0,0,0,1
2.16,0.42,7.329,0.656,2.606,"19-01-24_YC013",797,0,0,0,0,0,3
1.78,0.507,7.3,0.698,2.668,"19-01-24_YC013",814,0,0,0,0,0,3
143.82,0.006,6.323,0.235,17.226,"19-08-14_YC015",1026,0,0,0,0,0,1
15.35,0.062,6.967,0.35,4.031,"19-08-14_YC015",1030,0,0,0,0,0,1
1.17,0.732,6.95,0.81,2.215,"19-08-14_YC015",105,0,0,0,0,0,3
85.25,0.01,6.856,0.503,35.926,"19-08-14_YC015",1081,0,0,0,0,0,1
9.25,0.043,5.67,0.741,15.374,"19-08-14_YC015",133,0,0,0,0,0,2
3.62,0.163,6.008,0.71,5.908,"19-08-14_YC015",1799,0,0,0,0,0,2
28.67,0.028,6.833,0.471,12.823,"19-08-14_YC015",23,0,0,0,0,0,1
16.46,0.045,6.754,0.603,12.622,"19-08-14_YC015",27,0,0,0,0,0,1
11.38,0.072,6.748,0.698,12.233,"19-08-14_YC015",31,0,0,0,0,0,2
15.47,0.045,6.784,0.586,13.634,"19-08-14_YC015",313,0,0,0,0,0,1
21.49,0.037,6.901,0.491,10.427,"19-08-14_YC015",34,0,0,0,0,0,1
15.37,0.062,7.066,0.276,2.278,"19-08-14_YC015",35,0,0,0,0,0,1
24.33,0.024,6.022,1.09,127.191,"19-08-14_YC015",351,0,0,0,0,0,2
93.06,0.01,6.925,0.304,16.192,"19-08-14_YC015",354,0,0,0,0,0,1
20.63,0.039,6.66,0.56,18.195,"19-08-14_YC015",363,0,0,0,0,0,2
8.24,0.078,6.601,0.745,11.322,"19-08-14_YC015",381,0,0,0,0,0,2
59.03,0.015,7.006,0.466,22.486,"19-08-14_YC015",392,0,0,0,0,0,1
50.43,0.017,7.041,0.48,20.557,"19-08-14_YC015",393,0,0,0,0,0,1
128.81,0.007,7.131,0.208,10.429,"19-08-14_YC015",401,0,0,0,0,0,1
1.28,0.674,7.184,0.851,2.639,"19-08-14_YC015",425,0,0,0,0,0,3
0.85,0.964,7.072,0.868,2.108,"19-08-14_YC015",427,0,0,0,0,0,3
0.78,1.114,7.116,0.753,1.518,"19-08-14_YC015",434,0,0,0,0,0,3
0.82,1.005,7.155,0.809,1.795,"19-08-14_YC015",468,0,0,0,0,0,3
64.51,0.015,7.195,0.433,22.404,"19-08-14_YC015",48,0,0,0,0,0,1
12.4,0.042,6.013,0.7,16.717,"19-08-14_YC015",53,0,0,0,0,0,2
0.98,0.895,7.191,0.776,1.839,"19-08-14_YC015",536,0,0,0,0,0,3
63.23,0.014,6.94,0.358,15.298,"19-08-14_YC015",590,0,0,0,0,0,1
17.96,0.044,5.887,0.574,11.741,"19-08-14_YC015",60,0,0,0,0,0,2
37.27,0.025,7.162,0.347,8.462,"19-08-14_YC015",606,0,0,0,0,0,1
92.46,0.009,6.334,0.351,19.609,"19-08-14_YC015",608,0,0,0,0,0,1
42.77,0.02,6.88,0.418,13.922,"19-08-14_YC015",610,0,0,0,0,0,1
30.78,0.028,6.905,0.802,44.41,"19-08-14_YC015",846,0,0,0,0,0,2
23.89,0.017,5.398,0.975,87.359,"19-08-14_YC015",847,0,0,0,0,0,2
23.09,0.03,5.65,0.563,16.834,"19-08-14_YC015",848,0,0,0,0,0,2
16.23,0.028,6.013,0.986,67.666,"19-08-14_YC015",850,0,0,0,0,0,2
23.68,0.012,5.077,0.942,90.098,"19-08-14_YC015",851,0,0,0,0,0,2
66.19,0.013,6.997,0.418,20.695,"19-08-14_YC015",857,0,0,0,0,0,1
6.53,0.053,5.172,1.047,40.48,"19-08-14_YC015",864,0,0,0,0,0,2
10.27,0.061,6.329,0.814,24.084,"19-08-14_YC015",867,0,0,0,0,0,2
100.05,0.009,6.934,0.364,23.524,"19-08-14_YC015",88,0,0,0,0,0,1
54.26,0.017,7.117,0.345,12,"19-08-14_YC015",881,0,0,0,0,0,1
5.73,0.113,6.314,1.183,35.504,"19-08-14_YC015",882,0,0,0,0,0,2
1.78,0.457,7.118,0.94,5.164,"19-08-14_YC015",912,0,0,0,0,0,2
12.65,0.052,6.513,0.683,13.154,"19-08-14_YC015",921,0,0,0,0,0,2
45.34,0.019,6.945,0.441,15.132,"19-08-14_YC015",929,0,0,0,0,0,1
25.14,0.023,6.524,0.825,44.871,"19-08-14_YC015",934,0,0,0,0,0,2
66.56,0.014,6.821,0.378,16.289,"19-08-14_YC015",94,0,0,0,0,0,1
65.97,0.014,6.981,0.362,16.175,"19-08-14_YC015",967,0,0,0,0,0,1
170.76,0.005,5.76,0.222,17.506,"19-08-14_YC015",97,0,0,0,0,0,1
8.2,0.05,5.59,0.844,17.995,"19-08-14_YC015",975,0,0,0,0,0,2
43.39,0.014,6.346,0.746,56.09,"19-08-14_YC015",98,0,0,0,0,0,2
38.63,0.025,7.414,0.148,1.632,"19-08-14_YC015",100,0,0,0,0,0,1
62.65,0.015,7.209,0.357,15.238,"19-08-14_YC015",119,0,0,0,0,0,1
51.68,0.016,6.944,0.496,22.547,"19-08-14_YC015",128,0,0,0,0,0,1
30.13,0.029,6.827,0.642,23.327,"19-08-14_YC015",129,0,0,0,0,0,2
54.28,0.027,6.692,0.695,25.101,"19-08-14_YC015",140,0,0,0,0,0,1
49.53,0.013,6.508,0.604,32.344,"19-08-14_YC015",141,0,0,0,0,0,1
88.36,0.011,5.203,0.471,27.614,"19-08-14_YC015",142,0,0,0,0,0,2
69.21,0.013,7.018,0.408,20.821,"19-08-14_YC015",147,0,0,0,0,0,1
17.48,0.048,5.777,0.287,2.724,"19-08-14_YC015",172,0,0,0,0,0,1
67.27,0.013,7.133,0.367,16.728,"19-08-14_YC015",176,0,0,0,0,0,1
10.52,0.078,5.796,0.426,3.368,"19-08-14_YC015",190,0,0,0,0,0,1
67.46,0.014,6.868,0.41,21.529,"19-08-14_YC015",204,0,0,0,0,0,1
17.64,0.044,6.449,0.507,9.116,"19-08-14_YC015",237,0,0,0,0,0,1
17.04,0.037,6.252,0.867,34.759,"19-08-14_YC015",281,0,0,0,0,0,2
11.48,0.065,6.494,0.681,13.242,"19-08-14_YC015",283,0,0,0,0,0,2
47.76,0.018,7.024,0.54,24.902,"19-08-14_YC015",290,0,0,0,0,0,1
20.08,0.044,7.137,0.565,12.834,"19-08-14_YC015",331,0,0,0,0,0,1
89.19,0.01,7.126,0.289,13.338,"19-08-14_YC015",436,0,0,0,0,0,1
24.62,0.025,5.368,0.642,25.421,"19-08-14_YC015",439,0,0,0,0,0,2
32.93,0.024,6.018,0.53,17.586,"19-08-14_YC015",440,0,0,0,0,0,2
16.47,0.036,6.112,0.99,65.465,"19-08-14_YC015",452,0,0,0,0,0,2
28.41,0.029,6.898,0.544,14.98,"19-08-14_YC015",521,0,0,0,0,0,1
7.3,0.107,6.729,0.622,6.254,"19-08-14_YC015",56,0,0,0,0,0,2
27.38,0.028,6.675,0.492,12.995,"19-08-14_YC015",63,0,0,0,0,0,1
63.21,0.011,6.278,0.541,47.933,"19-08-14_YC015",631,0,0,0,0,0,1
25.71,0.024,6.078,0.738,36.503,"19-08-14_YC015",641,0,0,0,0,0,2
31.88,0.014,5.789,0.972,97.85,"19-08-14_YC015",642,0,0,0,0,0,2
23.87,0.019,5.071,1.566,117.505,"19-08-14_YC015",643,0,0,0,0,0,2
7.3,0.066,5.803,0.855,13.752,"19-08-14_YC015",652,0,0,0,0,0,2
