MFRBlockHz,tf_MedIsi,tf_Entropy,tf_CV2Mean,tf_LvR,SampleP,Sample,Unit,RespPk,RespGo,RespGr,RespMF,RespMLI,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_MaxAmpNorm,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_End,wf_Crossing,wf_Pk10,wf_Pk90,wf_Pk50,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,Cluster_x,Cluster_y,SmallCluster,SmallClusterName,MeanAmpBlock,ACGViolationRatio,tf_MIFRBlockHz,tf_ModeIsi,tf_Perc5Isi,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_Si,tf_skw,wf_EndSlopeTau
1.6,0.561,7.237,0.708,2.041,18-08-30_YC002,18-08-30_YC002_probe1,41,0,0,0,0,0,0.10155182,0.321370909,0.41041976,0.487088613,0.12668376,1.33,0.856788998,0.37,0.009413921,0.007047988,0.025641377,0.012668376,0.114015381,0.063341878,0.127,-1.383729642,1.752708572,-0.209293046,3,,2,Complex Spike,30.72,0,2.441,3,0.15,0.666,0.583,0.803,0.524,0.049,0.697,0.156142922
2.13,0.419,7.22,0.698,2.485,18-08-30_YC002,18-08-30_YC002_probe1,51,0,0,0,0,0,0.15,0.071124548,0.126164743,0.214317763,0.33025402,0.3,0.13,0.47,0.00405565,0.14706868,-0.003971118,0.033025402,0.297228616,0.165127009,0.33,-5.616417008,1.712755483,-0.041369505,3,,2,Complex Spike,24.43,0,3.206,2,0.116,0.649,0.583,0.79,0.515,0.047,0.765,0.315243466
2,0.446,7.223,0.716,2.434,18-08-30_YC002,18-08-30_YC002_probe1,59,0,0,0,0,0,0.343905726,0.641963185,0.482144425,0.559007188,0.18953799,1.36,0.872105918,0.54,-0.061383717,0.069118425,0.001964821,0.018953799,0.170584188,0.094768994,0.19,-1.264222087,1.595262746,-0.189149431,3,,2,Complex Spike,28.65,0,3.033,1,0.124,0.679,0.592,0.812,0.533,0.049,0.783,0.339459697
1.63,0.552,7.233,0.754,2.483,18-08-30_YC002,18-08-30_YC002_probe1,60,0,0,0,0,0,0.742172826,0.783165539,0.36444692,0.441355272,0.31716374,1.36,0.577791487,0.53,-0.18906854,0.016218103,0.089258542,0.031716374,0.285447362,0.158581868,0.317,-0.984674209,1.990300754,-0.609189906,3,,2,Complex Spike,30.31,0,3.622,3,0.126,0.697,0.603,0.889,0.597,0.061,0.668,0.205800387
11.27,0.056,6.653,0.697,16.854,18-08-30_YC002,18-08-30_YC002_probe1,72,0,0,0,0,0,0.046763345,0.124183998,0.082159429,0.116401458,0.3999605,0.26,0.350163852,0.1,-0.003249856,0.037650403,0.032114512,0.039996049,0.359964439,0.199980244,0.4,-9.851404305,6.991615329,-0.835380065,2,1,3,Potentially MLI,20.56,0,33.7,0,0.008,0.636,1.015,0.803,0.528,0.051,1.573,0.227848753
8.07,0.079,6.806,0.775,9.464,18-08-30_YC002,18-08-30_YC002_probe1,86,1,0,0,0,0,0.07,0.078574355,0.14,0.14,0.6716531,0.14,0.1,0.1,0.011515563,-0.017182114,-0.034143963,0.067165309,0.604487783,0.335826546,0.672,-11.87121769,7.680314407,-1.049984479,2,1,3,Potentially MLI,17.09,0,15.796,0,0.024,0.753,0.875,0.902,0.628,0.06,1.435,-0.471965424
10.69,0.063,6.763,0.95,24.615,18-08-30_YC002,18-08-30_YC002_probe1,94,0,0,0,0,0,0.073813613,0.170633998,0.135815974,0.170622697,0.36030397,0.37,0.518949371,0.27,-0.10941634,0.14871328,0.008979328,0.036030397,0.324273571,0.180151984,0.36,-3.089727074,4.612581439,-0.55697898,2,1,3,Potentially MLI,14.96,0,32.845,0,0.008,0.947,0.946,1.219,0.905,0.104,1.389,0.425557037
6.75,0.064,6.121,0.73,12.292,18-08-30_YC002,18-08-30_YC002_probe1,95,0,0,0,0,0,0.085875693,0.145963214,0.098089505,0.126982314,0.6722233,0.3,0.269007129,0.2,-0.03181985,-0.005897345,0.030041399,0.067222333,0.605000997,0.336111665,0.672,-8.16947969,6.776846345,-2.114856185,2,1,3,Potentially MLI,16.25,0.04,24.943,0,0.012,0.655,1.246,0.864,0.583,0.059,1.892,0.158792656
15.04,0.051,6.12,1.465,65.158,18-08-31_YC003,18-08-31_YC003_probe1,0,0,0,0,0,0,0.053270718,0.080317739,0.051299707,0.066162707,0.9585621,0.16,0.228423901,0.16,-0.055367358,0.009268666,0.017154429,0.095856208,0.862705868,0.479281038,0.959,-7.193814276,14.82564403,-2.857673741,2,3,5,Go + MF,14.63,0.02,97.82,0,0.003,1.71,1.072,2.353,1.828,0.279,1.455,0.1638869
17.63,0.049,7.041,0.572,15.594,18-08-31_YC003,18-08-31_YC003_probe1,101,0,0,0,0,0,0.164496654,0.211286312,0.123453658,0.159407032,0.32367522,0.43,0.366674587,0.17,-0.05270644,0.015915578,0.0410202,0.032367522,0.291307694,0.161837608,0.324,-4.475945395,5.726220729,-0.735768555,1,,1,Purkinke,19.65,0,32.286,0,0.01,0.499,0.689,0.633,0.371,0.033,1.153,0.250576159
55.53,0.013,6.405,0.761,60.971,18-08-31_YC003,18-08-31_YC003_probe1,102,0,0,0,0,0,0.197683275,0.423620924,0.184701825,0.259368669,0.26531246,0.77,0.78794546,0.4,-0.22169033,0.015404488,0.058822302,0.026531246,0.238781217,0.132656232,0.265,-0.566651209,3.830999945,-0.225425625,1,,1,Purkinke,15.39,0.01,101.684,0,0.004,0.736,0.853,0.882,0.607,0.058,1.693,0.372540892
1.46,0.583,7.183,0.787,2.441,18-08-31_YC003,18-08-31_YC003_probe1,122,0,0,0,0,0,0.129130747,0.272619193,0.370286674,0.441072673,0.1415747,0.8,0.354098395,0.4,0.000800318,0.003028974,-0.011441051,0.01415747,0.127417226,0.070787348,0.142,-0.92944527,1.972430032,-0.417088591,3,,2,Complex Spike,22.25,0,2.595,2,0.125,0.752,0.657,0.925,0.647,0.064,0.791,1.45095892
1.77,0.504,7.286,0.786,2.834,18-08-31_YC003,18-08-31_YC003_probe1,124,0,0,0,0,0,0.23670218,0.300279915,0.564346177,0.653027405,0.3239079,1.04,0.454195003,0.47,-0.010796332,0.037445012,-0.00911669,0.032390791,0.291517121,0.161953956,0.324,-3.263706351,1.366120456,-0.6298715,3,,2,Complex Spike,30.29,0,3.126,1,0.1,0.741,0.641,0.922,0.64,0.063,0.751,0.222828684
1.7,0.489,7.2,0.819,2.957,18-08-31_YC003,18-08-31_YC003_probe1,127,0,0,0,0,0,0.238583431,0.307100329,0.437883493,0.555610692,0.310939,0.94,0.562557249,0.46,-0.01615494,0.09472248,-0.015943434,0.031093901,0.279845113,0.155469507,0.311,-2.294722374,1.59558041,-0.394108766,3,,2,Complex Spike,42.91,0,3.171,2,0.094,0.794,0.684,0.972,0.687,0.069,0.813,0.302490801
3.91,0.117,6.072,0.989,15.58,18-08-31_YC003,18-08-31_YC003_probe1,132,0,0,0,0,0,0.105731023,0.151110615,0.180196441,0.223481129,0.5560171,0.4,0.316360782,0.26,-0.043763515,0.0647114,0.011583888,0.05560171,0.500415391,0.27800855,0.556,-6.186214847,4.581208614,-1.264449042,2,1,3,Potentially MLI,14.38,0,22.261,0,0.01,1.022,1.302,1.302,0.973,0.116,1.99,0.232412428
1.44,0.636,7.291,0.771,2.325,18-08-31_YC003,18-08-31_YC003_probe1,133,0,0,0,0,0,0.263748815,0.414869731,0.285884043,0.39572748,0.7764343,0.87,0.479452611,0.47,-0.009747095,-0.004272708,0.013964236,0.07764343,0.698790872,0.388217151,0.776,-1.610401982,2.483113134,-2.190215804,3,,2,Complex Spike,37.55,0,2.412,2,0.132,0.728,0.594,0.899,0.618,0.06,0.574,0.15657683
1.65,0.54,7.304,0.757,2.483,18-08-31_YC003,18-08-31_YC003_probe1,134,0,0,0,0,0,0.18207693,0.248875786,0.345966675,0.440414039,0.40356055,0.74,0.342324904,0.37,-0.019602893,-0.008101433,-0.01678503,0.040356055,0.363204494,0.201780275,0.404,-4.724553724,2.206164872,-0.997285156,3,,2,Complex Spike,44.26,0,2.751,4,0.119,0.708,0.61,0.881,0.6,0.058,0.708,0.174261587
1.84,0.479,7.269,0.746,2.658,18-08-31_YC003,18-08-31_YC003_probe1,135,0,0,0,0,0,0.181560011,0.23899087,0.347922405,0.440768221,0.32238692,0.74,0.400635878,0.47,-0.037879493,0.023534901,0.005895429,0.032238692,0.290148228,0.16119346,0.322,-2.844090907,2.078496404,-0.620649058,3,,2,Complex Spike,40.1,0,3.073,2,0.105,0.691,0.617,0.868,0.594,0.058,0.711,0.25748731
1.52,0.578,7.225,0.806,2.62,18-08-31_YC003,18-08-31_YC003_probe1,137,0,0,0,0,0,0.342250963,0.394438763,0.136690439,0.175974289,0.31236672,0.63,0.727312967,0.2,-0.016102677,0.016848689,0.042193,0.031236672,0.281130052,0.156183362,0.312,-5.712665738,5.007853899,-0.575254086,3,,2,Complex Spike,21.75,0,2.704,2,0.114,0.768,0.649,0.955,0.674,0.067,0.786,0.273311779
1.03,0.898,7.342,0.739,1.752,18-08-31_YC003,18-08-31_YC003_probe1,139,0,0,0,0,0,0.191769369,0.352880415,0.360144971,0.448583214,0.29313558,0.87,0.48509517,0.44,-0.007557466,0.038823474,0.004953943,0.029313558,0.263822025,0.146567792,0.293,-2.449980018,1.739967582,-0.83392341,3,,2,Complex Spike,53.03,0,1.721,7,0.188,0.676,0.582,0.858,0.582,0.056,0.543,0.197145491
11.85,0.022,3.429,0.644,14.609,18-08-31_YC003,18-08-31_YC003_probe1,152,0,0,0,0,0,0.026977968,0.059412512,0.06985202,0.086884594,0.22389787,0.16,0.147256809,0.12,-0.00504063,-0.002563585,-0.037434028,0.022389787,0.201508087,0.111948937,0.224,-8.941764115,9.691416124,-0.785425607,2,3,5,Go + MF,26.06,0,46.104,0,0.01,0.473,2.823,0.816,0.531,0.064,5.117,0.11934858
8.2,0.078,6.351,0.769,11.322,18-08-31_YC003,18-08-31_YC003_probe1,160,0,0,0,0,0,0.121534097,0.168256276,0.117335439,0.150693873,0.5103846,0.36,0.304971024,0.17,-0.032169554,0.021213671,0.014699625,0.051038462,0.459346157,0.25519231,0.51,-6.243950976,4.787925981,-1.316562356,2,1,3,Potentially MLI,22.87,0,18.607,0,0.019,0.718,1.005,0.909,0.629,0.063,2.003,0.198642825
2.96,0.224,6.78,0.938,7.497,18-08-31_YC003,18-08-31_YC003_probe1,162,0,0,0,0,0,0.114710784,0.153782485,0.211870746,0.259352103,0.7429989,0.43,0.291676933,0.26,-0.06810339,0.044687472,-0.037488151,0.07429989,0.668699008,0.371499449,0.743,-6.533299374,4.541305747,-2.077791104,2,2,4,Granule,16.46,0,9.115,0,0.028,0.938,0.959,1.188,0.877,0.098,1.404,0.188171385
11.62,0.065,6.937,0.759,14.061,18-08-31_YC003,18-08-31_YC003_probe1,169,0,0,0,0,0,0.112231831,0.14388473,0.170518617,0.196115219,0.5290288,0.36,0.291646567,0.17,-0.029450951,0.011587633,-0.039745167,0.052902877,0.476125896,0.264514387,0.529,-7.905532343,4.610727041,-1.37870145,2,1,3,Potentially MLI,15.91,0,22.603,0,0.015,0.709,0.793,0.888,0.611,0.06,1.256,0.18689839
23.47,0.034,5.255,0.923,26.012,18-08-31_YC003,18-08-31_YC003_probe1,170,0,0,0,0,0,0.044090842,0.086574399,0.050837531,0.057807483,0.42463112,0.16,0.149540869,0.16,0.00225935,0.021463495,0.009930344,0.042463112,0.382168007,0.212315559,0.425,-16.24436842,15.61707842,-1.649619014,2,3,5,Go + MF,13.55,0,43.074,0,0.007,0.894,1.626,1.191,0.873,0.102,2.925,0.093132906
2.07,0.104,6.241,0.857,10.877,18-08-31_YC003,18-08-31_YC003_probe1,173,0,0,0,0,0,0.032820021,0.063565156,0.071696677,0.082237283,0.2376148,0.16,0.170670861,0.12,-0.011663141,-0.05363991,-0.027345365,0.02376148,0.213853316,0.118807398,0.238,-7.981853736,9.562931603,-0.917089873,2,1,3,Potentially MLI,13.07,0,15.443,0,0.02,0.836,1.153,1.046,0.75,0.079,2.155,-0.714741629
17.6,0.048,6.556,0.577,13.036,18-08-31_YC003,18-08-31_YC003_probe1,175,0,0,0,0,0,0.05,0.048142966,0.05,0.05,0.6004439,0.1,0.07,0.07,0.017139353,-0.14736955,0,0.06004439,0.54039951,0.30022195,0.6,-16.56381641,10.24022832,-1.7396765,1,,1,Purkinke,22.36,0,26.612,0,0.015,0.5,0.678,0.641,0.379,0.034,2.03,1.483595516
15.79,0.037,6.554,0.981,40.142,18-08-31_YC003,18-08-31_YC003_probe1,181,0,0,0,0,0,0.158743349,0.213833272,0.235636178,0.253028803,0.33875018,0.5,0.387521205,0.2,-0.062323403,0.02234294,-0.045474068,0.033875018,0.304875165,0.169375092,0.339,-6.654557733,2.745738398,-0.76431292,2,3,5,Go + MF,14.63,0.01,57.228,0,0.004,0.986,1.076,1.278,0.953,0.112,1.63,0.196004424
77.85,0.008,5.419,0.394,22.482,18-08-31_YC003,18-08-31_YC003_probe1,184,0,0,0,0,0,0.069971526,0.175145456,0.116764184,0.147232692,0.2717876,0.36,0.663519583,0.17,-0.038501725,0.14443311,0.029308555,0.027178761,0.244608852,0.135893807,0.272,-6.410075313,4.179998998,-0.301789452,2,4,6,Unknown,24.51,0,121.641,0,0.004,0.28,1.005,0.427,0.222,0.02,3.508,0.521315206
62.17,0.01,4.68,0.412,19.931,18-08-31_YC003,18-08-31_YC003_probe1,186,0,0,0,0,0,0.087302851,0.193569164,0.124662437,0.169863153,0.43721336,0.4,0.627319368,0.23,-0.157001,0.21517289,0.021818054,0.043721336,0.393492025,0.218606681,0.437,-4.615868936,4.545357188,-0.49134324,2,4,6,Unknown,16.65,0,96.231,0,0.006,0.285,1.251,0.461,0.256,0.024,5.11,0.439257575
1.49,0.578,7.196,0.77,2.402,18-08-31_YC003,18-08-31_YC003_probe1,187,0,0,0,0,0,0.248371211,0.344446009,0.385951535,0.49460645,0.5129927,0.9,0.459053033,0.6,-0.09637966,-0.06401432,-0.012576172,0.051299268,0.461693412,0.25649634,0.513,-1.744218068,1.951254945,-1.148440421,3,,2,Complex Spike,26.69,0,2.597,1,0.121,0.74,0.657,0.899,0.621,0.061,0.806,0.178595517
14.93,0.039,6.495,0.926,33.433,18-08-31_YC003,18-08-31_YC003_probe1,189,0,0,0,0,0,0.039317108,0.081701734,0.089380983,0.101461851,0.22373033,0.2,0.147779399,0.1,-0.017568134,0.003714265,-0.016523372,0.022373033,0.201357293,0.111865163,0.224,-8.476083783,7.751199964,-0.770150534,2,3,5,Go + MF,13.75,0,46.983,0,0.006,0.926,1.061,1.167,0.861,0.096,1.793,0.097736677
9.5,0.074,6.7,0.87,26.206,18-08-31_YC003,18-08-31_YC003_probe1,190,0,0,0,0,0,0.052497016,0.110253783,0.091723767,0.128685084,0.40294108,0.26,0.317669066,0.14,-0.010278992,0.021303652,0.01161233,0.040294108,0.36264697,0.201470539,0.403,-10.60483885,6.816209848,-1.026886332,2,1,3,Potentially MLI,21.59,0,44.985,0,0.004,0.799,0.952,1.153,0.81,0.102,1.545,0.202132645
73.25,0.008,5.337,0.533,35.364,18-08-31_YC003,18-08-31_YC003_probe1,194,0,0,0,0,0,0.037433313,0.09265286,0.085894251,0.128021788,0.26552838,0.24,0.369830335,0.13,-0.016753817,0.081507355,-0.024177503,0.026552838,0.238975543,0.13276419,0.266,-7.687027505,6.964991899,-0.546327732,2,4,6,Unknown,15.93,0.01,121.897,0,0.004,0.412,1.177,0.602,0.367,0.034,3.304,0.363178879
28.66,0.024,6.696,0.744,33.235,18-08-31_YC003,18-08-31_YC003_probe1,196,0,0,0,0,0,0.096796198,0.127602361,0.144617898,0.207705948,0.5170558,0.36,0.369814352,0.2,-0.04516169,0.10556762,-0.00486279,0.051705581,0.465350229,0.258527905,0.517,-7.055398141,4.938394716,-1.04805746,2,1,3,Potentially MLI,26.71,0,56.623,0,0.006,0.703,0.882,0.861,0.581,0.056,1.665,0.270072793
87.02,0.008,6.379,0.453,30.123,18-08-31_YC003,18-08-31_YC003_probe1,201,0,0,0,0,0,0.070558624,0.139887537,0.119912923,0.16013823,0.3997424,0.33,0.51201618,0.3,-0.076480746,0.17579995,0.006927857,0.039974239,0.359768155,0.199871197,0.4,-2.050598685,5.271427989,-0.571272504,1,,1,Purkinke,22.3,0,110.641,0,0.006,0.35,0.609,0.486,0.259,0.022,1.849,0.461487744
7.92,0.093,6.73,0.725,9.259,18-08-31_YC003,18-08-31_YC003_probe1,208,0,0,0,0,0,0.049420913,0.090148682,0.084566904,0.095580044,0.35811943,0.2,0.173250017,0.14,-0.017517567,0.014009511,-0.018041274,0.035811943,0.322307485,0.179059714,0.358,-15.54856959,9.496641652,-1.180388461,2,1,3,Potentially MLI,14.81,0.03,14.704,0,0.023,0.665,0.816,0.847,0.572,0.056,1.655,0.110538209
5.48,0.119,6.376,0.761,8.42,18-08-31_YC003,18-08-31_YC003_probe1,209,0,0,0,0,0,0.042333898,0.074500533,0.058096441,0.074371659,0.67012537,0.16,0.120157545,0.12,-0.008645568,0.038517404,-0.007081246,0.067012537,0.603112829,0.335062683,0.67,-16.52881584,11.47081753,-2.582891765,2,1,3,Potentially MLI,16.35,0,12.342,0,0.027,0.7,0.991,0.906,0.621,0.064,2.14,0.079389894
27.74,0.027,6.573,0.716,31.866,18-08-31_YC003,18-08-31_YC003_probe1,218,0,0,0,0,0,0.076237424,0.130292546,0.09651638,0.108739902,0.34978768,0.26,0.243260339,0.1,-0.012119751,0.00688743,-0.00652912,0.034978768,0.314808914,0.174893841,0.35,-7.981153061,5.94095392,-1.117988489,2,1,3,Potentially MLI,13.77,0.02,51.588,0,0.006,0.652,0.824,0.829,0.551,0.054,1.823,0.145256695
11.9,0.055,6.282,0.681,12.718,18-08-31_YC003,18-08-31_YC003_probe1,222,0,0,0,0,0,0.056641752,0.090484812,0.10344888,0.121254791,0.33867398,0.23,0.235767997,0.1,-0.011654244,0.017119262,-0.003578363,0.033867398,0.304806581,0.16933699,0.339,-9.283284849,6.893024326,-1.038860171,2,1,3,Potentially MLI,18.89,0,25.713,0,0.013,0.607,1.014,0.789,0.517,0.051,2.339,0.170565749
9.78,0.076,6.719,0.83,16.364,18-08-31_YC003,18-08-31_YC003_probe1,223,0,0,0,0,0,0.054099524,0.10660858,0.092337743,0.104772643,0.28255668,0.23,0.191810662,0.1,-0.011594236,0.007852841,-0.012296357,0.028255668,0.254301015,0.141278341,0.283,-9.31613715,6.664700834,-0.896014259,2,1,3,Potentially MLI,13.68,0.02,22.603,0,0.012,0.794,0.865,1.002,0.709,0.074,1.599,0.13282325
0.87,0.857,4.882,1.122,3.226,18-08-31_YC003,18-08-31_YC003_probe1,224,0,0,0,0,0,0.135,0.091677023,0.107659708,0.164656502,0.3032222,0.27,0.17,0.2,0.019556716,0.07990315,-0.010375909,0.030322221,0.272899988,0.151611105,0.303,-6.082307532,4.10983293,-0.482617203,3,,2,Complex Spike,13.45,0,2.472,1,0.131,1.288,1.019,1.485,1.165,0.136,1.862,0.082452515
9.68,0.078,6.669,0.71,11.006,18-08-31_YC003,18-08-31_YC003_probe1,229,0,0,0,0,0,0.07,0.053179565,0.07,0.07,0.19530779,0.14,0.07,0.1,-0.001601786,0.015889015,-0.026156826,0.019530779,0.175777012,0.097653896,0.195,-9.264940051,7.810345191,-0.124406511,2,1,3,Potentially MLI,14.44,0,17.956,0,0.019,0.664,0.821,0.812,0.534,0.051,1.777,0.272787503
5.81,0.072,5.761,1.018,24.034,18-08-31_YC003,18-08-31_YC003_probe1,230,0,0,0,0,0,0.031646116,0.052137575,0.075873,0.095328852,0.25318667,0.16,0.202327255,0.1,-0.013872641,0.019996293,-0.029396375,0.025318667,0.227868006,0.126593336,0.253,-8.912937337,9.520419814,-0.736440898,2,3,5,Go + MF,14.31,0,35.647,0,0.007,1.031,1.474,1.396,1.026,0.133,2.331,0.171777796
87.62,0.009,5.916,0.374,21.559,18-08-31_YC003,18-08-31_YC003_probe1,231,0,0,0,0,0,0.036753373,0.081889368,0.078016258,0.102611569,0.30670217,0.2,0.275630685,0.1,-0.012035763,0.04952898,-0.020925818,0.030670217,0.27603195,0.153351083,0.307,-7.893203088,8.580791125,-0.72813506,1,,1,Purkinke,16.26,0,111.19,0,0.006,0.263,0.671,0.397,0.19,0.016,2.72,0.25291768
1.83,0.438,7.077,0.791,2.942,18-08-31_YC003,18-08-31_YC003_probe1,232,0,0,0,0,0,0.078348956,0.139409427,0.061019421,0.07450924,1.1067257,0.23,0.394525897,0.1,0.041326255,0.35213545,0.012741902,0.110672569,0.996053123,0.553362846,1.107,-10.39656123,11.35202717,-1.985924862,3,,2,Complex Spike,24.52,0,3.355,2,0.1,0.754,0.726,0.933,0.652,0.065,1.077,0.28966441
29.54,0.025,5.241,0.85,31.314,18-08-31_YC003,18-08-31_YC003_probe1,239,0,0,0,0,0,0.032322937,0.101201592,0.098234801,0.12925336,0.15895203,0.26,0.547869044,0.13,0.002481135,0.07256,0.006444729,0.015895203,0.143056825,0.079476014,0.159,-8.925069925,5.566893382,-0.165675834,2,3,5,Go + MF,14.29,0,54.516,0,0.007,0.817,1.502,1.055,0.757,0.083,3.202,0.392542835
70.98,0.012,6.126,0.375,17.329,18-08-31_YC003,18-08-31_YC003_probe1,257,0,0,0,0,0,0.102454227,0.156806743,0.181175698,0.216884814,0.37832737,0.4,0.388033608,0.23,-0.07458551,0.10597209,-0.016271292,0.037832737,0.340494633,0.189163685,0.378,-6.333750217,4.049827615,-0.724145826,1,,1,Purkinke,16.38,0.01,84.616,0,0.008,0.292,0.547,0.394,0.177,0.014,2.595,0.331608982
1.4,0.605,7.151,0.771,2.273,18-08-31_YC003,18-08-31_YC003_probe1,277,0,0,0,0,0,0.077762307,0.17222011,0.082241266,0.103566997,0.5926328,0.3,0.464911649,0.14,-0.033670235,0.165466,0.064641485,0.059263277,0.533369493,0.296316385,0.593,-7.878253377,6.544065031,-1.081078941,3,,2,Complex Spike,22.22,0,2.452,1,0.138,0.756,0.664,0.9,0.62,0.06,0.849,0.317663334
126.49,0.006,5.866,0.367,28.923,18-08-31_YC003,18-08-31_YC003_probe1,292,0,0,0,0,0,0.059224208,0.128153459,0.11364915,0.143914888,0.3098777,0.3,0.45069613,0.2,-0.010564842,0.114577465,0.025468085,0.030987769,0.278889924,0.154938847,0.31,-5.917143385,5.479288294,-0.507248204,1,,1,Purkinke,16.25,0,152.967,0,0.004,0.26,0.645,0.388,0.183,0.015,2.797,0.387713167
35.03,0.013,4.666,0.709,36.991,18-08-31_YC003,18-08-31_YC003_probe1,295,0,0,0,0,0,0.059889035,0.154287525,0.133225278,0.173809623,0.2841694,0.36,0.644436936,0.24,-0.12703514,0.15898114,0.00571535,0.028416941,0.255752465,0.142084703,0.284,-3.968623794,4.452584627,-0.328722438,2,4,6,Unknown,14.08,0.01,83.596,0,0.006,0.62,1.707,0.854,0.573,0.061,4.327,0.511488347
68.49,0.01,5.886,0.607,41.436,18-08-31_YC003,18-08-31_YC003_probe1,298,0,0,0,0,0,0.168088407,0.410741159,0.153393383,0.191367841,0.23705055,0.66,0.880917564,0.27,-0.10781627,0.010482614,0.064195633,0.023705055,0.213345493,0.118525274,0.237,-4.117844802,4.631400818,-0.22849553,2,4,6,Unknown,14.82,0.01,105.885,0,0.005,0.539,0.986,0.686,0.431,0.04,2.808,0.425719098
18.69,0.02,4.383,0.663,22.486,18-08-31_YC003,18-08-31_YC003_probe1,300,0,0,0,0,0,0.084492987,0.160165021,0.091577299,0.118812052,0.6761914,0.3,0.495819824,0.16,-0.121256,0.24767971,0.019864385,0.067619139,0.608572251,0.338095695,0.676,-5.151354624,7.031158898,-1.024554677,2,3,5,Go + MF,26.11,0,60.338,0,0.006,0.418,2.049,0.893,0.603,0.08,4.136,0.359096526
78.13,0.012,6.826,0.393,21.988,18-08-31_YC003,18-08-31_YC003_probe1,311,0,0,0,0,0,0.087357279,0.137767873,0.160183784,0.197210191,0.32987902,0.36,0.424425954,0.2,-0.07436639,0.11300319,-0.023713586,0.032987902,0.296891114,0.164939508,0.33,-6.563656726,4.335041451,-0.587602562,1,,1,Purkinke,19.19,0.02,91.599,0,0.006,0.332,0.431,0.411,0.181,0.014,1.404,0.389478031
21.99,0.032,6.487,0.793,32.097,18-08-31_YC003,18-08-31_YC003_probe1,332,0,0,0,0,0,0.031859548,0.099663118,0.084693016,0.107166896,0.17782246,0.23,0.2831866,0.13,-0.014522807,0.035540465,0.000512127,0.017782246,0.16004021,0.088911228,0.178,-8.099499473,6.466367811,-0.408636395,2,1,3,Potentially MLI,16.55,0.03,48.23,0,0.006,0.749,0.933,0.944,0.658,0.067,1.933,0.266739395
0.38,1.868,6.013,1.182,4.614,18-08-31_YC003,18-08-31_YC003_probe1,343,0,0,0,0,0,0.048397211,0.087311691,0.047443068,0.057829842,0.8053675,0.16,0.195743205,0.1,-0.039691612,-0.008525492,0.041829269,0.080536753,0.724830776,0.402683765,0.805,-7.546996614,14.32252033,-2.336613312,3,,2,Complex Spike,33.31,0,59.421,0,0.002,1.221,1.043,2.528,1.386,0.358,1.591,0.144938575
0.94,0.796,6.655,0.976,3.658,18-08-31_YC003,18-08-31_YC003_probe1,355,0,0,0,0,0,0.0710929,0.076952431,0.338081252,0.385755556,0.43323043,0.5,0.07,0.33,0.005403319,0.044577383,-0.033990286,0.043323043,0.389907387,0.216615215,0.433,-2.228376847,2.862320586,-0.116851528,3,,2,Complex Spike,22.91,0,4.333,1,0.06,0.931,0.925,1.309,0.962,0.12,1.217,0.199084876
15.75,0.04,6.588,0.889,29.062,18-08-31_YC003,18-08-31_YC003_probe1,377,0,0,0,0,0,0.085102887,0.182694235,0.112243144,0.143218216,0.37615064,0.36,0.416617387,0.2,-0.051927786,0.07089823,0.033124289,0.037615064,0.338535574,0.188075319,0.376,-4.52746212,4.528477487,-0.780979572,2,3,5,Go + MF,14.41,0.01,41.956,0,0.007,0.897,0.983,1.098,0.803,0.086,1.675,0.247707183
1,0.841,7.112,0.837,2.191,18-08-31_YC003,18-08-31_YC003_probe1,381,0,0,0,0,0,0.165,0.086124133,0.119902147,0.233394074,0.8839598,0.33,0.17,0.6,-0.02767697,-0.044171866,0.036487653,0.088395977,0.795563793,0.441979885,0.884,-6.502718295,1.369073751,-1.535824046,3,,2,Complex Spike,21.85,0,2.036,1,0.133,0.779,0.706,1.016,0.726,0.076,0.879,0.29409768
12.52,0.063,6.995,0.712,13.35,18-08-31_YC003,18-08-31_YC003_probe1,393,0,0,0,0,0,0.10078606,0.130193019,0.239787939,0.269138782,0.70526886,0.43,0.319794374,0.27,-0.06439586,0.0750195,0.035112663,0.070526886,0.634741974,0.35263443,0.705,-6.99340678,4.169510218,-1.715154628,2,1,3,Potentially MLI,20.8,0.02,22.474,0,0.016,0.66,0.745,0.814,0.539,0.051,1.188,0.21886691
0.74,0.857,6.408,1.1,4.8,18-08-31_YC003,18-08-31_YC003_probe1,457,0,0,0,0,0,0.087565255,0.376569698,0.325395955,0.419215785,0.11676428,0.9,1.048107352,0.43,0.016474677,0.011532274,0.016151658,0.011676428,0.105087849,0.058382139,0.117,-1.303328533,2.294417531,-0.123006999,3,,2,Complex Spike,23.09,0,7.8,0,0.021,1.116,1.039,1.637,1.186,0.174,1.391,0.604171448
52.91,0.015,6.421,0.514,24.129,18-08-31_YC003,18-08-31_YC003_probe1,485,0,0,0,0,0,0.065902187,0.113325229,0.106030485,0.122492315,0.3017676,0.26,0.447405263,0.16,-0.062193267,0.113265686,0.004136274,0.030176759,0.271590829,0.150883794,0.302,-5.072625238,5.833049116,-0.53886955,1,,1,Purkinke,14.21,0.02,70.409,0,0.008,0.448,0.643,0.554,0.301,0.025,1.954,0.392037028
