MFRBlockHz,tf_MedIsi,tf_Entropy,tf_CV2Mean,tf_LvR,SampleP,Sample,Unit,RespPk,RespGo,RespGr,RespMF,RespMLI,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_MaxAmpNorm,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_End,wf_Crossing,wf_Pk10,wf_Pk90,wf_Pk50,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,Cluster_x,Cluster_y,SmallCluster,SmallClusterName,MeanAmpBlock,ACGViolationRatio,tf_MIFRBlockHz,tf_ModeIsi,tf_Perc5Isi,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_Si,tf_skw,wf_EndSlopeTau
180.67,0.005,6.511,0.238,19.17,19-11-04_YC037,19-11-04_YC037_probe1,98,0,0,0,0,0,0.011816541,0.102211899,0.181832859,0.214015417,0.020558853,0.37,0.211970796,0.23,-0.07074371,0.001040963,-0.023469111,0.002055885,0.018502967,0.010279426,0.021,-3.879237535,3.347998906,-0.065337085,1,,1,Purkinke,13.98,0,199.626,0,0.004,0.16,0.381,0.244,0.081,0.006,2.045,1.097564028
6.24,0.09,5.927,1.012,24.803,19-11-04_YC036,19-11-04_YC036_probe1,104,0,0,0,0,0,0.049059019,0.088538287,0.083161782,0.092510988,0.2724721,0.2,0.256268415,0.1,-0.014591508,0.013440088,0.001294717,0.027247211,0.245224902,0.136236057,0.272,-10.83790478,7.553465149,-0.757087057,2,3,5,Go + MF,18.8,0,37.432,0,0.006,1.016,1.321,1.391,1.023,0.133,2.538,0.208839788
10.21,0.058,5.562,0.771,15.74,19-11-04_YC036,19-11-04_YC036_probe1,106,0,0,0,0,0,0.05,0.019383209,0.05,0.05,0.33397,0.1,0.07,0.14,0.008580898,-0.006454695,0,0.033397001,0.300573009,0.166985005,0.334,-17.38012447,8.223304469,-0.349462022,2,1,3,Potentially MLI,10.66,0,24.825,0,0.013,0.722,1.278,0.914,0.63,0.064,3.286,0.217303887
6.62,0.098,6.314,0.723,7.965,19-11-04_YC036,19-11-04_YC036_probe1,109,0,0,0,0,0,0.056548789,0.069240174,0.047888701,0.052350952,0.32399553,0.13,0.218356104,0.1,-0.013602585,0.019995732,-0.034743409,0.032399553,0.291595978,0.161997765,0.324,-9.575408038,12.25634156,-1.268750041,2,1,3,Potentially MLI,19.8,0,13.276,0,0.027,0.674,0.96,0.833,0.555,0.053,2.194,0.141056006
19.11,0.035,6.176,0.932,44.218,19-11-04_YC036,19-11-04_YC036_probe1,115,0,0,0,0,0,0.058435816,0.105012185,0.091895788,0.103813549,0.36535776,0.23,0.259209568,0.14,-0.005837028,0.021084422,0.014900625,0.036535776,0.328821981,0.182678878,0.365,-9.81069071,7.007513231,-1.049176178,2,3,5,Go + MF,12.36,0.03,65.474,0,0.004,0.916,1.185,1.205,0.883,0.104,2.121,0.179214194
6.53,0.097,6.102,0.71,7.762,19-11-04_YC036,19-11-04_YC036_probe1,123,0,0,0,0,0,0.050408706,0.088978865,0.082803402,0.094847838,0.4221593,0.2,0.245062622,0.14,-0.025054911,0.020472676,0.002255663,0.042215931,0.379943383,0.211079657,0.422,-9.59069113,8.558674925,-1.253715874,2,1,3,Potentially MLI,21.15,0,13.771,0,0.026,0.647,1.051,0.821,0.542,0.053,2.482,0.192874882
1.39,0.042,4.044,1.244,24.443,19-11-04_YC036,19-11-04_YC036_probe1,13,0,0,0,0,0,0.04345955,0.086853289,0.168815751,0.218120461,0.14463124,0.33,0.384745368,0.17,-0.016014956,0.010166192,-0.000482913,0.014463124,0.130168113,0.072315618,0.145,-7.984666546,4.273241721,-0.27415479,2,3,5,Go + MF,10.12,0,76.064,0,0.004,1.587,1.852,2.384,1.561,0.32,2.926,0.283896693
30.21,0.041,6.656,0.788,22.698,19-11-04_YC036,19-11-04_YC036_probe1,145,0,0,0,0,0,0.05,0.039720537,0.05,0.05,0.6960165,0.1,0.06,0.06,0.02020874,-0.08197846,0,0.069601649,0.626414841,0.348008245,0.696,-20.23360564,6.845878859,-0.132996411,2,1,3,Potentially MLI,9.28,0.01,34.934,0,0.01,0.75,0.889,0.928,0.644,0.064,1.687,0.059561756
60.73,0.015,6.338,0.551,31.521,19-11-04_YC036,19-11-04_YC036_probe1,162,0,0,0,0,0,0.045419608,0.082242658,0.067869233,0.07448548,0.28855565,0.17,0.18640573,0.1,-0.008459222,0.01538437,-0.013133964,0.028855565,0.259700087,0.144277826,0.289,-9.819470873,9.648851446,-1.010310339,1,,1,Purkinke,11.51,0,75.55,0,0.007,0.487,0.673,0.601,0.341,0.03,2.226,0.112548898
68.25,0.014,6.683,0.282,10.334,19-11-04_YC036,19-11-04_YC036_probe1,178,0,0,0,0,0,0.043579902,0.107637299,0.094545725,0.127888567,0.29559982,0.26,0.28450131,0.2,-0.019961607,0.015710732,0.01968401,0.029559982,0.266039836,0.147799909,0.296,-5.859999898,6.304076809,-0.831351769,1,,1,Purkinke,17.73,0,75.204,0,0.009,0.231,0.349,0.289,0.097,0.007,1.699,0.177034843
10.05,0.046,5.342,0.666,19.704,19-11-04_YC036,19-11-04_YC036_probe1,185,0,0,0,0,0,0.025863597,0.06631247,0.079186734,0.088092824,0.16035031,0.17,0.191052618,0.115,-0.008448779,0.008316421,0.008244208,0.016035031,0.144315277,0.080175154,0.16,-7.564031569,8.95620233,-0.589432446,2,1,3,Potentially MLI,11.76,0.01,47.813,0,0.006,0.556,1.46,0.792,0.515,0.054,2.841,0.137897516
40.94,0.018,6.66,0.931,83.578,19-11-04_YC036,19-11-04_YC036_probe1,197,0,0,0,0,0,0.075424641,0.109958301,0.089215416,0.096414264,0.22199409,0.23,0.200968836,0.1,-0.017591838,0.011126421,-0.000223217,0.022199409,0.199794678,0.110997044,0.222,-9.361437145,5.820013793,-0.659241418,2,3,5,Go + MF,15.46,0,112.042,0,0.002,0.914,0.893,1.187,0.877,0.1,1.551,0.117994686
23.07,0.031,4.879,0.904,43.835,19-11-04_YC036,19-11-04_YC036_probe1,202,0,0,0,0,0,0.068486509,0.100965824,0.07509287,0.114264272,0.8075552,0.23,0.19155153,0.155,-0.065016896,0.04167283,-0.010580119,0.08075552,0.726799679,0.403777599,0.808,-8.983600602,9.441994089,-3.124602367,2,3,5,Go + MF,10.03,0,63.123,0,0.004,0.861,1.775,1.175,0.843,0.101,4.361,0.11526748
10.49,0.073,6.933,0.685,10.63,19-11-04_YC036,19-11-04_YC036_probe1,203,0,0,0,0,0,0.092029321,0.142921125,0.105695895,0.135989771,0.8606228,0.3,0.319085782,0.3,-0.047075737,0.041368514,-0.004449638,0.086062282,0.774560541,0.430311412,0.861,-1.832545819,7.475829239,-2.129757537,2,1,3,Potentially MLI,13.95,0.02,19.029,0,0.019,0.639,0.759,0.776,0.5,0.046,1.3,0.215740957
17.08,0.046,6.984,0.628,15.448,19-11-04_YC036,19-11-04_YC036_probe1,205,0,0,0,0,0,0.098881845,0.150275249,0.125961913,0.192977771,0.6541715,0.37,0.303460481,0.27,-0.09303143,0.025028361,0.012842919,0.065417153,0.588754374,0.327085763,0.654,-3.938362406,5.502733811,-1.700356909,1,,1,Purkinke,12.83,0.02,30.581,0,0.011,0.575,0.745,0.696,0.425,0.038,1.312,0.191357586
31.25,0.032,5.875,0.828,37.533,19-11-04_YC036,19-11-04_YC036_probe1,209,0,0,0,0,0,0.057823839,0.103977313,0.09121572,0.100315964,0.21889067,0.23,0.167520461,0.14,-0.011423218,0.008848908,0.00690971,0.021889067,0.1970016,0.109445333,0.219,-8.79158334,6.034234618,-0.886179949,2,1,3,Potentially MLI,12.09,0.01,58.214,0,0.005,0.78,1.339,1.02,0.721,0.079,2.657,-0.675896601
37.8,0.018,6.173,0.827,61.488,19-11-04_YC036,19-11-04_YC036_probe1,212,0,0,0,0,0,0.080254982,0.100148283,0.07231511,0.078649485,0.15517123,0.2,0.223721842,0.1,-0.010381803,0.009995824,-0.000735107,0.015517123,0.139654107,0.077585615,0.155,-9.319068586,6.506683838,-0.460170218,2,1,3,Potentially MLI,13.87,0,88.856,0,0.003,0.792,1.049,1.003,0.711,0.075,2.441,0.147584674
11.19,0.065,5.794,0.734,14.637,19-11-04_YC036,19-11-04_YC036_probe1,213,0,0,0,0,0,0.041015167,0.093345488,0.083487135,0.116503883,0.25715646,0.23,0.170134007,0.155,-0.022607384,0.01583124,-0.003060533,0.025715646,0.231440815,0.128578231,0.257,-7.061949856,6.885008808,-0.810325898,2,1,3,Potentially MLI,11.75,0,23.945,0,0.012,0.668,1.161,0.866,0.584,0.059,2.958,-0.512845547
25.92,0.061,6.249,0.92,25.68,19-11-04_YC036,19-11-04_YC036_probe1,215,0,0,0,0,0,0.065,0.032048133,0.037630684,0.093213478,0.3085333,0.13,0.07,0.14,0.04693333,0.011507692,-0.005238976,0.030853331,0.27767998,0.154266655,0.309,-13.78344361,7.649501067,-0.485356829,2,3,5,Go + MF,16.39,0,35.718,0,0.007,0.908,1.16,1.173,0.857,0.098,2.2,0.061450699
0.55,0.424,4.829,1.241,7.061,19-11-04_YC036,19-11-04_YC036_probe1,223,0,0,0,0,0,0.037305578,0.059567582,0.062095287,0.070651308,0.4751624,0.14,0.115471327,0.07,-0.028189197,0.024474634,-0.005742366,0.047516239,0.427646148,0.237581193,0.475,-9.889118575,12.96461789,-1.246035506,3,,2,Complex Spike,12.45,0,20.873,0,0.028,1.487,1.607,2.03,1.453,0.24,2.316,0.103776874
3.77,0.047,4.504,0.833,32.444,19-11-04_YC036,19-11-04_YC036_probe1,226,0,0,0,0,0,0.05,0.047957545,0.05,0.05,0.8613351,0.1,0.1,0.1,0.047062248,-0.008795166,0,0.08613351,0.775201589,0.430667549,0.861,-19.89695281,10.46008155,-1.814327078,2,3,5,Go + MF,18.93,0,84.352,0,0.002,0.728,2.046,1.111,0.776,0.099,3,-1.501204137
0.57,0.085,5.271,0.887,14.632,19-11-04_YC036,19-11-04_YC036_probe1,227,0,0,0,0,0,0.055635056,0.106900125,0.080951653,0.103399883,0.4715143,0.23,0.246043188,0.1,0.03196066,0.023267195,0.017150869,0.047151431,0.424362883,0.235757157,0.472,-8.855547895,7.890642981,-1.500561412,2,3,5,Go + MF,10.56,0,20.173,0,0.014,0.876,1.61,1.097,0.796,0.086,3.29,0.164475979
53.7,0.017,5.361,0.593,28.489,19-11-04_YC036,19-11-04_YC036_probe1,228,0,0,0,0,0,0.069970759,0.172786257,0.09064223,0.106355074,0.34546846,0.3,0.258147036,0.15,-0.030796664,0.014631397,0.00880757,0.034546846,0.310921615,0.172734231,0.345,-11.95895414,7.030431619,-1.325357506,2,4,6,Unknown,8.68,0,66.993,0,0.007,0.53,1.032,0.656,0.389,0.035,3.962,-0.470162572
5.67,0.09,6.223,0.981,26.304,19-11-04_YC036,19-11-04_YC036_probe1,237,0,0,0,0,0,0.065,0.059842106,0.065,0.065,1.1733595,0.13,0.1,0.06,0.02713752,-0.12643665,-0.000207871,0.117335951,1.056023562,0.586679757,1.173,-20.65490218,10.45681899,-2.047617842,2,3,5,Go + MF,20.11,0,42.088,0,0.005,0.972,1.235,1.34,0.974,0.126,1.926,2.353687187
17.83,0.042,6.809,0.749,20.906,19-11-04_YC036,19-11-04_YC036_probe1,250,0,0,0,0,0,0.035,0.013857968,0.133,0.133,0.26993063,0.07,0.03,0.14,0.015293434,0.082147755,0,0.026993063,0.242937568,0.134965315,0.27,-19.47837075,6.510373399,-0.306084234,2,1,3,Potentially MLI,11.17,0.01,33.318,0,0.011,0.703,0.804,0.869,0.588,0.057,1.496,0.078045741
16.15,0.05,6.018,0.781,20.852,19-11-04_YC036,19-11-04_YC036_probe1,255,0,0,0,0,0,0.05,0.023436683,0.05,0.05,0.27272198,0.1,0.03,0.1,-0.00702863,-0.15090695,0,0.027272198,0.245449778,0.136360988,0.273,-13.80277843,7.049811148,-0.470340994,2,1,3,Potentially MLI,13.59,0.02,31.441,0,0.01,0.733,1.052,0.93,0.645,0.066,2.706,1.65304767
15.94,0.033,5.719,1.11,59.223,19-11-04_YC036,19-11-04_YC036_probe1,257,0,0,0,0,0,0.12,0.128188616,0.12,0.12,0.9174503,0.24,0.13,0.2,0.070592314,-0.23245268,0.040393019,0.091745031,0.825705278,0.458725154,0.917,-8.60260382,4.364320658,-1.243729021,2,3,5,Go + MF,21.39,0,96.633,0,0.002,1.172,1.411,1.62,1.199,0.169,2.166,5.948124597
14.42,0.057,6.05,0.837,18.914,19-11-04_YC036,19-11-04_YC036_probe1,258,0,0,0,0,0,0.05,0.006918694,0.15,0.15,0.08203521,0.1,0.03,0.13,0.03515212,-0.2948031,0,0.008203521,0.073831692,0.041017607,0.082,-14.16325323,6.65555139,-0.23257324,2,1,3,Potentially MLI,15.66,0,26.528,0,0.011,0.811,1.09,1.01,0.722,0.075,2.532,6.377673649
29.68,0.03,6.731,0.618,24.006,19-11-04_YC036,19-11-04_YC036_probe1,259,0,0,0,0,0,0.052400522,0.084611731,0.106245977,0.117112096,0.15065609,0.23,0.063753978,0.1,-0.026670517,-0.009584075,-0.00800059,0.015065609,0.13559048,0.075328045,0.151,-13.70092687,7.500515193,-0.745574827,2,1,3,Potentially MLI,12.04,0,43.12,0,0.009,0.545,0.596,0.692,0.425,0.039,1.539,-1.90235728
18.92,0.023,5.824,1.05,75.535,19-11-04_YC036,19-11-04_YC036_probe1,273,0,0,0,0,0,0.05,0.047994973,0.15,0.15,0.5243646,0.1,0.06,0.13,0.01618335,-0.06011405,0,0.052436459,0.471928132,0.262182295,0.524,-12.88136832,5.918064364,-0.727801053,2,3,5,Go + MF,26.94,0,111.187,0,0.002,1.083,1.362,1.459,1.084,0.142,2.357,0.085834988
79.39,0.012,7.118,0.368,19.448,19-11-04_YC036,19-11-04_YC036_probe1,280,0,0,0,0,0,0.065,0.068758124,0.195,0.195,0.9048684,0.13,0.1,0.13,-0.07313099,-0.1417918,-0.004181419,0.090486842,0.814381582,0.452434212,0.905,-16.47444287,5.839405938,-1.244892625,1,,1,Purkinke,16.37,0,89.366,0,0.007,0.323,0.36,0.381,0.153,0.012,0.936,0.084829087
8.93,0.065,5.486,0.619,8.632,19-11-04_YC036,19-11-04_YC036_probe1,287,0,0,0,0,0,0.056312942,0.129454431,0.110115994,0.143439999,0.3012831,0.3,0.279912834,0.18,-0.0037809,0.015558971,-0.00319593,0.030128309,0.271154782,0.150641546,0.301,-9.26308067,5.385307363,-0.889093663,2,1,3,Potentially MLI,14.45,0,17.958,0,0.023,0.538,1.297,0.702,0.434,0.041,3.311,0.215392247
7.14,0.104,6.303,0.672,5.96,19-11-04_YC036,19-11-04_YC036_probe1,289,0,0,0,0,0,0.073169572,0.086823235,0.130326649,0.145401137,0.3464531,0.26,0.145651508,0.17,-0.016186744,0.007156245,0.001708982,0.03464531,0.31180779,0.17322655,0.346,-16.63358715,6.08906774,-1.387056349,2,1,3,Potentially MLI,10.45,0.03,11.096,0,0.045,0.618,0.79,0.769,0.507,0.048,1.852,-0.6542754
95.26,0.01,7.175,0.367,23.361,19-11-04_YC036,19-11-04_YC036_probe1,29,0,0,0,0,0,0.055349299,0.111728561,0.084209621,0.09976521,0.49629933,0.23,0.240175814,0.14,-0.007742226,0.02573226,0.01664603,0.049629933,0.446669394,0.248149663,0.496,-9.268182716,8.029894172,-1.593975751,1,,1,Purkinke,23.44,0,108.604,0,0.005,0.317,0.373,0.38,0.154,0.012,0.9,0.14318034
16.68,0.054,6.222,0.463,14.654,19-11-04_YC036,19-11-04_YC036_probe1,293,0,0,0,0,0,0.05269003,0.065483058,0.093412348,0.119415181,0.47237146,0.2,0.099907894,0.13,-0.037573654,0.004428365,-0.020184669,0.047237146,0.425134313,0.23618573,0.472,-11.24869084,8.229985733,-1.991218277,1,,1,Purkinke,18.7,0,37.058,0,0.006,0.37,0.677,0.503,0.265,0.023,2.236,-0.954107776
4.15,0.034,3.879,1.156,53.116,19-11-04_YC036,19-11-04_YC036_probe1,295,0,0,0,0,0,0.041414445,0.076917963,0.071827083,0.080783442,0.3807557,0.17,0.115260754,0.1,-0.014429511,0.013098229,-0.00627807,0.038075569,0.342680123,0.190377846,0.381,-9.754556095,10.36531485,-1.485784044,2,3,5,Go + MF,14.62,0,81.122,0,0.003,1.236,2.236,1.76,1.28,0.193,3.515,-0.847743466
36.75,0.028,4.946,0.692,19.852,19-11-04_YC036,19-11-04_YC036_probe1,301,0,0,0,0,0,0.065,0.024106998,0.058253626,0.100226815,0.41723242,0.13,0.03,0.16,0.013110156,-0.14122565,-0.001600612,0.041723242,0.375509182,0.208616212,0.417,-14.01369055,3.732362727,-1.340436736,2,4,6,Unknown,10.81,0.02,41.37,0,0.01,0.613,1.628,0.807,0.527,0.053,3.582,41.19130557
38.71,0.027,5.22,0.606,16.395,19-11-04_YC036,19-11-04_YC036_probe1,305,0,0,0,0,0,0.05,0.035989096,0.15,0.15,0.4176251,0.1,0.13,0.13,0.009395297,0.08180039,0,0.04176251,0.375862589,0.20881255,0.418,-13.23029868,5.860674278,-0.934309395,2,4,6,Unknown,11.32,0.03,41.819,0,0.01,0.505,1.541,0.698,0.431,0.043,3.289,0.084853273
23.34,0.031,5.516,0.67,22.432,19-11-04_YC036,19-11-04_YC036_probe1,32,0,0,0,0,0,0.038932332,0.085083623,0.086164927,0.096051328,0.23233956,0.2,0.237901687,0.1,-0.011718699,0.010446488,-0.00127247,0.023233956,0.209105605,0.11616978,0.232,-9.624708322,7.465438892,-0.683762002,2,1,3,Potentially MLI,13.26,0.02,41.475,0,0.009,0.609,1.171,0.766,0.493,0.047,3.569,0.167056211
0.36,0.145,4.684,1.026,17.138,19-11-04_YC036,19-11-04_YC036_probe1,327,0,0,0,0,0,0.066569115,0.113796844,0.089646499,0.099428183,0.4718564,0.23,0.269257333,0.14,-0.024954345,0.021335902,-0.000718754,0.047185639,0.424670747,0.235928193,0.472,-8.166961115,7.501307078,-1.254178757,2,2,4,Granule,11.47,0,28.525,0,0.006,1.014,1.921,1.497,1.054,0.154,3.828,0.260076194
14.53,0.037,5.17,0.891,38.205,19-11-04_YC036,19-11-04_YC036_probe1,339,0,0,0,0,0,0.037582226,0.076171505,0.073287583,0.081187913,0.28739342,0.17,0.142968764,0.1,-0.003285853,0.01643147,-0.00261198,0.028739342,0.258654079,0.14369671,0.287,-10.02005716,9.78096062,-1.085857211,2,3,5,Go + MF,15.89,0.01,52.258,0,0.005,0.871,1.514,1.124,0.814,0.092,3.952,-0.836990415
6.59,0.058,4.97,0.969,24.94,19-11-04_YC036,19-11-04_YC036_probe1,345,0,0,0,0,0,0.065,0.043361777,0.195,0.195,0.42105308,0.13,0.1,0.16,0.055816468,-0.07166691,-0.010543963,0.042105308,0.378947774,0.210526541,0.421,-11.42250305,5.858985412,-0.788864153,2,3,5,Go + MF,15.07,0,34.774,0,0.007,0.968,1.73,1.277,0.939,0.114,3.646,0.104280605
24.53,0.018,5.552,1.074,83.978,19-11-04_YC036,19-11-04_YC036_probe1,348,0,0,0,0,0,0.065,0.039703177,0.035920688,0.086348539,0.5747249,0.13,0.1,0.1,0.0377249,0.028594777,-0.011649113,0.057472491,0.517252421,0.287362456,0.575,-16.32073586,11.10408392,-1.399319876,2,3,5,Go + MF,17.19,0,122.543,0,0.002,1.125,1.405,1.492,1.118,0.146,2.703,0.218279128
13.02,0.04,4.496,0.886,32.953,19-11-04_YC036,19-11-04_YC036_probe1,349,0,0,0,0,0,0.033821392,0.085025119,0.076353656,0.099249006,0.2809268,0.2,0.135779779,0.14,-0.009050193,0.018943377,-0.022749032,0.028092679,0.252834114,0.140463397,0.281,-8.076882455,8.56852533,-1.088983879,2,3,5,Go + MF,16.45,0,45.903,0,0.006,0.85,1.762,1.126,0.814,0.093,5.462,-0.843914764
12.29,0.041,5.515,0.957,34.333,19-11-04_YC036,19-11-04_YC036_probe1,351,0,0,0,0,0,0.085,0.073772233,0.040509712,0.092218156,1.1213415,0.17,0.1,0.13,0.033847753,-0.103698425,0.036911162,0.112134147,1.00920732,0.560670733,1.121,-17.54150342,3.277355999,-0.328782784,2,3,5,Go + MF,14.73,0,47.689,0,0.006,0.947,1.456,1.248,0.918,0.109,3.247,0.081686557
21.64,0.033,6.534,0.942,49.345,19-11-04_YC036,19-11-04_YC036_probe1,352,0,0,0,0,0,0.049751159,0.100144825,0.074312808,0.119161876,0.41213518,0.24,0.176587185,0.15,-0.018246295,0.012732883,-0.017492279,0.041213518,0.370921665,0.206067592,0.412,-11.14698998,7.669996751,-1.785329594,2,3,5,Go + MF,15.67,0,67.674,0,0.003,0.917,0.966,1.231,0.903,0.108,1.905,-1.156481031
16.09,0.035,5.906,0.97,46.895,19-11-04_YC036,19-11-04_YC036_probe1,355,0,0,0,0,0,0.04124389,0.093926661,0.079147451,0.116319218,0.3650602,0.23,0.115045248,0.145,-0.056454387,-0.000172117,0.031469875,0.036506021,0.328554189,0.182530105,0.365,-8.540945471,7.620209277,-1.850356904,2,3,5,Go + MF,14.79,0,67.042,0,0.003,0.965,1.283,1.285,0.943,0.115,2.537,-1.263711097
36.89,0.021,6.477,0.683,38.181,19-11-04_YC036,19-11-04_YC036_probe1,358,0,0,0,0,0,0.049584107,0.088404483,0.083802464,0.122442323,0.4188478,0.23,0.148469264,0.17,-0.022340124,-0.041185718,0.007124011,0.04188478,0.376963019,0.2094239,0.419,-9.833673712,1.329181592,-1.731530153,2,1,3,Potentially MLI,13.29,0.01,66.096,0,0.005,0.617,0.821,0.781,0.507,0.048,1.993,-0.698591093
22.62,0.032,6.517,0.835,49.762,19-11-04_YC036,19-11-04_YC036_probe1,371,0,0,0,0,0,0.05,0.042217783,0.05,0.05,0.76789385,0.1,0.13,0.1,0.109746896,0.17002097,0,0.076789385,0.691104466,0.383946925,0.768,-19.54015538,12.10501792,-1.001184862,2,1,3,Potentially MLI,16.46,0.03,68.825,0,0.004,0.781,0.957,1.041,0.745,0.083,1.767,-2.28373473
16.17,0.074,5.852,0.997,28.062,19-11-04_YC036,19-11-04_YC036_probe1,377,0,0,0,0,0,0.065,0.047537742,0.195,0.195,0.53871393,0.13,0.13,0.17,0.08497376,-0.058727033,-0.016863634,0.053871393,0.484842539,0.269356966,0.539,-14.2553247,5.73504018,-0.861269856,2,3,5,Go + MF,12.24,0.01,38.538,0,0.006,1.003,1.297,1.358,1.003,0.128,2.423,0.091269407
9.18,0.067,5.739,0.791,13.483,19-11-04_YC036,19-11-04_YC036_probe1,38,0,0,0,0,0,0.052470774,0.104934305,0.090303311,0.100635322,0.23079023,0.23,0.215819667,0.1,-0.014100617,0.011255488,0.007176113,0.023079023,0.207711205,0.115395114,0.231,-9.897726127,6.235876873,-0.77588096,2,1,3,Potentially MLI,11.82,0.01,22.155,0,0.015,0.742,1.295,0.95,0.661,0.069,2.904,0.123332388
23.78,0.035,6.936,0.534,12.051,19-11-04_YC036,19-11-04_YC036_probe1,4,0,0,0,0,0,0.055314791,0.109459898,0.092427037,0.133533092,0.48251963,0.26,0.280928008,0.14,0.018420385,0.02241388,0.002906288,0.048251963,0.434267664,0.241259813,0.483,-7.687276155,7.271763753,-1.305798736,1,,1,Purkinke,10.79,0.01,30.707,0,0.017,0.469,0.566,0.577,0.32,0.027,1.377,0.23610357
1.27,0.197,5.239,1.188,16.199,19-11-04_YC036,19-11-04_YC036_probe1,417,0,0,0,0,0,0.05,0.021772303,0.05,0.05,0.46430075,0.1,0.03,0.14,0.014332333,0.0705861,0,0.046430075,0.417870677,0.232150376,0.464,-19.88167628,3.834494689,-0.515132162,2,2,4,Granule,28.65,0,26.741,0,0.007,1.273,1.629,1.892,1.334,0.217,2.316,-1.711366176
4.25,0.07,4.204,0.826,16.477,19-11-04_YC036,19-11-04_YC036_probe1,433,0,0,0,0,0,0.018573693,0.047639115,0.071032432,0.080584953,0.15147328,0.14,0.188446182,0.07,-0.011959351,0.00756141,-0.028534446,0.015147328,0.136325955,0.075736642,0.151,-8.153673071,10.84914387,-0.613364678,2,3,5,Go + MF,12.13,0,31.507,0,0.008,0.742,2.34,1.059,0.737,0.088,4.514,0.130712479
19.91,0.035,6.209,0.835,38.235,19-11-04_YC036,19-11-04_YC036_probe1,434,0,0,0,0,0,0.039610023,0.072464137,0.05267806,0.076553614,0.6496054,0.16,0.139477131,0.12,0.015812557,0.034314763,-0.010645913,0.064960539,0.584644854,0.324802697,0.65,-8.910477309,13.12411346,-2.550884984,2,3,5,Go + MF,14.71,0,53.468,0,0.005,0.787,1.054,1.028,0.73,0.079,2.488,0.086378907
14.5,0.04,4.604,0.879,34.866,19-11-04_YC036,19-11-04_YC036_probe1,435,0,0,0,0,0,0.035196151,0.079482953,0.062202743,0.081515158,0.61240745,0.17,0.147258875,0.115,-0.02704282,0.030231515,-0.008693634,0.061240745,0.551166701,0.306203723,0.612,-9.447887644,12.84921246,-2.318892547,2,3,5,Go + MF,14.47,0.01,48.957,0,0.006,0.838,1.744,1.118,0.806,0.092,5.975,0.084123413
11.93,0.063,5.202,0.612,9.109,19-11-04_YC036,19-11-04_YC036_probe1,447,0,0,0,0,0,0.035,0.01560952,0.119,0.119,0.38768744,0.07,0.07,0.14,0.014705882,0.13019031,0,0.038768744,0.3489187,0.193843722,0.388,-24.83660181,6.87475979,-1.016040881,2,1,3,Potentially MLI,14.36,0,18.484,0,0.024,0.543,1.052,0.685,0.415,0.038,5.207,-2.436721742
2.28,0.154,4.846,1.464,17.362,19-11-04_YC036,19-11-04_YC036_probe1,45,0,0,0,0,0,0.104249387,0.146818882,0.110294762,0.121321068,0.3433227,0.3,0.315209475,0.14,-0.016562358,0.016307035,-0.002625272,0.034332269,0.308990425,0.171661347,0.343,-9.993719338,4.895143514,-0.959620242,2,3,5,Go + MF,14.94,0,265.496,0,0.002,1.983,1.247,4.024,2.031,0.648,1.074,0.19922349
4.44,0.071,4.21,0.981,20.423,19-11-04_YC036,19-11-04_YC036_probe1,452,0,0,0,0,0,0.07,0.054243624,0.031937288,0.082454,0.7413333,0.14,0.1,0.13,0.045333333,0.005333333,-0.007280787,0.074133331,0.667199975,0.370666653,0.741,-18.18447474,8.552869457,-1.386223226,2,3,5,Go + MF,15.4,0,28.103,0,0.009,0.99,2.144,1.302,0.959,0.117,4.735,-1.302615523
11.96,0.041,5.44,0.892,33.34,19-11-04_YC036,19-11-04_YC036_probe1,454,0,0,0,0,0,0.031860094,0.083510143,0.074592175,0.099245058,0.29751173,0.2,0.137843699,0.1,-0.023420218,0.026528914,-0.005879136,0.029751173,0.267760554,0.148755863,0.298,-8.444744212,8.380788474,-1.17644576,2,3,5,Go + MF,16.32,0.02,45.619,0,0.006,0.87,1.483,1.13,0.82,0.093,3.234,-0.933551504
9.34,0.04,4.148,0.902,34.43,19-11-04_YC036,19-11-04_YC036_probe1,471,0,0,0,0,0,0.034630971,0.068480952,0.073894173,0.085924354,0.28658623,0.17,0.092912368,0.1,-0.002968403,-0.004466639,-0.013631315,0.028658623,0.257927603,0.143293113,0.287,-9.760133971,9.252458441,-1.28819248,2,3,5,Go + MF,15.81,0,47.088,0,0.006,0.873,2.301,1.163,0.839,0.099,5.109,-1.111488308
69.86,0.014,5.831,0.357,15.966,19-11-04_YC036,19-11-04_YC036_probe1,51,0,0,0,0,0,0.1,0.090013173,0.069556106,0.0997509,0.31635308,0.2,0.14,0.14,0.009195792,-0.048526883,0.033518086,0.031635308,0.284717774,0.158176541,0.316,-7.294533118,8.33357497,-0.932829606,1,,1,Purkinke,12.77,0,76.997,0,0.008,0.292,0.467,0.373,0.156,0.013,3.168,0.054307789
