Sample,Unit,PeakChUnit,SpikesUnit,GoodChunks,GoodChunksList,WvfChunks,WvfChunksList,SpikesBlock,PercMissingSpikesBlock,MFRBlockHz,MeanAmpBlock,RPVBlock,FpBlockFancy,FpBlockSimple,ACGViolationRatio,WvfPeaksBlock,PeaksBlock_x,PeaksBlock_y,BigPkNegBlock,tf_MIFRBlockHz,tf_MedIsi,tf_ModeIsi,tf_Perc5Isi,tf_Entropy,tf_CV2Mean,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_LvR,tf_LcV,tf_Si,tf_skw,wf_MaxAmpNorm,wf_MaxAmp,wf_MaxAmpTime,wf_MinAmpNorm,wf_MinAmp,wf_MinAmpTime,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_OnsetTime,wf_End,wf_EndTime,wf_Crossing,wf_CrossingTime,wf_Pk10,wf_Pk10Time,wf_Pk90,wf_Pk90Time,wf_Pk50,wf_Pk50Time1,wf_Pk50Time2,wf_Tr10,wf_Tr10Time,wf_Tr90,wf_Tr90Time,wf_Tr50,wf_Tr50Time1,wf_Tr50Time2,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_EndSlopeTau,key,ResponsiveUnit_-1,ResponsiveUnit_GrC,ResponsiveUnit_MF,ResponsiveUnit_Pk
18-08-30_YC002,163,260,4857,3,"[16, 18, 19]",2,"[19, 18]",1172,19,7.3,13.67,0,0,0,0,3,"[35, 49, 40]","[39.74414, 26.256714, -126.38464]",1,13.665,0.134,0,0.02,6.517,0.879,0.852,1.034,1.091,0.792,10.124,-0.534,0.086,1.748,0.5265954,48.78,1.87,-1,-92.64,1.97,0.1,0.07,0.17,0.027040642,1.7,0.001275372,2.8,0,1.905654966,0.052659541,1.905654966,0.473935872,1.855654966,0.263297707,1.83,1.9,-0.1,2.12,-0.9,1.97,-0.5,1.93,2.1,0.527,-17.44989355,4.56866301,-1.265738568,0.05,0.035654966,0.15,0.15,0.082700876,18-08-30_YC002-163,1,0,0,0
18-08-30_YC002,169,270,12744,14,"[1, 3, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19]",3,"[11, 12, 13]",8805,22,11.81,13.94,7,0.04,0,0,4,"[38, 47, 41, 71]","[48.96289, 38.898438, -86.07422, -4.794922]",1,32.083,0.063,0,0.008,6.626,0.834,0.79,0.901,1.031,0.734,23.021,-0.349,0.08,1.731,0.57800674,49.17,1.9,-1,-85.07,2,0.1,0.03,0.14,0.029410778,1.83,-0.018079603,2.67,0,1.924708863,0.057800674,1.924708863,0.52020607,1.874708863,0.289003372,1.87,1.9,-0.1,2.05,-0.9,2,-0.5,1.93,2.07,0.578,-21.79290203,9.792816018,-1.678796723,0.05,0.024708863,0.05,0.05,0.171602313,18-08-30_YC002-169,1,0,0,0
18-08-30_YC002,170,271,16204,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[6, 7, 8]",16204,1,16.54,16.91,3,0.01,0,0,3,"[36, 47, 40]","[54.13867, 36.396484, -211.31445]",1,94.818,0.021,0,0.003,5.566,1.01,1.006,1.446,1.398,1.029,57.429,-0.38,0.135,2.458,0.26478073,55.44,1.83,-1,-209.4,1.97,0.14,0.1,0.1,0.014172334,1.73,0.024673035,2.73,-0.013649006,1.896875821,0.026478073,1.896875821,0.238302657,1.826875821,0.132390365,1.77,1.87,-0.1,2.04,-0.9,1.97,-0.5,1.93,2.03,0.265,-8.480173094,8.055360426,-0.445597121,0.07,0.066875821,0.07,0.07,0.051316125,18-08-30_YC002-170,1,0,0,0
18-08-30_YC002,173,274,8681,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[1, 0, 2]",8681,1,7.98,23.31,0,0,0,0,2,"[52, 40]","[65.884766, -239.4414]",1,10.387,0.1,0,0.053,6.478,0.48,0.417,0.62,0.512,0.262,3.431,-0.231,0.022,1.948,0.31820956,73.8,2.37,-1,-231.94,1.97,0.4,0.430137036,0.13,-0.035372093,1.47,0.12176155,2.83,-0.017972985,2.176225794,0.031820956,2.183906314,0.286388603,2.342429577,0.159104779,2.27,2.700137036,-0.1,2.120368399,-0.9,1.985657964,-0.5,1.9,2.03,0.318,-7.253761981,3.236144898,-0.40438608,0.158523263,0.186093686,0.134710435,0.150368399,0.317370189,18-08-30_YC002-173,1,0,0,0
18-08-30_YC002,180,316,3961,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[0, 1, 2]",3961,5,3.52,15.51,0,0,0,0,2,"[55, 40]","[46.97293, -91.589455]",1,6.245,0.224,1,0.058,6.927,0.713,0.675,0.739,0.808,0.529,4.184,-0.502,0.049,1.257,0.57353985,50.49,2.47,-1,-88.04,1.97,0.5,0.331584141,0.2,-0.037896343,1.5,0.07394336,2.93,0.009303337,2.299340402,0.057353985,2.309550453,0.516185868,2.437389868,0.286769927,2.37,2.701584141,-0.1,2.274374023,-0.9,2.001222869,-0.5,1.9,2.1,0.574,-7.485459077,3.197248816,-1.283195568,0.127839415,0.160449547,0.273151154,0.304374023,0.229515653,18-08-30_YC002-180,1,0,0,0
18-08-30_YC002,205,153,43891,3,"[17, 18, 19]",2,"[17, 18]",11993,17,69.28,14.08,1,0,0,0,2,"[48, 40]","[124.447266, -428.3789]",1,67.408,0.016,0,0.007,6.11,0.601,0.533,0.925,0.666,0.402,28.099,-0.175,0.036,2.459,0.26253814,96.92,2.27,-1,-369.16,1.97,0.3,0.842664005,0.2,-0.11471519,1.47,0.021629008,3.4,0.017508539,2.133452768,0.026253814,2.142318806,0.236284322,2.197428286,0.131269068,2.17,3.012664005,-0.1,2.11309677,-0.9,2.00158772,-0.5,1.87,2.07,0.263,-4.963141397,5.296604548,-0.221204518,0.05510948,0.127681194,0.111509049,0.14309677,0.606165711,18-08-30_YC002-205,1,0,0,0
18-08-30_YC002,21,88,536,3,"[10, 12, 13]",1,[10],59,13,0.35,13.36,0,0,0,0,3,"[38, 45, 40]","[25.0, 73.125, -193.59375]",1,3.14,1.801,3,0.057,5.281,0.983,1.025,1.034,1.478,1.065,2.709,5.791,0.159,1.253,0.38821137,74.61,2.13,-1,-192.19,1.97,0.16,0.083959976,0.12,-0.028455285,1.53,-0.0300813,2.57,-0.019837715,2.058280337,0.038821137,2.063769999,0.349390233,2.112517742,0.194105685,2.1,2.183959976,-0.1,2.049065421,-0.9,1.979697766,-0.5,1.93,2.05,0.388,-7.794715438,10.13594802,-1.513430474,0.048747743,0.066230001,0.069367655,0.079065421,0.078112409,18-08-30_YC002-21,1,0,0,0
18-08-30_YC002,210,161,80714,2,"[12, 14]",1,[14],8191,26,72.89,14.27,0,0,0,0,2,"[50, 40]","[113.18555, -358.78125]",1,91.217,0.011,0,0.006,6.768,0.485,0.417,0.547,0.518,0.268,29.097,-0.108,0.022,1.605,0.34139982,119.28,2.3,-1,-349.39,1.97,0.33,0.50081584,0.23,-0.12835716,1.47,0.15410687,2.77,-0.026974779,2.174625093,0.034139982,2.181653215,0.307259837,2.256879194,0.170699909,2.2,2.70081584,-0.1,2.159308193,-0.9,2.010322078,-0.5,1.87,2.1,0.341,-6.247678219,4.860842817,-0.51424922,0.075225979,0.118346785,0.148986115,0.189308193,0.447238031,18-08-30_YC002-210,1,0,0,0
18-08-30_YC002,22,89,11463,9,"[10, 11, 12, 14, 15, 16, 17, 18, 19]",2,"[14, 15]",6696,16,13.76,14.04,0,0,0,0,4,"[38, 45, 40, 56]","[49.88672, 63.257812, -206.91797, -5.352539]",1,24.112,0.051,0,0.017,6.56,0.511,0.432,0.865,0.554,0.303,7.929,-0.26,0.026,1.945,0.31098017,63.82,2.13,-1,-205.21,1.97,0.16,0.122665873,0.07,-0.015023242,1.73,0.013348238,2.37,-0.006748606,2.046041843,0.031098017,2.05125153,0.279882154,2.086476099,0.155490085,2.07,2.192665873,-0.1,2.033621902,-0.9,1.97853309,-0.5,1.93,2,0.311,-17.80010373,14.54676737,-1.01195827,0.035224569,0.07874847,0.055088811,0.063621902,0.087494644,18-08-30_YC002-22,1,0,0,0
18-08-30_YC002,255,169,5279,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17]",2,"[14, 15]",5024,7,10.28,15.59,0,0,0,0,2,"[47, 39]","[85.93855, -159.86212]",1,55.792,0.031,0,0.005,5.026,1.016,1.028,1.543,1.379,1.03,34.707,-0.422,0.13,2.786,0.5796552,90.39,2.2,-1,-155.94,1.93,0.27,0.333792159,0.13,-0.03623022,1.43,0.072641216,2.67,0.003684848,2.066533158,0.057965517,2.074912429,0.521689653,2.143273024,0.289827585,2.1,2.433792159,-0.1,2.053427895,-0.9,1.970872211,-0.5,1.87,2,0.58,-8.452810863,7.290244309,-1.358089636,0.068360595,0.125087571,0.082555685,0.123427895,0.23990075,18-08-30_YC002-255,1,0,0,0
18-08-30_YC002,26,91,31147,9,"[0, 1, 2, 4, 5, 7, 9, 10, 12]",3,"[1, 0, 2]",14337,25,27.72,13.66,0,0,0,0,3,"[38, 47, 41]","[39.398438, 26.75586, -121.16406]",1,35.894,0.031,0,0.014,6.977,0.532,0.476,0.564,0.572,0.312,14.185,-0.154,0.026,1.327,0.36380884,41.47,1.9,-1,-113.98,2,0.1,0.07,0.1,0.011476012,1.77,-0.034162417,2.67,0,1.921195384,0.036380884,1.921195384,0.327427956,1.871195384,0.18190442,1.83,1.9,-0.1,2.1,-0.9,2,-0.5,1.93,2.03,0.364,-18.12061606,8.787395525,-0.703193462,0.05,0.021195384,0.1,0.1,0.181465939,18-08-30_YC002-26,1,0,0,0
18-08-30_YC002,272,106,1610,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[7, 8, 9]",1610,1,1.37,21.66,0,0,0,0,2,"[41, 34]","[233.50633, -404.62344]",1,1.842,0.661,6,0.234,7.206,0.599,0.538,0.494,0.656,0.387,1.329,-1.188,0.034,0.624,0.5961218,238.35,2,-1,-399.84,1.77,0.23,0.361041422,0.13,-0.01662117,1.37,0.16578142,2.47,-0.009460349,1.869626413,0.059612179,1.876407504,0.536509609,1.940896189,0.298060894,1.9,2.261041422,-0.1,1.860227373,-0.9,1.784149144,-0.5,1.7,1.83,0.596,-8.033785894,8.54001515,-1.083448691,0.064488686,0.123592496,0.076078229,0.090227373,0.287537614,18-08-30_YC002-272,1,0,0,0
18-08-30_YC002,275,128,2046,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[11, 12, 13]",2046,3,1.75,18.19,0,0,0,0,2,"[38, 75]","[-283.95834, 104.10943]",1,2.703,0.505,2,0.134,7.254,0.722,0.686,0.598,0.825,0.548,2.253,-0.879,0.051,0.771,0.37362733,105.51,3.13,-1,-282.41,1.9,1.23,0.691915186,0.47,-0.04372777,1.4,0.000997004,3.63,0.037609687,2.498690676,0.037362733,2.535633846,0.336264601,3.040863805,0.186813667,2.77,3.461915186,-0.1,2.378662651,-0.9,2.007269732,-0.5,1.7,2.17,0.374,-0.820649637,2.045602622,-0.517919663,0.505229959,0.594366154,0.371392919,0.478662651,0.235013821,18-08-30_YC002-275,1,0,0,0
18-08-30_YC002,31,98,24757,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[0, 1, 2]",24757,15,22.14,14.1,8,0.01,0,0.01,3,"[37, 47, 41]","[20.021484, 29.74414, -112.97461]",1,30.69,0.036,0,0.016,6.742,0.386,0.311,0.646,0.405,0.181,6.766,-0.176,0.015,1.672,0.27211764,30.28,2.2,-1,-111.26,2,0.2,0.250829308,0.1,-0.014384797,1.57,0.001214605,2.67,0.00374632,2.097888064,0.027211764,2.10368381,0.24490588,2.160048704,0.136058822,2.13,2.380829308,-0.1,2.084988965,-0.9,2.008160402,-0.5,1.93,2.03,0.272,-10.47175795,7.457698124,-0.763933968,0.056364894,0.09631619,0.076828562,0.084988965,0.175291315,18-08-30_YC002-31,1,0,0,0
18-08-30_YC002,327,139,78268,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[1, 0, 2]",78268,0,74.39,21.46,241,0.02,0,0.01,2,"[47, 40]","[134.29102, -507.5918]",1,100.659,0.01,0,0.006,6.062,0.456,0.356,0.744,0.492,0.259,26.437,-0.122,0.022,2.66,0.28919095,143.56,2.2,-1,-496.41,1.97,0.23,0.381711291,0.13,-0.06437216,1.73,0.1014193,2.67,-0.001983005,2.099171809,0.028919095,2.105427882,0.260271853,2.152925459,0.144595474,2.13,2.511711291,-0.1,2.086764159,-0.9,1.989919583,-0.5,1.9,2.03,0.289,-5.894976045,6.854314012,-0.574192534,0.047497577,0.094572118,0.096844575,0.116764159,0.468926874,18-08-30_YC002-327,1,0,0,0
18-08-30_YC002,330,213,5384,11,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 16, 19]",3,"[1, 2, 3]",2954,23,4.78,14.37,0,0,0,0,2,"[52, 40]","[64.06116, -128.97801]",1,9.085,0.151,0,0.039,6.796,0.772,0.749,0.82,0.9,0.619,6.325,-0.434,0.06,1.463,0.57456666,70.39,2.37,-1,-122.51,1.97,0.4,0.3756389,0.2,-0.041277517,1.77,0.042610284,2.83,0.002597546,2.163532072,0.057456666,2.175453772,0.517109996,2.278710015,0.287283331,2.2,2.5756389,-0.1,2.141587229,-0.9,2.017122039,-0.5,1.9,2.1,0.575,-6.182010883,4.938986144,-1.504113944,0.103256242,0.194546228,0.12446519,0.171587229,0.20175182,18-08-30_YC002-330,1,0,0,0
18-08-30_YC002,35,103,35388,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",3,"[1, 2, 3]",32975,23,30.79,13.93,553,,0.02,0.02,4,"[37, 45, 40, 55]","[40.220703, 87.01758, -140.5293, -23.308594]",1,71.379,0.026,0,0.004,7.003,0.768,0.692,0.765,0.929,0.641,49.832,-0.243,0.068,1.197,0.6239723,86.77,2.13,-1,-139.07,1.97,0.16,0.087402196,0.12,-0.000543336,1.47,-0.12449371,2.6,-0.013806674,2.056095077,0.06239723,2.060521174,0.561575067,2.094639039,0.311986148,2.07,2.157402196,-0.1,2.050919127,-0.9,2.00402667,-0.5,1.93,2.05,0.624,-9.58406843,13.36564416,-2.670217563,0.034117865,0.069478826,0.046892457,0.080919127,0.066298466,18-08-30_YC002-35,1,0,0,0
18-08-30_YC002,36,105,13689,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[4, 5, 6]",13689,5,12.05,15.79,0,0,0,0,2,"[48, 41]","[106.59375, -123.421875]",1,23.069,0.066,0,0.014,7.043,0.614,0.557,0.752,0.68,0.41,10.603,-0.293,0.037,1.192,0.911156,109.11,2.23,-1,-119.75,2,0.23,0.285974993,0.2,-0.03219045,1.57,-0.008217118,2.7,0.019404479,2.107578938,0.0911156,2.116035579,0.820040399,2.190648108,0.455577999,2.13,2.415974993,-0.1,2.098986526,-0.9,2.021913442,-0.5,1.87,2.07,0.911,-3.612449743,9.933485279,-2.808841459,0.074612529,0.113964421,0.077073084,0.098986526,0.171081274,18-08-30_YC002-36,1,0,0,0
18-08-30_YC002,37,106,63675,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[1, 0, 2]",63675,3,77.28,18.02,23,0,0,0,2,"[48, 40]","[133.19727, -490.23633]",1,116.577,0.008,0,0.005,5.101,0.402,0.248,1.045,0.447,0.254,22.992,-0.136,0.023,3.854,0.30840385,147.87,2.23,-1,-479.47,1.97,0.26,0.464528313,0.13,-0.045315955,1.47,0.122672,2.7,0.005095758,2.11391121,0.030840385,2.121001893,0.277563465,2.172224956,0.154201925,2.13,2.594528313,-0.1,2.099125085,-0.9,1.995906304,-0.5,1.9,2.03,0.308,-6.055875983,6.176572635,-0.476854017,0.051223063,0.108998107,0.103218782,0.129125085,0.407742953,18-08-30_YC002-37,1,0,0,0
18-08-30_YC002,39,132,2199,19,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 18, 19]",2152,2,1.94,24.41,0,0,0,0,2,"[42, 66]","[-108.02575, 36.904266]",1,2.995,0.458,1,0.123,7.23,0.719,0.679,0.597,0.819,0.545,2.439,-0.772,0.051,0.719,0.35670888,38.08,2.83,-1,-106.75,2.03,0.8,0.454055229,0.53,-0.0522864,1.57,0.04897342,3.3,0.015685043,2.566058438,0.035670888,2.583162624,0.321037996,2.766746371,0.178354442,2.67,3.124055229,-0.1,2.510838799,-0.9,2.08541942,-0.5,1.8,2.33,0.357,-2.771217712,1.835503784,-0.658938828,0.183583747,0.246837376,0.425419378,0.480838799,0.210669908,18-08-30_YC002-39,1,0,0,0
18-08-30_YC002,41,109,1864,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[14, 15, 16]",1864,0,1.6,30.72,0,0,0,0,2,"[40, 80]","[-186.49158, 24.691193]",1,2.441,0.561,3,0.15,7.237,0.708,0.666,0.583,0.803,0.524,2.041,-0.995,0.049,0.697,0.12668376,23.72,3.3,-1,-187.23,1.97,1.33,0.856788998,0.37,0.009413921,1.47,0.007047988,3.67,0.025641377,2.601303661,0.012668376,2.978629091,0.114015381,3.080180911,0.063341878,2.7,3.556788998,-0.1,2.457088613,-0.9,2.046668853,-0.5,1.83,2.2,0.127,-1.383729642,1.752708572,-0.209293046,0.10155182,0.321370909,0.41041976,0.487088613,0.156142922,18-08-30_YC002-41,1,0,0,0
18-08-30_YC002,51,126,2484,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[10, 11, 12]",2484,0,2.13,24.43,0,0,0,0,2,"[40, 31]","[-116.38623, 44.777863]",1,3.206,0.419,2,0.116,7.22,0.698,0.649,0.583,0.79,0.515,2.485,-0.685,0.047,0.765,0.33025402,40,1.67,-1,-121.1,1.97,0.3,0.13,0.47,0.00405565,1.5,0.14706868,3.8,-0.003971118,1.741124548,0.033025402,1.741124548,0.297228616,1.591124548,0.165127009,1.6,1.73,-0.1,1.755682237,-0.9,1.88184698,-0.5,1.8,2.27,0.33,-5.616417008,1.712755483,-0.041369505,0.15,0.071124548,0.126164743,0.214317763,0.315243466,18-08-30_YC002-51,1,0,0,0
18-08-30_YC002,59,130,2333,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 19, 18]",2333,1,2,28.65,0,0,0,0,2,"[40, 81]","[-189.75574, 45.60213]",1,3.033,0.446,1,0.124,7.223,0.716,0.679,0.592,0.812,0.533,2.434,-0.736,0.049,0.783,0.18953799,37.46,3.33,-1,-197.65,1.97,1.36,0.872105918,0.54,-0.061383717,1.5,0.069118425,3.77,0.001964821,2.661481451,0.018953799,2.688036815,0.170584188,3.03194254,0.094768994,2.83,3.702105918,-0.1,2.529007188,-0.9,2.046862763,-0.5,1.73,2.27,0.19,-1.264222087,1.595262746,-0.189149431,0.343905726,0.641963185,0.482144425,0.559007188,0.339459697,18-08-30_YC002-59,1,0,0,0
18-08-30_YC002,60,131,1903,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[15, 16, 17]",1903,0,1.63,30.31,0,0,0,0,2,"[40, 81]","[-167.3503, 60.26178]",1,3.622,0.552,3,0.126,7.233,0.754,0.697,0.603,0.889,0.597,2.483,-1.059,0.061,0.668,0.31716374,54.73,3.33,-1,-172.57,1.97,1.36,0.577791487,0.53,-0.18906854,1.47,0.016218103,3.73,0.089258542,2.508218789,0.031716374,2.546834461,0.285447362,3.289007287,0.158581868,3.03,3.607791487,-0.1,2.411355272,-0.9,2.046908352,-0.5,1.7,2.23,0.317,-0.984674209,1.990300754,-0.609189906,0.742172826,0.783165539,0.36444692,0.441355272,0.205800387,18-08-30_YC002-60,1,0,0,0
18-08-30_YC002,72,146,12378,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[9, 10, 11]",12378,0,11.27,20.56,0,0,0,0,3,"[36, 48, 40]","[57.003906, 89.88281, -245.88086]",1,33.7,0.056,0,0.008,6.653,0.697,0.636,1.015,0.803,0.528,16.854,-0.369,0.051,1.573,0.3999605,96.39,2.23,-1,-240.99,1.97,0.26,0.350163852,0.1,-0.003249856,1.53,0.037650403,2.7,0.032114512,2.098028609,0.039996049,2.105816002,0.359964439,2.152579347,0.199980244,2.13,2.480163852,-0.1,2.086401458,-0.9,2.00424203,-0.5,1.93,2.03,0.4,-9.851404305,6.991615329,-0.835380065,0.046763345,0.124183998,0.082159429,0.116401458,0.227848753,18-08-30_YC002-72,1,0,0,0
18-08-30_YC002,86,158,9072,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[0, 1, 2]",9072,1,8.07,17.09,1,0.01,0,0,3,"[36, 50, 40]","[93.81934, 55.67949, -164.15544]",1,15.796,0.079,0,0.024,6.806,0.775,0.753,0.875,0.902,0.628,9.464,-0.344,0.06,1.435,0.6716531,100.74,1.83,-1,-149.98,1.97,0.14,0.1,0.1,0.011515563,1.73,-0.017182114,2.8,-0.034143963,1.908574355,0.067165309,1.908574355,0.604487783,1.838574355,0.335826546,1.8,1.9,-0.1,2.11,-0.9,1.97,-0.5,1.93,2.03,0.672,-11.87121769,7.680314407,-1.049984479,0.07,0.078574355,0.14,0.14,-0.471965424,18-08-30_YC002-86,0,0,0,1
18-08-30_YC002,94,161,12310,4,"[3, 4, 8, 9]",2,"[8, 9]",2352,24,10.69,14.96,0,0,0,0,2,"[51, 41]","[106.71094, -340.5088]",1,32.845,0.063,0,0.008,6.763,0.95,0.947,0.946,1.219,0.905,24.615,-0.382,0.104,1.389,0.36030397,117.66,2.37,-1,-326.55,2,0.37,0.518949371,0.27,-0.10941634,1.57,0.14871328,2.83,0.008979328,2.18916475,0.036030397,2.199366002,0.324273571,2.273179615,0.180151984,2.23,2.748949371,-0.1,2.170622697,-0.9,2.034806723,-0.5,1.83,2.1,0.36,-3.089727074,4.612581439,-0.55697898,0.073813613,0.170633998,0.135815974,0.170622697,0.425557037,18-08-30_YC002-94,1,0,0,0
18-08-30_YC002,95,166,6975,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[17, 18, 19]",6975,5,6.75,16.25,6,0.08,0,0.04,3,"[36, 50, 41]","[8.557021, 82.36651, -135.89783]",1,24.943,0.064,0,0.012,6.121,0.73,0.655,1.246,0.864,0.583,12.292,-0.461,0.059,1.892,0.6722233,87.89,2.3,-1,-130.75,2,0.3,0.269007129,0.2,-0.03181985,1.6,-0.005897345,2.77,0.030041399,2.144733347,0.067222333,2.154036786,0.605000997,2.239912478,0.336111665,2.2,2.469007129,-0.1,2.126982314,-0.9,2.028892808,-0.5,1.9,2.1,0.672,-8.16947969,6.776846345,-2.114856185,0.085875693,0.145963214,0.098089505,0.126982314,0.158792656,18-08-30_YC002-95,1,0,0,0
18-08-31_YC003,0,0,15615,19,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[11, 12, 13]",15102,11,15.04,14.63,233,,0.02,0.02,2,"[45, 40]","[77.78125, -83.85742]",1,97.82,0.051,0,0.003,6.12,1.465,1.71,1.072,2.353,1.828,65.158,-0.426,0.279,1.455,0.9585621,79.26,2.13,-1,-82.69,1.97,0.16,0.228423901,0.16,-0.055367358,1.83,0.009268666,2.6,0.017154429,2.043680123,0.095856208,2.049682261,0.862705868,2.102952979,0.479281038,2.07,2.298423901,-0.1,2.036162707,-0.9,1.984863,-0.5,1.883680123,2.043680123,0.959,-7.193814276,14.82564403,-2.857673741,0.053270718,0.080317739,0.051299707,0.066162707,0.1638869,18-08-31_YC003-0,1,0,0,0
18-08-31_YC003,101,135,19641,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[1, 0, 2]",19641,1,17.63,19.65,0,0,0,0,2,"[53, 40]","[88.53711, -310.68555]",1,32.286,0.049,0,0.01,7.041,0.572,0.499,0.689,0.633,0.371,15.594,-0.25,0.033,1.153,0.32367522,97.84,2.4,-1,-302.29,1.97,0.43,0.366674587,0.17,-0.05270644,1.5,0.015915578,3.07,0.0410202,2.176327723,0.032367522,2.188713688,0.291307694,2.353210342,0.161837608,2.27,2.636674587,-0.1,2.129407032,-0.9,2.005953374,-0.5,1.9,2.07,0.324,-4.475945395,5.726220729,-0.735768555,0.164496654,0.211286312,0.123453658,0.159407032,0.250576159,18-08-31_YC003-101,1,0,0,0
18-08-31_YC003,102,137,38010,2,"[0, 4]",1,[0],6021,26,55.53,15.39,4,0.01,0,0.01,2,"[44, 67]","[-216.70898, 64.265625]",1,101.684,0.013,0,0.004,6.405,0.761,0.736,0.853,0.882,0.607,60.971,-0.184,0.058,1.693,0.26531246,58.5,2.87,-1,-220.48,2.1,0.77,0.78794546,0.4,-0.22169033,1.6,0.015404488,3.63,0.058822302,2.431282636,0.026531246,2.446379076,0.238781217,2.64406235,0.132656232,2.53,3.31794546,-0.1,2.359368669,-0.9,2.174666843,-0.5,1.87,2.27,0.265,-0.566651209,3.830999945,-0.225425625,0.197683275,0.423620924,0.184701825,0.259368669,0.372540892,18-08-31_YC003-102,1,0,0,0
18-08-31_YC003,122,154,1695,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[2, 3, 4]",1695,3,1.46,22.25,0,0,0,0,2,"[40, 64]","[-121.342896, 19.394436]",1,2.595,0.583,2,0.125,7.183,0.787,0.752,0.657,0.925,0.647,2.441,-1.211,0.064,0.791,0.1415747,17.43,2.77,-1,-123.13,1.97,0.8,0.354098395,0.4,0.000800318,1.6,0.003028974,3.13,-0.011441051,2.48282458,0.01415747,2.497380807,0.127417226,2.626511555,0.070787348,2.57,2.924098395,-0.1,2.411072673,-0.9,2.040785999,-0.5,1.8,2.2,0.142,-0.92944527,1.972430032,-0.417088591,0.129130747,0.272619193,0.370286674,0.441072673,1.45095892,18-08-31_YC003-122,1,0,0,0
