Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,0,"(0, 60)",2636,2,0.96,1,1.0,1,0,0,48.3,13.4,99,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,1,"(60, 120)",2626,2,0.96,1,1.0,1,0,0,47.92,13.4,84,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,2,"(120, 180)",1943,2,0.96,1,1.0,1,0,0,36.41,13.42,100,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,3,"(180, 240)",1864,2,0.97,1,1.0,1,0,0,34.55,13.39,100,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,4,"(240, 300)",2046,2,0.97,1,1.0,1,0,0,37.84,13.42,92,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,5,"(300, 360)",1848,2,0.96,1,1.0,1,0,0,34.71,13.33,83,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,6,"(360, 420)",2126,2,0.97,1,1.0,1,0,0,39.6,13.4,96,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,7,"(420, 480)",2140,2,0.97,1,1.0,1,0,0,39.86,13.34,87,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,8,"(480, 540)",1858,2,0.97,1,1.0,1,0,0,34.34,13.37,92,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,9,"(540, 600)",1943,2,0.96,1,1.0,1,0,0,36.05,13.41,98,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,10,"(600, 660)",2045,2,0.96,1,1.0,1,0,0,37.57,13.38,89,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,11,"(660, 720)",1981,2,0.96,1,1.0,1,0,0,36.25,13.39,81,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,12,"(720, 780)",1962,2,0.97,1,1.0,1,0,0,35.95,13.39,47,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,13,"(780, 840)",2026,2,0.96,1,1.0,1,0,0,37.54,13.37,79,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,14,"(840, 900)",1903,2,0.96,1,1.0,1,0,0,35.09,13.38,87,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,15,"(900, 960)",1985,2,0.96,1,1.0,1,0,0,37.06,13.35,85,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,16,"(960, 1020)",2051,2,0.96,1,1.0,1,0,0,37.93,13.38,98,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,17,"(1020, 1080)",1962,2,0.96,1,1.0,1,0,0,35.97,13.36,99,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,18,"(1080, 1140)",2148,2,0.96,1,1.0,1,0,0,39.57,13.42,99,0
19-01-16_YC011,23,76,41195,2,0.96,1,0,0,38.16,13.5,12.106581821441651,86,0,19,"(1140, 1200)",2102,2,0.96,1,1.0,1,0,0,38.72,13.39,74,0
