Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Peaks_Wvf,Unit_vs_Temp_CS,Unit_vs_Temp_CS_t,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MA,Unit_Peak_Detection_t,Unit_Drift_TR,Unit_Drif_TR_t,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_t,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_t,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Drift_TR,Chunk_Drift_TR_t
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,0,"(0, 60)",4127,2,0.95,1,1.0,1,0,0,75.29,13.24,61,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,1,"(60, 120)",3856,2,0.94,1,1.0,1,0,0,70.17,13.27,80,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,2,"(120, 180)",3647,2,0.94,1,1.0,1,0,0,66.76,13.27,76,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,3,"(180, 240)",3684,2,0.94,1,1.0,1,0,0,66.78,13.23,68,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,4,"(240, 300)",3600,2,0.93,1,1.0,1,0,0,65.73,13.22,72,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,5,"(300, 360)",3150,2,0.93,1,1.0,1,0,0,57.36,13.2,80,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,6,"(360, 420)",3347,2,0.93,1,1.0,1,0,0,61.48,13.13,75,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,7,"(420, 480)",3221,2,0.93,1,1.0,1,0,0,59.28,13.11,84,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,8,"(480, 540)",3359,2,0.94,1,1.0,1,0,0,62.43,13.25,67,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,9,"(540, 600)",3446,2,0.94,1,1.0,1,0,0,63.73,13.17,75,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,10,"(600, 660)",2917,2,0.93,1,1.0,1,0,0,54.11,13.08,81,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,11,"(660, 720)",2821,2,0.93,1,1.0,1,0,0,51.68,13.07,85,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,12,"(720, 780)",3334,2,0.94,1,1.0,1,0,0,61.51,13.15,70,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,13,"(780, 840)",3085,2,0.93,1,1.0,1,0,0,56.58,13.08,80,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,14,"(840, 900)",3143,2,0.94,1,1.0,1,0,0,57.3,13.08,88,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,15,"(900, 960)",3284,2,0.94,1,1.0,1,0,0,60.02,13.08,69,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,16,"(960, 1020)",3175,2,0.94,1,1.0,1,0,0,57.83,13.04,87,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,17,"(1020, 1080)",2983,2,0.94,1,1.0,1,0,0,54.68,13.04,70,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,18,"(1080, 1140)",2995,2,0.93,1,1.0,1,0,0,55.0,13.05,80,0
19-01-16_YC011,30,93,66168,2,0.94,1,0,0,60.82,13.25,12.080378227233888,66,0,19,"(1140, 1200)",2994,2,0.94,1,1.0,1,0,0,55.25,13.02,70,0
