ACG_0,ACG_1,ACG_2,ACG_3,ACG_4,ACG_5,ACG_6,ACG_7,ACG_8,ACG_9,ACG_10,ACG_11,ACG_12,ACG_13,ACG_14,ACG_15,ACG_16,ACG_17,ACG_18,ACG_19,ACG_20,ACG_21,ACG_22,ACG_23,ACG_24,ACG_25,ACG_26,ACG_27,ACG_28,ACG_29,ACG_30,ACG_31,ACG_32,ACG_33,ACG_34,ACG_35,ACG_36,ACG_37,ACG_38,ACG_39,ACG_40,ACG_41,ACG_42,ACG_43,ACG_44,ACG_45,ACG_46,ACG_47,ACG_48,ACG_49,ACG_50,ACG_51,ACG_52,ACG_53,ACG_54,ACG_55,ACG_56,ACG_57,ACG_58,ACG_59,ACG_60,ACG_61,ACG_62,ACG_63,ACG_64,ACG_65,ACG_66,ACG_67,ACG_68,ACG_69,ACG_70,ACG_71,ACG_72,ACG_73,ACG_74,ACG_75,ACG_76,ACG_77,ACG_78,ACG_79,ACG_80,ACG_81,ACG_82,ACG_83,ACG_84,ACG_85,ACG_86,ACG_87,ACG_88,ACG_89,ACG_90,ACG_91,ACG_92,ACG_93,ACG_94,ACG_95,ACG_96,ACG_97,ACG_98,ACG_99,ACG_100,ACG_101,ACG_102,ACG_103,ACG_104,ACG_105,ACG_106,ACG_107,ACG_108,ACG_109,ACG_110,ACG_111,ACG_112,ACG_113,ACG_114,ACG_115,ACG_116,ACG_117,ACG_118,ACG_119,ACG_120,ACG_121,ACG_122,ACG_123,ACG_124,ACG_125,ACG_126,ACG_127,ACG_128,ACG_129,ACG_130,ACG_131,ACG_132,ACG_133,ACG_134,ACG_135,ACG_136,ACG_137,ACG_138,ACG_139,ACG_140,ACG_141,ACG_142,ACG_143,ACG_144,ACG_145,ACG_146,ACG_147,ACG_148,ACG_149,ACG_150,ACG_151,ACG_152,ACG_153,ACG_154,ACG_155,ACG_156,ACG_157,ACG_158,ACG_159,ACG_160,Sample,Unit
0.10547667342799188,0.08924949290060853,0.07707910750507099,0.09939148073022314,0.09127789046653145,0.09533468559837728,0.05882352941176471,0.10547667342799188,0.07707910750507099,0.09330628803245436,0.07302231237322515,0.08519269776876268,0.09533468559837728,0.07505070993914807,0.08316430020283976,0.07505070993914807,0.06896551724137932,0.08113590263691685,0.07099391480730224,0.09736308316430022,0.07910750507099393,0.08316430020283976,0.0872210953346856,0.060851926977687626,0.04665314401622718,0.08113590263691685,0.10344827586206896,0.07910750507099393,0.08519269776876268,0.07505070993914807,0.04665314401622718,0.056795131845841784,0.09330628803245436,0.0872210953346856,0.08113590263691685,0.09736308316430022,0.08924949290060853,0.07302231237322515,0.10547667342799188,0.07099391480730224,0.05070993914807302,0.07505070993914807,0.08924949290060853,0.07707910750507099,0.08113590263691685,0.09330628803245436,0.08316430020283976,0.10750507099391482,0.11967545638945234,0.09330628803245436,0.08924949290060853,0.12981744421906694,0.10141987829614604,0.1440162271805274,0.1460446247464503,0.1156186612576065,0.16430020283975658,0.1724137931034483,0.1724137931034483,0.19066937119675456,0.22718052738336714,0.231237322515213,0.24543610547667344,0.31237322515212984,0.3569979716024341,0.3752535496957404,0.513184584178499,0.5415821501014199,0.5720081135902638,0.6957403651115619,0.7951318458417851,0.8255578093306288,0.9716024340770791,1.0,0.9168356997971603,0.8397565922920893,0.6896551724137931,0.7281947261663287,0.40973630831643004,0.010141987829614606,0.0,0.010141987829614606,0.40973630831643004,0.7281947261663287,0.6896551724137931,0.8397565922920893,0.9168356997971603,1.0,0.9716024340770791,0.8255578093306288,0.7951318458417851,0.6957403651115619,0.5720081135902638,0.5415821501014199,0.513184584178499,0.3752535496957404,0.3569979716024341,0.31237322515212984,0.24543610547667344,0.231237322515213,0.22718052738336714,0.19066937119675456,0.1724137931034483,0.1724137931034483,0.16430020283975658,0.1156186612576065,0.1460446247464503,0.1440162271805274,0.10141987829614604,0.12981744421906694,0.08924949290060853,0.09330628803245436,0.11967545638945234,0.10750507099391482,0.08316430020283976,0.09330628803245436,0.08113590263691685,0.07707910750507099,0.08924949290060853,0.07505070993914807,0.05070993914807302,0.07099391480730224,0.10547667342799188,0.07302231237322515,0.08924949290060853,0.09736308316430022,0.08113590263691685,0.0872210953346856,0.09330628803245436,0.056795131845841784,0.04665314401622718,0.07505070993914807,0.08519269776876268,0.07910750507099393,0.10344827586206896,0.08113590263691685,0.04665314401622718,0.060851926977687626,0.0872210953346856,0.08316430020283976,0.07910750507099393,0.09736308316430022,0.07099391480730224,0.08113590263691685,0.06896551724137932,0.07505070993914807,0.08316430020283976,0.07505070993914807,0.09533468559837728,0.08519269776876268,0.07302231237322515,0.09330628803245436,0.07707910750507099,0.10547667342799188,0.05882352941176471,0.09533468559837728,0.09127789046653145,0.09939148073022314,0.07707910750507099,0.08924949290060853,0.10547667342799188,18-08-31_YC003_probe1,0
0.9681818181818181,0.9272727272727274,1.0,0.9727272727272728,1.0,0.8545454545454545,0.95,0.9454545454545455,0.9272727272727274,0.9,0.9545454545454547,0.8954545454545455,0.85,0.8318181818181819,0.9227272727272728,0.9545454545454547,0.9227272727272728,0.8590909090909091,0.9636363636363636,0.9181818181818182,0.8454545454545455,0.8454545454545455,0.9090909090909092,0.790909090909091,0.9045454545454547,0.890909090909091,0.7318181818181818,0.85,0.8272727272727274,0.8181818181818182,0.7409090909090909,0.7954545454545455,0.7590909090909091,0.7818181818181819,0.8272727272727274,0.8136363636363637,0.7954545454545455,0.9136363636363637,0.8227272727272729,0.8,0.6954545454545455,0.7318181818181818,0.7227272727272727,0.8,0.7727272727272727,0.7772727272727273,0.790909090909091,0.6772727272727274,0.6818181818181819,0.7272727272727274,0.6818181818181819,0.7318181818181818,0.6181818181818182,0.7272727272727274,0.7454545454545455,0.6636363636363637,0.6363636363636364,0.5727272727272728,0.6545454545454545,0.6045454545454546,0.6727272727272727,0.5363636363636364,0.6227272727272727,0.6454545454545455,0.5181818181818182,0.5363636363636364,0.55,0.6000000000000001,0.4727272727272728,0.4,0.5818181818181819,0.42272727272727273,0.3954545454545455,0.31363636363636366,0.3545454545454546,0.13181818181818183,0.027272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027272727272727275,0.13181818181818183,0.3545454545454546,0.31363636363636366,0.3954545454545455,0.42272727272727273,0.5818181818181819,0.4,0.4727272727272728,0.6000000000000001,0.55,0.5363636363636364,0.5181818181818182,0.6454545454545455,0.6227272727272727,0.5363636363636364,0.6727272727272727,0.6045454545454546,0.6545454545454545,0.5727272727272728,0.6363636363636364,0.6636363636363637,0.7454545454545455,0.7272727272727274,0.6181818181818182,0.7318181818181818,0.6818181818181819,0.7272727272727274,0.6818181818181819,0.6772727272727274,0.790909090909091,0.7772727272727273,0.7727272727272727,0.8,0.7227272727272727,0.7318181818181818,0.6954545454545455,0.8,0.8227272727272729,0.9136363636363637,0.7954545454545455,0.8136363636363637,0.8272727272727274,0.7818181818181819,0.7590909090909091,0.7954545454545455,0.7409090909090909,0.8181818181818182,0.8272727272727274,0.85,0.7318181818181818,0.890909090909091,0.9045454545454547,0.790909090909091,0.9090909090909092,0.8454545454545455,0.8454545454545455,0.9181818181818182,0.9636363636363636,0.8590909090909091,0.9227272727272728,0.9545454545454547,0.9227272727272728,0.8318181818181819,0.85,0.8954545454545455,0.9545454545454547,0.9,0.9272727272727274,0.9454545454545455,0.95,0.8545454545454545,1.0,0.9727272727272728,1.0,0.9272727272727274,0.9681818181818181,18-08-31_YC003_probe1,101
0.3239915074309978,0.33375796178343947,0.3346072186836518,0.32611464968152865,0.3303609341825902,0.3167728237791932,0.3121019108280254,0.310828025477707,0.3091295116772823,0.3269639065817409,0.31719745222929935,0.3167728237791932,0.3303609341825902,0.3329087048832272,0.3159235668789809,0.33418259023354563,0.3214437367303609,0.3422505307855626,0.32229299363057323,0.3256900212314225,0.3184713375796178,0.3159235668789809,0.318895966029724,0.3239915074309978,0.3278131634819533,0.3197452229299363,0.34140127388535024,0.3125265392781316,0.3197452229299363,0.33418259023354563,0.32823779193205943,0.3138004246284501,0.3316348195329087,0.3278131634819533,0.3452229299363057,0.34989384288747344,0.3125265392781316,0.324416135881104,0.318895966029724,0.32526539278131633,0.3392781316348195,0.33545647558386404,0.3286624203821656,0.34734607218683655,0.3401273885350318,0.3180467091295116,0.3167728237791932,0.3146496815286624,0.310828025477707,0.31337579617834393,0.3435244161358811,0.35031847133757965,0.3825902335456476,0.3881104033970276,0.3677282377919321,0.3180467091295116,0.2611464968152866,0.25647558386411884,0.28152866242038216,0.28280254777070063,0.3910828025477707,0.46836518046709125,0.49341825902335457,0.47728237791932054,0.33121019108280253,0.19023354564755837,0.11762208067940551,0.09554140127388533,0.14522292993630573,0.29723991507430997,0.6233545647558386,1.0,0.8157112526539277,0.28959660297239914,0.029299363057324838,0.004670912951167728,0.0025477707006369425,0.0016985138004246285,0.0029723991507430996,0.005095541401273885,0.0,0.005095541401273885,0.0029723991507430996,0.0016985138004246285,0.0025477707006369425,0.004670912951167728,0.029299363057324838,0.28959660297239914,0.8157112526539277,1.0,0.6233545647558386,0.29723991507430997,0.14522292993630573,0.09554140127388533,0.11762208067940551,0.19023354564755837,0.33121019108280253,0.47728237791932054,0.49341825902335457,0.46836518046709125,0.3910828025477707,0.28280254777070063,0.28152866242038216,0.25647558386411884,0.2611464968152866,0.3180467091295116,0.3677282377919321,0.3881104033970276,0.3825902335456476,0.35031847133757965,0.3435244161358811,0.31337579617834393,0.310828025477707,0.3146496815286624,0.3167728237791932,0.3180467091295116,0.3401273885350318,0.34734607218683655,0.3286624203821656,0.33545647558386404,0.3392781316348195,0.32526539278131633,0.318895966029724,0.324416135881104,0.3125265392781316,0.34989384288747344,0.3452229299363057,0.3278131634819533,0.3316348195329087,0.3138004246284501,0.32823779193205943,0.33418259023354563,0.3197452229299363,0.3125265392781316,0.34140127388535024,0.3197452229299363,0.3278131634819533,0.3239915074309978,0.318895966029724,0.3159235668789809,0.3184713375796178,0.3256900212314225,0.32229299363057323,0.3422505307855626,0.3214437367303609,0.33418259023354563,0.3159235668789809,0.3329087048832272,0.3303609341825902,0.3167728237791932,0.31719745222929935,0.3269639065817409,0.3091295116772823,0.310828025477707,0.3121019108280254,0.3167728237791932,0.3303609341825902,0.32611464968152865,0.3346072186836518,0.33375796178343947,0.3239915074309978,18-08-31_YC003_probe1,102
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,18-08-31_YC003_probe1,122
0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,18-08-31_YC003_probe1,124
0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,18-08-31_YC003_probe1,127
0.5789473684210525,0.9473684210526314,0.631578947368421,0.42105263157894735,0.8421052631578947,0.42105263157894735,0.7894736842105262,0.6842105263157894,0.631578947368421,0.5789473684210525,0.7368421052631579,0.7368421052631579,0.7894736842105262,0.42105263157894735,0.7894736842105262,0.8421052631578947,0.21052631578947367,0.8421052631578947,0.5263157894736842,0.8421052631578947,1.0,0.8421052631578947,0.42105263157894735,0.4736842105263157,0.631578947368421,0.631578947368421,0.3157894736842105,0.6842105263157894,0.7368421052631579,0.4736842105263157,0.7368421052631579,0.9473684210526314,0.631578947368421,0.6842105263157894,0.7368421052631579,0.5263157894736842,0.5789473684210525,0.8421052631578947,0.4736842105263157,0.631578947368421,0.5263157894736842,0.894736842105263,0.4736842105263157,0.3157894736842105,0.7368421052631579,0.631578947368421,0.5789473684210525,0.5263157894736842,0.8421052631578947,0.2631578947368421,0.5789473684210525,0.3684210526315789,0.631578947368421,0.4736842105263157,0.6842105263157894,0.4736842105263157,0.5789473684210525,0.4736842105263157,0.3684210526315789,0.42105263157894735,0.631578947368421,0.6842105263157894,0.5263157894736842,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.4736842105263157,0.42105263157894735,0.6842105263157894,0.4736842105263157,0.5263157894736842,0.42105263157894735,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.21052631578947367,0.2631578947368421,0.42105263157894735,0.42105263157894735,0.5263157894736842,0.4736842105263157,0.6842105263157894,0.42105263157894735,0.4736842105263157,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.42105263157894735,0.5263157894736842,0.6842105263157894,0.631578947368421,0.42105263157894735,0.3684210526315789,0.4736842105263157,0.5789473684210525,0.4736842105263157,0.6842105263157894,0.4736842105263157,0.631578947368421,0.3684210526315789,0.5789473684210525,0.2631578947368421,0.8421052631578947,0.5263157894736842,0.5789473684210525,0.631578947368421,0.7368421052631579,0.3157894736842105,0.4736842105263157,0.894736842105263,0.5263157894736842,0.631578947368421,0.4736842105263157,0.8421052631578947,0.5789473684210525,0.5263157894736842,0.7368421052631579,0.6842105263157894,0.631578947368421,0.9473684210526314,0.7368421052631579,0.4736842105263157,0.7368421052631579,0.6842105263157894,0.3157894736842105,0.631578947368421,0.631578947368421,0.4736842105263157,0.42105263157894735,0.8421052631578947,1.0,0.8421052631578947,0.5263157894736842,0.8421052631578947,0.21052631578947367,0.8421052631578947,0.7894736842105262,0.42105263157894735,0.7894736842105262,0.7368421052631579,0.7368421052631579,0.5789473684210525,0.631578947368421,0.6842105263157894,0.7894736842105262,0.42105263157894735,0.8421052631578947,0.42105263157894735,0.631578947368421,0.9473684210526314,0.5789473684210525,18-08-31_YC003_probe1,132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-08-31_YC003_probe1,133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-08-31_YC003_probe1,134
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18-08-31_YC003_probe1,135
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-08-31_YC003_probe1,137
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-08-31_YC003_probe1,139
