Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,0,"(0, 60)",74,2,0.93,1,1.0,1,0,0,1.29,39.25,6,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,1,"(60, 120)",64,2,0.95,1,1.0,1,0,0,1.1,39.58,5,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,2,"(120, 180)",70,2,0.93,1,0.99,1,0,0,1.22,40.71,3,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,3,"(180, 240)",57,2,0.93,1,1.0,1,0,0,1.01,41.21,4,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,4,"(240, 300)",63,3,0.94,1,0.99,1,0,0,1.14,41.21,3,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,5,"(300, 360)",66,2,0.92,1,0.99,1,0,0,1.16,40.38,1,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,6,"(360, 420)",63,2,0.94,1,1.0,1,0,0,1.07,40.32,6,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,7,"(420, 480)",56,2,0.92,1,1.0,1,0,0,1.0,40.59,3,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,8,"(480, 540)",67,2,0.93,1,1.0,1,0,0,1.19,40.12,8,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,9,"(540, 600)",62,2,0.94,1,1.0,1,0,0,1.07,40.63,1,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,10,"(600, 660)",59,2,0.93,1,1.0,1,0,0,1.08,39.86,17,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,11,"(660, 720)",67,2,0.93,1,1.0,1,0,0,1.16,39.72,2,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,12,"(720, 780)",71,2,0.93,1,1.0,1,0,0,1.23,38.72,3,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,13,"(780, 840)",60,2,0.93,1,1.0,1,0,0,1.04,39.49,2,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,14,"(840, 900)",60,2,0.92,1,1.0,1,0,0,1.04,39.68,3,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,15,"(900, 960)",54,2,0.93,1,1.0,1,0,0,0.97,39.84,0,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,16,"(960, 1020)",62,2,0.91,1,0.99,1,0,0,1.09,39.06,0,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,17,"(1020, 1080)",69,2,0.92,1,1.0,1,0,0,1.22,38.82,1,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,18,"(1080, 1140)",63,3,0.93,1,1.0,1,0,0,1.12,39.21,0,1
19-01-16_YC011,88,182,1269,2,0.93,1,0,0,1.11,39.78,28.770605850219724,0,1,19,"(1140, 1200)",62,2,0.92,1,1.0,1,0,0,1.09,39.32,2,1
