Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,0,"(0, 60)",86,2,0.95,1,1.0,1,0,0,1.5,23.77,17,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,1,"(60, 120)",94,2,0.96,1,1.0,1,0,0,1.62,23.99,7,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,2,"(120, 180)",91,3,0.95,1,0.99,1,0,0,1.62,24.4,8,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,3,"(180, 240)",96,2,0.97,1,0.99,1,0,0,1.73,24.15,7,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,4,"(240, 300)",95,3,0.93,1,0.99,1,0,0,1.69,23.76,2,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,5,"(300, 360)",93,4,0.96,1,1.0,1,0,0,1.62,24.24,7,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,6,"(360, 420)",93,2,0.96,1,1.0,1,0,0,1.69,23.67,14,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,7,"(420, 480)",86,2,0.96,1,1.0,1,0,0,1.55,24.36,9,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,8,"(480, 540)",101,4,0.95,1,0.99,1,0,0,1.78,23.86,7,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,9,"(540, 600)",94,2,0.96,1,1.0,1,0,0,1.63,24.41,5,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,10,"(600, 660)",93,2,0.96,1,1.0,1,0,0,1.63,24.36,0,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,11,"(660, 720)",98,2,0.94,1,1.0,1,0,0,1.75,24.39,5,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,12,"(720, 780)",92,2,0.95,1,1.0,1,0,0,1.64,24.54,2,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,13,"(780, 840)",95,2,0.96,1,1.0,1,0,0,1.71,23.63,8,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,14,"(840, 900)",83,3,0.94,1,1.0,1,0,0,1.47,24.21,2,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,15,"(900, 960)",93,2,0.97,1,1.0,1,0,0,1.68,23.61,17,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,16,"(960, 1020)",92,4,0.94,1,1.0,1,0,0,1.6,23.78,4,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,17,"(1020, 1080)",90,2,0.96,1,0.99,1,0,0,1.61,24.39,5,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,18,"(1080, 1140)",102,2,0.95,1,1.0,1,0,0,1.8,23.7,23,1
19-01-16_YC011,69,158,1863,2,0.96,1,0,0,1.65,24.02,17.109224433898927,0,1,19,"(1140, 1200)",96,3,0.95,1,0.99,1,0,0,1.7,23.8,20,1
