Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Spikes_dummy,Unit_Wvf_Peaks,Unit_Wvf_Peaks_dummy,Unit_Biggest_Peak,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_Fp_dummy,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Wvf_Peaks,Chunk_Wvf_Peaks_dummy,Chunk_Biggest_Peak,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,0,"(0, 60)",2357,2,1,1,0.97,1,1.0,1,0,0,43.27,17.77,8,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,1,"(60, 120)",2709,2,1,1,0.97,1,1.0,1,0,0,49.55,17.55,6,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,2,"(120, 180)",2953,2,1,1,0.96,1,1.0,1,0,0,55.72,17.35,8,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,3,"(180, 240)",1946,2,1,1,0.97,1,1.0,1,0,0,35.71,17.52,8,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,4,"(240, 300)",2093,2,1,1,0.97,1,1.0,1,0,0,38.78,17.49,7,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,5,"(300, 360)",1937,2,1,1,0.97,1,1.0,1,0,0,35.12,17.58,7,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,6,"(360, 420)",2183,2,1,1,0.97,1,1.0,1,0,0,40.14,17.35,6,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,7,"(420, 480)",2191,2,1,1,0.97,1,1.0,1,0,0,39.83,17.36,7,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,8,"(480, 540)",2488,2,1,1,0.97,1,1.0,1,0,0,45.63,17.13,8,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,9,"(540, 600)",1805,2,1,1,0.97,1,1.0,1,0,0,32.87,17.23,6,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,10,"(600, 660)",2130,2,1,1,0.97,1,1.0,1,0,0,39.13,17.13,7,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,11,"(660, 720)",2143,2,1,1,0.97,1,1.0,1,0,0,39.56,17.09,6,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,12,"(720, 780)",2165,2,1,1,0.97,1,1.0,1,0,0,39.11,17.05,7,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,13,"(780, 840)",1865,2,1,1,0.97,1,1.0,1,0,0,33.98,17.01,7,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,14,"(840, 900)",2004,2,1,1,0.97,1,1.0,1,0,0,36.54,17.0,8,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,15,"(900, 960)",1973,2,1,1,0.97,1,1.0,1,0,0,35.91,17.03,8,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,16,"(960, 1020)",2437,2,1,1,0.96,1,1.0,1,0,0,45.31,16.82,5,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,17,"(1020, 1080)",2123,2,1,1,0.97,1,1.0,1,0,0,38.37,16.8,6,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,18,"(1080, 1140)",2178,2,1,1,0.96,1,1.0,1,0,0,39.61,16.8,5,1
19-01-16_YC011,73,163,43830,1,2,1,1,0.97,1,0,0,1,40.15,17.25,13.576338520050049,2,1,19,"(1140, 1200)",2150,2,1,1,0.97,1,1.0,1,0,0,39.09,16.71,7,1
