Sample,Unit,PeakChUnit,SpikesUnit,GoodChunks,GoodChunksList,WvfChunks,WvfChunksList,SpikesBlock,PercMissingSpikesBlock,MFRBlockHz,MeanAmpBlock,RPVBlock,FpBlockFancy,FpBlockSimple,ACGViolationRatio,WvfPeaksBlock,PeaksBlock_x,PeaksBlock_y,BigPkNegBlock,tf_MIFRBlockHz,tf_MedIsi,tf_ModeIsi,tf_Perc5Isi,tf_Entropy,tf_CV2Mean,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_LvR,tf_LcV,tf_Si,tf_skw,wf_MaxAmpNorm,wf_MaxAmp,wf_MaxAmpTime,wf_MinAmpNorm,wf_MinAmp,wf_MinAmpTime,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_OnsetTime,wf_End,wf_EndTime,wf_Crossing,wf_CrossingTime,wf_Pk10,wf_Pk10Time,wf_Pk90,wf_Pk90Time,wf_Pk50,wf_Pk50Time1,wf_Pk50Time2,wf_Tr10,wf_Tr10Time,wf_Tr90,wf_Tr90Time,wf_Tr50,wf_Tr50Time1,wf_Tr50Time2,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_EndSlopeTau
18-12-17_YC009,590,326,36154,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"[12, 13, 14]",36155,3,59.06,36.4,423,0.26,0.01,0.0,2,"[47, 40]","[107.94022, -332.351]",1,108.62,0.01,0,0.005,4.975,0.324,0.183,1.272,0.357,0.178,15.429,-0.172,0.017,4.216,0.3432121,112.76,2.2,-1.0,-328.55,1.97,0.23,0.3302280769171846,0.1299999999999999,-0.01909014,1.47,0.07668055,2.67,0.005054288951273189,2.0941576784947906,0.03432120978832245,2.101412787007698,0.30889088809490206,2.151048848849243,0.17160604894161224,2.13,2.4602280769171845,-0.1,2.08205421334082,-0.9,1.9944483742339185,-0.5,1.9,2.03,0.343,-6.575304552398886,7.202418385175017,-0.739666793769572,0.04963606184154523,0.09858721299230222,0.08760583910690145,0.11205421334082,0.2926003554013574
