"Sample","SampleP","Unit","MFRBlockHz","MeanAmpBlock","ACGViolationRatio","tf_MIFRBlockHz","tf_MedIsi","tf_ModeIsi","tf_Perc5Isi","tf_Entropy","tf_CV2Mean","tf_CV2Median","tf_CV","tf_Ir","tf_Lv","tf_LvR","tf_Si","tf_skw","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","wf_EndSlopeTau","Cluster_x","Cluster_y","SmallCluster","SmallClusterName","RespPk","RespGo","RespGr","RespMF","RespMLI","ClusterACG","Cluster","ClusterNo","NewCluster"
"19-10-23_YC022_probe1","19-10-23_YC022",202,3.45,14.88,0,9.777,0.206,0,0.026,6.835,0.916,0.902,0.899,1.15,0.844,7.969,0.093,1.336,0.043003246,0.082573688,0.068323247,0.10564047,0.5074094,0.2,0.191136776,0.14,-0.011047551,0.033601798,-0.023246853,0.050740939,0.456668454,0.253704697,0.507,-8.25411025,9.853989198,-1.4623672,0.145237934,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,1
"19-10-23_YC022_probe1","19-10-23_YC022",208,0.86,10.64,0,5.15,0.504,0,0.049,6.54,0.98,0.975,0.972,1.294,0.952,4.528,0.116,1.691,0.055413681,0.132553068,0.108263355,0.141200205,0.326251,0.3,0.395846159,0.2,-0.11627184,0.10254287,0.025985181,0.0326251,0.2936259,0.1631255,0.326,-4.786654279,5.683901819,-0.738067202,0.451808253,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,1
"19-10-23_YC022_probe1","19-10-23_YC022",211,0.98,11.25,0,4.644,0.547,1,0.051,6.513,0.953,0.925,1.015,1.243,0.908,4.107,0.109,1.564,0.055008917,0.125044239,0.114820347,0.14324224,0.25417575,0.3,0.467587437,0.2,-0.069858685,0.10232513,0.002254414,0.025417575,0.228758177,0.127087876,0.254,-5.466045581,5.100063145,-0.294336573,0.364881193,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,1
"19-10-23_YC022_probe1","19-10-23_YC022",4,1.48,10.69,0,5.002,0.422,1,0.053,6.705,0.913,0.893,0.919,1.158,0.85,4.399,0.096,1.489,0.058194479,0.127133222,0.104202445,0.147074755,0.3837782,0.3,0.413635313,0.2,-0.12864803,0.080631815,0.025321476,0.038377821,0.345400393,0.191889107,0.384,-4.838200016,6.01185639,-0.672078477,0.289270899,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,1
"19-11-14_YC030_probe1","19-11-14_YC030",26,0.53,11.32,0,25.744,0.151,0,0.009,5.311,1.047,1.057,1.618,1.481,1.089,17.586,0.147,2.851,0.057670339,0.087791182,0.063209939,0.071480211,0.93570936,0.17,0.180141745,0.1,-0.04641134,-0.063818045,0.01156598,0.093570936,0.842138422,0.467854679,0.936,-8.95030423,13.88817501,-3.968943134,0.103262528,2,2,4,"Granule",0,0,0,0,0,2,"Gr",4,2
"19-11-08_YC038_probe2","19-11-08_YC038",42,2.17,29.7,0,12.718,0.154,0,0.019,4.483,0.919,0.858,2.143,1.245,0.89,8.589,0.115,4.031,0.040245332,0.06373805,0.079888847,0.096196315,0.4650559,0.17,0.057681386,0.1,-0.006946378,0.019728819,0.008897007,0.046505591,0.418550321,0.232527956,0.465,-9.303394004,8.03075759,-1.524059738,0.059673896,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,2
"19-11-08_YC038_probe2","19-11-08_YC038",535,2.16,14.54,0,16.195,0.134,0,0.016,4.397,0.999,1.01,2.384,1.367,0.996,12.018,0.129,4.319,0.035,0.010551608,0.105,0.105,0.2446936,0.07,0.06,0.13,0.006345662,-0.040703893,0,0.024469361,0.220224246,0.122346804,0.245,-23.19017127,7.774794669,-0.385214368,0.072022427,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,2
"19-11-05_YC037_probe1","19-11-05_YC037",17,1.38,9.04,0,11.614,0.189,0,0.021,6.352,0.922,0.904,1.129,1.187,0.862,8.89,0.101,1.899,0.072291685,0.121980475,0.077506781,0.092081516,0.824116,0.23,0.340168366,0.2,-0.04702413,0.040870596,0.014829969,0.082411599,0.741704392,0.412057996,0.824,-4.543742406,10.86216535,-1.881094164,0.249275816,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,1
"19-11-05_YC037_probe1","19-11-05_YC037",184,3.31,13.96,0,15.411,0.198,0,0.013,5.189,1.012,1.035,1.576,1.399,1.032,11.12,0.135,3.449,0.047330136,0.08613263,0.08302296,0.098816878,0.4682934,0.2,0.252661414,0.14,-0.006125666,0.023610521,-0.001220178,0.04682934,0.421464059,0.234146699,0.468,-7.710674394,9.055709839,-1.379614649,0.193709627,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,2
"19-11-05_YC037_probe1","19-11-05_YC037",233,2.04,20.56,0,166.42,0.364,0,0.002,5.846,1.554,1.977,1.037,3.983,2.125,17.124,0.624,0.839,0.069265132,0.16613565,0.093280289,0.10291016,0.19277649,0.3,0.292870882,0.14,-0.01661221,0.006021252,0.018875216,0.019277649,0.173498838,0.096388243,0.193,-8.941250786,5.830237239,-0.513147103,-0.234330324,2,2,4,"Granule",0,0,0,0,0,2,"Gr",4,2
"19-11-05_YC037_probe1","19-11-05_YC037",249,2.05,11.91,0,30.923,0.159,0,0.007,4.839,0.82,0.735,1.706,1.057,0.744,13.037,0.089,3.382,0.043055716,0.078674194,0.070934711,0.078374231,0.318788,0.17,0.199785772,0.1,-0.016824301,0.016356831,-0.006597451,0.031878799,0.286909193,0.159393996,0.319,-8.690477683,11.66676206,-0.971147275,0.15663092,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,2
"19-11-05_YC037_probe1","19-11-05_YC037",25,2.57,11.53,0,8.418,0.278,0,0.03,6.684,0.939,0.918,0.955,1.214,0.891,6.942,0.104,1.539,0.05030247,0.115497518,0.079609275,0.103020313,0.47481826,0.24,0.271926017,0.17,-0.033847287,0.020269098,0.009101402,0.047481826,0.427336434,0.23740913,0.475,-6.961836911,9.027250824,-1.224439301,0.192881367,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,1
"19-11-05_YC037_probe1","19-11-05_YC037",279,1.14,43.54,0,27.246,0.17,0,0.007,4.914,1.152,1.26,1.665,1.81,1.31,14.631,0.205,2.391,0.068357733,0.098440032,0.129075071,0.149726765,0.35919973,0.27,0.301812622,0.13,-0.013033396,0.018273354,-0.016091371,0.035919973,0.323279759,0.179599866,0.359,-9.166614501,6.100315995,-0.761705472,0.248187467,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,2
"19-11-05_YC037_probe1","19-11-05_YC037",315,0.65,15.78,0,15.772,0.475,0,0.012,4.952,1.123,1.141,1.554,1.793,1.259,8.398,0.206,2.248,0.087372091,0.19906312,0.130042579,0.172989395,0.4131735,0.4,0.322776564,0.13,-0.014354516,0.022315688,0.017100281,0.04131735,0.371856147,0.206586748,0.413,-9.955822073,5.105007124,-1.673994778,0.156325447,3,NA,2,"Complex Spike",0,0,0,0,0,4,"Gr",4,2
"19-11-05_YC037_probe1","19-11-05_YC037",358,3.24,31.05,0,57.609,0.179,0,0.003,6.151,1.209,1.301,1.16,2.056,1.408,26.835,0.251,1.534,0.061501887,0.115486668,0.097118969,0.132562303,0.48998243,0.27,0.171697059,0.17,-0.032560647,0.015245475,0.000694603,0.048998243,0.440984184,0.244991213,0.49,-8.162998891,7.14790921,-2.050834529,-0.709819112,2,2,4,"Granule",0,0,0,0,0,2,"Gr",4,2
"19-11-05_YC037_probe1","19-11-05_YC037",564,2.03,21.22,0,46.383,0.422,0,0.002,6.93,1.026,0.977,0.776,1.757,1.096,8.991,0.212,0.792,0.091137442,0.141133725,0.115006449,0.128351528,0.39617288,0.3,0.295706942,0.14,-0.02532499,0.022098815,-0.001764731,0.039617288,0.356555593,0.198086441,0.396,-9.818699117,6.172926554,-1.08132718,0.186344996,2,2,4,"Granule",0,0,0,0,0,2,"Gr",4,1
"19-11-05_YC036_probe1","19-11-05_YC036",102,4.88,15.84,0,39.97,0.184,0,0.004,6.046,1.019,1.011,1.163,1.493,1.063,24.473,0.155,1.569,0.05,0.028678018,0.1,0.1,0.47637892,0.1,0.05,0.1,0.029274281,0.01812249,0,0.047637892,0.428741026,0.238189459,0.476,-18.06749767,7.989600099,-0.581955006,0.244791742,2,2,4,"Granule",0,0,0,0,0,2,"Gr",4,2
"19-11-05_YC036_probe1","19-11-05_YC036",165,23.62,17.52,0.01,7.042,0.59,0,0.026,4.282,0.906,0.931,1.217,1.115,0.838,7.026,0.088,1.16,0.135,0.136766182,0.135,0.135,0.19550078,0.27,0.17,0.1,0.005684553,0.004113771,-0.03692858,0.019550078,0.175950699,0.097750388,0.196,-3.207414293,7.14614322,-0.402521547,0.071474831,3,NA,2,"Complex Spike",0,0,0,0,0,4,"Gr",4,2
"19-11-05_YC036_probe1","19-11-05_YC036",17,0.55,17.87,0,37.803,0.713,0,0.003,5.4,1.271,1.426,1.423,2.384,1.524,13.365,0.313,2.117,0.02526474,0.040886723,0.06771844,0.079708626,0.22656713,0.13,0.058872564,0.105,-0.012628657,0.010355022,-0.070039175,0.022656713,0.203910421,0.113283567,0.227,-15.49991695,8.340154092,-0.651289478,-36.02273492,3,NA,2,"Complex Spike",0,0,0,0,0,2,"Gr",4,2
"19-11-04_YC037_probe1","19-11-04_YC037",13,1.39,10.54,0,11.573,0.224,0,0.019,5.235,0.949,0.935,1.633,1.241,0.911,8.762,0.109,3.243,0.069699431,0.245640352,0.119323971,0.152502212,0.16533731,0.44,0.413337566,0.23,-0.11801925,0.014527505,0.068507993,0.016533731,0.148803578,0.082668655,0.165,-2.717106541,5.305271538,-0.456189868,0.271830046,2,2,4,"Granule",0,0,0,0,0,4,"Gr",4,2
"19-11-04_YC037_probe1","19-11-04_YC037",165,1.82,22.72,0,3.105,0.416,2,0.115,6.032,0.781,0.736,0.699,0.909,0.624,2.656,0.06,1.008,0.073568761,0.12128759,0.059231206,0.066396328,0.8753968,0.2,0.466940838,0.1,-0.04867576,0.050001092,-0.021706841,0.087539679,0.787857109,0.437698394,0.875,-8.040671959,11.18941841,-1.638606326,0.971425706,2,2,4,"Granule",0,0,0,0,0,2,"Gr",4,1
