"Sample","SampleP","Unit","MFRBlockHz","MeanAmpBlock","ACGViolationRatio","tf_MIFRBlockHz","tf_MedIsi","tf_ModeIsi","tf_Perc5Isi","tf_Entropy","tf_CV2Mean","tf_CV2Median","tf_CV","tf_Ir","tf_Lv","tf_LvR","tf_Si","tf_skw","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","wf_EndSlopeTau","Cluster_x","Cluster_y","SmallCluster","SmallClusterName","RespPk","RespGo","RespGr","RespMF","RespMLI","ClusterACG","Cluster","ClusterNo","NewCluster"
"18-08-30_YC001_probe1","18-08-30_YC001",242,1.23,32.92,0,2.085,0.699,3,0.159,7.153,0.768,0.74,0.647,0.893,0.612,2.019,0.059,0.845,0.209729367,0.400720226,0.406966935,0.514923737,0.288709,1,0.621350774,0.5,-0.029036762,0.08060695,0.013262108,0.028870901,0.259838113,0.144354507,0.289,-1.717985807,1.527306688,-0.52882004,0.344267059,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",245,1.11,27.55,0,1.911,0.778,4,0.167,7.157,0.783,0.734,0.647,0.921,0.641,1.959,0.063,0.749,0.138276358,0.287788508,0.362406841,0.473749112,0.20971209,0.83,0.550719191,0.5,-0.020110697,0.028607832,-0.0051677,0.020971209,0.188740879,0.104856044,0.21,-1.997149042,1.762188253,-0.204717737,0.311503247,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",254,1.43,18.99,0,2.635,0.6,1,0.119,7.239,0.822,0.797,0.682,0.971,0.684,2.571,0.068,0.839,0.253710745,0.606494268,0.407676621,0.511596256,0.20255993,1.26,0.70011794,0.64,-0.06691825,0.008680645,0.034370873,0.020255993,0.18230394,0.101279967,0.203,-1.60565164,1.885359466,-0.555493906,0.235861153,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",256,1.21,21.84,0,1.985,0.703,3,0.173,7.122,0.746,0.725,0.642,0.86,0.583,1.891,0.055,0.912,0.160559406,0.387677559,0.386938368,0.51391799,0.1947872,1,0.680709473,0.46,-0.064075604,0.002470893,0.012198469,0.01947872,0.175308484,0.097393602,0.195,-2.467748917,1.96158131,-0.191707455,0.42120245,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",26,1.47,26.94,0,2.76,0.577,1,0.115,7.113,0.826,0.815,0.7,0.981,0.7,2.7,0.07,0.907,0.063998502,0.133862908,0.067490616,0.086589105,0.7416367,0.24,0.378748279,0.8,-0.038115423,0.09890886,0.076004484,0.074163669,0.667473024,0.370818347,0.742,-8.010134814,9.543491846,-1.343278129,0.376063822,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",261,1.43,20.09,0,2.455,0.603,1,0.142,7.231,0.772,0.737,0.644,0.901,0.62,2.292,0.061,0.79,0.049812353,0.128439454,0.127757522,0.174855377,0.24369778,0.33,0.27,0.17,-0.011060902,-0.006920866,-6.01e-05,0.024369778,0.219328,0.121848889,0.244,-7.2093947,4.7542112,-0.803046428,0.184926067,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",27,1.02,43.05,0,1.866,0.832,1,0.156,7.179,0.829,0.808,0.661,0.987,0.704,2.07,0.071,0.742,0.327015867,0.535830835,0.42180784,0.506137277,0.28252763,1.16,0.811202766,0.43,-0.108793445,0.004402659,-0.007997253,0.028252763,0.254274863,0.141263813,0.283,-1.493397113,1.766541576,-0.396912478,0.380270166,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",44,0.4,13.11,0,1.098,1.622,7,0.287,5.538,0.981,0.992,1.032,1.205,0.892,1.795,0.094,2.252,0.033319635,0.0826904,0.074437418,0.104166667,0.2907104,0.2,0.144004239,0.1,-0.008014572,0.0571949,-0.029929571,0.029071039,0.261639351,0.145355195,0.291,-8.645813726,8.652094856,-0.932522651,0.081497965,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,2
"18-08-30_YC001_probe1","18-08-30_YC001",465,1.49,34.57,0,2.643,0.559,2,0.128,7.1,0.782,0.755,0.687,0.912,0.631,2.428,0.061,0.946,0.06881016,0.130684466,0.073189912,0.116292356,0.703475,0.27,0.370407245,0.27,0.000175737,0.18352956,0.067144368,0.0703475,0.633127499,0.351737499,0.703,-8.704878369,8.235571967,-1.353679012,0.287257361,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",494,1.33,26.46,0,2.518,0.657,2,0.118,7.256,0.822,0.807,0.657,0.983,0.698,2.542,0.071,0.697,0.261818197,0.354743695,0.393687191,0.453509944,0.31668848,0.9,0.483745971,0.4,-0.049856294,0.040973015,-0.017243857,0.031668848,0.28501963,0.158344239,0.317,-2.064673859,1.589421037,-0.708122557,0.20944732,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
