"Sample","SampleP","Unit","MFRBlockHz","MeanAmpBlock","ACGViolationRatio","tf_MIFRBlockHz","tf_MedIsi","tf_ModeIsi","tf_Perc5Isi","tf_Entropy","tf_CV2Mean","tf_CV2Median","tf_CV","tf_Ir","tf_Lv","tf_LvR","tf_Si","tf_skw","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","wf_EndSlopeTau","Cluster_x","Cluster_y","SmallCluster","SmallClusterName","RespPk","RespGo","RespGr","RespMF","RespMLI","ClusterACG","Cluster","ClusterNo","NewCluster"
"18-08-31_YC003_probe1","18-08-31_YC003",311,78.13,19.19,0.02,91.599,0.012,0,0.006,6.826,0.393,0.332,0.431,0.411,0.181,21.988,0.014,1.404,0.087357279,0.137767873,0.160183784,0.197210191,0.32987902,0.36,0.424425954,0.2,-0.07436639,0.11300319,-0.023713586,0.032987902,0.296891114,0.164939508,0.33,-6.563656726,4.335041451,-0.587602562,0.389478031,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1,3
"18-08-31_YC003_probe1","18-08-31_YC003",485,52.91,14.21,0.02,70.409,0.015,0,0.008,6.421,0.514,0.448,0.643,0.554,0.301,24.129,0.025,1.954,0.065902187,0.113325229,0.106030485,0.122492315,0.3017676,0.26,0.447405263,0.16,-0.062193267,0.113265686,0.004136274,0.030176759,0.271590829,0.150883794,0.302,-5.072625238,5.833049116,-0.53886955,0.392037028,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1,1
"18-08-31_YC003_probe1","18-08-31_YC003",57,33.01,21.97,0,54.183,0.025,0,0.007,6.956,0.643,0.575,0.697,0.724,0.453,29.512,0.042,1.352,0.040460307,0.074885321,0.05913864,0.07189221,0.5091494,0.16,0.207439555,0.16,0.010652836,0.015840404,-0.010596542,0.050914937,0.458234435,0.254574686,0.509,-9.901941876,11.87478374,-1.627340935,0.148259399,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1,1
"18-08-31_YC004_probe1","18-08-31_YC004",128,148.15,22.8,0,158.832,0.006,0,0.005,6.731,0.243,0.185,0.301,0.248,0.076,15.956,0.006,1.612,0.054522892,0.10692519,0.086968034,0.10347293,0.41807136,0.23,0.381957119,0.17,-0.042700756,0.11857756,0.012902112,0.041807136,0.376264223,0.20903568,0.418,-5.699127105,7.516235344,-0.862135169,0.362733445,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1,2
"18-08-31_YC004_probe1","18-08-31_YC004",130,116.53,13.6,0,113.091,0.009,0,0.005,6.343,0.584,0.528,0.766,0.644,0.387,45.279,0.034,1.901,0.080768393,0.135231747,0.129682001,0.168197993,0.4528243,0.33,0.432733394,0.27,-0.077722386,0.1556542,-0.007384705,0.045282429,0.407541865,0.226412147,0.453,-2.599748866,5.335263706,-0.772087061,0.377886001,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1,1
"18-08-31_YC004_probe1","18-08-31_YC004",200,71.81,24.03,0,85.424,0.012,0,0.007,6.696,0.388,0.318,0.484,0.406,0.18,19.121,0.014,1.718,0.060189466,0.105267301,0.100407462,0.131279729,0.34132582,0.26,0.369820023,0.17,-0.03249635,0.11773681,0.003478507,0.034132582,0.307193238,0.17066291,0.341,-6.092177653,6.212112981,-0.731484916,0.438230722,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1,1
"18-08-31_YC004_probe1","18-08-31_YC004",60,39.19,17.01,0,49.895,0.022,0,0.01,7.066,0.517,0.463,0.513,0.554,0.295,19.084,0.025,1.177,0.281806822,0.316506163,0.104162554,0.117656452,0.11325822,0.5,0.568318023,0.16,-0.021798614,0.005180585,-0.002420611,0.011325822,0.101932398,0.05662911,0.113,-4.068672415,7.5961412,-0.139404328,0.380116877,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1,3
"18-08-31_YC004_probe1","18-08-31_YC004",83,63.57,15.36,0.01,68.597,0.015,0,0.01,6.961,0.31,0.261,0.293,0.319,0.113,11.266,0.009,1.194,0.044603215,0.085557321,0.101145884,0.125178521,0.26185405,0.23,0.436686123,0.13,-0.059754483,0.111377984,-0.005757322,0.026185405,0.235668647,0.130927026,0.262,-6.765149046,6.694493697,-0.492033111,0.443577626,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1,3
"18-09-03_YC005_probe1","18-09-03_YC005",177,160.95,15.34,0,184.27,0.005,0,0.004,6.442,0.272,0.19,0.442,0.281,0.105,22.191,0.008,2.111,0.073430848,0.140441111,0.110046284,0.131464627,0.35101914,0.3,0.461628131,0.23,-0.104065776,0.14261554,0.015810335,0.035101914,0.31591723,0.175509572,0.351,-2.373093058,5.474618972,-0.600841702,0.430606215,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1,2
"18-09-03_YC005_probe1","18-09-03_YC005",52,123.89,14.76,0,151.76,0.007,0,0.004,6.498,0.39,0.286,0.549,0.412,0.197,33.431,0.016,1.954,0.085261167,0.11073763,0.248128751,0.292727933,0.31861305,0.44,0.509621284,0.27,-0.15189415,0.15126543,-0.00075459,0.031861305,0.286751747,0.159306526,0.319,-6.923299135,3.209376222,-0.486946466,0.502567105,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1,2
