"Sample","SampleP","Unit","MFRBlockHz","MeanAmpBlock","ACGViolationRatio","tf_MIFRBlockHz","tf_MedIsi","tf_ModeIsi","tf_Perc5Isi","tf_Entropy","tf_CV2Mean","tf_CV2Median","tf_CV","tf_Ir","tf_Lv","tf_LvR","tf_Si","tf_skw","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","wf_EndSlopeTau","Cluster_x","Cluster_y","SmallCluster","SmallClusterName","RespPk","RespGo","RespGr","RespMF","RespMLI","ClusterACG","Cluster","ClusterNo"
"19-10-22_YC022_probe1","19-10-22_YC022",290,219.56,24,0,242.415,0.004,0,0.003,5.201,0.162,0.075,0.451,0.169,0.06,16.005,0.005,4.984,0.060791854,0.147581215,0.106987948,0.150407909,0.35616896,0.33,0.461579864,0.2,-0.11057644,0.11655332,0.037613213,0.035616896,0.32055206,0.178084478,0.356,-4.358897718,5.247482817,-0.586213538,0.35028899,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",368,163.21,23.26,0,189.902,0.005,0,0.003,6.172,0.222,0.122,0.49,0.229,0.083,16.827,0.007,2.428,0.061542073,0.125424334,0.106085718,0.151274201,0.4053507,0.3,0.422604988,0.2,-0.059649225,0.13925593,-0.009276272,0.040535069,0.364815617,0.202675343,0.405,-5.099317126,5.918486877,-0.742208959,0.408396955,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",37,140.46,12.73,0.01,152.242,0.007,0,0.005,6.82,0.259,0.192,0.323,0.265,0.088,17.483,0.007,1.658,0.03365547,0.066291287,0.099854842,0.114461452,0.18418314,0.2,0.223744918,0.10135813,-0.096600115,0.00688722,0.006902974,0.018418314,0.165764822,0.092091568,0.184,-4.283265971,7.839945061,-0.482679929,0.817637364,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",398,124.1,15.15,0,137.89,0.007,0,0.005,6.731,0.299,0.208,0.381,0.309,0.12,20.271,0.009,1.681,0.05552677,0.101398661,0.120203038,0.144052017,0.2814047,0.27,0.393416996,0.2,-0.10489881,0.10254881,-0.014295161,0.02814047,0.253264233,0.140702352,0.281,-4.891573335,5.82514847,-0.550161812,0.389140287,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",4,131.71,12.82,0.02,152.653,0.007,0,0.004,6.968,0.288,0.22,0.411,0.296,0.107,20.603,0.008,1.219,0.05536277,0.13482762,0.110406392,0.133535002,0.2797495,0.3,0.695980567,0.21257697,-0.20639789,0.016669089,0.010135232,0.027974951,0.251774561,0.139874756,0.28,-2.419925541,6.310700892,-0.376121031,0.601931669,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",403,140.09,14.75,0.01,159.422,0.006,0,0.004,6.547,0.249,0.161,0.422,0.257,0.092,16.985,0.007,1.988,0.113737656,0.148395473,0.222644968,0.288241394,0.4423599,0.47,0.422238292,0.3,-0.112539046,0.15067653,-0.00250649,0.044235989,0.398123905,0.221179947,0.442,-6.35497046,3.511377776,-0.789547099,0.384111708,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",444,72.14,11.43,0.04,95.204,0.011,0,0.006,6.865,0.543,0.486,0.593,0.586,0.329,35.825,0.028,1.396,0.079954283,0.127228722,0.138339026,0.179397804,0.41992995,0.33,0.38002737,0.23,-0.13949811,0.11128563,-0.003819348,0.041992995,0.377936956,0.209964976,0.42,-3.629601144,5.152995958,-0.89534843,0.340803866,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",553,52.93,17,0.02,60.28,0.019,0,0.01,6.532,0.193,0.132,0.249,0.2,0.063,8.025,0.005,-0.564,0.072821156,0.142841728,0.106376491,0.131596589,0.5010449,0.3,0.439836814,0.23,-0.024255365,0.17542754,0.005782543,0.050104493,0.450940436,0.250522465,0.501,-4.339922577,6.147636482,-0.837707245,0.452968402,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",57,194.82,19.48,0.01,223.849,0.005,0,0.003,6.602,0.17,0.101,0.42,0.175,0.052,13.548,0.004,1.733,0.052973438,0.120880944,0.102540923,0.122415687,0.31050938,0.27,0.399358792,0.17,-0.073315784,0.096784115,0.014240674,0.031050938,0.279458445,0.155254692,0.311,-5.98456698,6.125488421,-0.580642787,0.367997213,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",802,80.32,10.05,0,99.069,0.011,0,0.006,6.906,0.437,0.365,0.518,0.462,0.224,26.558,0.018,1.462,0.116001078,0.60152352,0.11543653,0.144788623,0.24050207,0.8,1.0534318,0.2,-0.14039595,0.009527827,0.078005213,0.024050207,0.216451867,0.120251037,0.241,-4.256638401,5.13159794,-0.260007065,0.419277666,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",831,98.27,13.9,0,117.653,0.009,0,0.005,6.913,0.417,0.348,0.479,0.438,0.204,29.241,0.016,1.424,0.065990732,0.125609806,0.121698395,0.148126712,0.33799097,0.3,0.506116031,0.233509233,-0.13969757,0.019073438,-0.006789296,0.033799097,0.304191872,0.168995485,0.338,-2.585258677,6.122012496,-0.542782984,0.477692959,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",833,102.64,15.27,0,120.179,0.008,0,0.005,6.696,0.354,0.26,0.464,0.369,0.161,22.84,0.013,1.733,0.066827851,0.145573638,0.126150838,0.157875508,0.3403026,0.33,0.468200778,0.188166415,-0.10014941,0.015323903,-0.003963961,0.034030259,0.306272328,0.170151293,0.34,-3.087920192,5.790738301,-0.606920204,0.472278899,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",839,164.77,15.08,0,187.477,0.005,0,0.004,6.128,0.284,0.168,0.452,0.297,0.128,27.416,0.01,2.195,0.066632907,0.125058333,0.103192314,0.119413322,0.3887748,0.27,0.461282198,0.17,-0.08314216,0.1469591,0.019401074,0.038877481,0.349897331,0.194387406,0.389,-5.387517581,6.298611796,-0.658234846,0.383827901,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",84,107.85,19.5,0,114.338,0.009,0,0.006,6.851,0.23,0.177,0.266,0.234,0.068,10.801,0.005,1.532,0.067188932,0.109270078,0.114257604,0.134076787,0.35227907,0.27,0.390530431,0.17,-0.04776351,0.116021074,-0.00701858,0.035227907,0.31705116,0.176139534,0.352,-5.79214453,6.02459618,-0.638118428,0.363670084,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",841,73.09,19.32,0,84.092,0.012,0,0.007,6.852,0.397,0.333,0.43,0.415,0.184,19.797,0.015,1.55,0.046586189,0.096438481,0.097443646,0.112722908,0.29789886,0.23,0.38160072,0.14,-0.030809384,0.10656459,0.020001266,0.029789886,0.268108973,0.148949429,0.298,-7.093651162,6.840450689,-0.570128326,0.420001078,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",842,143.49,19.83,0,193.097,0.005,0,0.003,4.968,0.313,0.129,0.919,0.34,0.178,28.979,0.016,4.144,0.071329389,0.149254441,0.14024634,0.182484207,0.35966894,0.36,0.500868082,0.23,-0.021396082,0.1378642,0.00168494,0.035966894,0.323702046,0.17983447,0.36,-5.350771212,4.674780603,-0.544133273,0.411789588,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-22_YC022_probe1","19-10-22_YC022",971,58.2,14.96,0,70.142,0.016,0,0.007,7.261,0.467,0.411,0.418,0.494,0.244,24.499,0.02,0.697,0.098407726,0.15920748,0.137839627,0.187053032,0.6150447,0.37,0.356002346,0.3,-0.054567643,0.13053729,0.003427645,0.061504471,0.553540242,0.307522357,0.615,-2.891902249,5.389404614,-1.267828477,0.271653645,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-10-23_YC022_probe1","19-10-23_YC022",140,51.1,12.7,0.02,55.788,0.018,0,0.013,6.397,0.226,0.156,0.266,0.233,0.076,6.719,0.006,1.596,0.141409123,0.185378313,0.137595227,0.164615913,0.4944656,0.4,0.506270412,0.17,-0.01544191,0.21468149,-0.048958106,0.049446559,0.445019031,0.247232795,0.494,-7.743367203,4.086856843,-0.770494642,0.599409063,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-23_YC022_probe1","19-10-23_YC022",253,48.68,15.8,0.05,59.313,0.021,0,0.008,6.598,0.269,0.156,0.283,0.289,0.132,16.694,0.012,-0.469,0.050119517,0.126686005,0.091444106,0.117837306,0.34479436,0.27,0.389418367,0.14,-0.06550182,0.10367682,0.036535807,0.034479436,0.310314927,0.172397181,0.345,-6.458403388,6.48364968,-0.659358124,0.335646948,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-23_YC022_probe1","19-10-23_YC022",277,98.88,12.79,0.01,127.545,0.008,0,0.004,6.73,0.469,0.4,0.582,0.5,0.256,37.159,0.021,1.593,0.06201635,0.122478175,0.125556511,0.152082606,0.3091784,0.3,0.563908717,0.200184064,-0.11637366,0.014290663,-0.009291615,0.030917841,0.278260571,0.154589206,0.309,-1.862081402,6.009760416,-0.456987686,0.500563888,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-23_YC022_probe1","19-10-23_YC022",280,80.69,11.26,0.04,108.586,0.01,0,0.005,6.812,0.538,0.484,0.619,0.581,0.328,39.774,0.028,1.446,0.04267226,0.117650115,0.103986363,0.123347169,0.22331592,0.27,0.337532329,0.14,-0.040025476,0.055250496,0.008069974,0.022331592,0.200984332,0.111657962,0.223,-6.647182548,5.761864732,-0.520006693,0.334964005,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-23_YC022_probe1","19-10-23_YC022",67,170.92,15.33,0,194.641,0.005,0,0.003,6.566,0.27,0.193,0.431,0.278,0.099,22.582,0.008,1.871,0.058369103,0.116430237,0.105888077,0.127117025,0.35329553,0.27,0.435187296,0.2,-0.09066903,0.13139045,0.005273162,0.035329553,0.317965981,0.176647767,0.353,-4.21677889,6.255422722,-0.639675484,0.399366018,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-10-23_YC022_probe1","19-10-23_YC022",71,145.67,12.71,0,167.926,0.006,0,0.004,6.656,0.295,0.218,0.444,0.305,0.115,22.791,0.009,1.734,0.054119205,0.120100703,0.101471518,0.124292539,0.34842175,0.27,0.425946861,0.17,-0.08568714,0.12833895,0.012059084,0.034842175,0.313579577,0.174210876,0.348,-5.004946762,6.354237873,-0.638976276,0.426168566,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-08_YC038_probe2","19-11-08_YC038",209,78.53,20.05,0,82.516,0.012,0,0.009,7.045,0.233,0.19,0.235,0.236,0.066,7.915,0.005,1.019,0.028589278,0.092972149,0.135167522,0.172810373,0.08456023,0.3,0.259189232,0.17,-0.06525804,0.014166609,-0.032360835,0.008456023,0.076104207,0.042280115,0.085,-6.360733766,5.384812269,-0.238866642,2.567357249,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-08_YC038_probe2","19-11-08_YC038",220,72.65,13.42,0.01,79.57,0.013,0,0.008,7.207,0.325,0.281,0.307,0.335,0.122,13.966,0.009,0.752,0.01549859,0.097141502,0.120804934,0.165916197,0.058245648,0.3,0.221515695,0.17,-0.07267932,0.007764317,-0.031892175,0.005824565,0.052421083,0.029122824,0.058,-6.708866891,5.634298215,-0.162522988,-8.057267689,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-08_YC038_probe2","19-11-08_YC038",470,119.95,8.58,0,128.339,0.008,0,0.006,6.798,0.266,0.202,0.299,0.272,0.091,15.427,0.007,1.725,0.013192778,0.061075626,0.120209605,0.136099814,0.03713148,0.23,0.057904096,0.136236908,-0.085834645,0.002329333,-0.027619695,0.003713148,0.033418333,0.01856574,0.037,-4.820460484,6.911215776,-0.262131166,-0.45131214,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-08_YC038_probe2","19-11-08_YC038",478,80.26,12.28,0,83.645,0.012,0,0.009,6.992,0.187,0.144,0.215,0.189,0.045,5.522,0.003,1.046,0.019058499,0.095021036,0.115576623,0.132097246,0.05426482,0.27,0.134071528,0.14,-0.046975665,0.002243192,-0.018789127,0.005426482,0.048838339,0.027132411,0.054,-7.825426102,6.221992885,-0.199080386,-1.656214251,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",121,46.17,12.51,0,64.216,0.018,0,0.007,6.427,0.637,0.585,0.768,0.709,0.437,32.529,0.039,2.066,0.04365818,0.096782705,0.095473399,0.113954674,0.3443267,0.23,0.187309782,0.14,-0.021256564,0.014220245,0.031526332,0.03443267,0.309894034,0.172163352,0.344,-11.28406708,8.224533719,-1.101501681,0.131186436,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",175,160.31,11.2,0.01,168.435,0.006,0,0.004,6.017,0.324,0.222,0.563,0.34,0.148,26.647,0.012,2.678,0.05,0.018406432,0.1,0.1,0.25677672,0.1,0.03,0.14,0.006921839,0.025312094,0,0.025677672,0.231099048,0.12838836,0.257,-17.3435215,7.097085538,-0.689756498,-1.657525259,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",21,102.86,12.75,0,116.464,0.009,0,0.005,7.16,0.406,0.357,0.383,0.423,0.184,30.928,0.015,0.89,0.072697744,0.115249193,0.101243605,0.131358379,0.5439817,0.27,0.275836397,0.2,-0.06854195,0.025368446,0.002222891,0.054398167,0.489583504,0.271990836,0.544,-4.817626317,7.082757822,-1.345233168,0.225326722,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",218,86.38,10.27,0.01,89.042,0.011,0,0.006,6.702,0.512,0.45,0.599,0.55,0.297,30.619,0.025,1.667,0.035,0.006449672,0.175,0.175,0.10164202,0.07,0.03,0.14,0.041541524,-0.04391468,0,0.010164202,0.091477818,0.05082101,0.102,-15.75925474,6.463087402,-0.443899187,0.080560441,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",28,44.85,9.83,0.01,57.845,0.019,0,0.008,7.011,0.527,0.477,0.56,0.565,0.303,22.304,0.025,1.259,0.042623691,0.09647221,0.075312974,0.08958565,0.46939972,0.2,0.236004741,0.14,-0.023627881,0.024451422,0.011155348,0.046939972,0.422459748,0.23469986,0.469,-8.562956955,10.44800242,-1.212198223,0.18122365,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",31,57.26,9.54,0,63.59,0.016,0,0.009,6.672,0.423,0.358,0.539,0.445,0.209,16.449,0.017,1.805,0.05474329,0.089753345,0.062137231,0.070619063,0.84502447,0.17,0.27232859,0.1,-0.044348747,0.036354657,-0.024670808,0.084502447,0.76052202,0.422512233,0.845,-6.826887637,12.74585794,-2.243790031,0.217454532,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",314,10.25,22.52,0,13.151,0.081,0,0.038,6.898,0.474,0.379,0.545,0.509,0.271,4.424,0.023,1.414,0.057175571,0.107278626,0.047002073,0.052437329,0.87411416,0.17,0.153166678,0.1,0.023424774,0.044250537,-0.025123646,0.087411416,0.78670274,0.437057078,0.874,-12.04205439,16.68216794,-3.266359718,0.090621196,1,NA,1,"Purkinke",0,0,0,0,0,1,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",346,41.46,16.69,0.04,53.51,0.021,0,0.009,6.655,0.493,0.417,0.553,0.532,0.284,19.865,0.024,1.764,0.05,0.035504791,0.1,0.1,0.98016703,0.1,0.1,0.1,0.04769641,0.014098286,0,0.098016703,0.882150328,0.490083516,0.98,-25.97510778,6.87849937,-0.287642892,0.061129444,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",445,73.42,23.73,0,80.126,0.013,0,0.008,7.304,0.315,0.267,0.281,0.324,0.116,14.909,0.009,0.265,0.065,0.051286694,0.041431385,0.07333154,0.58938503,0.13,0.13,0.16,0.037312612,0.01258636,-0.030556937,0.058938503,0.530446529,0.294692516,0.589,-15.55223753,5.103594604,-0.275742693,0.093356265,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",48,98.78,13.5,0.01,115.183,0.009,0,0.005,7.172,0.406,0.36,0.394,0.423,0.184,30.89,0.014,0.849,0.059869726,0.102642962,0.072476215,0.084568065,0.7622297,0.2,0.250653384,0.17,-0.03986639,0.043967992,-0.006965351,0.076222968,0.686006713,0.381114841,0.762,-6.261246632,11.27049802,-2.102581973,0.184426383,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-05_YC037_probe1","19-11-05_YC037",92,46.34,15.14,0,71.447,0.019,0,0.004,6.992,0.586,0.5,0.587,0.66,0.395,34.45,0.037,1.116,0.06078473,0.093447228,0.098552928,0.107538984,0.16123511,0.23,0.310626272,0.14,-0.002766361,0.008687001,0.01040176,0.016123511,0.145111598,0.080617554,0.161,-9.669127692,7.737121595,-0.300567866,0.25022583,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-05_YC036_probe1","19-11-05_YC036",93,67.84,24.28,0,85.036,0.013,0,0.006,7.07,0.508,0.451,0.471,0.544,0.287,33.064,0.024,1.009,0.05,0.012610434,0.15,0.15,0.20454957,0.1,0.03,0.14,-0.001194681,0.012992599,0,0.020454957,0.184094609,0.102274783,0.205,-16.38988152,6.773052526,-0.269967778,0.065342982,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",10,46.54,11.82,0.01,67.505,0.017,0,0.006,6.986,0.613,0.567,0.64,0.675,0.404,32.616,0.035,1.316,0.031151052,0.067058613,0.113022353,0.143850026,0.16344915,0.23,0.153569116,0.23,-0.09805649,0.006833167,-0.019457609,0.016344915,0.147104238,0.081724577,0.163,-4.081947867,6.218842946,-0.590652275,0.100335163,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",128,62.6,18.4,0.01,72.24,0.015,0,0.008,7.074,0.407,0.352,0.403,0.425,0.188,18.44,0.015,1.166,0.030594843,0.089949365,0.152681752,0.172413626,0.061385598,0.3,0.282210997,0.17,-0.06936074,0.017830214,-0.013502596,0.00613856,0.055247038,0.030692799,0.061,-5.289010764,4.133095603,-0.156814597,16.24313086,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",133,85.04,15.29,0.01,101.994,0.01,0,0.006,7.029,0.429,0.371,0.466,0.45,0.209,26.882,0.017,1.238,0.1,0.067884546,0.078621544,0.120075756,0.1557053,0.2,0.06,0.14,-0.010212401,0.017145718,0.02297292,0.01557053,0.140134773,0.077852651,0.156,-7.060723197,7.054973118,-0.01427409,0.074762547,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",142,71.16,19.49,0.02,85.748,0.012,0,0.007,7.02,0.46,0.406,0.473,0.485,0.236,25.711,0.019,1.273,0.022147419,0.090448789,0.126423447,0.143234745,0.061226662,0.27,0.19207589,0.17,-0.06146939,0.003492838,-0.018987072,0.006122666,0.055103996,0.030613331,0.061,-6.022592216,4.839502454,-0.21469887,5.715248953,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",144,196.82,10.74,0.01,204.22,0.005,0,0.004,6.679,0.147,0.11,0.213,0.148,0.03,8.37,0.002,1.682,0.07,0.036867538,0.17,0.17,0.032811802,0.34,0.17,0.23,0.011476082,-0.027261036,0.01827412,0.00328118,0.029530622,0.016405901,0.033,-2.739100578,3.890618267,-0.103040335,0.124652558,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",15,68.53,10.59,0,79.495,0.013,0,0.007,7.012,0.398,0.342,0.416,0.416,0.183,19.382,0.015,1.274,0.05,0.014860229,0.1,0.1,0.11392559,0.1,0.03,0.1,0.004555812,-0.026456185,0,0.011392559,0.102533032,0.056962796,0.114,-14.43199307,8.113181156,-0.504612892,0.052115827,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",150,92.8,20.24,0,97.928,0.01,0,0.007,7.076,0.272,0.225,0.29,0.278,0.089,12.223,0.007,1.057,0.026495711,0.077113275,0.139401876,0.156282655,0.053542312,0.27,0.156321582,0.17,-0.06957396,0.001879601,-0.022281139,0.005354231,0.048188081,0.026771156,0.054,-5.266830063,4.700751052,-0.209039805,-43.13809887,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",154,96.01,17.17,0,108.206,0.009,0,0.006,6.925,0.334,0.271,0.389,0.346,0.135,18.802,0.011,1.412,0.029461666,0.064818355,0.147518749,0.161919534,0.037274104,0.27,0.115120258,0.2,-0.08240198,0.000885487,-0.006764431,0.00372741,0.033546693,0.018637052,0.037,-4.494584873,4.506299005,-0.182863727,-2.257527518,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",40,68.75,9.81,0,75.718,0.014,0,0.007,6.679,0.43,0.373,0.488,0.453,0.211,20.933,0.017,1.702,0.05,0.037960157,0.1,0.1,0.33489707,0.1,0.07,0.1,0.027957106,0.014764236,0,0.033489707,0.301407364,0.167448536,0.335,-11.28607293,8.794538671,-0.903860965,0.057027457,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",7,112.01,21.63,0,176.806,0.007,0,0.002,6.879,0.689,0.66,0.698,0.771,0.495,98.142,0.045,1.336,0.039537786,0.08073929,0.088464756,0.101649675,0.28678077,0.2,0.243604474,0.17,-0.010832157,0.013045419,-0.003623517,0.028678077,0.258102697,0.143390387,0.287,-6.339659621,7.866846069,-0.773893235,0.199919745,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",85,99.32,15.46,0,129.421,0.008,0,0.004,6.625,0.437,0.353,0.608,0.464,0.232,32.415,0.019,1.785,0.023206566,0.101647217,0.138443802,0.155981255,0.04953987,0.3,0.144543783,0.17,-0.0749127,0.003808085,-0.014043382,0.004953987,0.044585884,0.024769936,0.05,-5.607698923,4.079586324,-0.156503874,24.24558784,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",89,120.61,17.53,0.02,139.057,0.008,0,0.004,5.679,0.305,0.186,0.534,0.318,0.134,22.953,0.011,3.575,0.041699887,0.090314512,0.153833009,0.171998419,0.07376196,0.3,0.303713607,0.165967113,-0.110996306,0.003447188,-0.010959332,0.007376196,0.066385766,0.036880981,0.074,-2.798305412,5.066399499,-0.183813868,0.422459942,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-04_YC037_probe1","19-11-04_YC037",9,111.33,13.08,0,151.363,0.008,0,0.003,6.73,0.562,0.511,0.607,0.609,0.344,66.506,0.029,1.575,0.035135045,0.0811613,0.086479992,0.099235919,0.23537308,0.2,0.267887734,0.14,-0.043344494,0.010739409,-0.004259625,0.023537308,0.211835772,0.11768654,0.235,-7.783516466,7.614018013,-0.61993921,0.211031042,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC036_probe1","19-11-04_YC036",162,60.73,11.51,0,75.55,0.015,0,0.007,6.338,0.551,0.487,0.673,0.601,0.341,31.521,0.03,2.226,0.045419608,0.082242658,0.067869233,0.07448548,0.28855565,0.17,0.18640573,0.1,-0.008459222,0.01538437,-0.013133964,0.028855565,0.259700087,0.144277826,0.289,-9.819470873,9.648851446,-1.010310339,0.112548898,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC036_probe1","19-11-04_YC036",29,95.26,23.44,0,108.604,0.01,0,0.005,7.175,0.367,0.317,0.373,0.38,0.154,23.361,0.012,0.9,0.055349299,0.111728561,0.084209621,0.09976521,0.49629933,0.23,0.240175814,0.14,-0.007742226,0.02573226,0.01664603,0.049629933,0.446669394,0.248149663,0.496,-9.268182716,8.029894172,-1.593975751,0.14318034,1,NA,1,"Purkinke",0,0,0,0,0,5,"Pk",1
"19-11-04_YC036_probe1","19-11-04_YC036",51,69.86,12.77,0,76.997,0.014,0,0.008,5.831,0.357,0.292,0.467,0.373,0.156,15.966,0.013,3.168,0.1,0.090013173,0.069556106,0.0997509,0.31635308,0.2,0.14,0.14,0.009195792,-0.048526883,0.033518086,0.031635308,0.284717774,0.158176541,0.316,-7.294533118,8.33357497,-0.932829606,0.054307789,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1
"19-11-11_YC040_probe1","19-11-11_YC040",113,155.13,10.35,0,165.031,0.006,0,0.005,6.431,0.217,0.141,0.298,0.222,0.07,14.465,0.005,2.166,0.040162536,0.09105939,0.081786394,0.122183444,0.35244188,0.23,0.362711369,0.155,-0.021401055,0.016964987,0.000875029,0.035244188,0.317197689,0.176220939,0.352,-10.15032013,8.014137298,-0.693995635,0.337781427,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-11_YC040_probe1","19-11-11_YC040",120,170.71,24.98,0,189.706,0.005,0,0.004,5.07,0.232,0.145,0.5,0.242,0.091,18.008,0.007,4.657,0.053713085,0.128006958,0.100067796,0.116944789,0.33074918,0.27,0.352769263,0.17,-0.054937508,0.015858326,0.031615639,0.033074918,0.297674266,0.165374592,0.331,-5.179742081,7.420625622,-0.687998817,0.302800757,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
"19-11-11_YC040_probe1","19-11-11_YC040",132,163.23,14.12,0.01,188.886,0.005,0,0.004,5.307,0.249,0.119,0.579,0.263,0.118,21.506,0.01,3.586,0.055456493,0.129154889,0.10088243,0.142249994,0.33060756,0.3,0.336649452,0.17,-0.06929846,0.016257983,0.034032178,0.033060756,0.297546807,0.165303782,0.331,-7.817358364,6.605985816,-0.764187647,0.253947629,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1
