Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Spikes_dummy,Unit_Wvf_Peaks,Unit_Wvf_Peaks_dummy,Unit_Biggest_Peak,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_Fp_dummy,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Wvf_Peaks,Chunk_Wvf_Peaks_dummy,Chunk_Biggest_Peak,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,0,"(0, 60)",249,2,1,1,0.98,1,1.0,1,0,0,4.83,12.85,53,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,1,"(60, 120)",403,2,1,1,0.98,1,1.0,1,0,0,7.88,12.89,60,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,2,"(120, 180)",416,2,1,1,0.98,1,1.0,1,0,0,8.52,12.9,96,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,3,"(180, 240)",299,2,1,1,0.98,1,1.0,1,0,0,5.78,12.87,76,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,4,"(240, 300)",390,2,1,1,0.98,1,1.0,1,0,0,7.42,12.88,93,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,5,"(300, 360)",362,2,1,1,0.98,1,1.0,1,0,0,6.81,12.82,54,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,6,"(360, 420)",333,2,1,1,0.98,1,1.0,1,0,0,6.65,12.92,46,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,7,"(420, 480)",278,2,1,1,0.98,1,1.0,1,0,0,5.15,12.84,57,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,8,"(480, 540)",279,2,1,1,0.98,1,1.0,1,0,0,5.45,12.83,69,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,9,"(540, 600)",252,2,1,1,0.98,1,1.0,1,0,0,4.81,12.88,94,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,10,"(600, 660)",287,2,1,1,0.98,1,1.0,1,0,0,5.67,13.0,53,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,11,"(660, 720)",414,2,1,1,0.99,1,1.0,1,0,0,7.72,12.99,100,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,12,"(720, 780)",427,2,1,1,0.98,1,1.0,1,0,0,8.01,12.94,100,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,13,"(780, 840)",380,2,1,1,0.99,1,1.0,1,0,0,7.49,12.91,58,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,14,"(840, 900)",451,2,1,1,0.99,1,1.0,1,0,0,8.54,12.91,100,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,15,"(900, 960)",430,2,1,1,0.99,1,1.0,1,0,0,8.24,12.89,59,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,16,"(960, 1020)",457,2,1,1,0.99,1,1.0,1,0,0,8.9,13.03,97,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,17,"(1020, 1080)",469,2,1,1,0.99,1,1.0,1,0,0,8.81,13.0,63,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,18,"(1080, 1140)",571,2,1,1,0.99,1,1.0,1,0,0,10.79,12.92,94,0
19-01-16_YC011,44,129,7717,1,2,1,1,0.99,1,0,0,1,7.53,13.05,12.06123592376709,90,0,19,"(1140, 1200)",570,2,1,1,0.99,1,1.0,1,0,0,10.66,12.97,93,0
