Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Spikes_dummy,Unit_Wvf_Peaks,Unit_Wvf_Peaks_dummy,Unit_Biggest_Peak,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_Fp_dummy,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Wvf_Peaks,Chunk_Wvf_Peaks_dummy,Chunk_Biggest_Peak,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,0,"(0, 60)",444,3,1,0,0.79,1,0.98,1,0,0,8.35,13.01,82,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,1,"(60, 120)",423,3,1,0,0.82,1,0.99,1,0,0,8.1,13.05,58,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,2,"(120, 180)",510,2,1,0,0.88,1,0.99,1,0,0,9.89,13.14,95,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,3,"(180, 240)",707,2,1,0,0.87,1,0.99,1,0,0,13.13,13.06,100,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,4,"(240, 300)",675,3,1,0,0.86,1,0.99,1,0,0,12.82,13.11,98,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,5,"(300, 360)",586,3,1,0,0.87,1,1.0,1,0,0,11.34,13.04,83,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,6,"(360, 420)",585,3,1,0,0.87,1,0.99,1,0,0,11.01,13.03,81,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,7,"(420, 480)",604,3,1,0,0.89,1,0.98,1,0,0,11.18,13.04,92,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,8,"(480, 540)",639,3,1,0,0.88,1,0.99,1,0,0,12.23,13.16,78,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,9,"(540, 600)",967,3,1,0,0.86,1,1.0,1,0,0,17.76,13.19,85,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,10,"(600, 660)",972,3,1,1,0.85,1,1.0,1,0,0,18.18,13.19,85,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,11,"(660, 720)",1038,3,1,1,0.86,1,1.0,1,0,0,19.2,13.09,85,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,12,"(720, 780)",930,2,1,1,0.85,1,0.99,1,0,0,17.49,13.04,64,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,13,"(780, 840)",893,3,1,1,0.87,1,1.0,1,0,0,17.16,13.03,92,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,14,"(840, 900)",876,3,1,1,0.87,1,1.0,1,0,0,16.36,13.11,48,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,15,"(900, 960)",913,3,1,1,0.87,1,1.0,1,0,0,16.95,13.04,55,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,16,"(960, 1020)",668,3,1,1,0.87,1,1.0,1,0,0,12.93,13.15,48,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,17,"(1020, 1080)",1018,3,1,1,0.85,1,1.0,1,0,0,18.76,13.11,80,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,18,"(1080, 1140)",804,3,1,1,0.87,1,1.0,1,0,0,15.38,13.13,56,0
19-01-16_YC011,42,127,15106,1,3,1,1,0.87,1,0,0,1,14.5,13.21,12.07639412879944,86,0,19,"(1140, 1200)",854,2,1,1,0.87,1,0.99,1,0,0,15.71,13.15,90,0
