Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Wvf_Peaks,Unit_vs_Temp_CS,Unit_vs_Temp_CS_dummy,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MeanAmp,Unit_MinAmp,Unit_Missing_Spikes,Unit_Missing_Spikes_dummy,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_dummy,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_dummy,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Missing_Spikes,Chunk_Missing_Spikes_dummy
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,0,"(0, 60)",785,4,0.96,1,1.0,1,66,3,15.72,16.94,6,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,1,"(60, 120)",583,4,0.96,1,1.0,1,50,3,12.02,17.04,6,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,2,"(120, 180)",509,4,0.96,1,1.0,1,10,1,10.75,17.94,3,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,3,"(180, 240)",640,4,0.96,1,1.0,1,34,2,12.9,18.4,5,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,4,"(240, 300)",708,4,0.96,1,1.0,1,45,2,14.82,18.42,6,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,5,"(300, 360)",659,4,0.96,1,1.0,1,46,3,13.89,18.25,3,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,6,"(360, 420)",685,4,0.96,1,1.0,1,45,2,14.09,17.92,7,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,7,"(420, 480)",594,4,0.96,1,1.0,1,48,3,12.88,18.0,4,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,8,"(480, 540)",709,4,0.96,1,1.0,1,49,2,15.11,17.96,2,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,9,"(540, 600)",679,4,0.96,1,1.0,1,29,1,14.13,18.06,3,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,10,"(600, 660)",615,4,0.96,1,1.0,1,31,2,12.71,18.14,3,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,11,"(660, 720)",620,4,0.96,1,1.0,1,30,2,12.88,18.07,6,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,12,"(720, 780)",573,4,0.96,1,1.0,1,43,3,13.15,18.21,4,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,13,"(780, 840)",534,4,0.96,1,1.0,1,33,2,12.37,18.21,5,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,14,"(840, 900)",508,4,0.96,1,1.0,1,19,1,11.28,18.39,6,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,15,"(900, 960)",492,4,0.95,1,1.0,1,49,4,11.74,18.42,5,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,16,"(960, 1020)",417,4,0.95,1,1.0,1,18,2,8.75,18.66,2,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,17,"(1020, 1080)",570,4,0.95,1,1.0,1,18,1,12.39,18.82,4,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,18,"(1080, 1140)",518,4,0.95,1,1.0,1,41,3,12.29,18.71,3,1
19-01-16_YC011,54,141,12041,4,0.96,1,744,2,13.03,18.13,14.358411979675294,0,1,19,"(1140, 1200)",643,4,0.95,1,1.0,1,52,3,14.79,18.65,5,1
