Sample,Unit,Unit_Peak_Ch,Unit_Spikes,Unit_Peaks_Wvf,Unit_vs_Temp_CS,Unit_vs_Temp_CS_t,Unit_RPV,Unit_Fp,Unit_MFR,Unit_MA,Unit_Peak_Detection_t,Unit_Drift_TR,Unit_Drif_TR_t,Chunk,Chunk_Len,Chunk_Spikes,Chunk_Peaks_Wvf,Chunk_vs_Temp_CS,Chunk_vs_Temp_CS_t,Chunk_vs_Unit_CS,Chunk_vs_Unit_CS_t,Chunk_RPV,Chunk_Fp,Chunk_MFR,Chunk_MA,Chunk_Drift_TR,Chunk_Drift_TR_t
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,0,"(0, 60)",114,1,0.94,1,0.99,1,0,0,1.99,24.17,1,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,1,"(60, 120)",97,1,0.95,1,1.0,1,0,0,1.72,24.98,0,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,2,"(120, 180)",103,1,0.96,1,1.0,1,0,0,1.9,26.29,1,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,3,"(180, 240)",100,1,0.93,1,1.0,1,0,0,1.77,26.85,2,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,4,"(240, 300)",91,1,0.96,1,1.0,1,0,0,1.62,26.17,1,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,5,"(300, 360)",94,1,0.93,1,1.0,1,0,0,1.65,26.04,25,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,6,"(360, 420)",101,1,0.94,1,1.0,1,0,0,1.78,26.31,10,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,7,"(420, 480)",100,1,0.96,1,1.0,1,0,0,1.78,25.75,5,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,8,"(480, 540)",102,1,0.94,1,1.0,1,0,0,1.8,26.52,1,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,9,"(540, 600)",103,1,0.96,1,1.0,1,0,0,1.85,25.84,3,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,10,"(600, 660)",98,1,0.95,1,1.0,1,0,0,1.76,25.64,12,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,11,"(660, 720)",102,1,0.95,1,1.0,1,0,0,1.8,26.06,5,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,12,"(720, 780)",97,1,0.96,1,1.0,1,0,0,1.69,25.65,4,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,13,"(780, 840)",97,1,0.97,1,1.0,1,0,0,1.75,26.04,1,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,14,"(840, 900)",96,1,0.95,1,1.0,1,0,0,1.72,25.95,9,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,15,"(900, 960)",98,1,0.96,1,1.0,1,0,0,1.76,26.13,13,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,16,"(960, 1020)",94,1,0.96,1,1.0,1,0,0,1.67,25.63,4,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,17,"(1020, 1080)",97,1,0.96,1,1.0,1,0,0,1.68,26.39,7,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,18,"(1080, 1140)",91,1,0.97,1,1.0,1,0,0,1.6,25.89,5,1
19-01-16_YC011,102,196,1978,1,0.96,1,0,0,1.74,25.87,16.68053695678711,0,1,19,"(1140, 1200)",103,1,0.97,1,1.0,1,0,0,1.81,25.3,6,1
