Sample,Unit,GoodChunks,WvfChunks
19-11-11_YC040_probe1,241,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[6, 7, 8]"
19-11-11_YC040_probe1,242,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[15, 16, 17]"
19-11-11_YC040_probe1,246,"[1, 2, 3, 13, 16]",[16]
19-11-11_YC040_probe1,248,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16]","[0, 1, 2]"
19-11-11_YC040_probe1,249,"[2, 6, 7, 8, 9, 10, 12, 18]","[9, 10]"
19-11-11_YC040_probe1,25,"[2, 3, 8, 10, 11, 15, 16, 18]","[2, 3]"
19-11-11_YC040_probe1,250,"[2, 4, 5, 16]",[16]
19-11-11_YC040_probe1,251,"[0, 1, 10, 17]",[10]
19-11-11_YC040_probe1,253,"[1, 4, 6, 7, 10, 14, 15, 17, 19]","[6, 7]"
19-11-11_YC040_probe1,27,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[5, 6, 7]"
19-11-11_YC040_probe1,272,"[1, 3, 4, 7, 8, 13, 15, 16, 17, 18, 19]",[13]
19-11-11_YC040_probe1,273,"[0, 2, 3, 4, 5, 7, 8, 9, 11, 15, 16, 17]","[8, 9]"
19-11-11_YC040_probe1,30,"[9, 11, 13, 16, 18]",[16]
19-11-11_YC040_probe1,36,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 19]","[1, 2, 3]"
19-11-11_YC040_probe1,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[5, 6, 7]"
19-11-11_YC040_probe1,46,"[3, 4, 7, 8, 9, 11, 13, 15, 17]","[7, 8]"
19-11-11_YC040_probe1,47,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0, 1, 2]"
19-11-11_YC040_probe1,51,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[5, 6, 7]"
19-11-11_YC040_probe1,52,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[15, 16, 17]"
19-11-11_YC040_probe1,6,"[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 19]","[0, 1, 2]"
19-11-11_YC040_probe1,62,"[0, 3, 4, 5, 6, 7, 8, 12, 14, 16, 18, 19]",[0]
19-11-11_YC040_probe1,69,"[1, 2, 6, 8, 9, 10, 12, 13, 14, 15, 18, 19]","[9, 10]"
19-11-11_YC040_probe1,7,"[0, 1, 2, 3, 6, 7, 8, 9, 10, 12, 17]","[0, 1, 2]"
19-11-11_YC040_probe1,81,"[1, 2, 6, 7, 10, 12, 14, 15, 17, 18, 19]","[17, 19, 18]"
19-11-11_YC040_probe1,228,"[3, 4, 6, 8, 16, 17]","[3, 4]"
19-11-11_YC040_probe1,240,"[0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19]","[11, 12, 13]"
19-11-11_YC040_probe1,275,"[0, 9, 10, 15]",[0]
19-11-11_YC040_probe1,280,"[0, 1, 2, 3, 4, 5, 7, 8, 10, 12, 15, 17]","[7, 8]"
